Iteration	Posterior	Likelihood	Prior	acrv_sd	gain_loss_neo	gain_loss_trans	part_rate_trans	root_freq_neo[1]	root_freq_neo[2]	root_freq_trans[1]	root_freq_trans[2]	tree_length
0	-679.254	-842.5963	163.3424	0.04801944	1.130298	0.8160689	1.222775	0.668418	0.331582	0.413843	0.586157	4.841064
6	-685.3102	-848.3069	162.9967	0.3119929	1.805732	1.044979	1.384472	0.694681	0.305319	0.512886	0.487114	4.315636
12	-682.7183	-846.9653	164.2469	0.2921103	1.311504	0.9109516	1.457283	0.693602	0.306398	0.482333	0.517667	3.910163
18	-669.8853	-835.3448	165.4595	0.2409199	0.8177822	0.9109516	1.483225	0.720614	0.279386	0.408913	0.591087	3.531671
24	-670.7085	-834.6933	163.9848	0.1347113	1.255161	0.8240868	1.434608	0.654428	0.345572	0.463827	0.536173	4.225908
30	-677.5176	-841.7192	164.2016	0.02558454	1.019914	0.5617017	1.252932	0.649874	0.350126	0.570511	0.429489	4.53478
36	-674.1215	-838.5691	164.4476	0.08946564	1.216055	0.7674775	1.377713	0.649874	0.350126	0.308849	0.691151	4.115615
42	-673.3097	-837.7694	164.4597	0.08946564	1.278609	1.248517	1.553114	0.649874	0.350126	0.440403	0.559597	3.658313
48	-677.4857	-841.5726	164.0869	0.02774865	1.152271	0.9809625	1.511812	0.593961	0.406039	0.475149	0.524851	4.134857
54	-678.7356	-843.0064	164.2708	0.2610005	0.8028407	1.331891	1.123409	0.648021	0.351979	0.527674	0.472326	4.134857
60	-675.383	-839.7227	164.3397	0.4149705	0.8028407	1.330278	1.288466	0.683105	0.316895	0.433492	0.566508	3.933464
66	-681.6848	-846.0661	164.3813	0.1958638	1.012817	1.004919	1.502539	0.522211	0.477789	0.457285	0.542715	3.933464
72	-680.4729	-844.6616	164.1887	0.1958638	1.012817	1.269361	1.507697	0.455257	0.544743	0.452091	0.547909	3.893018
78	-684.3455	-849.0739	164.7284	0.2033803	0.8152081	1.052895	1.932716	0.721536	0.278464	0.401681	0.598319	3.638408
84	-688.098	-851.8364	163.7384	0.04201708	0.8399385	1.043796	1.932716	0.634018	0.365982	0.474314	0.525686	4.237579
90	-674.0616	-839.888	165.8264	0.198982	0.6263998	0.9505909	1.781	0.639039	0.360961	0.466795	0.533205	3.198357
96	-682.7948	-847.9888	165.1941	0.198982	0.7783427	0.9505909	2.207468	0.734958	0.265042	0.577883	0.422117	3.293661
