Iteration	Posterior	Likelihood	Prior	part_rate_trans	tree_length
0	-3619.138	-3786.445	167.3073	2.997675	3.074768
6	-3618.389	-3785.361	166.9713	2.997675	3.274202
12	-3619.012	-3786.236	167.2237	3.096969	3.065368
18	-3626.691	-3793.83	167.139	2.877888	3.245891
24	-3623.19	-3790.862	167.6726	2.893214	2.918235
30	-3614.274	-3781.749	167.4747	2.748145	3.123743
36	-3618.408	-3785.57	167.1616	2.9904	3.165842
42	-3629.244	-3796.529	167.2843	2.867738	3.165842
48	-3634.428	-3801.369	166.9409	2.867738	3.368566
54	-3638.694	-3805.668	166.9739	2.886506	3.338133
60	-3630.088	-3797.158	167.0706	2.853214	3.300836
66	-3635.953	-3802.931	166.9772	2.949184	3.299329
72	-3628.242	-3795.437	167.1954	2.864612	3.220368
78	-3631.32	-3798.86	167.5397	3.209053	2.807407
84	-3659.793	-3826.709	166.9159	3.222648	3.173867
90	-3631.844	-3798.786	166.9425	2.826279	3.391969
96	-3633.391	-3800.509	167.1175	2.724569	3.348923
102	-3651.949	-3818.979	167.0299	3.148722	3.150066
108	-3636.753	-3804.111	167.3575	3.219822	2.911247
114	-3638.71	-3806.006	167.2956	3.219822	2.948573
120	-3637.019	-3803.871	166.8516	2.72137	3.506479
126	-3625.548	-3792.438	166.8901	2.893722	3.383129
132	-3622.278	-3789.627	167.3493	2.893722	3.111738
138	-3625.307	-3792.824	167.5179	3.153986	2.854076
144	-3624.72	-3792.108	167.3882	3.412081	2.776021
150	-3638.043	-3805.12	167.0769	3.166782	3.111326
156	-3629.169	-3796.137	166.9678	3.199361	3.156871
162	-3632.092	-3799.53	167.4383	3.139724	2.910833
168	-3632.431	-3799.582	167.1508	2.96571	3.186923
174	-3620.837	-3788.048	167.2107	2.860479	3.213774
180	-3628.872	-3796.031	167.159	2.656394	3.364574
186	-3629.868	-3797.016	167.1484	3.014408	3.159444
192	-3630.517	-3797.64	167.1228	3.026329	3.167528
198	-3629.973	-3796.981	167.0077	3.145764	3.164968
204	-3628.041	-3794.995	166.9543	3.05786	3.248667
210	-3627.696	-3794.873	167.1769	3.1177	3.080959
216	-3635.786	-3803.32	167.5339	3.036307	2.915555
222	-3629.582	-3796.842	167.2595	3.256247	2.94837
228	-3620.668	-3788.084	167.4158	3.213468	2.879855
234	-3641.044	-3808.588	167.5438	3.281952	2.760462
240	-3628.343	-3795.607	167.2641	3.096982	3.041246
