Iteration	Posterior	Likelihood	Prior	gain_loss_ratio	tree_length
0	-4006.217	-4167.679	161.4618	1.759263	7.092553
6	-4024.526	-4184.942	160.4154	1.824927	7.622835
12	-4005.344	-4166.313	160.9687	1.654345	7.408073
18	-4009.773	-4169.857	160.0837	1.757664	7.831921
24	-4006.985	-4167.337	160.3528	1.757664	7.688091
30	-4008.303	-4170.299	161.9961	1.791404	6.789318
36	-4010.76	-4172.734	161.9733	1.919592	6.741263
42	-4008.311	-4169.81	161.4994	1.816112	7.045315
48	-4005.716	-4167.007	161.2913	2.027595	7.059345
54	-3999.525	-4160.534	161.009	1.884905	7.276636
60	-4006.891	-4168.006	161.1153	1.814873	7.252358
66	-4006.072	-4167.055	160.9826	1.883079	7.291643
72	-4003.822	-4165.467	161.6445	1.922576	6.917291
78	-4006.28	-4167.556	161.2761	2.047272	7.058651
84	-4008.305	-4169.379	161.0735	1.809044	7.277559
90	-4000.925	-4162.564	161.639	1.79144	6.981836
96	-4008.391	-4169.965	161.5732	1.890535	6.970593
102	-4009.41	-4170.888	161.4777	1.909929	7.012993
108	-3997.619	-4158.988	161.3694	1.860655	7.094254
114	-4008.194	-4169.064	160.8699	1.815916	7.383554
120	-4011.828	-4171.342	159.5144	1.676931	8.174187
126	-4006.684	-4167.285	160.6019	1.75712	7.555054
132	-4015.758	-4177.418	161.6598	1.923112	6.908781
138	-4030.312	-4190.661	160.3487	1.920999	7.613813
144	-4018.419	-4178.78	160.3611	1.890667	7.621203
150	-4012.238	-4172.728	160.4902	1.743745	7.621203
156	-4001.358	-4161.891	160.5324	1.885805	7.531778
162	-3998.221	-4159.388	161.1672	2.184673	7.056106
168	-4010.62	-4171.081	160.4605	1.801989	7.609449
174	-3994.502	-4155.289	160.7871	1.758827	7.455014
180	-3994.018	-4155.137	161.1191	1.794582	7.259929
186	-3999.292	-4160.086	160.7946	1.640226	7.508224
192	-4000.73	-4161.652	160.9221	1.748159	7.387746
198	-4011.514	-4173.233	161.7198	1.613399	7.024617
204	-4008.805	-4169.504	160.6998	1.662004	7.548394
210	-4008.098	-4169.698	161.6004	1.812591	6.992598
216	-4008.542	-4169.847	161.3056	1.730239	7.190456
222	-4013.558	-4174.308	160.7504	1.845232	7.433866
228	-4009.347	-4170.851	161.5049	1.964547	6.973151
234	-4011.101	-4171.988	160.8872	1.750431	7.40541
240	-4015.021	-4175.985	160.9642	1.607347	7.433465
246	-4013.394	-4174.918	161.5237	1.732969	7.071903
252	-4008.839	-4169.587	160.7485	1.863986	7.426112
258	-3994.069	-4154.853	160.7844	1.822901	7.426112
264	-4011.944	-4172.892	160.9472	1.622518	7.435132
270	-4007.586	-4168.27	160.6843	1.759106	7.509959
276	-4009.89	-4170.437	160.5466	1.942797	7.497853
282	-4016.02	-4176.623	160.6036	1.932321	7.472108
288	-4012.377	-4172.736	160.3594	1.849264	7.641368
294	-4001.81	-4161.719	159.9083	1.805448	7.902958
300	-4017.785	-4179.066	161.2804	1.963815	7.094326
306	-4008.186	-4169.588	161.4022	1.82302	7.094326
312	-4009.079	-4170.201	161.122	1.736264	7.286213
318	-4020.436	-4182.162	161.7263	1.86579	6.899653
324	-4007.701	-4169.681	161.9795	2.104217	6.653675
330	-4012.82	-4174.653	161.8331	1.739912	6.901942
336	-4013.848	-4174.998	161.1504	1.824773	7.228861
342	-4014.616	-4175.637	161.0208	1.727821	7.344569
348	-4025.439	-4186.46	161.0208	1.727821	7.344569
354	-4009.16	-4170.475	161.3154	2.070278	7.027147
360	-4015.805	-4176.681	160.876	2.000362	7.294937
366	-4017.791	-4179.402	161.6112	1.84297	6.972401
372	-4010.793	-4172.11	161.3169	1.84297	7.130784
378	-4010.674	-4170.833	160.159	1.867676	7.739941
384	-4014.117	-4175.173	161.0556	1.527194	7.424218
390	-4014.124	-4174.417	160.2926	1.643068	7.775428
396	-4006.29	-4167.244	160.954	1.709017	7.389427
402	-4001.123	-4162.145	161.022	1.697835	7.358352
408	-4004.02	-4165.176	161.1565	1.985915	7.150795
414	-4004.464	-4165.647	161.1829	1.749895	7.24697
420	-3996.773	-4157.941	161.1679	1.830281	7.216826
426	-4001.54	-4162.196	160.6563	1.808064	7.50175
432	-4008.53	-4169.241	160.7111	1.808064	7.472423
438	-4008.649	-4169.239	160.5893	1.788201	7.54704
444	-4019.957	-4180.898	160.9411	2.041714	7.241242
450	-4021.073	-4182.471	161.3975	1.920821	7.051092
456	-4023.35	-4184.269	160.919	1.955965	7.292119
462	-4011.232	-4172.724	161.492	1.885464	7.016662
468	-4021.098	-4182.406	161.3085	2.101929	7.016662
474	-4026.584	-4187.23	160.6457	1.69269	7.562531
480	-4019.345	-4180.72	161.3748	1.814098	7.113254
486	-4018.465	-4179.306	160.8413	1.779201	7.41627
492	-4012.858	-4173.741	160.8832	1.687808	7.43762
498	-4022.25	-4183.21	160.9604	1.707911	7.386526
504	-4011.554	-4172.716	161.1623	1.856543	7.207535
510	-4013.853	-4175.279	161.4258	2.285041	6.873191
516	-4007.26	-4168.486	161.2265	2.216015	7.010461
522	-4001.135	-4162.529	161.3936	1.777845	7.120393
528	-4013.749	-4174.923	161.1735	1.739331	7.257083
534	-3996.702	-4157.656	160.9539	1.739331	7.37492
540	-4011.552	-4172.682	161.1297	1.716071	7.291755
546	-4023.776	-4185.685	161.9091	1.760478	6.851079
552	-3998.404	-4158.719	160.3145	1.581029	7.794119
558	-4009.276	-4170.062	160.7864	1.608055	7.52841
564	-4011.638	-4172.172	160.5344	1.690222	7.62328
570	-4006.337	-4168.038	161.7001	1.690222	6.997599
576	-4010.479	-4171.654	161.1752	1.906177	7.177445
582	-3999.669	-4161.131	161.4612	1.752247	7.09625
588	-3995.432	-4156.434	161.0014	1.780167	7.329939
594	-3998.639	-4159.076	160.437	1.899572	7.576436
600	-4003.123	-4164.401	161.2774	1.584652	7.276633
606	-4008.918	-4169.184	160.2659	1.736147	7.74479
612	-4019.015	-4180.401	161.3857	1.792979	7.117452
618	-4011.56	-4172.287	160.7271	1.767023	7.48329
624	-4012.83	-4173.127	160.2974	1.860996	7.66906
630	-4013.976	-4175.185	161.2092	1.860996	7.180212
636	-4008.77	-4169.562	160.7915	1.860996	7.404439
642	-4006.44	-4167.123	160.6829	1.601584	7.586966
648	-4022.047	-4182.973	160.9263	1.716657	7.400602
654	-4009.737	-4170.687	160.9499	1.770087	7.362381
660	-3999.854	-4161.192	161.3379	1.838287	7.121698
666	-4010.951	-4172.033	161.0827	1.860305	7.248539
672	-4015.897	-4177.257	161.3598	1.757128	7.148467
678	-4015.36	-4176.308	160.9482	1.710498	7.391829
684	-4011.068	-4171.955	160.8867	1.672099	7.443352
690	-4008.216	-4168.904	160.6886	1.896009	7.443352
696	-4010.442	-4170.386	159.9438	1.857804	7.859506
702	-4008.399	-4169.623	161.2236	2.068643	7.07727
708	-4000.687	-4161.792	161.1045	1.938953	7.20031
714	-4008.469	-4169.584	161.1153	1.926358	7.20031
720	-4018.919	-4180.061	161.1422	1.895203	7.20031
726	-4005.01	-4166.22	161.2103	1.858229	7.180917
732	-4005.618	-4166.434	160.8162	1.87511	7.384633
738	-4002.319	-4163.21	160.8912	1.789511	7.384633
744	-4011.263	-4171.475	160.2124	1.789511	7.748037
750	-4007.681	-4168.389	160.7076	2.016755	7.377834
756	-4005.137	-4166.271	161.1342	1.935506	7.185912
762	-4013.156	-4174.199	161.0428	2.127978	7.148019
768	-4020.207	-4182.195	161.9879	1.835732	6.772715
774	-4016.184	-4176.986	160.8029	1.969795	7.348061
780	-4013.896	-4175.057	161.1617	1.808097	7.230676
786	-4014.451	-4175.494	161.0423	1.768376	7.31363
792	-4007.328	-4168.321	160.9923	1.861276	7.296625
798	-4017.184	-4177.797	160.6128	2.099621	7.391499
804	-4019.611	-4180.187	160.5761	1.952392	7.477661
810	-4009.786	-4170.602	160.8155	1.868048	7.388322
816	-4015.579	-4177.435	161.8564	1.841669	6.840836
822	-4007.224	-4167.427	160.2032	1.990504	7.65989
828	-4007.834	-4168.487	160.6524	1.899552	7.461105
834	-3989.471	-4150.123	160.6524	1.899552	7.461105
840	-4008.203	-4168.77	160.5674	1.630881	7.634417
846	-4009.278	-4169.558	160.2799	1.630881	7.788174
852	-4010.041	-4171.664	161.6231	1.841044	6.966902
858	-4000.428	-4161.299	160.871	1.949204	7.320968
864	-4012.116	-4173.531	161.4152	1.99776	7.006246
870	-4009.32	-4170.341	161.0207	1.866088	7.279118
876	-4011.426	-4172.235	160.8095	1.945547	7.355644
882	-4019.413	-4179.966	160.5528	1.684655	7.61611
888	-4025.051	-4185.865	160.8141	1.712849	7.462567
894	-4010.841	-4171.66	160.8198	1.842459	7.39798
900	-4006.515	-4167.268	160.7538	1.918544	7.39798
906	-4007.006	-4168.067	161.0614	1.768501	7.303315
912	-3998.82	-4160.044	161.2241	1.735408	7.231774
918	-4004.92	-4165.127	160.2068	1.970741	7.666979
924	-3999.801	-4160.466	160.6643	1.846759	7.479284
930	-4012.004	-4172.459	160.4556	1.663736	7.678248
936	-4007.709	-4168.086	160.3773	1.750783	7.678248
942	-4009.078	-4169.096	160.0175	1.744986	7.873283
948	-4015.169	-4175.177	160.008	1.744986	7.878345
954	-4013.13	-4174.421	161.2914	1.664471	7.229945
960	-4013.959	-4174.991	161.0321	1.959108	7.229945
966	-4012.342	-4173.744	161.4024	1.779799	7.114693
972	-4019.584	-4179.878	160.2944	1.829007	7.685648
978	-4022.345	-4183.388	161.0425	1.671387	7.360173
984	-4013.906	-4174.869	160.9632	1.901458	7.293537
990	-4012.39	-4173.342	160.9514	1.740924	7.375511
996	-4010.883	-4171.557	160.6739	1.576965	7.603925
1002	-4014.619	-4175.282	160.6623	1.764608	7.51913
1008	-4020.763	-4181.165	160.4018	2.00498	7.547046
1014	-4014.492	-4175.303	160.811	1.763558	7.439946
1020	-4016.161	-4177.678	161.5163	1.932084	6.981923
1026	-4009.644	-4170.603	160.9591	1.790761	7.347616
1032	-4009.781	-4170.228	160.4467	1.804201	7.615803
1038	-4024.229	-4184.641	160.4121	1.843608	7.615803
1044	-4000.768	-4162.304	161.5358	1.919854	6.977113
1050	-3999.752	-4161.058	161.3059	1.827513	7.144016
1056	-4004.258	-4165.722	161.4641	1.777626	7.082583
1062	-4002.304	-4163.077	160.7731	1.780538	7.452198
1068	-4006.046	-4167.639	161.5926	1.861036	6.973928
1074	-4011.383	-4172.274	160.8907	1.911253	7.327906
1080	-4016.425	-4177.617	161.1911	1.993023	7.128965
1086	-4012.947	-4173.978	161.0309	1.892216	7.261458
1092	-4011.971	-4173.064	161.0935	1.820439	7.261458
1098	-4012.996	-4173.142	160.1466	1.758996	7.797704
1104	-4000.347	-4161.314	160.967	1.777729	7.349583
1110	-4034.482	-4195.127	160.6445	1.656822	7.580539
1116	-4030.666	-4190.914	160.2476	1.607342	7.816931
1122	-4008.325	-4168.958	160.6325	1.819733	7.509044
1128	-4004.711	-4165.951	161.2404	1.97435	7.111019
1134	-4003.684	-4164.753	161.0689	2.050054	7.168845
1140	-4006.862	-4168.263	161.4006	1.66939	7.168845
1146	-4008.852	-4169.709	160.8569	1.887579	7.35701
1152	-4003.813	-4165.088	161.2752	2.027804	7.06796
1158	-4001.846	-4162.843	160.9973	1.924897	7.264343
1164	-4004.145	-4164.634	160.4891	1.995477	7.504633
1170	-4002.913	-4164.489	161.5762	1.997368	6.919669
1176	-4010.541	-4171.861	161.3203	1.803208	7.147763
1182	-4002.464	-4163.606	161.1425	1.78757	7.250717
1188	-3998.395	-4159.534	161.1387	1.947007	7.178191
1194	-4009.339	-4171.007	161.6685	1.795515	6.96403
1200	-4007.273	-4167.762	160.4885	1.990749	7.507075
1206	-4006.296	-4167.153	160.8578	1.818314	7.388938
1212	-4008.108	-4168.979	160.8709	1.82857	7.377096
1218	-4019.445	-4179.14	159.6944	1.614634	8.108481
1224	-4010.829	-4171.901	161.0725	1.895413	7.237632
1230	-4002.745	-4163.901	161.1557	1.800112	7.237632
1236	-4009.576	-4170.343	160.7674	1.844164	7.425247
1242	-4008.16	-4168.547	160.3871	1.844164	7.628957
1248	-4016.588	-4177.126	160.538	1.844665	7.547921
1254	-4004.733	-4165.642	160.9085	2.038946	7.259986
1260	-4000.808	-4161.191	160.3824	2.114376	7.508427
1266	-4004.995	-4165.07	160.0755	1.823734	7.805081
1272	-4004.034	-4165.491	161.4563	1.930419	7.015046
1278	-3997.501	-4159.019	161.5184	1.930419	6.981581
1284	-4012.525	-4174.256	161.7303	2.060141	6.808081
1290	-4010.976	-4172.976	162.0002	1.737913	6.812788
1296	-4016.457	-4176.609	160.1517	1.664665	7.840217
1302	-4009.044	-4170.2	161.1567	2.022104	7.134235
1308	-4017.569	-4178.072	160.5029	2.00225	7.494132
1314	-4015.152	-4176.034	160.8827	1.738122	7.413662
1320	-4010.348	-4170.795	160.4471	1.881778	7.579282
1326	-4014.918	-4175.485	160.5669	1.842106	7.53368
1332	-4008.766	-4170.916	162.1504	1.894183	6.657429
1338	-4005.226	-4166.143	160.9175	1.795243	7.367794
1344	-4002.356	-4163.745	161.3888	1.883343	7.073219
1350	-4021.029	-4182.138	161.1085	1.522691	7.398076
1356	-4010.666	-4171.669	161.003	1.637103	7.398076
1362	-4004.837	-4165.577	160.7403	1.637103	7.538847
1368	-4018.628	-4179.23	160.6021	1.855309	7.508614
1374	-4036.489	-4197.164	160.6751	1.760697	7.514172
1380	-4026.276	-4186.538	160.2622	1.712019	7.758341
1386	-4015.398	-4176.379	160.9811	1.864947	7.300922
1392	-4018.3	-4179.003	160.7034	1.800368	7.480188
1398	-4010.07	-4170.401	160.3303	1.764752	7.696778
1404	-4011.838	-4171.535	159.6967	1.764752	8.035046
1410	-4008.215	-4168.642	160.427	1.933436	7.566175
1416	-4004.94	-4165.85	160.9101	1.796665	7.371107
1422	-4016.881	-4176.989	160.1082	1.858403	7.77145
1428	-4030.476	-4191.129	160.653	1.87311	7.473036
1434	-4020.815	-4181.433	160.6184	1.678294	7.584081
1440	-4024.226	-4184.839	160.613	1.950061	7.458959
1446	-4017.611	-4178.759	161.1487	1.992241	7.152144
1452	-4018.813	-4179.333	160.5199	1.983922	7.493382
1458	-4004.707	-4166.114	161.4068	1.779986	7.112269
1464	-4014.898	-4176.082	161.1834	2.038955	7.112269
