Iteration	Posterior	Likelihood	Prior	acrv_sd	gain_loss_neo	part_rate_trans	tree_length
0	-884.1648	-1052.663	168.4985	0.2781556	1.647695	0.9400808	2.492369
6	-890.7654	-1060.257	169.4912	0.1508842	1.359116	1.085252	2.016135
12	-885.1018	-1054.126	169.0239	0.3948085	1.336855	1.384168	1.980089
18	-881.1399	-1051.403	170.2636	0.3636326	0.6202453	1.119175	1.811989
24	-880.706	-1050.259	169.5533	0.1107414	1.411905	1.207435	1.885265
30	-887.3149	-1057.036	169.7214	0.4034872	0.9317123	1.435549	1.735829
36	-875.2545	-1044.437	169.1829	0.5061584	1.2779	1.253108	1.924901
42	-869.3722	-1038.559	169.1872	0.5061584	1.308857	1.130436	1.984166
48	-872.1627	-1041.775	169.6122	0.4281095	0.9654008	1.158084	1.960986
54	-869.3469	-1038.609	169.2624	0.3009279	1.570133	1.486559	1.657381
60	-876.2645	-1045.926	169.6613	0.5109077	1.02586	1.340802	1.702878
66	-880.069	-1049.147	169.0782	0.2390443	1.343909	1.323335	2.08323
72	-879.5234	-1048.79	169.2666	0.3175992	1.481778	1.087414	1.975505
78	-878.684	-1048.105	169.4213	0.1891337	0.907526	1.013154	2.37252
84	-881.9639	-1051.25	169.286	0.6667422	1.245844	0.9875353	1.947272
90	-871.7558	-1041.688	169.9321	0.09540361	1.245844	1.329227	1.658888
96	-874.7924	-1045.226	170.4338	0.0210179	0.7693163	1.354745	1.672448
102	-875.1767	-1045.002	169.8256	0.3094908	0.9539309	1.406605	1.733405
108	-880.7211	-1050.314	169.5929	0.3780965	0.8075388	1.406605	1.945609
114	-889.1016	-1058.437	169.3357	0.1611089	1.317211	1.376444	1.945609
120	-885.3377	-1054.787	169.449	0.245971	1.317211	1.273471	1.881182
126	-880.5705	-1049.46	168.8893	0.3006681	1.62455	1.476843	1.889426
132	-878.5786	-1048.458	169.8794	1.109102	0.6811104	1.285673	1.38827
138	-882.4962	-1052.611	170.1148	0.417824	0.770148	1.674921	1.375223
144	-880.6739	-1050.878	170.2045	0.01490141	1.101825	1.622535	1.404014
150	-869.9959	-1040.515	170.5189	0.07226689	0.8427386	1.261389	1.58998
156	-883.1928	-1052.751	169.5579	0.3851725	1.324167	1.148346	1.792058
162	-883.7801	-1052.737	168.9568	0.6149923	1.324167	0.8503744	2.237697
168	-871.0186	-1040.037	169.0183	0.9473711	0.9206669	0.7782022	2.287581
174	-874.814	-1044.224	169.4102	0.2251103	1.005427	1.075713	2.254401
180	-871.7811	-1041.46	169.6789	0.5662634	0.8374308	1.075713	1.964104
186	-871.7828	-1041.274	169.4909	0.1116416	1.448257	1.201947	1.907303
192	-870.7488	-1040.087	169.3386	0.1255445	1.533232	1.082408	2.026746
198	-879.4527	-1048.806	169.3533	0.3234495	1.48674	0.9809645	1.981697
204	-872.6014	-1041.587	168.9858	0.7011939	1.542386	0.9947163	1.930618
210	-879.6054	-1049.294	169.6884	0.6377335	1.147912	1.191357	1.612625
216	-876.8777	-1046.726	169.8478	0.204172	1.179013	1.480025	1.579657
222	-874.8746	-1045.134	170.2593	0.04536963	1.179013	1.19806	1.600992
228	-876.4287	-1045.93	169.5008	0.05401052	1.194293	1.784158	1.707563
234	-880.2	-1049.476	169.2756	0.2192268	1.180454	1.34742	2.055491
240	-889.2057	-1058.353	169.1474	0.8037335	1.314413	1.559929	1.496952
246	-887.9226	-1057.417	169.4941	0.8037335	1.117659	1.427173	1.481506
252	-865.1748	-1034.654	169.4795	0.3680756	1.371493	1.223349	1.774594
258	-889.6445	-1059.377	169.7326	0.5207681	0.8033629	1.571266	1.638113
264	-872.7462	-1042.379	169.6325	0.03251032	1.107314	1.793066	1.684239
270	-872.7817	-1042.083	169.3011	0.2331869	1.423912	1.542181	1.735718
276	-879.8817	-1049.671	169.7893	0.08973147	1.147795	1.129369	1.966409
282	-889.9955	-1059.111	169.1153	0.1921469	1.147795	0.9659112	2.442302
288	-877.5677	-1047.442	169.8742	0.0215291	1.05869	1.017962	2.088101
294	-887.279	-1057.079	169.8003	0.2059101	0.9335454	1.107587	2.038613
300	-878.1984	-1048.304	170.1056	0.04959956	0.9856669	1.180266	1.854347
306	-891.2768	-1061.069	169.7917	0.5852831	0.8472544	1.158576	1.811472
312	-887.8174	-1057.434	169.6169	0.2636035	1.103248	0.8622376	2.170799
318	-875.2283	-1044.955	169.727	0.05075308	1.154669	1.065184	2.071833
324	-899.7956	-1069.557	169.7618	0.3137128	1.298332	1.100188	1.750797
330	-890.9927	-1060.431	169.438	0.2836388	1.091269	1.037069	2.168211
336	-881.4599	-1051.938	170.4777	0.01474079	0.7885931	1.284299	1.682617
342	-869.9394	-1039.56	169.6209	0.008183178	1.143689	1.541754	1.859208
348	-871.576	-1041.854	170.2784	0.0305736	1.026503	1.541754	1.455097
354	-868.3361	-1038.361	170.0244	0.2724094	0.9359626	1.48594	1.573392
360	-866.7147	-1036.517	169.8021	0.01171099	1.20472	1.184566	1.935338
366	-870.4598	-1040.161	169.7008	0.2532218	0.8182207	1.086507	2.161554
372	-882.9054	-1052.228	169.3222	0.8580023	1.322328	1.086507	1.670007
378	-873.6746	-1043.459	169.7848	0.5649849	0.936257	1.24508	1.70836
384	-880.3682	-1049.696	169.3276	0.2081991	1.029957	1.293756	2.161947
390	-887.0944	-1057.371	170.277	0.2946788	0.8343394	0.9306146	1.843081
396	-882.4488	-1052.296	169.847	0.09749124	0.8599282	0.8987031	2.262559
402	-876.1746	-1045.976	169.8019	0.1274822	1.000254	1.103787	2.047875
408	-878.5426	-1048.168	169.6256	0.07511937	1.000254	0.875863	2.343572
414	-881.749	-1051.588	169.839	0.1686691	0.7469928	1.250886	2.063707
420	-875.8193	-1045.672	169.8529	0.2777851	0.7992168	1.253002	1.946945
426	-879.1302	-1049.197	170.0668	0.2974608	0.853837	1.253002	1.75015
432	-887.9162	-1056.572	168.6563	0.2733542	1.475856	1.178177	2.346132
438	-879.8824	-1049.583	169.7003	0.1118064	0.8128193	0.9470884	2.345758
444	-884.4371	-1053.889	169.452	0.1176327	1.238359	1.061236	2.156715
450	-896.9269	-1066.232	169.3051	0.4493097	0.8152428	1.54217	1.994864
456	-884.7423	-1054.891	170.1489	0.3022362	0.744924	1.306989	1.725365
462	-874.1291	-1044.36	170.2305	0.2029969	0.8414805	1.349172	1.641474
468	-881.3188	-1051.257	169.938	0.2046706	0.9327201	1.398036	1.748901
474	-881.2284	-1051.024	169.7956	0.4219564	0.9887278	1.221187	1.780999
480	-888.8891	-1058.754	169.8651	0.2000303	0.9209029	0.7622031	2.233886
486	-881.8247	-1051.05	169.2258	0.2476303	1.586691	1.248946	1.87527
492	-888.1267	-1057.677	169.5502	0.4064408	0.9411104	1.234384	1.982155
498	-880.8203	-1050.13	169.3093	0.01753298	1.355074	1.096666	2.217606
504	-880.817	-1050.792	169.9746	0.009029336	0.9125422	0.8403133	2.241442
510	-880.2349	-1050.002	169.7672	0.01449866	1.204019	0.9011044	2.144873
516	-879.8301	-1049.157	169.3269	0.3368265	1.166499	1.061737	2.141214
522	-878.671	-1048.604	169.9331	0.1285452	0.9280237	1.109779	2.00401
528	-877.9138	-1047.287	169.3734	0.5378073	0.9975376	1.172334	2.016228
534	-885.1691	-1054.592	169.4233	0.1492322	1.345266	1.042873	2.098911
540	-885.7684	-1055.384	169.6157	0.3937619	1.099228	0.9655565	2.020891
546	-877.6331	-1047.124	169.4906	0.5784585	0.9789161	0.9863228	2.04726
552	-886.2019	-1055.76	169.5577	0.271437	1.057434	1.162201	2.03772
558	-881.8083	-1051.605	169.7969	0.21091	1.085802	0.9354968	2.050793
564	-882.9557	-1052.656	169.7003	0.2821919	0.937423	1.180801	2.003153
570	-878.0312	-1047.833	169.8018	0.2458855	1.102981	1.073469	1.920484
576	-878.6609	-1048.192	169.5307	0.1340618	1.406817	1.159649	1.920484
582	-884.6739	-1053.714	169.0396	0.2487887	1.819122	1.591205	1.61839
588	-888.7968	-1058.046	169.2488	0.3167752	1.009309	1.290024	2.158426
594	-893.9922	-1063.736	169.7439	0.5808139	0.9156217	1.348146	1.667588
600	-874.7133	-1044.557	169.8432	0.06411924	1.157754	1.328272	1.805042
606	-878.3593	-1048.65	170.2911	0.04105157	0.7531539	1.298219	1.809059
612	-870.3914	-1040.381	169.9899	0.1531255	1.016754	1.330103	1.737421
618	-878.6825	-1048.07	169.3877	0.3553208	1.016754	1.236896	2.072139
624	-871.0618	-1040.759	169.697	0.3852346	1.016754	1.390299	1.737867
630	-880.1957	-1049.888	169.6926	0.1376646	1.17472	1.367198	1.81982
636	-871.7958	-1041.174	169.3785	0.2813682	1.17472	1.367198	1.935938
642	-871.667	-1040.855	169.1881	0.8238851	1.100064	1.199476	1.861024
648	-862.3755	-1031.838	169.4625	0.1234452	1.067553	1.12934	2.211639
654	-882.7087	-1051.701	168.9918	0.4391478	1.767795	1.478126	1.629866
660	-878.0845	-1046.862	168.7775	0.4270407	1.80751	1.044867	2.058985
666	-881.3174	-1050.507	169.1893	0.2240991	1.505055	1.045813	2.101749
672	-873.1217	-1042.425	169.303	0.7103543	1.447997	0.9967512	1.766184
678	-883.471	-1052.477	169.0063	0.3434262	1.659339	1.455741	1.772206
684	-881.2773	-1050.109	168.8321	0.3434262	1.61983	1.304344	2.01798
690	-882.0168	-1051.268	169.2507	0.5019156	1.048745	1.276708	2.018233
696	-882.4096	-1052.458	170.048	0.162252	0.9825039	1.080477	1.887096
702	-867.8131	-1037.978	170.1644	0.4059496	0.9483892	1.2644	1.525868
708	-862.938	-1032.727	169.7886	0.1103019	1.220893	1.521528	1.630712
714	-876.6984	-1046.477	169.7784	0.006121139	0.9831307	0.9279508	2.267786
720	-871.7836	-1041.763	169.9792	0.002635691	1.222307	1.321486	1.713287
726	-879.5205	-1049.543	170.0225	0.03000494	1.083021	1.456745	1.664955
732	-864.285	-1034.219	169.9341	0.09867275	1.22463	1.640286	1.440557
738	-869.5083	-1039.164	169.6559	0.5802145	0.8077954	1.697054	1.555993
744	-864.2101	-1034.1	169.8904	0.3002295	1.118458	1.190603	1.730741
750	-869.6592	-1039.054	169.3944	0.3577553	1.184902	0.838832	2.216633
756	-878.5309	-1048.597	170.0657	0.4307599	0.8203737	1.015406	1.845957
762	-883.6154	-1053.664	170.0489	0.2359906	0.7555799	1.147689	1.942298
768	-874.5149	-1044.445	169.9299	0.06432142	1.146533	1.153036	1.873335
774	-875.9372	-1046.009	170.0714	0.1733033	0.8079592	1.180644	1.913149
780	-874.9719	-1044.417	169.4451	0.3570783	1.089986	1.3657	1.89757
786	-878.0515	-1047.846	169.7946	0.1813147	0.7502602	1.291196	2.056032
792	-869.9464	-1039.481	169.535	0.2654436	1.02107	1.379921	1.935705
798	-877.0703	-1047.214	170.1439	0.2797846	1.02107	1.379921	1.494877
804	-871.9093	-1041.917	170.0082	0.03432342	0.800596	1.463774	1.862955
810	-875.772	-1045.144	169.3725	0.4967382	1.261536	1.586793	1.575899
816	-874.7643	-1044.022	169.2574	0.6183719	1.075592	1.21796	1.957322
822	-863.0027	-1032.875	169.8723	0.1541915	0.9316681	0.971241	2.116253
828	-864.081	-1034.17	170.0886	0.1979682	0.7613153	1.12468	1.952969
834	-869.6845	-1039.182	169.4974	0.5868273	1.215039	0.9519126	1.902954
840	-865.6684	-1035.673	170.0042	0.4417835	0.8949541	0.9087314	1.902954
846	-877.8121	-1046.808	168.9957	0.3558655	1.126845	1.057262	2.369917
852	-880.2458	-1049.791	169.5448	0.2771264	1.200065	1.480721	1.729167
858	-887.1464	-1057.193	170.0469	0.3932148	0.835501	1.424356	1.586492
864	-886.7986	-1056.778	169.9796	0.1801414	0.8441345	1.151976	1.965806
870	-887.6473	-1057.259	169.6121	0.4329055	1.129909	1.130039	1.865682
876	-888.9711	-1058.901	169.9298	0.266897	0.829136	1.277722	1.865682
882	-903.0735	-1072.629	169.5553	0.7189919	0.8096195	1.687354	1.533634
888	-896.9853	-1066.267	169.2815	0.6247927	1.153999	1.233876	1.873156
894	-896.7546	-1066.397	169.6422	0.05041508	1.170054	1.321526	1.94773
900	-893.8093	-1063.148	169.339	0.7592228	1.205421	0.8810261	1.94773
906	-882.1756	-1051.564	169.3884	0.4638646	1.280208	1.05272	1.948437
912	-889.8992	-1059.242	169.3433	0.1882788	1.197474	1.239293	2.091467
918	-892.1666	-1062.445	170.2782	0.222633	0.8073511	1.389636	1.587592
924	-885.5758	-1055.549	169.9736	0.07654712	1.095059	1.229873	1.817431
930	-883.4593	-1053.388	169.9283	0.2368936	1.022167	1.187509	1.817431
936	-878.2417	-1048.335	170.093	0.2582044	0.7314262	1.287556	1.817431
942	-872.5719	-1042.019	169.4471	0.114262	1.556241	1.30118	1.798294
948	-883.6257	-1053.412	169.7864	0.3280995	1.020246	1.267865	1.798294
954	-882.9703	-1052.599	169.6283	0.3574314	1.020246	1.206169	1.928463
960	-885.5638	-1055.171	169.6076	0.6406997	0.9534296	1.087653	1.876087
966	-887.7966	-1057.192	169.3951	0.5951251	1.149254	1.311061	1.765293
972	-873.4921	-1042.858	169.3661	0.3946164	1.396162	1.03401	1.947336
978	-872.3503	-1041.809	169.4585	0.09587048	1.852671	1.410457	1.53451
984	-877.3423	-1047.899	170.5566	0.1058417	0.7833454	1.185322	1.635432
990	-872.1274	-1041.317	169.1895	0.1346654	1.42352	1.4913	1.915776
996	-883.7994	-1053.036	169.2368	0.4659219	1.538031	1.373603	1.659789
1002	-892.869	-1061.856	168.9873	0.7242528	1.411863	1.339703	1.761424
1008	-878.8884	-1048.815	169.9269	0.3924835	1.074475	1.27157	1.612305
1014	-878.7417	-1047.496	168.754	0.3924835	1.168229	1.224021	2.368213
1020	-883.0609	-1052.357	169.2963	0.2917789	1.169461	0.8468139	2.326501
1026	-875.5045	-1044.991	169.4864	0.2917789	1.138709	0.9584579	2.151821
1032	-887.6209	-1057.353	169.7317	0.2464592	1.026872	0.9571798	2.094792
1038	-873.8726	-1043.526	169.6531	0.3015232	0.9813106	1.331642	1.890903
1044	-878.688	-1048.43	169.7422	0.5536843	1.03418	1.069805	1.800165
1050	-870.6397	-1040.068	169.4287	0.4894679	0.8933965	1.493849	1.864949
1056	-874.8221	-1043.971	169.1484	0.328434	1.246364	1.584335	1.864949
1062	-869.9117	-1040.138	170.2268	0.08728344	0.8331743	1.157423	1.864949
1068	-883.4156	-1053.358	169.9419	0.03288762	1.186892	1.161028	1.853909
1074	-876.7182	-1045.526	168.8076	0.05868822	1.710681	1.269129	2.189847
1080	-874.4997	-1044.49	169.9908	0.3082209	1.032553	1.300073	1.636712
1086	-878.6403	-1048.635	169.9951	0.349459	0.8871993	1.50502	1.559998
1092	-865.6559	-1035.314	169.6576	0.4565767	1.090825	1.387197	1.665051
1098	-878.559	-1047.684	169.1252	0.1870394	1.621529	1.547323	1.758569
1104	-881.0504	-1050.609	169.5587	0.6146966	0.8939512	1.392158	1.758569
1110	-867.8567	-1037.362	169.5052	0.254289	1.096799	1.263517	1.990528
1116	-876.2333	-1046.127	169.8936	0.2763077	0.8491494	0.9594157	2.08363
1122	-877.4519	-1046.539	169.0872	0.7401974	1.227841	1.084202	1.978321
1128	-870.9481	-1040.728	169.7804	0.6345525	0.9180188	1.146945	1.744373
1134	-879.8939	-1049.758	169.8642	0.3754139	1.146944	0.9943784	1.813591
1140	-887.3974	-1057.267	169.8696	0.1607526	1.029205	1.027402	2.012373
1146	-889.2279	-1058.535	169.3066	0.2825066	0.9913461	1.027402	2.323866
1152	-883.4811	-1052.913	169.4317	0.07555342	1.506635	1.171464	1.955108
1158	-884.9686	-1054.621	169.6528	0.1140356	1.291627	1.362713	1.787445
1164	-882.7925	-1052.628	169.8351	0.08180471	1.305498	1.244466	1.755894
1170	-886.4153	-1056.543	170.1277	0.1269106	0.735916	1.630418	1.641212
1176	-892.4318	-1061.277	168.8453	0.3822499	1.524185	1.403489	1.976039
1182	-879.8051	-1049.521	169.7162	0.3778545	1.058653	1.060092	1.928053
1188	-872.9776	-1042.644	169.6667	0.2474044	1.27813	1.274682	1.755358
1194	-895.7577	-1065.7	169.9425	0.04257667	0.9936653	1.427939	1.795461
1200	-885.3396	-1055.297	169.9572	0.07625664	1.235706	1.141507	1.793857
1206	-867.4387	-1036.823	169.3845	0.359758	0.952047	1.048956	2.235828
1212	-877.4878	-1047.315	169.8269	0.3547708	1.216182	1.098273	1.733991
1218	-868.0283	-1037.233	169.2049	0.4890018	1.007936	1.145955	2.169504
1224	-869.2977	-1038.574	169.2763	0.2301711	1.251892	1.116892	2.152957
1230	-864.9472	-1034.426	169.4788	0.03556828	1.241155	1.139375	2.139988
1236	-860.3989	-1030.408	170.0095	0.1502675	1.167298	1.172142	1.731302
1242	-863.8552	-1034.03	170.1748	0.03124442	1.113872	1.207741	1.711021
1248	-883.0958	-1053.374	170.2784	0.01246635	0.8952345	1.311006	1.732194
1254	-871.6513	-1041.749	170.0974	0.08883829	1.061704	1.266021	1.720499
1260	-873.4393	-1043.747	170.3074	0.1040556	0.7749424	1.426577	1.648241
1266	-877.3388	-1047.502	170.1634	0.04573533	0.9222741	1.396363	1.71067
1272	-867.5928	-1037.923	170.3302	0.1750288	0.8821212	1.318484	1.582639
1278	-871.1494	-1040.248	169.0981	0.3232251	1.251633	1.271207	2.10796
1284	-873.1728	-1043.217	170.044	0.1619892	0.939196	1.631006	1.531024
