Iteration	Posterior	Likelihood	Prior	gain_loss_neo	gain_loss_trans	part_rate_trans	tree_length
0	-236.6096	-405.8748	169.2651	0.8692756	2.484191	0.3828805	1.542588
6	-246.5455	-416.1256	169.5801	0.5794248	1.903822	0.3949047	1.835772
12	-236.2471	-406.6014	170.3543	0.5060605	2.107483	0.6108505	0.9529083
18	-235.5084	-404.3562	168.8478	1.187813	1.726955	0.5723991	1.921999
24	-254.9343	-424.8466	169.9123	1.105159	0.6587737	0.8495484	1.761526
30	-256.2303	-426.2848	170.0546	1.105159	1.046486	0.7316627	1.470748
36	-245.1993	-415.9275	170.7282	0.8646189	0.5085556	0.5870126	1.62222
42	-249.3901	-419.6809	170.2908	0.5274372	1.705945	0.4827864	1.411365
48	-240.5331	-410.4912	169.958	0.6581497	1.366981	0.671501	1.674321
54	-253.0759	-422.3408	169.2649	1.705182	1.389433	0.8310952	1.300578
60	-243.4257	-413.3427	169.917	1.208167	1.389433	0.8378216	1.139709
66	-242.6824	-412.0805	169.3981	0.7595144	1.769808	0.9974128	1.505078
72	-244.2408	-411.633	167.3922	2.208575	2.550514	0.4489611	1.908988
78	-259.7237	-429.4896	169.7659	1.179355	1.197165	0.4366916	1.732959
84	-242.6482	-413.1488	170.5006	1.036022	0.6512117	0.6073383	1.56816
90	-255.3809	-425.0451	169.6642	1.112195	1.987316	0.5582184	1.215954
96	-242.6939	-413.3142	170.6203	0.3363	1.583933	1.090611	0.6057292
102	-236.6049	-407.4505	170.8455	0.8078457	0.9178222	0.9142828	1.006268
108	-233.8249	-403.9024	170.0775	0.9424399	1.777661	0.6590744	1.071185
114	-241.1762	-408.9127	167.7365	0.5887116	6.600515	0.5320933	0.9448954
120	-225.6974	-396.1177	170.4203	0.8593332	1.52437	0.4361092	1.24152
126	-229.1425	-399.1987	170.0563	1.088971	1.52437	0.4361092	1.351436
132	-232.1928	-402.2954	170.1026	0.947094	1.52437	0.2945411	1.532914
138	-229.5819	-400.3152	170.7332	0.9700538	0.8107367	0.8288629	1.140086
144	-229.6739	-399.5825	169.9086	0.6234119	2.613402	0.3745833	1.140086
150	-257.6684	-427.7542	170.0858	1.291838	0.7324976	0.4363927	1.753349
156	-245.4021	-415.6989	170.2968	1.013236	1.09975	0.518823	1.477724
162	-230.1327	-401.2401	171.1075	0.6797038	1.087002	0.4019855	1.192185
