Iteration	Posterior	Likelihood	Prior	tree_length
0	-28.09684	-200.9869	172.8901	1.382578
6	-21.61562	-194.9554	173.3398	0.9914666
12	-13.24244	-186.7664	173.524	0.7783846
18	-16.71507	-189.5763	172.8613	1.405036
24	-21.14447	-194.0057	172.8613	1.405036
30	-18.73061	-192.0275	173.2969	1.033796
36	-16.2443	-189.5412	173.2969	1.033796
42	-13.87078	-186.9305	173.0597	1.24561
48	-25.24138	-198.5882	173.3469	0.9842921
54	-10.71949	-183.9445	173.225	1.101451
60	-18.79347	-191.6275	172.834	1.426091
66	-19.03113	-192.4907	173.4596	0.8610151
72	-20.26455	-192.9063	172.6417	1.570448
78	-19.56252	-192.1766	172.6141	1.590704
84	-22.8899	-195.7991	172.9092	1.367585
90	-21.0724	-193.9816	172.9092	1.367585
96	-26.91098	-200.417	173.506	0.802868
102	-31.08466	-204.4081	173.3234	1.00784
108	-21.63438	-194.9578	173.3234	1.00784
114	-25.78198	-199.0549	173.2729	1.056798
120	-21.11277	-194.4094	173.2966	1.034109
126	-17.23492	-190.5914	173.3564	0.9745261
132	-23.86475	-197.5009	173.6361	0.4687584
138	-21.43199	-194.5636	173.1316	1.184533
144	-25.01827	-198.1498	173.1316	1.184533
150	-18.84149	-191.8646	173.0231	1.275944
156	-25.22819	-198.2513	173.0231	1.275944
162	-20.81888	-193.842	173.0231	1.275944
168	-18.66125	-191.7058	173.0446	1.2582
174	-24.41423	-197.859	173.4447	0.8785142
180	-17.85023	-191.3339	173.4837	0.8316183
186	-17.10854	-190.4276	173.319	1.012179
192	-20.8287	-193.7578	172.9291	1.351847
198	-29.23053	-202.2312	173.0006	1.294306
204	-26.9504	-200.0636	173.1132	1.200347
210	-20.35768	-193.3535	172.9958	1.29827
216	-33.82477	-206.4956	172.6708	1.549054
222	-30.82708	-204.2657	173.4387	0.8855231
228	-23.51976	-196.8103	173.2906	1.03995
234	-29.68771	-202.4006	172.7128	1.517873
240	-29.59733	-202.3246	172.7273	1.507069
246	-30.12005	-203.6534	173.5333	0.7651334
252	-23.27272	-196.1507	172.878	1.392016
258	-24.55244	-197.7944	173.242	1.085806
264	-23.88231	-197.1065	173.2242	1.102184
270	-26.84692	-199.4048	172.5579	1.631419
276	-29.17183	-202.5319	173.36	0.9708256
282	-32.74048	-205.4406	172.7001	1.527365
288	-33.05968	-205.7886	172.7289	1.505847
294	-20.4419	-194.0016	173.5597	0.7249932
300	-19.08851	-192.3876	173.299	1.031746
306	-21.08136	-194.3523	173.2709	1.058695
312	-19.05209	-192.2854	173.2333	1.093828
318	-19.51753	-192.9463	173.4288	0.89675
324	-20.44086	-194.0544	173.6136	0.6191801
330	-17.01261	-190.3752	173.3626	0.9681783
336	-26.65345	-199.2229	172.5694	1.623094
342	-17.02091	-190.4602	173.4393	0.8848239
348	-16.90099	-190.2014	173.3004	1.030415
354	-18.11245	-190.9625	172.85	1.413767
360	-22.21871	-195.6525	173.4338	0.8910966
366	-26.08609	-199.3663	173.2802	1.049866
372	-22.43838	-195.0721	172.6337	1.576344
378	-20.694	-194.0915	173.3975	0.9313609
384	-13.93162	-187.3253	173.3937	0.9354009
390	-19.12769	-192.1518	173.0241	1.275133
396	-17.02968	-190.3691	173.3394	0.9918355
402	-26.5572	-199.8929	173.3357	0.9955274
408	-21.9252	-195.2609	173.3357	0.9955274
414	-26.09053	-199.1643	173.0738	1.233795
420	-26.76342	-200.3018	173.5384	0.7577461
426	-19.71454	-193.3299	173.6153	0.6145616
432	-16.63227	-190.23	173.5978	0.6558354
438	-17.04652	-190.5182	173.4717	0.8464099
444	-14.14891	-187.6972	173.5483	0.742841
450	-8.991808	-182.4882	173.4964	0.815458
456	-8.639957	-181.8562	173.2162	1.109451
462	-8.167366	-181.71	173.5426	0.7514949
468	-6.598357	-179.9044	173.306	1.024961
474	-7.856793	-181.3337	173.4769	0.8399984
480	-5.269392	-178.7268	173.4574	0.8636415
486	-4.064272	-177.5217	173.4574	0.8636415
492	-12.20521	-185.5694	173.3642	0.9665389
498	-14.85052	-188.15	173.2995	1.031345
504	-15.7618	-189.3742	173.6124	0.6222707
510	-27.63229	-201.0068	173.3745	0.9557924
516	-21.01261	-194.1843	173.1717	1.149418
522	-15.19326	-188.365	173.1717	1.149418
528	-14.75998	-188.2442	173.4842	0.830909
534	-15.19043	-188.6344	173.4439	0.8794207
540	-20.59359	-193.4218	172.8282	1.430567
546	-20.27277	-193.1806	172.9078	1.368624
552	-19.63458	-192.8913	173.2567	1.072124
558	-21.28574	-194.4613	173.1756	1.145985
564	-23.80135	-197.3277	173.5264	0.7750039
570	-21.86529	-195.0401	173.1748	1.146656
576	-22.91197	-196.0307	173.1188	1.195575
582	-15.65857	-188.5568	172.8982	1.376206
588	-17.95336	-191.2535	173.3001	1.030721
594	-27.44126	-200.7603	173.3191	1.012138
600	-20.03325	-193.3523	173.3191	1.012138
606	-27.36348	-200.7208	173.3574	0.9735712
612	-30.52199	-203.0006	172.4786	1.688129
618	-30.64311	-203.2562	172.6131	1.591387
624	-36.80053	-209.9821	173.1816	1.140631
630	-29.85315	-202.383	172.5299	1.651554
636	-40.75436	-213.708	172.9537	1.332222
642	-34.1477	-207.0874	172.9396	1.34343
648	-34.08974	-206.3731	172.2834	1.824631
654	-28.64364	-202.1166	173.4729	0.8449455
660	-24.11021	-197.4309	173.3207	1.010502
666	-25.41537	-198.4233	173.0079	1.28838
672	-25.59204	-198.7706	173.1786	1.1433
678	-20.61431	-194.1075	173.4932	0.8194988
684	-17.14171	-190.6349	173.4932	0.8194988
690	-27.3705	-200.1624	172.7919	1.458319
696	-26.36688	-199.1361	172.7693	1.475521
702	-30.30901	-202.6571	172.3481	1.779861
708	-32.50781	-205.7781	173.2703	1.059282
714	-34.60804	-207.8024	173.1943	1.129243
720	-32.8484	-205.9956	173.1472	1.170987
726	-26.63971	-199.8233	173.1836	1.138825
732	-28.02262	-201.3484	173.3257	1.005518
738	-30.7715	-203.8779	173.1064	1.206165
744	-19.61425	-192.9108	173.2965	1.034207
750	-19.90737	-193.2515	173.3442	0.9870387
756	-28.59157	-201.1685	172.5769	1.617695
762	-22.79776	-195.5598	172.762	1.481009
768	-11.24556	-184.6503	173.4047	0.923458
774	-16.70565	-190.0372	173.3316	0.9997059
780	-11.28952	-184.7377	173.4482	0.8744459
786	-15.66481	-189.1373	173.4725	0.8454246
792	-22.73512	-196.0917	173.3566	0.9743442
798	-10.6337	-184.0818	173.4481	0.8746189
804	-17.26566	-190.4789	173.2132	1.112191
810	-17.34807	-190.2079	172.8599	1.406138
816	-21.97773	-195.5714	173.5936	0.6643331
822	-22.77317	-196.2678	173.4946	0.8177175
828	-15.56347	-188.7465	173.183	1.139355
834	-18.87194	-192.0519	173.18	1.142061
840	-16.25774	-189.4377	173.18	1.142061
846	-9.759282	-182.7814	173.0221	1.276723
852	-7.728512	-181.1436	173.4151	0.9120979
858	-13.71871	-187.3559	173.6372	0.4785572
864	-28.24527	-201.5582	173.3129	1.018176
870	-22.82495	-196.1293	173.3043	1.026626
876	-19.76196	-193.2679	173.5059	0.8029533
882	-13.97537	-187.4737	173.4983	0.8129648
888	-15.84117	-189.1969	173.3557	0.9752678
894	-28.14261	-201.4983	173.3557	0.9752678
900	-25.27377	-197.7507	172.4769	1.689375
906	-25.86579	-199.3236	173.4579	0.8630945
912	-17.96952	-191.1611	173.1916	1.131728
918	-12.96274	-186.5587	173.596	0.6596096
924	-7.023957	-180.4555	173.4315	0.8936849
930	-18.21911	-191.5404	173.3213	1.009955
936	-14.35343	-187.6361	173.2826	1.047556
942	-16.92536	-190.195	173.2697	1.059878
948	-18.29065	-191.8412	173.5505	0.7394713
954	-24.51612	-197.5688	173.0527	1.251439
960	-20.12069	-193.1907	173.07	1.236996
966	-17.95767	-191.5677	173.61	0.6280982
972	-21.08083	-194.1307	173.0499	1.2538
978	-13.95716	-186.709	172.7518	1.488671
984	-26.07727	-198.6546	172.5773	1.617384
