Iteration	Posterior	Likelihood	Prior	gain_loss_neo	part_rate_trans	tree_length
0	-401.4437	-571.3105	169.8668	0.910167	1.802198	1.674214
6	-394.1393	-562.61	168.4707	2.692767	1.553425	1.726579
12	-403.7437	-572.0796	168.3359	2.604041	1.862565	1.649746
18	-399.8023	-569.5384	169.7361	1.233613	1.458363	1.781721
24	-403.6316	-573.2443	169.6128	1.205167	1.284102	2.003055
30	-400.6808	-570.1657	169.4849	1.387788	1.523818	1.806903
36	-396.3541	-565.8462	169.4921	1.045485	1.523818	2.029361
42	-410.404	-579.9881	169.584	1.045485	2.107965	1.559672
48	-402.9842	-572.4371	169.4529	1.231362	2.107965	1.520313
54	-386.7674	-555.8795	169.1121	1.487157	2.0005	1.667787
60	-386.7909	-555.9134	169.1225	1.134538	1.594711	2.16721
66	-394.5857	-564.5357	169.95	0.7930165	1.106389	2.16721
72	-399.7784	-569.1124	169.334	1.350915	1.177651	2.163112
78	-396.4796	-566.0467	169.5671	0.9567256	1.357933	2.147411
84	-392.1157	-561.4853	169.3696	1.342365	1.645374	1.832661
90	-389.4169	-558.5894	169.1725	2.200915	1.552184	1.49484
96	-392.5633	-561.4368	168.8735	2.154284	1.599148	1.705908
102	-401.6292	-571.0636	169.4344	1.173248	1.470006	2.019019
108	-406.3156	-575.813	169.4973	1.173248	1.709322	1.814482
114	-405.9794	-576.0691	170.0897	1.113689	1.578588	1.526918
120	-401.0641	-570.6229	169.5588	0.9652923	1.760102	1.879573
126	-402.1464	-571.1267	168.9803	1.877511	1.783823	1.664751
132	-404.4119	-573.2536	168.8417	2.02859	1.780171	1.674159
138	-391.2514	-559.8264	168.575	2.399853	1.745778	1.674159
144	-386.7959	-555.8951	169.0992	2.013689	1.745778	1.520822
150	-385.3128	-554.8141	169.5013	1.023264	1.952478	1.746446
156	-389.9928	-559.3523	169.3595	1.325838	1.929988	1.651322
162	-397.9407	-566.759	168.8183	1.331108	1.511724	2.292515
168	-389.8922	-558.6892	168.797	1.331108	1.578704	2.263272
174	-393.8163	-563.0017	169.1854	1.3605	1.511635	2.035394
180	-400.2827	-570.1145	169.8318	1.3605	1.511635	1.588125
186	-404.6149	-574.6446	170.0297	0.6180012	2.192903	1.470316
192	-395.3586	-565.3554	169.9968	0.8911587	1.932193	1.498058
198	-400.7009	-569.6648	168.9639	2.063403	1.771319	1.571093
204	-401.2839	-570.3364	169.0526	1.617808	1.736035	1.810187
