Iteration	Posterior	Likelihood	Prior	alpha	gain_loss_neo	part_rate_trans	tree_length
0	-659.1801	-831.1885	172.0085	0.07796616	0.6277513	0.8721107	0.7835561
6	-660.7211	-832.1517	171.4306	0.4963609	0.5066365	1.158955	0.7308702
12	-657.9306	-829.6677	171.737	0.1484633	0.7719616	0.9816375	0.7233053
18	-668.0333	-840.2129	172.1796	0.146288	0.5421403	0.8181058	0.5045897
24	-665.6754	-836.969	171.2937	0.458487	0.6655981	1.281263	0.5739703
30	-673.3928	-843.8071	170.4143	0.6960183	1.338321	0.9906675	0.9772366
36	-668.6329	-840.2722	171.6393	0.5503753	0.6197133	0.6099767	0.9763885
42	-663.536	-834.1049	170.5689	1.180783	0.7108658	0.706319	1.21846
48	-669.6788	-839.5528	169.874	2.010372	0.5390399	0.706319	1.22634
54	-666.063	-836.607	170.544	1.271153	0.573504	0.6025865	1.346916
60	-661.4016	-827.232	165.8303	5.803999	0.6579061	0.8729917	1.215673
66	-661.5009	-830.7279	169.227	2.63356	0.508619	0.8794739	1.11385
72	-661.9177	-831.3347	169.417	1.91674	0.9236949	1.08412	1.068453
78	-665.0851	-832.9628	167.8777	4.067837	0.50201	0.936702	0.9816141
84	-667.8995	-836.943	169.0435	2.745208	0.5640636	1.000342	1.031482
90	-663.1028	-831.5824	168.4796	2.653907	1.094927	1.152022	1.031482
96	-673.7246	-842.941	169.2164	2.1782	0.4552555	1.064948	1.373881
102	-653.5643	-824.143	170.5786	1.490145	0.511239	0.6279276	1.151109
108	-659.1814	-830.4653	171.2838	0.7892684	0.5599569	0.7563128	0.9946853
114	-662.6731	-831.2044	168.5313	2.858968	0.5351362	1.652576	0.7670642
120	-663.591	-833.8667	170.2758	1.713507	0.461169	1.088581	0.7806848
126	-670.6576	-842.0358	171.3782	0.313282	0.4517051	1.50377	0.5391355
132	-670.6324	-842.3263	171.6939	0.2512401	0.8027457	0.8588717	0.7736629
138	-665.1787	-836.8548	171.6761	0.6232156	0.5360375	0.7396174	0.771657
144	-665.193	-836.77	171.577	0.3494672	0.7459068	1.014337	0.6292106
150	-658.4804	-830.2414	171.761	0.1585545	0.6814166	1.081117	0.6292106
156	-658.1877	-830.047	171.8593	0.08671814	0.6264682	1.081117	0.6759068
162	-674.4306	-846.2784	171.8478	0.1092951	0.7074901	1.004408	0.663076
168	-670.5006	-840.7635	170.2629	1.233034	0.7544406	0.9088545	1.227188
174	-653.2887	-823.3008	170.0121	1.739459	0.79682	0.9603538	0.8959337
180	-671.759	-842.6257	170.8668	0.8582178	0.9305819	0.7423942	1.014229
186	-666.1323	-838.2602	172.1279	0.1642824	0.6869786	0.6789987	0.680911
192	-660.4514	-831.9285	171.4771	0.3140509	0.8108077	1.040545	0.7198177
198	-661.754	-832.4442	170.6902	0.5647993	0.7596288	1.699303	0.5323602
204	-669.8738	-840.4302	170.5564	0.8455349	0.8315974	1.473496	0.5785942
210	-657.5331	-829.0015	171.4685	0.1055915	0.5684748	1.547183	0.5414003
216	-660.1518	-831.9476	171.7959	0.1709369	0.5684748	1.14712	0.5763287
222	-668.274	-839.4654	171.1914	0.7131196	0.6227802	1.100458	0.7204086
228	-673.2334	-843.603	170.3696	1.370247	0.3672764	1.234561	0.9358025
234	-670.0765	-839.5812	169.5046	1.73944	0.7829518	1.410489	0.9721343
240	-674.4149	-844.0211	169.6062	1.73944	0.7829518	1.222722	1.05712
246	-663.9177	-832.1161	168.1985	3.410411	0.593349	1.169104	1.019911
252	-664.0336	-832.305	168.2714	3.509506	0.5335272	1.177841	0.8760922
258	-667.5587	-836.7888	169.2301	2.196231	0.6820777	1.212264	1.080123
264	-656.2028	-825.33	169.1272	2.346833	0.5416804	1.379097	0.984203
270	-661.6218	-832.5627	170.941	1.112923	0.5300914	0.980219	0.784225
276	-660.8451	-829.0604	168.2153	3.326921	0.4306333	1.426229	0.9287971
282	-665.6042	-833.3902	167.786	3.326921	0.8807387	1.671059	0.6830107
288	-669.0377	-840.1553	171.1175	0.4139641	0.7496537	1.38528	0.6733389
294	-665.9314	-837.1768	171.2455	0.09697411	0.9206446	1.45388	0.533281
300	-662.9277	-834.9568	172.0291	0.1375825	0.5173764	0.9628226	0.6363325
306	-668.3646	-839.5422	171.1775	0.3093478	0.5855092	1.623437	0.5212327
312	-658.2649	-829.5459	171.2811	0.1059765	0.6170314	1.689312	0.4355254
318	-660.574	-831.1614	170.5874	0.5497662	0.6170314	1.947533	0.4806437
324	-662.8756	-833.2848	170.4092	0.6236033	0.4010888	2.16136	0.4038138
