Iteration	Posterior	Likelihood	Prior	acrv_sd	gain_loss_neo	gain_loss_trans	part_rate_trans	tree_length
0	-165.009	-334.7171	169.7081	1.793916	0.6527021	0.6129478	1.003484	0.5064758
6	-173.9243	-344.1736	170.2493	0.7210343	1.088079	0.757129	0.8230189	0.836638
12	-174.3954	-344.7608	170.3654	0.7382506	1.217709	0.7563316	0.4122348	1.001392
18	-171.7262	-341.1372	169.411	1.038488	1.159656	0.4637774	1.563348	0.3072232
24	-167.9775	-337.5738	169.5962	0.1130582	1.499881	0.5888618	1.932844	0.3462833
30	-167.3647	-336.6878	169.3231	0.508394	1.487877	0.8450723	1.645478	0.4761146
36	-169.8014	-338.8554	169.054	1.155207	1.311099	0.552709	1.645478	0.3517279
42	-163.7817	-334.031	170.2493	1.489304	0.3794849	0.529776	0.9946862	0.4998412
48	-166.0966	-336.6925	170.5959	1.370048	0.426651	0.2650325	0.619719	0.8258225
54	-172.1139	-342.6352	170.5213	0.6808187	0.4794131	0.4653183	1.511713	0.6170183
60	-164.1305	-334.1586	170.0281	0.346335	0.8688325	1.124687	1.42535	0.4438792
66	-164.9426	-335.288	170.3454	0.2242861	1.482573	0.93302	0.6154649	0.8982704
72	-166.7829	-337.749	170.9662	0.5330401	0.8038547	0.6307318	0.7978699	0.6797229
78	-171.3307	-342.6323	171.3017	0.1925526	0.8849304	0.588936	0.5510396	0.9509543
84	-177.3926	-348.706	171.3134	0.6746484	0.5479204	0.3529794	0.5761894	0.83333
90	-176.1342	-347.2666	171.1324	1.182398	0.5205186	0.3307803	0.2423488	0.8595105
96	-176.1371	-346.4392	170.3022	1.744372	0.3195778	0.1795355	0.2460007	0.9311583
102	-171.0176	-341.0768	170.0592	0.2717211	2.122466	0.531572	0.8524508	0.5863741
108	-169.7858	-340.2776	170.4918	0.5250833	1.303981	0.5241992	0.918886	0.524236
114	-168.9964	-340.6116	171.6152	0.2618368	0.6701612	0.5241992	0.6791005	0.5281292
120	-168.3258	-337.8359	169.5101	0.07937684	2.044336	1.101493	1.138085	0.4823871
126	-174.2777	-340.7511	166.4734	0.3562999	2.539046	1.985125	2.454782	0.233203
132	-168.6487	-335.8101	167.1614	1.314047	1.5303	0.6638688	2.907704	0.23418
138	-168.8267	-338.1608	169.3341	0.4474125	1.668401	0.512199	1.818996	0.5329839
144	-171.8118	-340.0641	168.2523	1.476324	2.352471	0.316955	1.079017	0.220325
150	-167.4215	-335.8248	168.4033	1.476324	2.253625	0.551398	1.103012	0.3141264
156	-170.2023	-340.1264	169.9241	1.486609	0.76648	0.3874114	1.103012	0.4164577
162	-169.1389	-337.5175	168.3786	1.664564	0.9137793	0.2249774	1.877984	0.1909965
168	-175.1165	-340.6048	165.4883	0.5704415	2.001439	0.4725346	4.909936	0.1845764
174	-181.7319	-349.1327	167.4009	1.767963	0.8409444	0.6846305	2.990119	0.3031945
180	-176.7479	-344.1809	167.433	0.7085685	0.9550035	0.6846305	3.731026	0.2128406
186	-177.6704	-347.7859	170.1155	0.809329	0.6535085	0.2555053	1.640131	0.4578056
192	-177.7919	-347.9106	170.1186	1.337817	0.3190446	0.5558874	1.195548	0.6807325
198	-184.0905	-354.3074	170.217	0.9028505	0.2100827	0.2207018	1.391347	0.4719487
204	-182.5534	-352.546	169.9926	1.562342	0.8352902	0.5203382	0.8486303	0.5125102
210	-179.6703	-348.5171	168.8468	0.9531288	0.870777	0.5279969	2.465802	0.3099694
216	-172.2444	-340.8314	168.587	1.780484	0.9903348	0.8322853	1.590665	0.4098023
222	-178.5508	-348.5307	169.98	0.9468994	0.5616992	0.8322853	1.447582	0.5394946
228	-178.5355	-348.8339	170.2984	0.9468994	1.275439	0.2208615	0.6441861	0.4404126
234	-187.1384	-357.7817	170.6433	0.8416703	0.81157	0.6379843	0.6554943	0.880626
240	-172.6271	-342.0864	169.4592	1.457226	1.482699	0.4366899	0.6522461	0.9364656
246	-167.5313	-335.8967	168.3654	1.791489	0.8377903	1.622871	1.186883	0.5960922
252	-181.2537	-349.2157	167.962	2.298908	1.274769	0.4838633	1.492968	0.9269312
258	-168.7026	-338.0573	169.3547	1.670623	1.274769	0.2807348	0.9473688	0.4092887
264	-177.9816	-346.4037	168.4221	0.7091353	2.239331	0.9310497	1.591283	0.5932637
270	-174.3728	-341.5107	167.1379	2.49762	1.428358	0.9310497	1.293867	1.195877
276	-170.9402	-339.067	168.1268	2.079854	1.705854	0.6065682	1.224605	0.7065871
282	-168.7326	-337.2631	168.5306	2.333175	0.4421372	1.393419	0.9579216	0.7192613
288	-165.8609	-334.6808	168.8199	1.69585	1.411136	0.4060419	1.301002	0.7192613
294	-165.1531	-335.5953	170.4423	0.5210962	0.6746782	1.39701	0.7494706	0.5860611
300	-181.4784	-351.2078	169.7294	0.3903278	1.495626	0.8128221	1.381863	0.4796965
306	-164.7665	-334.3283	169.5618	1.04165	1.122786	0.8818168	1.184845	0.4418607
312	-171.6576	-340.6352	168.9777	0.9372068	1.358024	1.27988	1.251157	0.4559477
318	-178.7305	-346.5376	167.8071	2.334055	0.8831172	1.27988	1.209859	0.9815855
324	-175.5444	-344.4303	168.8859	0.7234947	1.647038	1.374486	0.4291291	1.399375
330	-172.6804	-338.5668	165.8864	2.81644	2.768609	0.910894	1.313272	1.029029
336	-170.2406	-336.4159	166.1753	2.81644	1.436556	0.7101828	2.328071	1.029029
342	-166.3032	-332.5152	166.212	2.912275	0.6841561	0.7921396	2.496844	1.33865
348	-166.1354	-333.7151	167.5797	2.742684	0.8543431	0.6117072	1.452459	1.214173
354	-171.7746	-340.0219	168.2472	2.742684	0.8543431	0.5175705	0.8559594	1.214173
360	-164.3348	-331.9546	167.6198	2.742684	0.8543431	0.5175705	1.114267	1.506627
366	-175.59	-343.9774	168.3874	2.742684	0.7464823	0.6675449	0.7996515	1.128197
372	-176.47	-343.1691	166.6991	2.742684	1.623552	0.8377763	1.730967	0.8708536
378	-178.3035	-345.4992	167.1957	2.601254	1.623552	0.6594686	1.661434	0.7101888
384	-172.933	-341.4017	168.4687	2.601254	1.065218	0.3908391	0.9022045	0.9530946
