Iteration	Posterior	Likelihood	Prior	gain_loss_neo	gain_loss_trans	part_rate_trans	site_rates_raw[1]	site_rates_raw[2]	site_rates_raw[3]	site_rates_raw[4]	tree_length
0	-1633.838	-1804.468	170.6297	1.889765	1.323131	1.207496	0.3868146	0.08493764	0.0774213	0.04647927	0.5222363
6	-1637.377	-1807.812	170.4354	2.870655	0.6306613	1.207496	0.419867	0.1056509	0.05898689	0.1037418	0.5518878
12	-1630.017	-1800.868	170.8513	1.756576	1.388481	0.9203004	0.4804636	0.1114581	0.05177642	0.06626522	0.5581849
18	-1626.276	-1797.597	171.3208	2.026442	0.6281348	0.9233562	0.4804636	0.1167739	0.04175169	0.09767822	0.5829193
24	-1638.148	-1808.497	170.3496	2.026442	1.031192	1.223278	0.7272921	0.09832202	0.05004047	0.1504703	0.4465218
30	-1643.2	-1813.291	170.0907	2.194805	0.8441234	1.25615	0.7551983	0.2180428	0.06476873	0.2450167	0.4019792
36	-1641.144	-1811.101	169.9567	2.597507	0.9037599	1.194456	0.8241293	0.1355926	0.04139944	0.1254994	0.4898172
42	-1659.468	-1827.291	167.8223	2.582605	1.156533	1.743509	0.1694977	1.782063	0.245	0.1971959	0.7234995
48	-1658.559	-1826.673	168.1136	2.530877	1.142285	1.068272	0.2345367	1.946937	0.2748892	0.3160946	0.8081261
54	-1631.156	-1800.627	169.4709	2.508385	1.134298	1.270788	0.8200447	0.2450912	0.07688	0.1985678	0.6402259
60	-1637.38	-1807.498	170.1179	2.53367	0.8881414	0.7688058	0.8200447	0.1233808	0.1085504	0.1991752	0.8906734
66	-1644.95	-1814.918	169.9678	2.231599	1.092188	1.049827	0.7616805	0.1875657	0.09098377	0.1991752	0.7837195
72	-1642.246	-1812.126	169.8801	2.778157	1.185636	0.8430871	0.7616805	0.1036869	0.08970758	0.1658465	0.6047458
78	-1642.601	-1812.14	169.5388	2.778157	0.8495041	1.44704	0.8333601	0.07925554	0.1310671	0.1658465	0.4648264
84	-1643.589	-1813.613	170.0239	2.613847	0.8865899	1.084005	0.7649391	0.09267269	0.1150197	0.1981187	0.5466185
90	-1634.101	-1803.722	169.6214	2.469273	0.992665	1.130558	1.065854	0.2273477	0.1150197	0.1187771	0.4396602
96	-1627.805	-1798.572	170.7668	1.626911	0.8990687	1.101546	0.9026063	0.1645619	0.04826756	0.1038093	0.4961568
102	-1633.294	-1804.13	170.8363	1.287596	1.16642	0.8311288	0.9026063	0.1247602	0.2219315	0.1536912	0.7129717
108	-1642.179	-1813.343	171.1643	1.916396	0.6759459	0.8821014	0.5881187	0.1247602	0.1067249	0.1306471	0.6719189
114	-1629.867	-1799.439	169.5714	2.996959	1.079441	1.041108	0.8192722	0.1166806	0.08532205	0.1306471	0.6719189
120	-1618.895	-1789.186	170.2916	2.327273	1.135796	1.081404	0.5813607	0.08360578	0.06455769	0.1161551	0.6473016
126	-1625.495	-1796.626	171.1309	1.740044	0.902496	0.9692405	0.5428125	0.1224115	0.06333249	0.06284518	0.7439399
132	-1631.94	-1802.438	170.4976	1.512228	1.26486	0.9519993	1.005131	0.1215181	0.1768244	0.07564402	0.528987
138	-1640.395	-1810.845	170.4494	1.943508	0.821924	0.9000695	1.005131	0.09165983	0.1956914	0.2168408	0.619782
144	-1625.375	-1795.037	169.6625	2.13331	1.092963	1.134913	1.116874	0.1538032	0.08205183	0.2745268	0.6322253
150	-1625.147	-1794.674	169.5274	2.417377	1.095629	1.101354	1.12798	0.1204742	0.04271773	0.2745268	0.6322253
156	-1639.047	-1808.082	169.0349	2.655203	0.7050832	1.357664	1.305929	0.1794297	0.3055331	0.202551	0.6574009
162	-1640.732	-1809.763	169.0312	3.003418	0.7050832	1.393945	1.189815	0.1261974	0.2906589	0.124661	0.605075
168	-1635.515	-1804.726	169.2109	1.90732	1.018568	1.772896	1.189815	0.07013732	0.3070005	0.1667009	0.5313274
174	-1623.534	-1793.831	170.2975	2.011159	0.9801237	0.8800149	1.013113	0.06801875	0.1891899	0.1865979	0.6434676
180	-1636.777	-1805.861	169.0847	1.76028	1.467737	1.043212	1.341673	0.2008739	0.2801948	0.338143	0.7872051
186	-1620.864	-1789.964	169.1002	1.76028	0.7903279	0.7935751	1.86072	0.1113055	0.7131452	0.338143	0.834982
192	-1628.864	-1797.503	168.6386	1.914409	0.920348	0.9631033	1.86072	0.1133058	0.4891302	0.2654214	1.162252
198	-1630.543	-1799.64	169.097	1.644422	1.135171	0.8389152	1.727306	0.1029398	0.4139955	0.255866	1.089413
204	-1632.413	-1801.638	169.2251	2.338502	0.5998118	0.9033279	1.260984	0.140253	0.2460516	0.2559932	1.368748
210	-1621.633	-1790.699	169.0662	2.018851	0.8352826	1.009093	1.66767	0.06463585	0.2460516	0.2995087	1.137797
216	-1623.992	-1793.199	169.2072	2.136903	0.8334005	0.998692	1.585551	0.1051601	0.2460516	0.2995087	0.9601287
222	-1619.989	-1789.819	169.8301	1.545033	0.937431	0.9828387	1.356737	0.1890963	0.102477	0.4399189	0.9128534
228	-1625.862	-1795.004	169.1422	1.711707	1.128979	0.9828387	1.356737	0.1570594	0.3795014	0.1627099	1.263807
234	-1621.083	-1789.964	168.8815	2.355073	0.9589719	1.228052	1.167827	0.08885857	0.181331	0.2011072	1.313296
240	-1624.977	-1793.245	168.2689	2.166055	0.6947525	1.097993	1.709039	0.09009482	0.3353976	0.3049442	1.581848
246	-1628.275	-1796.355	168.0802	2.520102	0.7611692	1.097993	2.142502	0.08512986	0.3812678	0.3629971	1.019143
252	-1622.917	-1790.891	167.9743	1.969613	1.165512	1.263297	1.919277	0.07712656	0.4834926	0.4024932	1.089017
258	-1629.765	-1798.389	168.6241	2.72578	0.7554895	1.042748	1.350743	0.16066	0.4352481	0.4024932	1.004774
264	-1628.718	-1796.913	168.1949	2.72578	0.643082	0.9815522	1.877208	0.225093	0.5037159	0.2776979	1.061657
270	-1626.694	-1794.492	167.7982	1.523291	0.738018	1.450878	2.082295	0.1965599	0.399865	0.88189	1.205151
276	-1623.416	-1791.872	168.4559	1.891537	0.8275267	1.400404	2.016393	0.141196	0.3164891	0.3492331	0.9342
282	-1630.2	-1799.455	169.2551	2.437881	1.205015	1.223552	1.0877	0.1697806	0.132319	0.1660068	0.7035035
288	-1631.291	-1800.017	168.7259	2.597623	0.879082	1.13963	1.545805	0.1353821	0.3643924	0.1901763	0.8874065
294	-1655.192	-1823.71	168.5179	2.708081	1.031736	0.8226079	1.545805	0.4585604	0.2983118	0.1625467	0.9541811
300	-1642.042	-1810.372	168.3303	1.970548	1.031736	1.103411	2.126968	0.3824643	0.1033906	0.5059185	0.7573398
306	-1635.912	-1803.6	167.6872	2.172827	1.305457	0.8098514	2.126968	0.6072493	0.06123285	0.5955533	1.017758
