Iteration	Posterior	Likelihood	Prior	alpha	gain_loss_neo	part_rate_trans	tree_length
0	-405.1661	-569.8922	164.7261	1.500398	3.672051	3.693637	1.306365
6	-405.4454	-568.2308	162.7854	2.781978	2.769152	5.446447	0.8484724
12	-408.7235	-571.5892	162.8658	2.781978	3.167792	5.002847	0.9422302
18	-417.4501	-583.1142	165.6642	1.873374	1.033018	5.002847	0.8206506
24	-416.9605	-583.802	166.8415	1.74923	1.22458	3.21247	1.338992
30	-413.1645	-576.8588	163.6943	1.633196	5.081793	4.118366	1.019249
36	-407.7224	-573.7917	166.0693	1.224674	2.672379	3.593515	1.057228
42	-407.7494	-571.2696	163.5202	2.523746	1.332865	6.295513	0.6773558
48	-394.4247	-557.8776	163.4529	1.453394	2.914526	6.091368	0.7270517
54	-402.221	-566.2271	164.0062	1.744935	1.925895	6.051631	0.6680026
60	-402.7874	-564.8305	162.0431	2.399525	1.957728	7.31745	0.6967755
66	-399.3555	-561.9798	162.6244	1.570972	2.463986	7.179896	0.6455127
72	-410.6229	-571.4396	160.8167	1.970266	5.484245	6.718308	0.7005369
78	-400.8752	-566.113	165.2378	1.303471	4.475659	3.315264	0.9317084
84	-402.0985	-566.0545	163.9559	4.044795	1.639635	3.72822	1.064662
90	-413.2149	-577.8291	164.6142	0.7970574	5.833169	3.81686	0.8537802
96	-409.3104	-575.1113	165.801	0.8406028	2.634506	4.497606	0.8159174
102	-412.4038	-572.4189	160.0151	2.055816	3.093163	8.881334	0.4895637
108	-409.0387	-571.0222	161.9835	2.642683	2.966054	6.409632	0.4510083
114	-396.9095	-561.8184	164.909	1.896504	2.44932	4.542584	0.7179071
120	-405.5714	-569.7094	164.138	1.359291	3.160633	5.344416	0.7018327
126	-408.7395	-573.3738	164.6343	1.150201	4.466316	3.95691	1.053134
132	-414.7337	-579.4594	164.7257	2.466858	1.037446	5.299725	0.87395
138	-408.3864	-572.1364	163.75	2.998575	2.153793	4.809265	0.7577526
144	-416.0117	-582.0047	165.993	0.6648572	2.233567	4.895016	0.6546443
150	-421.8985	-587.9314	166.0329	1.621421	1.537162	4.414592	0.7971607
156	-413.702	-579.5836	165.8816	2.291017	2.133112	3.257155	0.9358527
162	-406.8035	-570.6912	163.8877	2.620019	2.82581	4.41007	0.9120649
168	-407.5451	-571.8346	164.2895	2.043369	3.267449	3.843358	1.310967
174	-404.9149	-570.5181	165.6032	2.043369	2.506338	3.198756	1.207181
180	-419.6642	-583.5177	163.8535	4.404179	1.547044	3.128795	1.423855
186	-419.2487	-583.4603	164.2116	1.920756	4.274175	3.619212	1.143728
192	-412.1765	-575.8945	163.718	1.920756	2.495256	5.53754	0.8979721
198	-433.5486	-599.6949	166.1463	0.7383346	1.942233	4.766746	0.8670835
204	-422.5748	-586.854	164.2792	2.872871	1.476332	4.912158	0.8739809
210	-419.4584	-580.1242	160.6658	5.752673	1.695656	5.529098	0.7641588
216	-408.7817	-576.7248	167.9432	0.1690457	1.695656	3.895001	0.6643035
222	-402.0562	-569.768	167.7118	0.2544472	2.972508	3.051918	0.6017278
228	-405.1027	-572.2725	167.1698	0.3236336	2.922488	3.401229	0.8592231
234	-401.3301	-567.9074	166.5773	0.9445104	3.205954	2.890132	1.146894
240	-396.6383	-561.006	164.3678	2.660203	2.138859	4.514111	0.7971029
246	-400.5947	-562.2572	161.6625	3.913025	3.183379	5.196897	0.7843321
252	-397.2124	-563.269	166.0565	1.646803	2.69933	3.157779	1.063278
258	-403.8466	-568.9946	165.148	2.171512	1.982954	3.971369	1.186963
264	-420.649	-585.6813	165.0323	1.236132	1.815254	5.361093	1.008809
270	-401.5741	-564.9417	163.3675	1.453806	5.299562	4.716855	0.7904134
276	-401.741	-567.2807	165.5396	0.850866	3.714279	4.043615	0.7753302
282	-400.8531	-565.7383	164.8852	1.021465	4.255625	4.00328	1.005457
288	-413.2107	-579.2111	166.0004	1.021465	2.321701	4.319222	0.8640563
294	-411.9818	-577.4446	165.4628	1.290195	2.926497	4.095203	0.9094673
300	-426.0288	-592.1191	166.0903	0.6649623	2.150247	4.839744	0.703553
306	-418.7475	-580.0609	161.3133	4.821452	2.877804	4.841493	0.7963474
312	-408.9846	-573.9976	165.013	1.837576	2.877804	3.867449	1.075896
318	-416.5388	-583.5339	166.9951	0.8637961	2.97925	2.921463	0.9426971
324	-420.6473	-587.5997	166.9524	1.116947	2.459602	3.106027	0.9293444
330	-419.0161	-583.8423	164.8262	1.770999	2.234849	4.589549	1.093904
336	-417.7114	-583.666	165.9545	1.177242	1.613623	4.589549	1.093904
342	-429.4845	-593.1833	163.6988	0.7364473	5.609814	5.028976	0.6622642
