Iteration	Posterior	Likelihood	Prior	alpha	gain_loss_neo	part_rate_trans	tree_length
0	-86.68393	-256.2129	169.5289	0.4279646	0.8100758	2.934305	0.5962624
6	-86.62227	-255.1903	168.5681	1.877092	0.6509495	2.192862	1.106229
12	-95.25927	-259.7745	164.5152	5.071376	1.328559	2.076885	1.369367
18	-98.33311	-265.2663	166.9332	2.658556	1.177708	2.076885	1.479108
24	-83.62586	-252.0588	168.433	2.125477	0.9790406	1.224799	1.541366
30	-82.70324	-252.5816	169.8783	0.8508694	1.486954	1.103492	1.099585
36	-83.71431	-252.2289	168.5146	1.929399	0.5276757	2.364422	1.038173
42	-92.60402	-259.597	166.993	3.091937	1.003372	2.364422	0.9587879
48	-91.56689	-258.9569	167.39	1.71014	1.599277	2.083522	1.540482
54	-92.24193	-261.7004	169.4585	1.155867	0.8079351	1.216498	1.63043
60	-92.84568	-255.6217	162.776	7.879021	0.3807178	1.895917	1.318764
66	-85.61957	-254.6283	169.0087	1.58004	0.3829004	1.557448	1.625588
72	-92.76431	-259.5109	166.7466	3.713209	0.5694527	0.9150788	2.089446
78	-99.13591	-269.232	170.0961	0.4459078	0.5694527	1.307502	1.768855
84	-110.6711	-279.4923	168.8212	0.5914529	0.5988782	0.9591014	2.709273
90	-82.91544	-250.8753	167.9598	1.639641	0.7175037	0.6678738	2.709273
96	-81.91263	-253.2323	171.3196	0.3316528	0.8776077	0.8040837	1.076241
102	-86.17614	-258.0413	171.8652	0.3485677	0.3564987	0.8640797	0.8143218
108	-91.03051	-259.0579	168.0274	1.399868	1.434261	1.997259	1.47563
114	-94.3094	-263.7804	169.471	1.0337	0.3730563	2.4473	0.9593615
120	-91.02218	-258.4303	167.4081	2.309194	1.3875	2.299599	1.014237
126	-87.65461	-255.3005	167.6459	2.309194	0.9803682	1.763951	1.587563
132	-89.20058	-257.63	168.4294	2.101617	0.7157567	1.55086	1.510811
138	-91.15299	-257.5216	166.3687	3.356504	0.8713021	1.140837	2.240704
144	-87.21577	-256.2336	169.0178	0.9582956	0.7460274	1.539385	1.892374
150	-89.81731	-257.9038	168.0865	2.374551	0.7719257	2.049419	1.12054
156	-83.55289	-250.639	167.0861	2.37339	0.6150919	3.406481	0.9099118
162	-81.09591	-247.8485	166.7526	2.2612	1.956257	1.959188	1.461217
168	-75.03272	-244.3941	169.3614	1.906679	0.5061247	1.672944	0.9167657
174	-82.10314	-250.2929	168.1898	1.658048	1.481985	2.056588	1.036511
180	-83.75342	-253.7227	169.9693	0.9386771	1.337027	1.102452	1.067117
186	-92.94287	-263.4358	170.4929	1.3872	0.2994146	0.7676182	1.221933
192	-94.92846	-262.7478	167.8194	2.52006	0.7311846	1.145648	1.922475
198	-85.11076	-254.3855	169.2748	1.043366	1.356343	1.350284	1.344266
204	-84.07105	-253.5834	169.5124	0.8557123	1.46657	1.742289	0.8292407
210	-87.01785	-255.522	168.5041	2.279727	0.6535152	1.952551	1.010792
216	-78.39762	-248.2165	169.8189	0.597141	0.6663512	2.299689	1.019938
222	-74.27927	-244.8742	170.5949	0.08293453	0.6663512	2.299689	0.7029553
228	-83.40451	-254.1722	170.7677	0.07294174	0.9047821	1.623973	1.04194
234	-76.23835	-247.0687	170.8303	0.1088444	0.7191345	1.932808	0.7900145
240	-91.17787	-262.1542	170.9763	0.1088444	0.546938	1.932808	0.7900145
246	-88.54473	-256.9876	168.4428	2.180795	0.5282385	2.485325	0.6649395
252	-69.80147	-239.7468	169.9453	0.7949879	0.6340801	1.333123	1.571342
258	-73.97714	-244.7629	170.7858	0.7469564	0.8835689	1.084284	0.9067817
264	-80.03806	-249.7754	169.7374	0.9304915	1.046513	1.786579	0.9067817
270	-74.22811	-244.8833	170.6552	0.9304915	0.4975397	1.280012	1.001093
276	-69.05091	-239.9825	170.9316	0.435488	0.4975397	0.9994755	1.428373
282	-65.36705	-236.9799	171.6129	0.1066113	0.7375726	1.240191	0.5997062
288	-67.82847	-238.0067	170.1782	0.4596947	0.9971972	1.9936	0.7438385
294	-81.0771	-252.1393	171.0622	0.1035298	0.3254822	1.9936	0.679756
300	-83.06452	-253.1487	170.0842	0.5027139	1.095515	1.9936	0.6618471
306	-92.319	-260.9482	168.6292	2.113319	0.7885283	1.878351	1.000876
312	-88.27221	-256.5455	168.2732	2.283	0.7538592	1.153426	1.753449
318	-78.28475	-248.8375	170.5528	0.6750065	0.9609563	1.082643	1.132848
324	-83.47629	-252.5485	169.0722	1.599649	0.8982934	1.319687	1.445289
330	-88.4055	-259.5834	171.1779	0.6187713	0.4259128	1.206623	0.8919943
336	-93.6292	-263.067	169.4378	1.327703	0.5368715	1.430162	1.537772
342	-89.95167	-258.7873	168.8356	1.367284	0.9234865	1.640651	1.537772
348	-82.48205	-253.4023	170.9202	0.09008239	0.6866674	1.533861	1.161634
354	-71.92807	-242.5027	170.5746	0.09008239	1.478244	1.342307	0.9359396
360	-70.48295	-241.269	170.786	0.09008239	1.380062	1.342307	0.795671
366	-77.31078	-248.4605	171.1497	0.3379185	0.8864805	1.222985	0.7889351
372	-91.55212	-262.663	171.1109	0.07362625	1.015509	1.430949	0.740394
