Iteration	Posterior	Likelihood	Prior	alpha	gain_loss_neo	part_rate_trans	tree_length
0	-29.71636	-198.6434	168.927	1.513551	2.242453	0.8550859	0.9828778
6	-29.48339	-199.8865	170.4031	1.132947	0.879615	0.4533379	1.461069
12	-35.7731	-206.0603	170.2872	1.132947	0.9776292	0.5727106	1.383123
18	-33.68876	-204.9049	171.2162	1.083723	0.7524857	0.2699256	1.083167
24	-31.11583	-202.9381	171.8223	0.7281861	0.4575088	0.1108531	1.208192
30	-27.25102	-198.5644	171.3134	0.8190249	0.6480188	0.08741997	1.452904
36	-29.17071	-197.6159	168.4452	3.275759	0.5140213	0.2604981	1.703941
42	-28.92284	-197.2955	168.3727	3.275759	0.6884418	0.555997	1.437094
48	-20.59539	-191.439	170.8437	1.497242	0.3826814	0.6056477	0.9643669
54	-31.82296	-202.3529	170.53	0.8143816	0.7068006	1.659956	0.529676
60	-19.71176	-188.707	168.9952	2.660618	0.9526062	1.101605	0.5707126
66	-26.50504	-197.0351	170.5301	1.12712	0.6853868	1.051643	1.009894
72	-21.81003	-192.7752	170.9652	1.12712	0.7656999	0.560702	0.9905945
78	-25.63521	-194.137	168.5018	3.16254	0.7353824	0.2218044	1.640747
84	-27.35437	-198.545	171.1906	0.8226996	0.7793921	0.2827521	1.297401
90	-30.81907	-200.3778	169.5587	1.771293	0.7793921	0.2852706	1.802124
96	-31.74584	-201.8062	170.0604	1.130453	1.771212	0.5876141	0.8926338
102	-39.89237	-209.8773	169.9849	2.168587	0.4345855	0.9139659	0.8103371
108	-41.08892	-208.319	167.2301	4.491994	0.1471039	1.027888	0.6734944
114	-37.54118	-208.3487	170.8075	0.8830571	1.076564	0.5179656	1.120581
120	-26.85444	-197.5134	170.6589	0.8462074	1.108543	1.105037	0.5182079
126	-28.75686	-197.49	168.7331	1.896059	1.931404	0.8477981	1.058818
132	-27.3828	-197.021	169.6382	2.780933	0.519165	0.3733715	1.058818
138	-15.39559	-187.5228	172.1272	0.4165672	0.658035	0.4590557	0.6699375
144	-19.07524	-191.3046	172.2293	0.09652936	0.861417	0.3736541	0.8357137
150	-18.08482	-189.9513	171.8665	0.4753504	0.6354771	0.7207504	0.4423941
156	-15.49512	-186.6149	171.1197	0.973002	1.029543	0.2970378	0.9930006
162	-15.59752	-185.9221	170.3246	2.282059	0.2659209	0.1968657	1.054739
168	-16.74112	-188.2717	171.5306	0.9257957	0.7356809	0.1687778	1.045988
174	-27.27082	-197.635	170.3642	1.53176	0.5312769	0.3850566	1.476846
180	-20.72304	-188.9668	168.2437	4.347285	0.2998376	0.3850566	0.9111459
