Iteration	Posterior	Likelihood	Prior	acrv_sd	gain_loss_neo	part_rate_trans	root_freq_neo[1]	root_freq_neo[2]	root_freq_trans[1]	root_freq_trans[2]	tree_length
0	-1371.382	-1539.488	168.1062	2.336917	0.6017862	0.7092894	0.480697	0.519303	0.515342	0.484658	1.605027
6	-1355.007	-1523.053	168.0462	2.336917	0.7510477	0.6504886	0.428299	0.571701	0.447253	0.552747	1.605027
12	-1351.691	-1519.662	167.9711	2.336917	0.9120497	0.8817448	0.512139	0.487861	0.418108	0.581892	1.366801
18	-1349.845	-1518.04	168.195	2.336917	0.5076172	0.8083218	0.454029	0.545971	0.447332	0.552668	1.524165
24	-1355.084	-1522.641	167.5565	2.336917	1.071245	0.8083218	0.354565	0.645435	0.504129	0.495871	1.636506
30	-1346.439	-1513.714	167.2751	2.336917	1.126702	0.9911325	0.47978	0.52022	0.504129	0.495871	1.636506
36	-1344.107	-1514.575	170.4681	0.5799879	0.7823178	0.7237628	0.412837	0.587163	0.487417	0.512583	0.96788
42	-1347.909	-1517.667	169.7581	1.01347	0.6588817	1.177876	0.306928	0.693072	0.503965	0.496035	0.9702047
48	-1353.536	-1524.108	170.5721	0.6451998	0.4843724	1.002342	0.309561	0.690439	0.503965	0.496035	0.809165
54	-1353.433	-1523.939	170.5063	0.378757	0.570616	1.209259	0.340883	0.659117	0.465916	0.534084	0.8640191
60	-1363.233	-1533.706	170.473	0.8711361	0.5516417	0.7362556	0.420418	0.579582	0.465916	0.534084	0.8491686
66	-1364.054	-1534.209	170.1544	0.6973353	0.8262728	0.7530964	0.420418	0.579582	0.477785	0.522215	1.087173
72	-1351.174	-1521.293	170.1196	1.034722	0.4074599	0.9314371	0.346515	0.653485	0.401382	0.598618	0.9874283
78	-1353.602	-1523.805	170.2029	0.756524	0.5990726	0.9314371	0.346515	0.653485	0.482001	0.517999	1.048411
84	-1348.689	-1518.761	170.0719	0.7363408	0.7119929	0.8957186	0.447554	0.552446	0.418482	0.581518	1.101414
90	-1359.942	-1529.065	169.1231	1.839252	0.6223646	0.9468294	0.445578	0.554422	0.418482	0.581518	0.981012
96	-1362.066	-1531.845	169.7788	0.6379904	1.025636	1.022984	0.445578	0.554422	0.418482	0.581518	1.061359
102	-1355.255	-1524.965	169.7097	0.3860543	1.226831	1.129191	0.538691	0.461309	0.477215	0.522785	1.061163
108	-1350.867	-1520.46	169.5935	0.6297011	1.335327	1.129191	0.530651	0.469349	0.477215	0.522785	0.807395
114	-1352.52	-1522.485	169.9657	0.5852911	0.7859364	1.318135	0.469338	0.530662	0.513764	0.486236	0.83985
120	-1347.224	-1517.524	170.3008	0.4460922	0.7859364	0.8784249	0.501594	0.498406	0.515475	0.484525	1.092243
126	-1356.922	-1526.886	169.964	0.4442291	0.7666115	1.5032	0.475993	0.524007	0.527249	0.472751	0.8102119
132	-1359.638	-1528.685	169.0465	1.467289	0.6594721	1.5032	0.433622	0.566378	0.509655	0.490345	0.8102119
138	-1357.577	-1527.144	169.5666	1.062841	0.814407	1.19626	0.443229	0.556771	0.454562	0.545438	0.8688891
144	-1352.173	-1521.285	169.1118	1.60998	0.8682193	1.097701	0.475278	0.524722	0.419633	0.580367	0.8160298
150	-1350.493	-1519.475	168.9816	1.897078	0.8340998	0.716523	0.459129	0.540871	0.491332	0.508668	1.079458
156	-1358.532	-1527.061	168.5284	1.897078	1.179374	0.716523	0.476897	0.523103	0.42686	0.57314	1.185179
162	-1346.754	-1517.473	170.7191	0.1707882	0.7464825	0.9045115	0.42877	0.57123	0.496507	0.503493	0.9744001
168	-1350.301	-1521.009	170.7075	0.1707882	0.849061	0.7813873	0.48269	0.51731	0.457116	0.542884	1.004044
174	-1345.28	-1515.358	170.0779	0.5444672	0.849061	1.077661	0.417904	0.582096	0.53599	0.46401	0.9753227
180	-1348.403	-1518.818	170.4151	0.4995707	0.6838429	1.091037	0.444563	0.555437	0.439574	0.560426	0.8022385
186	-1346.993	-1517.638	170.6452	0.2744528	0.7062999	0.9316643	0.444563	0.555437	0.498546	0.501454	0.9500585
192	-1361.383	-1531.976	170.593	0.1483006	0.5566829	0.9405792	0.495234	0.504766	0.421577	0.578423	1.230835
198	-1370.7	-1540.78	170.0801	0.3012106	0.860582	1.214328	0.508128	0.491872	0.524682	0.475318	1.05244
204	-1371.354	-1541.508	170.1537	0.4954237	0.8821747	1.00922	0.454646	0.545354	0.392715	0.607285	0.9960692
210	-1364.237	-1534.582	170.3446	0.6156349	0.4049658	1.091178	0.383249	0.616751	0.414433	0.585567	0.9960692
216	-1360.124	-1529.272	169.1478	1.911172	0.4965434	1.133464	0.2763	0.7237	0.469336	0.530664	0.8771072
222	-1355.713	-1525.867	170.1541	0.5636598	0.7279437	1.022813	0.399038	0.600962	0.451311	0.548689	1.059631
