Iteration	Posterior	Likelihood	Prior	gain_loss_neo	part_rate_trans	site_rates_raw[1]	site_rates_raw[2]	site_rates_raw[3]	site_rates_raw[4]	tree_length
0	-606.1283	-775.266	169.1377	1.04571	0.937046	1.627561	1.113908	0.6989012	0.3102124	1.296301
6	-607.9944	-778.1562	170.1618	0.5251234	0.9364242	1.624737	1.67627	0.2329954	0.1311572	0.8678254
12	-600.1315	-769.385	169.2535	0.8253285	0.9341488	1.030702	1.250519	1.716382	0.3061936	0.8780943
18	-608.7667	-777.6551	168.8884	1.473827	1.05252	0.9467174	1.550175	0.823773	0.5054537	0.9736023
24	-597.6989	-768.687	170.9881	0.8700744	1.413108	0.6999749	0.8095152	0.1744922	0.2744446	0.9736023
30	-597.3046	-766.9471	169.6425	1.016506	1.905418	0.9543404	0.5153574	0.4914134	0.9463138	0.6532531
36	-603.9705	-772.4762	168.5057	0.6011081	1.406307	0.1162071	0.5549477	3.00108	1.304471	0.5298406
42	-600.4586	-768.8126	168.3541	1.657713	1.777305	0.4859054	0.8416239	0.6587929	1.758366	0.5298406
48	-614.1662	-782.2807	168.1145	1.33458	1.375729	0.3044746	2.69593	1.366272	0.3220588	0.5298406
54	-602.595	-772.6081	170.013	1.426847	1.19638	0.09854572	2.296754	0.1910618	0.2948864	0.471814
60	-603.9339	-771.9287	167.9947	1.568297	1.103195	0.4323515	1.74292	2.498921	0.1859564	0.471814
66	-606.9323	-776.896	169.9637	0.9495118	0.7242951	0.4970446	2.669102	0.1759295	0.5305705	0.4807803
72	-600.2111	-769.5617	169.3506	0.454595	1.151146	2.73489	1.022008	0.232107	0.4158604	0.7305335
78	-599.2328	-769.3338	170.101	0.7054136	1.254632	1.963079	0.3692814	0.5310428	0.4158604	0.8435657
84	-620.323	-789.953	169.63	0.7956245	1.28042	1.571692	0.1475416	1.64814	0.3341788	0.7602995
90	-606.2819	-773.8137	167.5318	1.506198	2.191625	1.856892	0.4146263	1.432235	0.534347	0.6863859
96	-597.176	-768.2063	171.0303	1.045326	1.251291	0.4980292	0.1860639	0.9048824	0.5391632	0.6863859
102	-598.8124	-769.8775	171.0651	0.8243064	1.410078	0.2730293	0.4440713	0.779122	0.3931035	1.014042
108	-584.5675	-756.7874	172.2199	0.9660133	1.410078	0.2873575	0.312701	0.04453135	0.2241733	0.6676895
114	-589.5377	-758.8721	169.3345	0.746697	1.422299	0.6018206	0.8474122	1.021004	1.295387	0.9284388
120	-602.2746	-767.06	164.7854	0.746697	1.574283	2.130134	3.074847	1.519836	1.631928	0.6632852
126	-613.791	-779.7415	165.9505	1.250615	1.221607	2.058365	1.857738	1.010155	2.084165	0.727155
132	-597.5287	-766.8993	169.3706	1.250615	0.8474854	0.5009693	2.420502	0.9009995	0.1761806	0.6665385
138	-593.5793	-766.2506	172.6713	1.085777	0.815696	0.2478278	0.04455315	0.5612785	0.08271484	0.4695877
144	-596.2971	-768.6157	172.3186	1.044913	1.072055	0.08481538	0.0253604	0.823332	0.03670664	0.3043024
150	-605.0772	-775.6456	170.5684	0.7032749	1.473272	0.7429245	0.08515002	1.880773	0.04357257	0.4433711
156	-613.5918	-782.1293	168.5375	0.7032749	0.9381325	0.09967247	0.290347	4.878092	0.04357257	0.4216625
162	-593.5273	-763.1402	169.6129	0.9449879	0.9466059	0.3685192	0.1168623	2.985465	0.497931	0.375029
168	-587.0844	-756.9976	169.9133	1.032066	1.282738	0.9848542	0.03693279	2.025016	0.2121738	0.3984545
174	-594.9909	-761.7759	166.785	1.579035	1.282738	0.3430104	0.05485172	3.538587	1.890801	0.6842183
180	-604.5933	-773.4068	168.8135	0.9606301	1.780798	0.1474891	1.140543	1.457089	1.21083	0.5061844
186	-603.3612	-770.756	167.3948	0.7551678	1.122431	0.1670695	3.824311	0.468303	1.753952	0.4034173
192	-595.5912	-760.7901	165.1989	0.684091	1.968858	0.3819845	2.77139	4.092844	0.3024666	0.306718
198	-596.5142	-766.2625	169.7482	0.684091	0.9207519	0.4518299	0.5200565	2.992215	0.09751549	0.3185123
204	-606.5654	-772.6106	166.0452	2.020051	1.185733	3.568709	1.74497	0.91989	0.0912735	0.5511842
210	-590.893	-760.863	169.97	0.8132529	0.922531	2.260727	0.846906	0.6666075	0.02463612	0.5511842
216	-596.3574	-766.7801	170.4228	1.052711	1.231331	0.4604681	0.9835753	0.3747383	0.8334905	0.8283933
222	-600.2323	-768.9499	168.7177	0.8674816	1.344961	0.1426021	1.774383	2.164341	0.4280622	0.71277
228	-599.805	-766.9142	167.1092	1.098706	0.752271	1.501706	0.9142013	1.373194	2.689497	0.7150535
234	-607.9918	-776.4121	168.4204	1.697547	1.256511	0.6934255	0.9142013	1.601655	0.8645294	0.7447549
240	-589.8359	-758.0743	168.2384	1.573972	1.763979	0.4502469	1.083797	1.201489	1.215859	0.5191377
246	-592.5546	-759.4389	166.8843	0.9177769	1.484976	2.361495	1.327104	1.223793	1.194556	0.7821428
252	-589.0741	-759.2974	170.2234	1.082824	1.175616	0.2504293	1.406963	0.8197386	0.4676011	0.7346183
258	-591.2521	-757.3132	166.0611	1.364738	1.175616	0.9291505	3.808678	1.697504	0.4676011	0.4264864
264	-600.7219	-766.8481	166.1262	0.9094986	1.493855	1.299142	4.312152	1.140354	0.2083437	0.4038991
270	-595.8035	-760.88	165.0765	1.360183	1.433255	0.8283897	4.312152	1.550303	0.9169024	0.3737463
276	-604.0775	-772.5793	168.5019	1.141401	1.976222	1.251661	1.976703	0.4116465	0.2487306	0.5405575
282	-606.0396	-775.58	169.5404	1.466285	1.278007	0.3326771	0.907971	1.409092	0.5864182	0.4862639
288	-599.9163	-771.0191	171.1028	0.7838309	1.662309	0.6143591	0.2275089	0.4243898	0.6930915	0.4862639
294	-603.0798	-773.9389	170.8592	0.6992297	1.745303	0.2168095	1.085783	0.4088105	0.4877395	0.476821
300	-599.8755	-771.4466	171.5712	1.111084	1.066692	0.971169	0.3063071	0.2628684	0.2070999	0.5909742
306	-602.2925	-771.2248	168.9323	1.111084	1.08735	1.926502	0.4833014	0.1046816	1.86535	0.4832296
312	-606.7537	-773.6246	166.8709	0.7594928	0.9943714	2.660831	2.790537	0.2041715	1.223476	0.5454977
318	-612.2237	-783.4976	171.2739	0.9370029	0.9679145	1.319776	0.207218	0.2780563	0.3723058	0.8319884
324	-605.53	-775.7161	170.1861	0.9788479	1.055662	0.5484414	0.03965319	1.376902	1.244017	0.7296882
330	-609.6364	-781.2134	171.577	0.6315091	1.107258	0.3533172	0.340842	0.2126416	1.076437	0.8832313
336	-606.0493	-774.0182	167.9689	0.7967597	1.155634	0.7328361	0.6913869	1.304799	2.686649	0.8533812
342	-606.1916	-776.2188	170.0272	1.394234	1.115165	1.230989	0.4882973	0.3004847	0.9163948	0.6650453
348	-603.7422	-772.9282	169.186	0.8450962	1.022413	1.542049	0.06966283	0.4639566	2.021276	1.051595
354	-605.7984	-774.4352	168.6368	0.677613	0.9870858	0.1353787	0.2161674	2.418154	2.060888	0.1833497
360	-604.9856	-771.1285	166.1429	1.073314	0.7709861	0.3349252	0.3574766	5.480986	0.980484	0.1833497
366	-601.6878	-769.3837	167.6959	0.9434888	1.399881	1.87689	0.1078376	2.067939	1.177042	0.2277178
372	-581.4503	-750.9861	169.5358	1.281935	1.226159	1.004818	0.2865944	1.797824	0.2925379	0.3184754
378	-585.7733	-754.6543	168.8809	1.071404	1.542231	1.829127	0.3532154	0.9278559	0.8637515	0.3680378
384	-602.1576	-773.9632	171.8056	0.7582682	1.382804	0.5062993	0.2834753	0.4203648	0.2402386	0.773355
390	-610.9556	-777.0898	166.1343	1.325033	1.437718	1.917963	3.753575	0.4786751	0.3673148	0.3080925
396	-611.557	-779.0913	167.5343	1.438405	1.273556	0.5087364	3.580742	0.863005	0.2106508	0.3003534
402	-591.409	-762.5027	171.0937	1.211423	1.730709	0.1467363	0.2692704	0.6442223	0.2447878	0.2613869
408	-601.9319	-772.5783	170.6463	1.485423	1.433118	0.03402012	0.5163807	0.9621817	0.2943339	0.2733274
414	-596.8555	-765.5579	168.7023	2.000703	2.347616	0.1681196	0.8846286	0.9460535	0.3740487	0.2711789
420	-609.2699	-778.0764	168.8065	1.246885	1.133846	0.3807741	0.9640506	0.5390131	2.393768	0.6713397
426	-607.0124	-775.1017	168.0892	0.6945521	1.528032	1.408414	1.55646	1.542586	0.5156477	0.8491128
432	-597.1872	-767.9341	170.7469	0.3740773	1.528032	0.418851	0.9300147	0.464964	0.6456336	0.9690302
