Iteration	Posterior	Likelihood	Prior	acrv_sd	gain_loss_neo	part_rate_trans	tree_length
0	-76.31767	-245.9893	169.6716	0.1946072	1.222507	2.253627	1.069112
6	-80.82624	-249.9701	169.1439	0.3545602	1.379317	2.617833	0.9193044
12	-78.30451	-247.4946	169.1901	0.5425911	1.115628	2.619263	0.9433634
18	-89.40742	-256.7881	167.3807	0.8101663	0.6179451	4.865315	0.3899363
24	-80.96754	-249.8764	168.9088	0.3017786	0.6930767	3.558391	0.9409449
30	-97.89762	-266.2408	168.3431	0.3265493	0.9952349	3.774295	0.972745
36	-81.59358	-249.4633	167.8697	1.212584	1.613889	2.725121	1.011656
42	-90.69639	-259.2097	168.5133	0.5946616	2.0781	1.492182	1.66001
48	-102.17	-271.6536	169.4836	0.1560671	0.8445375	2.523793	1.352945
54	-94.59681	-262.7554	168.1586	0.4867816	1.661751	3.189422	0.9387579
60	-108.9957	-278.0333	169.0376	0.9872383	0.9800395	2.385652	1.021587
66	-94.23587	-261.6675	167.4317	1.700068	1.23141	3.139821	0.906279
72	-91.92659	-260.2894	168.3628	0.8453281	1.053255	3.396811	0.6956093
78	-74.68364	-243.1341	168.4505	1.654317	0.6330563	2.898732	0.7082732
84	-93.40693	-261.6074	168.2005	0.8399766	1.370922	2.906319	1.095964
90	-90.77553	-258.592	167.8165	1.676318	2.702422	1.095971	1.29807
96	-92.09858	-261.8691	169.7705	0.5166829	1.016315	1.249481	1.692892
102	-77.55764	-246.6307	169.0731	0.3153244	0.9385762	2.700367	1.338104
108	-79.07961	-248.377	169.2974	0.297527	0.78684	3.254782	0.7283232
114	-78.57552	-248.7195	170.144	0.05522488	0.7635694	2.323826	1.116394
120	-79.24885	-249.1197	169.8709	0.204453	0.7635694	2.6424	0.9250349
126	-82.65847	-252.0428	169.3843	1.175681	0.8328839	2.143615	0.8648234
132	-80.39846	-249.3651	168.9666	1.0261	0.728226	2.716752	0.9692605
138	-85.6966	-254.1509	168.4543	0.8648274	0.733727	3.0462	1.276386
144	-90.75317	-258.9975	168.2444	0.3216453	1.055295	3.88651	0.8990999
150	-92.34636	-258.2441	165.8977	0.9326122	1.157407	5.724494	0.5638028
156	-87.34314	-255.7281	168.385	0.3551284	1.186529	3.495475	0.9910713
162	-88.59785	-256.7394	168.1416	1.955879	0.7107151	2.609407	0.9885736
168	-82.2214	-250.1823	167.9609	2.248222	0.5311968	2.462381	1.161519
174	-93.31696	-262.6858	169.3689	1.354949	0.3954411	1.408029	1.634668
180	-85.84352	-256.153	170.3095	0.2893143	0.4106195	1.529609	1.634668
186	-88.90421	-257.8174	168.9132	0.4245647	1.406049	2.34877	1.291337
192	-81.2913	-248.2957	167.0044	2.302419	1.200387	2.149846	1.619119
198	-73.46398	-239.8885	166.4245	2.302419	2.346435	2.149846	1.284778
204	-71.92277	-241.4525	169.5298	0.04586577	0.5491304	3.459244	0.7640859
210	-83.87569	-252.7507	168.875	0.007515671	1.519877	1.751547	1.976721
216	-85.65153	-255.351	169.6994	0.05622385	1.069227	1.564821	1.807237
222	-79.3029	-249.0205	169.7176	0.03995663	1.06733	1.564821	1.807237
228	-78.26064	-245.3157	167.055	2.510363	1.500554	1.336083	1.807237
234	-87.677	-256.8186	169.1417	0.4340619	0.4385072	3.217178	1.099394
240	-85.61408	-250.3365	164.7224	2.768662	0.9722038	3.223282	2.273581
246	-91.98947	-257.5944	165.6049	2.404745	2.797472	2.352293	1.42248
252	-86.29161	-251.5738	165.2822	2.426736	3.535591	2.213982	1.373062
258	-75.59377	-241.9479	166.3541	2.426736	1.145252	3.074955	1.359369
264	-83.3969	-250.9414	167.5445	1.947333	1.02357	3.019443	0.867895
270	-78.42588	-246.2468	167.8209	1.110004	1.678207	2.417968	1.359369
276	-80.91177	-247.9267	167.0149	1.534813	1.989312	3.244869	0.5125899
282	-74.95553	-242.5575	167.602	0.8358539	0.8473359	4.199336	0.9240713
288	-75.58594	-245.977	170.3911	0.29598	0.8473359	2.098292	0.7366648
294	-80.84811	-249.3884	168.5403	0.3752683	1.345508	3.376984	0.7366648
300	-88.53299	-257.0619	168.5289	1.214887	1.684655	1.701059	1.277336
306	-86.99849	-254.7438	167.7453	0.8049386	2.169533	2.243053	1.462297
312	-84.33793	-251.8119	167.474	0.3710354	0.7304915	4.932524	0.8934271
318	-90.53688	-258.571	168.0342	0.6977176	1.278004	2.652026	1.616733
324	-91.44154	-261.2437	169.8021	0.2744239	0.7989345	1.696495	1.678138
330	-83.35013	-251.8372	168.487	0.7884738	1.369388	1.710199	1.834932
336	-77.77413	-246.3267	168.5525	1.370244	1.317924	2.218454	0.9559383
342	-89.84346	-258.1322	168.2888	1.963167	0.7490126	2.200663	1.190811
348	-78.23815	-247.1423	168.9041	2.021279	0.3481059	1.616841	1.324997
354	-77.28864	-245.911	168.6224	2.021279	0.3341916	1.895472	1.324997
360	-108.7198	-278.9198	170.2	0.3420517	0.4579251	2.405476	0.9389078
366	-99.3036	-268.8196	169.516	0.4010213	0.4579251	3.057375	0.9096375
372	-99.87878	-267.3257	167.4469	0.9156458	1.948519	3.359018	0.7697869
378	-87.89972	-256.5284	168.6286	0.2270674	1.948519	2.771907	0.8884398
384	-75.80017	-244.3579	168.5577	0.1538162	0.7143634	4.248734	0.6523301
390	-77.86548	-246.6496	168.7841	0.1732206	0.6591088	3.930803	0.8398418
396	-85.6313	-253.7658	168.1345	0.2853108	1.203758	3.918852	0.8602025
402	-76.42672	-245.8785	169.4518	0.1344413	0.6851213	3.287945	0.828089
408	-75.43427	-243.6008	168.1665	0.285225	1.433993	3.489533	1.044681
414	-86.51491	-254.2612	167.7463	0.07186891	2.236103	3.738789	0.6413488
420	-86.26298	-254.803	168.54	0.4996425	0.6647997	3.998934	0.5544375
426	-85.4145	-250.3668	164.9523	0.1619841	1.023503	7.571604	0.4331146
432	-83.02098	-249.0902	166.0692	0.2858785	1.141776	6.213106	0.5725582
438	-86.96266	-254.694	167.7314	0.003704943	1.173007	4.604362	0.8946216
444	-78.26976	-247.5125	169.2427	0.02100525	1.779285	2.505785	0.8946216
450	-85.3674	-255.1945	169.8271	0.1502097	0.9058591	1.960353	1.480502
456	-97.20439	-262.6083	165.4039	2.340498	2.497262	2.237149	1.858213
462	-84.2236	-254.093	169.8694	0.5614923	0.859917	1.463861	1.54661
468	-95.24061	-262.4663	167.2257	0.3793801	2.393282	2.8967	1.54661
474	-97.99119	-267.0545	169.0633	0.332526	0.8614602	1.537703	2.203441
480	-98.5819	-268.8657	170.2838	0.4870206	0.7734676	1.801006	1.062561
486	-78.82988	-249.2405	170.4106	0.2437572	0.6531203	1.801006	1.262789
492	-76.5975	-245.8037	169.2062	0.7070429	0.4528507	3.17927	0.7655813
498	-73.9008	-243.3603	169.4595	0.009056672	0.9662493	3.17927	0.7655813
504	-67.74258	-237.0001	169.2575	0.009056672	1.50183	2.903383	0.693445
510	-91.53177	-259.4373	167.9055	0.02274443	1.596882	4.095506	0.7835166
516	-91.48758	-259.5506	168.063	0.2204409	1.020398	4.320369	0.7506484
522	-93.84201	-261.1201	167.2781	1.423651	1.189214	3.560389	0.9611483
528	-80.84722	-248.6118	167.7646	0.476426	1.904894	3.397887	0.9178043
534	-80.95469	-249.156	168.2013	1.481257	1.907017	1.835515	1.039559
540	-89.79064	-257.5252	167.7346	1.840629	0.557199	2.249938	1.792223
546	-76.74299	-244.5574	167.8144	0.1894178	1.790875	3.839051	0.79177
552	-65.2426	-233.6579	168.4153	0.10248	1.256865	3.85763	0.7416691
558	-65.63158	-233.9678	168.3362	0.01864512	1.90787	3.470079	0.6542146
