Iteration	Posterior	Likelihood	Prior	gain_loss_neo	part_rate_trans	site_rates_raw[1]	site_rates_raw[2]	site_rates_raw[3]	site_rates_raw[4]	tree_length
0	-435.0299	-603.8148	168.7849	0.6101133	0.7925186	0.8638381	1.810987	0.4443406	1.100184	1.635725
6	-439.2825	-610.7427	171.4602	0.4312518	1.112725	0.6302625	0.626613	0.08727032	0.7298884	1.043586
12	-453.7018	-624.5421	170.8403	0.5954303	0.9102664	1.224843	0.569492	0.1148722	0.817969	1.105277
18	-447.7478	-618.5738	170.826	0.5954303	0.7637824	1.346944	0.569492	0.1647265	1.00623	0.9063114
24	-446.3182	-616.973	170.6548	0.7570344	1.040878	0.522512	0.9158707	0.1647265	1.25708	0.8800123
30	-443.7064	-614.8745	171.1682	0.7102685	1.040878	0.183331	0.9158707	0.255277	0.5288409	1.346381
36	-452.446	-622.8145	170.3685	1.240393	0.9138589	0.5517789	0.8377099	0.1857098	0.3047645	1.652824
42	-446.8516	-617.3528	170.5012	1.063066	0.6290689	0.3357369	0.7854843	0.1684671	0.9179789	1.652824
48	-445.6643	-614.104	168.4398	0.7736417	0.8256881	1.979375	1.284496	0.1161117	1.479573	1.271504
54	-442.9659	-612.9182	169.9523	0.6927501	0.6810518	1.979375	1.284496	0.0540317	0.7031709	0.8338396
60	-440.0833	-609.5696	169.4863	0.6880119	0.83626	1.502755	0.8598348	0.1632831	1.739584	0.9164067
66	-439.5507	-609.3051	169.7544	1.11392	1.265854	1.157162	0.1924646	0.1940727	1.772912	0.6945145
72	-437.0494	-607.9385	170.889	0.3703811	1.223632	1.056971	0.1040578	0.1940727	1.291679	0.9429556
78	-441.2002	-611.0428	169.8425	0.8132149	1.081069	1.362866	0.0237314	0.1449836	1.603753	1.294224
84	-443.2476	-610.6209	167.3733	0.7385061	0.8668565	3.846965	0.1853867	0.2443711	1.613901	1.294224
90	-458.9177	-621.645	162.7274	0.7337552	1.052353	0.3895439	2.577883	4.403851	1.834907	2.114285
96	-454.5723	-618.8471	164.2748	1.372927	0.9767506	0.2579275	3.56023	1.78616	2.373668	1.509632
102	-437.7688	-606.2223	168.4536	1.183373	0.7173259	0.06493426	2.201914	0.8129722	1.244837	1.44815
108	-432.303	-599.1202	166.8172	1.087397	1.226498	0.1147449	2.350055	1.524606	1.508211	1.485667
114	-445.2182	-607.7719	162.5537	1.726901	0.7322065	0.2308135	2.448859	4.123484	2.351641	1.83832
