Iteration	Posterior	Likelihood	Prior	acrv_sd	tree_length
0	-209.4508	-382.7756	173.3248	0.1867109	0.7954631
6	-214.6468	-387.5394	172.8926	0.6094602	0.8080767
12	-221.6203	-394.8897	173.2695	0.0884696	0.9729657
18	-219.0133	-392.1025	173.0893	0.4697186	0.7261304
24	-221.9853	-392.4953	170.5099	2.28476	1.456203
30	-210.8138	-384.0268	173.213	0.1686416	0.9482526
36	-214.7115	-387.8887	173.1772	0.296594	0.843895
42	-218.1611	-391.4463	173.2852	0.1547675	0.8839984
48	-216.297	-389.4198	173.1228	0.2065691	1.001885
54	-207.6624	-380.8196	173.1572	0.362281	0.7846921
60	-214.9485	-387.878	172.9294	0.6373467	0.7133861
66	-210.7372	-383.4726	172.7354	0.8201635	0.7316023
72	-218.5826	-391.0411	172.4585	1.145276	0.6427833
78	-210.3332	-383.5705	173.2373	0.06871624	1.024936
84	-215.7695	-388.7178	172.9483	0.2729431	1.104916
90	-223.5437	-396.15	172.6063	0.7642987	0.9598235
96	-218.0233	-390.6481	172.6248	0.397884	1.276274
102	-218.551	-391.5506	172.9996	0.4329009	0.8925335
108	-216.7723	-389.6217	172.8494	0.5896838	0.8850847
114	-222.349	-394.6648	172.3158	1.035818	0.9794006
120	-213.6186	-385.7234	172.1048	1.462573	0.7124358
126	-216.287	-389.6146	173.3276	0.2102273	0.7585564
132	-210.433	-383.3752	172.9422	0.4320366	0.9560704
138	-210.1913	-383.7198	173.5285	0.04041423	0.7097135
144	-215.9649	-388.7205	172.7555	0.8195974	0.6990568
150	-207.4931	-377.9312	170.4381	2.602068	1.261835
156	-197.9613	-368.9972	171.036	2.302191	0.9931081
162	-212.3704	-385.1609	172.7905	0.6372501	0.8979406
168	-204.0873	-377.4493	173.362	0.1711757	0.7653997
174	-210.9042	-381.6279	170.7237	2.261997	1.306456
180	-205.9963	-379.1615	173.1653	0.08827104	1.075072
186	-206.2742	-379.4142	173.14	0.04802278	1.134926
192	-207.2409	-380.6239	173.3831	0.02101605	0.9241528
198	-205.2182	-378.5221	173.3039	0.1712686	0.8422122
204	-224.8509	-398.1188	173.2679	0.02258592	1.039994
210	-223.0374	-396.2556	173.2182	0.05787996	1.05385
216	-226.4108	-399.591	173.1802	0.2235378	0.9245128
222	-232.1389	-404.8554	172.7164	0.4167345	1.183154
228	-225.6144	-397.9913	172.3769	0.8734135	1.078057
234	-232.5437	-404.9016	172.3579	1.120562	0.8380901
240	-217.3595	-390.3632	173.0037	0.1502471	1.16505
246	-226.0938	-399.0419	172.9481	0.4707441	0.9078878
252	-218.2425	-390.8773	172.6349	0.4525298	1.222312
258	-210.5511	-383.8032	173.2521	0.2430481	0.8170033
264	-209.0489	-382.2864	173.2376	0.04832102	1.044424
270	-201.9387	-374.3329	172.3942	1.007951	0.9262738
276	-212.8053	-383.7452	170.9399	2.274239	1.111364
282	-213.6404	-386.186	172.5456	0.8458689	0.937828
288	-217.1943	-390.4249	173.2306	0.1608201	0.937828
294	-215.9844	-389.0569	173.0724	0.0930981	1.154855
300	-210.3906	-382.0953	171.7046	1.816572	0.7822284
306	-203.9225	-377.1449	173.2225	0.2114827	0.8909212
312	-209.4836	-382.8865	173.4029	0.03108563	0.8909212
318	-223.868	-395.6456	171.7776	1.829734	0.6344899
324	-229.8775	-401.1352	171.2577	2.20549	0.8567012
330	-226.1174	-398.666	172.5486	0.7685316	1.01405
336	-237.7293	-410.3315	172.6021	0.7685316	0.9597878
342	-244.1397	-416.7533	172.6136	0.8655135	0.8372949
348	-233.8703	-406.6903	172.82	0.5319012	0.9791801
354	-237.7037	-411.0256	173.3219	0.2573437	0.6917619
360	-211.1946	-384.5575	173.3629	0.1197868	0.8328777
366	-210.9128	-384.1922	173.2794	0.117642	0.9317959
372	-219.12	-392.1527	173.0326	0.1497758	1.139899
378	-217.9575	-390.7374	172.7799	0.5278655	1.023269
384	-224.1929	-396.6434	172.4505	0.6637842	1.199403
390	-219.1326	-392.3494	173.2168	0.1804058	0.9316399
396	-214.0986	-386.6795	172.5809	0.6985915	1.050537
402	-210.3132	-382.3638	172.0505	1.451676	0.8078606
408	-217.1651	-390.1326	172.9675	0.3344987	1.028897
414	-208.8319	-381.6879	172.856	0.5930375	0.873535
420	-208.8078	-382.0303	173.2225	0.2265525	0.873535
426	-220.1068	-393.3762	173.2694	0.2206159	0.8236207
432	-209.3045	-382.6175	173.313	0.2689488	0.6868344
438	-210.128	-383.3064	173.1784	0.3464592	0.7771593
444	-204.491	-377.8444	173.3534	0.1263647	0.8364879
450	-227.0631	-400.0044	172.9412	0.4050412	0.9848842
456	-207.2381	-380.4071	173.1689	0.1773344	0.9848842
462	-209.6055	-382.9042	173.2988	0.2063943	0.8039519
468	-199.751	-372.7014	172.9504	0.3815667	0.9993226
474	-205.8102	-379.0818	173.2716	0.2702584	0.7526127
480	-209.8136	-382.906	173.0924	0.1836872	1.053832
486	-207.5227	-380.4619	172.9392	0.336874	1.053832
492	-213.9929	-386.0934	172.1004	1.485025	0.6802792
498	-212.6245	-384.72	172.0955	1.43945	0.7627289
504	-222.8803	-395.0446	172.1643	1.43945	0.6428922
510	-221.2758	-392.9475	171.6717	1.665444	0.9940729
516	-214.3177	-386.9042	172.5865	0.6281118	1.110942
522	-203.8137	-376.9756	173.1619	0.06828909	1.096714
