Iteration	Posterior	Likelihood	Prior	gain_loss_neo	part_rate_trans	tree_length
0	-1358.541	-1526.784	168.2424	0.7042567	3.28678	1.909602
6	-1365.226	-1533.71	168.484	0.5375179	3.453161	1.723956
12	-1365.976	-1533.918	167.9421	1.117035	3.379624	1.773339
18	-1366.444	-1534.456	168.0117	0.6326814	3.760794	1.786577
24	-1362.522	-1530.107	167.5852	0.8153099	4.138622	1.701749
30	-1366.996	-1534.955	167.9591	0.7291931	3.847378	1.701749
36	-1372.56	-1540.815	168.2557	0.5622634	3.694798	1.701749
42	-1381.259	-1549.565	168.3062	0.7383018	3.321457	1.820614
48	-1362.244	-1529.993	167.7488	1.046328	3.481983	1.884458
54	-1358.344	-1526.435	168.0913	0.7672327	3.319019	1.949818
60	-1373.199	-1540.67	167.471	0.9537751	3.754816	1.950351
66	-1368.639	-1536.285	167.6464	0.819792	4.214651	1.600176
72	-1358.971	-1526.403	167.4314	1.261688	4.214651	1.433488
78	-1352.138	-1519.552	167.4131	1.199802	4.219824	1.489558
84	-1357.25	-1524.935	167.6853	0.6263688	4.504844	1.489558
90	-1354.875	-1522.582	167.7068	0.621752	4.583183	1.416354
96	-1357.601	-1525.041	167.4403	0.6287846	4.806978	1.444635
102	-1368.775	-1536.577	167.8015	0.9032357	3.868985	1.678039
108	-1355.82	-1523.511	167.6911	0.894129	3.849028	1.776139
114	-1357.136	-1525.418	168.2821	0.535043	3.473662	1.851096
120	-1364.874	-1533.009	168.1355	0.7253048	3.49614	1.826277
126	-1358.228	-1526.656	168.4272	0.782975	3.341882	1.691906
132	-1371.122	-1538.917	167.7954	0.6822369	4.237021	1.570197
138	-1368.398	-1536.213	167.8146	0.6807797	4.118839	1.643
144	-1359.907	-1528.151	168.2443	0.6912863	3.679578	1.643
150	-1366.945	-1535.224	168.2786	0.6396626	3.600885	1.707448
156	-1367.265	-1535.119	167.8548	0.7655952	3.250702	2.152449
162	-1358.013	-1525.97	167.957	0.8524597	3.250702	2.029705
168	-1367.164	-1535.269	168.1054	0.8524597	3.47839	1.7745
174	-1366.255	-1533.759	167.5036	0.9447983	3.859824	1.863214
