Iteration	Posterior	Likelihood	Prior	part_rate_trans	tree_length
0	-718.9218	-886.7689	167.8471	5.785208	0.4480886
6	-717.8509	-886.7889	168.938	4.700119	0.5039911
12	-728.5404	-896.9702	168.4298	5.199971	0.5676963
18	-726.4201	-895.3477	168.9276	4.709809	0.5192504
24	-725.6244	-895.5088	169.8844	3.707365	0.6680665
30	-717.9025	-887.7236	169.8211	3.81363	0.5424309
36	-737.5286	-907.3331	169.8045	3.81363	0.6067785
42	-751.6826	-920.9917	169.3092	4.327342	0.4719395
48	-725.0762	-892.3987	167.3225	6.304397	0.4287601
54	-721.4131	-891.7582	170.3451	3.188163	0.7652148
60	-725.8892	-895.3857	169.4964	4.068974	0.7156603
66	-732.8733	-902.5972	169.7239	3.881444	0.6392135
72	-716.5318	-885.3115	168.7797	4.857153	0.525941
78	-712.4932	-882.012	169.5188	4.111141	0.5667575
84	-720.8352	-891.1293	170.2941	3.1825	0.8403728
90	-715.7983	-886.2139	170.4156	3.096664	0.7945061
96	-722.833	-891.8805	169.0475	4.579994	0.5765149
102	-719.6953	-888.7221	169.0268	4.610259	0.5233167
108	-710.9098	-880.3625	169.4527	4.16421	0.6102123
114	-722.3132	-890.6851	168.3719	5.266206	0.505613
120	-723.3969	-891.3865	167.9896	5.626018	0.4012708
126	-718.9755	-887.8942	168.9186	4.715628	0.4573028
132	-722.9698	-893.4009	170.4312	3.1749	0.6375081
138	-718.2385	-887.5183	169.2798	4.358096	0.5102551
144	-718.5226	-887.7978	169.2752	4.358096	0.5508525
150	-718.5944	-887.8017	169.2073	4.421818	0.5701784
156	-716.168	-884.5473	168.3793	5.258488	0.4873592
162	-710.0292	-879.1138	169.0846	4.550374	0.5408001
168	-725.7908	-894.8775	169.0866	4.550374	0.5240828
174	-726.7337	-895.8191	169.0854	4.549905	0.5384161
180	-724.2711	-893.5795	169.3084	4.326954	0.5384161
186	-722.8838	-892.5312	169.6475	3.949108	0.6582921
192	-716.8281	-886.7785	169.9503	3.632143	0.6859189
198	-727.7021	-898.0678	170.3657	3.216708	0.6859189
