Iteration	Posterior	Likelihood	Prior	acrv_sd	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	br_lengths[36]	br_lengths[37]	br_lengths[38]	br_lengths[39]	br_lengths[40]	br_lengths[41]	br_lengths[42]	br_lengths[43]	br_lengths[44]	br_lengths[45]	br_lengths[46]	br_lengths[47]	br_lengths[48]	br_lengths[49]	br_lengths[50]	br_lengths[51]	br_lengths[52]	br_lengths[53]	br_lengths[54]	br_lengths[55]	br_lengths[56]	br_lengths[57]	br_lengths[58]	br_lengths[59]	br_lengths[60]	br_lengths[61]	br_lengths[62]	br_lengths[63]	br_lengths[64]	br_lengths[65]	br_lengths[66]	br_lengths[67]	br_lengths[68]	br_lengths[69]	br_lengths[70]	br_lengths[71]	br_lengths[72]	br_lengths[73]	br_lengths[74]	br_lengths[75]	br_lengths[76]	br_lengths[77]	br_lengths[78]	br_lengths[79]	br_lengths[80]	br_lengths[81]	br_lengths[82]	br_lengths[83]	br_lengths[84]	br_lengths[85]	br_lengths[86]	br_lengths[87]	br_lengths[88]	br_lengths[89]	br_lengths[90]	br_lengths[91]	br_lengths[92]	br_lengths[93]	br_lengths[94]	br_lengths[95]	br_lengths[96]	br_lengths[97]	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	rel_br_lengths[30]	rel_br_lengths[31]	rel_br_lengths[32]	rel_br_lengths[33]	rel_br_lengths[34]	rel_br_lengths[35]	rel_br_lengths[36]	rel_br_lengths[37]	rel_br_lengths[38]	rel_br_lengths[39]	rel_br_lengths[40]	rel_br_lengths[41]	rel_br_lengths[42]	rel_br_lengths[43]	rel_br_lengths[44]	rel_br_lengths[45]	rel_br_lengths[46]	rel_br_lengths[47]	rel_br_lengths[48]	rel_br_lengths[49]	rel_br_lengths[50]	rel_br_lengths[51]	rel_br_lengths[52]	rel_br_lengths[53]	rel_br_lengths[54]	rel_br_lengths[55]	rel_br_lengths[56]	rel_br_lengths[57]	rel_br_lengths[58]	rel_br_lengths[59]	rel_br_lengths[60]	rel_br_lengths[61]	rel_br_lengths[62]	rel_br_lengths[63]	rel_br_lengths[64]	rel_br_lengths[65]	rel_br_lengths[66]	rel_br_lengths[67]	rel_br_lengths[68]	rel_br_lengths[69]	rel_br_lengths[70]	rel_br_lengths[71]	rel_br_lengths[72]	rel_br_lengths[73]	rel_br_lengths[74]	rel_br_lengths[75]	rel_br_lengths[76]	rel_br_lengths[77]	rel_br_lengths[78]	rel_br_lengths[79]	rel_br_lengths[80]	rel_br_lengths[81]	rel_br_lengths[82]	rel_br_lengths[83]	rel_br_lengths[84]	rel_br_lengths[85]	rel_br_lengths[86]	rel_br_lengths[87]	rel_br_lengths[88]	rel_br_lengths[89]	rel_br_lengths[90]	rel_br_lengths[91]	rel_br_lengths[92]	rel_br_lengths[93]	rel_br_lengths[94]	rel_br_lengths[95]	rel_br_lengths[96]	rel_br_lengths[97]	site_rates[1]	site_rates[2]	site_rates[3]	site_rates[4]	tree_length
0	-3570.367	-3724.29	153.9237	1.45927	0.00704217	0.162874	0.223948	0.286943	0.181204	0.0546799	0.0381955	0.141735	0.0170253	0.0219844	0.0753577	0.0467191	0.02838	0.228213	0.104059	0.00401589	0.183648	0.0385157	0.0980801	0.102755	0.119958	0.148921	0.136831	0.181946	0.403751	0.00566394	0.231677	0.141391	0.119858	0.0507457	0.124827	0.0597289	0.20878	0.151917	0.0126222	0.011254	0.0282412	0.0114255	0.0577311	0.138075	0.286874	0.150495	0.0191521	0.121291	0.0218406	0.121076	0.0816874	0.305368	0.228627	0.096107	0.0342156	0.0803008	0.447709	0.0203835	0.2728	0.0813203	0.101382	0.0353312	0.0774232	0.0395954	0.222247	0.0703134	0.0813324	0.0554168	0.0134495	0.443667	0.230692	0.0444195	0.0838447	0.284183	0.00231443	0.0183485	0.127685	8.0728e-05	0.0263395	0.126125	0.229262	0.0294679	0.520192	0.0023992	0.114691	0.0194968	0.0293019	0.0377865	0.0907283	0.0385439	0.0748344	0.0874696	0.00943668	0.0290428	0.146604	0.0511374	0.46459	0.0147402	0.0326389	0.164183	0.150571	0.000629818	0.0145666	0.0200288	0.0256628	0.016206	0.00489031	0.00341602	0.0126761	0.00152266	0.00196618	0.00673964	0.00417834	0.00253818	0.0204103	0.00930653	0.000359162	0.0164246	0.00344466	0.00877182	0.00918994	0.0107285	0.0133188	0.0122375	0.0162724	0.0361095	0.000506556	0.02072	0.0126453	0.0107196	0.00453846	0.011164	0.00534187	0.0186723	0.0135868	0.00112887	0.00100651	0.00252576	0.00102184	0.0051632	0.0123488	0.0256566	0.0134595	0.00171288	0.0108477	0.00195332	0.0108285	0.00730573	0.0273107	0.0204473	0.00859536	0.00306008	0.00718172	0.040041	0.001823	0.0243979	0.0072729	0.00906713	0.00315985	0.00692436	0.00354122	0.0198767	0.0062885	0.00727398	0.00495621	0.00120286	0.0396794	0.020632	0.00397267	0.00749867	0.025416	0.000206991	0.001641	0.0114195	7.21993e-06	0.00235568	0.01128	0.0205041	0.00263547	0.0465235	0.000214574	0.0102574	0.0017437	0.00262062	0.00337945	0.00811431	0.00344718	0.00669284	0.00782287	0.000843972	0.00259745	0.0131116	0.00457349	0.0415507	0.00131829	0.00291906	0.0146838	0.0134663	0.0643509	0.216597	0.548947	1.84769	11.18127
36	-3562.047	-3718.856	156.8092	1.248769	0.108743	0.153963	0.142323	0.104272	0.0863997	0.112005	0.0234848	0.102877	0.0513246	0.0814146	0.0625413	0.0374683	0.0334699	0.0737268	0.0743116	0.00666065	0.269972	0.0136103	0.107023	0.0536079	0.130142	0.0549813	0.104385	0.0391097	0.265312	0.073693	0.258214	0.121411	0.0851992	0.0698554	0.100538	0.0298516	0.0853186	0.208342	0.0832388	0.000879743	0.00889618	0.00202064	0.132371	0.129587	0.158546	0.194146	0.0550411	0.0326626	0.0980016	0.0875051	0.0540834	0.360827	0.214678	0.0418668	0.0092545	0.090439	0.224375	0.0747124	0.187762	0.0897156	0.0869181	0.0265589	0.0658618	0.0681289	0.197249	0.019135	0.0506096	0.0670195	0.0171752	0.420341	0.161797	0.0678802	0.0777432	0.294166	0.00126173	0.0365022	0.117892	6.49272e-05	0.0624362	0.148678	0.24687	0.0766142	0.586538	0.00980783	0.028875	0.00599939	0.0371385	0.0971154	0.0557349	0.0621187	0.0868723	0.093576	0.054999	0.00936566	0.00705745	0.0301373	0.343129	0.00234551	0.0392872	0.145471	0.114033	0.0111227	0.015748	0.0145574	0.0106654	0.00883734	0.0114564	0.00240213	0.0105227	0.00524971	0.00832744	0.006397	0.00383243	0.00342345	0.0075411	0.00760091	0.000681281	0.0276139	0.00139212	0.0109468	0.00548325	0.0133115	0.00562373	0.010677	0.00400031	0.0271373	0.00753764	0.0264113	0.0124184	0.00871455	0.00714512	0.0102835	0.00305335	0.00872677	0.0213101	0.00851403	8.99839e-05	0.00090994	0.00020668	0.0135395	0.0132548	0.0162168	0.0198581	0.00562985	0.00334087	0.010024	0.0089504	0.00553189	0.036907	0.0219582	0.00428232	0.000946591	0.00925049	0.0229501	0.00764191	0.0192051	0.00917651	0.00889037	0.00271656	0.00673663	0.00696852	0.0201755	0.00195721	0.00517658	0.00685505	0.00175676	0.0429943	0.0165493	0.00694308	0.00795192	0.0300886	0.000129056	0.0037336	0.0120585	6.64103e-06	0.00638625	0.0152074	0.025251	0.00783644	0.0599937	0.00100319	0.00295347	0.000613644	0.00379869	0.00993339	0.00570081	0.00635377	0.00888568	0.00957136	0.00562554	0.000957961	0.000721867	0.00308257	0.0350967	0.000239909	0.00401847	0.0148794	0.0116638	0.109019	0.308011	0.682628	1.92863	9.776663
72	-3557.248	-3711.536	154.2878	1.34103	0.042009	0.0908167	0.169376	0.114443	0.13957	0.0472642	0.0450641	0.150954	0.0612411	0.0675217	0.0479533	0.0429988	0.0770521	0.0304457	0.0478791	0.00143435	0.344914	0.0217772	0.00882336	0.113051	0.175638	0.120787	0.0907657	0.127326	0.279628	0.0603421	0.21193	0.18089	0.189865	0.0698151	0.115056	0.0396742	0.163425	0.245186	0.0113033	0.000799721	0.0063749	0.00040731	0.0927081	0.0348146	0.246346	0.192931	0.0401881	0.0273091	0.191837	0.133319	0.0731609	0.322819	0.210753	0.0897609	0.166935	0.0584931	0.0395299	0.0314652	0.0094035	0.0988049	0.0936924	0.035307	0.144916	0.0051856	0.0825377	0.00187039	0.0641471	0.0911599	0.0277413	0.103735	0.167565	0.0924864	0.116956	0.111303	0.16621	0.0625052	0.411621	0.00322945	0.0928335	0.511223	0.159938	0.135616	0.0273899	0.00486772	0.0531552	0.22321	0.107773	0.0383879	0.153463	0.318009	0.00868044	0.00828805	0.339645	0.35906	0.219637	0.10883	0.0983531	0.0785105	0.251197	0.0946252	0.0633274	0.00380083	0.0082168	0.0153246	0.0103544	0.0126279	0.00427631	0.00407725	0.0136578	0.00554089	0.00610914	0.00433866	0.00389039	0.00697142	0.00275463	0.00433194	0.000129775	0.0312066	0.00197033	0.000798309	0.0102285	0.0158912	0.0109284	0.00821218	0.01152	0.0252998	0.00545956	0.0191748	0.0163663	0.0171784	0.00631664	0.0104099	0.00358959	0.0147861	0.0221836	0.00102268	7.23561e-05	0.00057678	3.68521e-05	0.00838793	0.00314991	0.0222886	0.0174557	0.00363609	0.00247083	0.0173568	0.0120623	0.00661936	0.0292076	0.0190682	0.00812127	0.0151037	0.00529226	0.00357654	0.00284687	0.000850797	0.00893954	0.00847698	0.00319446	0.0131115	0.000469176	0.00746774	0.000169227	0.00580382	0.00824785	0.00250994	0.00938563	0.0151608	0.00836786	0.0105818	0.0100703	0.0150381	0.00565526	0.0372421	0.00029219	0.00839927	0.0462538	0.0144707	0.01227	0.00247815	0.000440415	0.00480931	0.0201953	0.00975093	0.00347321	0.0138849	0.0287724	0.000785377	0.000749875	0.03073	0.0324866	0.019872	0.00984655	0.00889866	0.00710337	0.0227275	0.00856138	0.00572965	0.0870013	0.265409	0.623831	1.90308	11.05257
108	-3549.291	-3702.741	153.4494	1.297332	0.0790436	0.0451931	0.252444	0.177153	0.186296	0.0522639	0.0441391	0.13268	0.0583928	0.0856494	0.0670443	0.0313135	0.0484523	0.18819	0.0346423	0.0028098	0.216104	0.00622483	0.0283667	0.0882236	0.162968	0.070378	0.108948	0.102895	0.415865	0.0450047	0.47088	0.161204	0.0596456	0.0519853	0.152917	0.0649501	0.197739	0.254589	0.0320295	0.0088643	0.00735407	0.00154133	0.0448835	0.146127	0.22374	0.223323	0.0594906	0.0434668	0.127495	0.0802	0.00356928	0.301381	0.189043	0.0538054	0.206391	0.0344278	0.0163355	0.0300689	0.00368557	0.0913152	0.0811236	0.0211384	0.0932459	0.00815191	0.130711	0.0157066	0.0339698	0.0544483	0.0508523	0.0812607	0.205906	0.193685	0.106923	0.0322609	0.184444	0.0948129	0.173461	0.0103527	0.126837	0.430642	0.190895	0.238039	0.00426433	0.0274122	0.106182	0.264008	0.0503247	0.144123	0.410978	0.241295	0.0020373	0.011068	0.387141	0.402144	0.127321	0.092192	0.0867359	0.0786651	0.264421	0.116885	0.064866	0.00686496	0.00392503	0.0219248	0.0153858	0.0161799	0.00453914	0.0038335	0.0115233	0.00507144	0.00743868	0.00582282	0.00271958	0.0042081	0.0163444	0.00300869	0.000244032	0.0187687	0.000540628	0.00246366	0.00766225	0.0141538	0.00611235	0.00946215	0.00893646	0.036118	0.00390868	0.0408961	0.0140007	0.00518023	0.00451493	0.0132809	0.00564094	0.0171737	0.0221111	0.00278177	0.000769867	0.000638703	0.000133865	0.00389814	0.0126911	0.0194319	0.0193957	0.00516678	0.0037751	0.011073	0.0069654	0.000309993	0.026175	0.0164184	0.00467302	0.0179251	0.00299006	0.00141875	0.0026115	0.000320093	0.00793075	0.00704561	0.00183588	0.00809843	0.000707996	0.0113523	0.00136413	0.00295029	0.00472885	0.00441654	0.00705752	0.017883	0.0168216	0.00928629	0.00280187	0.016019	0.00823453	0.0150652	0.000899136	0.0110158	0.0374014	0.0165793	0.0206738	0.000370358	0.00238076	0.00922192	0.0229291	0.00437072	0.0125172	0.0356936	0.0209565	0.000176941	0.000961259	0.0336233	0.0349263	0.0110579	0.00800691	0.00753304	0.00683209	0.0229651	0.0101515	0.00563363	0.0969151	0.2851	0.651711	1.91717	11.51406
144	-3572.138	-3727.691	155.5528	1.44345	0.0238802	0.0785914	0.320452	0.163478	0.0981017	0.127031	0.0426644	0.0617411	0.0496685	0.0673505	0.0678406	0.0593483	0.0887871	0.0450212	0.0609774	0.0077433	0.102335	0.043678	0.0519482	0.118171	0.0793789	0.0221784	0.141171	0.0918779	0.288989	0.00852513	0.299162	0.126821	0.0658568	0.0406419	0.0661371	0.0433701	0.174938	0.270606	0.000178186	0.015213	0.0139797	0.00427302	0.0633724	0.197801	0.247563	0.201852	0.0219583	0.015945	0.201404	0.0313172	0.00603522	0.262853	0.289391	0.0648103	0.294072	0.0768595	0.0385748	0.0340443	0.0554068	0.0418642	0.121813	0.00415218	0.0553836	0.0391405	0.0587268	0.0303999	0.0199633	0.0599556	0.0926824	0.0454815	0.147478	0.315271	0.179643	0.00821361	0.241346	0.108608	0.301562	0.0127435	0.0848799	0.350102	0.177205	0.130175	0.0494685	0.0250702	0.0985359	0.103544	0.0072475	0.0485715	0.264004	0.187021	0.00409567	0.0214175	0.274585	0.323728	0.191817	0.0782519	0.0684956	0.0688684	0.199436	0.0921217	0.0668398	0.00231055	0.00760419	0.0310057	0.0158175	0.00949193	0.012291	0.00412803	0.00597382	0.00480572	0.00651657	0.00656399	0.00574231	0.00859069	0.00435607	0.00589993	0.000749211	0.0099015	0.00422611	0.0050263	0.0114338	0.00768039	0.00214589	0.0136592	0.00888974	0.0279614	0.000824858	0.0289458	0.0122706	0.00637204	0.00393235	0.00639916	0.00419632	0.0169263	0.0261827	1.72405e-05	0.00147195	0.00135262	0.00041344	0.00613166	0.0191385	0.0239532	0.0195304	0.0021246	0.00154277	0.019487	0.00303013	0.000583944	0.0254326	0.0280003	0.00627079	0.0284532	0.00743661	0.00373235	0.00329399	0.00536094	0.00405061	0.0117862	0.000401748	0.0053587	0.00378708	0.00568217	0.00294137	0.00193157	0.00580106	0.00896758	0.00440061	0.0142694	0.0305044	0.0173815	0.000794716	0.0233517	0.0105085	0.029178	0.00123301	0.00821264	0.0338744	0.0171457	0.0125952	0.00478638	0.00242569	0.00953394	0.0100185	0.000701239	0.00469958	0.025544	0.0180954	0.00039628	0.00207228	0.0265678	0.0313226	0.0185595	0.00757134	0.00662736	0.00666343	0.0192966	0.00891333	0.00646715	0.0670547	0.222748	0.558872	1.85651	10.33527
180	-3555.181	-3711.366	156.1846	1.305994	0.0129414	0.0938935	0.213151	0.0417152	0.0740676	0.108087	0.0333699	0.104816	0.0164122	0.118201	0.0871498	0.0191254	0.0594009	0.11701	0.131575	0.00825277	0.243964	0.0327684	0.0345544	0.0861972	0.0536824	0.0109142	0.113451	0.140773	0.469433	0.0442849	0.215814	0.152673	0.0275898	0.0379794	0.0794843	0.0465219	0.163242	0.28672	0.00696109	0.0189879	0.00346847	0.0191817	0.0964599	0.0838112	0.194247	0.105663	0.0155973	0.0149219	0.214307	0.0829752	0.0307071	0.258536	0.262438	0.0903845	0.0155511	0.105592	0.24886	0.0199613	0.219431	0.138464	0.136432	0.0377224	0.104637	0.164968	0.195276	0.00349532	0.0906117	0.0842891	0.00165497	0.309519	0.323551	0.0745271	0.0616906	0.254712	0.116622	0.0795013	0.0946932	0.000109211	0.0470111	0.206167	0.238992	0.0710705	0.432577	0.010791	0.0415421	0.0420089	0.0140613	0.087707	0.108191	0.0517198	0.00261085	0.00724965	0.0171118	0.0256169	0.0487453	0.00182071	0.280003	0.0420651	0.02271	0.276817	0.139091	0.00128446	0.00931907	0.0211556	0.0041403	0.00735132	0.0107278	0.00331201	0.0104032	0.00162894	0.0117316	0.00864975	0.00189823	0.00589563	0.0116134	0.0130591	0.000819099	0.0242138	0.00325232	0.00342957	0.0085552	0.00532806	0.00108325	0.0112602	0.013972	0.0465919	0.00439534	0.0214198	0.015153	0.00273833	0.00376951	0.00788893	0.00461736	0.016202	0.0284573	0.000690898	0.00188458	0.000344251	0.00190382	0.00957378	0.00831838	0.0192793	0.0104872	0.00154806	0.00148102	0.0212702	0.00823541	0.00304773	0.0256601	0.0260474	0.0089708	0.00154347	0.0104802	0.0246997	0.00198119	0.0217789	0.0137427	0.013541	0.00374401	0.0103854	0.0163734	0.0193815	0.000346916	0.00899334	0.00836582	0.000164258	0.0307203	0.0321129	0.00739693	0.00612288	0.0252806	0.0115749	0.00789062	0.00939844	1.08394e-05	0.00466592	0.0204624	0.0237203	0.00705385	0.0429339	0.00107102	0.00412311	0.00416945	0.00139561	0.00870505	0.0107381	0.00513327	0.00025913	0.000719538	0.00169837	0.00254251	0.00483805	0.000180708	0.0277907	0.00417503	0.002254	0.0274745	0.013805	0.0948784	0.281126	0.646185	1.91466	10.07542
216	-3561.115	-3715.779	154.6645	1.371371	0.0998772	0.0431666	0.254816	0.144349	0.122613	0.116939	0.0833807	0.0634537	0.0978894	0.0340652	0.113953	0.0131588	0.0432472	0.0050177	0.0978107	0.0652805	0.27729	0.00757709	0.0371676	0.0949739	0.0606639	0.0583632	0.0829199	0.184747	0.414158	0.00722908	0.398966	0.104599	0.0736117	0.0436962	0.0496691	0.0314482	0.187299	0.253395	0.0456968	0.0143955	0.00791525	0.0404329	0.110513	0.111562	0.256427	0.147374	0.0177312	0.025316	0.0781083	0.0989258	0.0426129	0.342949	0.136643	0.144248	0.248676	0.0449575	0.0227292	0.0378641	0.00193763	0.0283269	0.0808924	0.0849117	0.0458647	0.100381	0.0338711	0.0630735	0.0714305	0.0291139	0.0156028	0.0431113	0.067474	0.14429	0.0721752	0.0127603	0.163085	0.0905973	0.281516	0.00784992	0.111465	0.493815	0.100311	0.301118	0.0232008	0.00347673	0.0511007	0.126066	0.0365896	0.0406145	0.384785	0.264719	0.0379371	0.00544151	0.308679	0.433351	0.0958909	0.0999439	0.0914472	0.0574273	0.418639	0.0963186	0.0768131	0.00921437	0.00398242	0.0235086	0.0133172	0.0113119	0.0107884	0.00769245	0.00585405	0.00903098	0.00314275	0.0105129	0.00121399	0.00398986	0.000462918	0.00902372	0.00602258	0.025582	0.00069904	0.00342897	0.00876201	0.00559667	0.00538442	0.00764994	0.0170442	0.038209	0.000666933	0.0368074	0.00964997	0.00679119	0.00403128	0.00458232	0.00290131	0.0172797	0.0233775	0.00421585	0.00132808	0.000730237	0.00373022	0.0101956	0.0102924	0.0236572	0.0135963	0.00163583	0.00233558	0.00720604	0.0091266	0.00393134	0.0316395	0.0126063	0.0133079	0.0229421	0.00414765	0.00209693	0.00349323	0.00017876	0.00261336	0.00746289	0.0078337	0.00423134	0.00926087	0.00312484	0.00581898	0.00658996	0.00268596	0.00143947	0.00397732	0.00622495	0.0133118	0.00665866	0.00117723	0.0150457	0.00835823	0.0259718	0.00072421	0.0102834	0.0455579	0.00925436	0.0277803	0.00214044	0.000320753	0.0047144	0.0116304	0.00337565	0.00374697	0.0354991	0.0244221	0.00349997	0.000502017	0.0284778	0.0399797	0.00884661	0.00922053	0.00843664	0.00529807	0.0386223	0.00888607	0.00708655	0.0806299	0.252258	0.604498	1.89123	10.83928
252	-3558.251	-3711.943	153.6913	1.412941	0.0567213	0.0543886	0.194917	0.184248	0.116355	0.115113	0.0129037	0.117512	0.0159324	0.048373	0.148841	0.118212	0.00499189	0.00501986	0.0894582	0.0120508	0.181941	0.00734821	0.0603886	0.140527	0.0915939	0.0427253	0.102934	0.185962	0.447659	0.00149553	0.298527	0.169903	0.122169	0.0433862	0.0762358	0.0375411	0.104202	0.343335	0.071578	0.0468319	0.0251818	0.00970472	0.118465	0.0921839	0.181654	0.137579	0.0092323	0.0640825	0.073669	0.0651171	0.0211139	0.346584	0.252106	0.177791	0.181635	0.0919758	0.00418192	0.0578231	0.0166683	0.00844876	0.0872535	0.0478203	0.0431849	0.0531886	0.0582945	0.0944225	0.0501783	0.022603	0.0380505	0.0293923	0.255432	0.333392	0.0987505	0.0212905	0.455372	0.129357	0.264746	0.050158	0.0238913	0.401148	0.177537	0.110471	0.0280664	0.00862032	0.0363992	0.144208	0.0409583	0.038189	0.336664	0.214396	0.0451212	0.0207596	0.241637	0.338251	0.0765718	0.199098	0.087427	0.0390896	0.566655	0.084994	0.12754	0.00500758	0.00480164	0.017208	0.0162662	0.0102723	0.0101627	0.00113919	0.0103744	0.00140657	0.00427055	0.0131402	0.0104362	0.000440703	0.000443173	0.00789772	0.00106389	0.0160625	0.000648728	0.00533134	0.0124063	0.00808626	0.00377196	0.00908737	0.0164175	0.0395211	0.000132031	0.0263551	0.0149997	0.0107856	0.0038303	0.00673039	0.00331428	0.00919935	0.030311	0.00631919	0.0041345	0.00222315	0.000856771	0.0104586	0.00813836	0.0160371	0.012146	0.000815063	0.00565745	0.00650378	0.00574879	0.00186402	0.0305978	0.0222569	0.015696	0.0160355	0.00811998	0.000369196	0.00510485	0.00147155	0.00074589	0.00770308	0.00422176	0.00381253	0.0046957	0.00514646	0.00833599	0.00442994	0.00199548	0.00335925	0.00259487	0.0225505	0.0294331	0.00871808	0.00187961	0.040202	0.0114201	0.0233728	0.00442814	0.00210921	0.0354149	0.0156736	0.00975279	0.00247781	0.000761036	0.00321346	0.0127312	0.00361596	0.00337147	0.029722	0.0189277	0.00398348	0.00183273	0.0213326	0.0298621	0.00676005	0.0175771	0.00771839	0.00345098	0.0500265	0.0075036	0.0112597	0.072543	0.234941	0.578115	1.87231	11.3271
288	-3554.243	-3711.287	157.0444	1.268093	0.00151159	0.0884899	0.13327	0.1204	0.134512	0.119618	0.0529671	0.0996973	0.00654667	0.0907967	0.0894367	0.0899923	0.0209067	0.0992454	0.106004	0.00835247	0.205743	0.0073107	0.0540063	0.0987421	0.102944	0.100372	0.116772	0.232935	0.310038	0.0679831	0.18404	0.173516	0.103941	0.068162	0.0882161	0.0994248	0.136209	0.284579	0.0152102	0.011672	0.0145974	0.0171362	0.0249401	0.0810138	0.192396	0.159073	0.100165	0.0508991	0.103499	0.0286841	0.00264636	0.320763	0.160561	0.0904042	0.192598	0.0426023	0.00926635	0.0199671	0.00597299	0.0133873	0.102313	0.0369034	0.0346272	0.0164883	0.0743477	0.0135965	0.110325	0.0362336	0.0539149	0.0263723	0.05896	0.261128	0.0608366	0.0150594	0.173643	0.0139786	0.198396	0.0749168	0.0828243	0.293997	0.116603	0.113999	0.00902807	0.0124401	0.0235007	0.253339	0.056869	0.042349	0.238505	0.152551	0.0572748	0.0867053	0.256757	0.347665	0.0855578	0.0946902	0.0492809	0.101593	0.205549	0.12375	0.121467	0.000156764	0.0091771	0.0138212	0.0124864	0.01395	0.0124053	0.00549311	0.0103394	0.000678941	0.00941633	0.00927529	0.00933292	0.00216819	0.0102925	0.0109934	0.000866217	0.0213372	0.000758177	0.00560088	0.0102403	0.0106761	0.0104094	0.0121102	0.0241572	0.0321534	0.00705039	0.0190864	0.0179949	0.0107795	0.00706893	0.00914871	0.0103111	0.014126	0.0295131	0.00157742	0.00121048	0.00151387	0.00177716	0.00258648	0.00840177	0.0199529	0.0164971	0.0103879	0.00527864	0.0107336	0.00297477	0.000274449	0.0332656	0.0166514	0.00937563	0.0199739	0.0044182	0.000960994	0.00207074	0.000619446	0.00138837	0.0106106	0.00382717	0.00359112	0.00170997	0.00771045	0.00141006	0.0114416	0.00375771	0.0055914	0.00273502	0.00611461	0.027081	0.00630924	0.00156178	0.0180081	0.0014497	0.0205752	0.00776947	0.00858953	0.0304898	0.0120926	0.0118226	0.000936283	0.00129013	0.00243721	0.0262733	0.00589777	0.00439193	0.0247349	0.0158207	0.00593985	0.00899203	0.0266277	0.0360556	0.00887301	0.00982012	0.00511082	0.010536	0.021317	0.0128338	0.012597	0.104061	0.298766	0.670343	1.9246	9.642468
324	-3550.947	-3705.916	154.9689	1.358295	0.0689847	0.103021	0.221707	0.0893878	0.194535	0.0290956	0.028744	0.14463	0.0364336	0.0727891	0.0652874	0.0667339	0.0231632	0.0576908	0.097875	0.0131411	0.193563	0.0320082	0.0294682	0.0984788	0.0496049	0.0344071	0.0724453	0.173767	0.346678	0.0293536	0.28867	0.0831697	0.0620334	0.0468843	0.0602838	0.0444498	0.152472	0.229422	0.0110824	0.0163075	0.0210666	0.0106265	0.112122	0.133875	0.328194	0.219935	0.0351849	0.00937483	0.147708	0.059924	0.00194662	0.359472	0.168466	0.0463495	0.222118	0.017242	0.0952311	0.0094073	0.0674931	0.0724261	0.0784529	0.0921002	0.0779302	0.0366477	0.0696854	0.031958	0.0870321	0.0324795	0.00884527	0.0257298	0.198489	0.170167	0.10631	0.0107193	0.210964	0.114951	0.18441	0.0327254	0.0354477	0.505171	0.0963015	0.167609	0.0632187	0.0249515	0.0683828	0.128508	0.0917601	0.107441	0.318899	0.235259	0.0320248	0.0156681	0.274027	0.562098	0.10553	0.182465	0.0652809	0.0441611	0.235959	0.137356	0.113495	0.00645528	0.00964024	0.0207464	0.00836452	0.0182038	0.00272264	0.00268973	0.0135338	0.0034093	0.00681128	0.00610931	0.00624466	0.00216751	0.00539845	0.00915872	0.00122969	0.0181128	0.00299518	0.0027575	0.00921521	0.00464181	0.00321966	0.00677911	0.0162604	0.0324406	0.00274678	0.0270124	0.00778266	0.00580481	0.00438723	0.00564109	0.00415941	0.0142677	0.0214683	0.00103704	0.00152598	0.00197132	0.000994382	0.0104919	0.0125275	0.030711	0.0205806	0.00329245	0.000877255	0.0138219	0.00560743	0.000182156	0.0336378	0.0157643	0.00433719	0.0207848	0.00161343	0.00891131	0.000880294	0.00631571	0.00677732	0.00734128	0.00861834	0.00729237	0.00342933	0.00652086	0.00299049	0.00814408	0.00303929	0.000827702	0.00240768	0.0185738	0.0159235	0.00994803	0.00100306	0.0197411	0.0107566	0.0172563	0.0030623	0.00331704	0.0472717	0.00901148	0.0156841	0.00591573	0.00233485	0.00639896	0.0120252	0.00858651	0.0100539	0.0298412	0.0220145	0.00299674	0.00146616	0.0256423	0.0525987	0.00987508	0.0170743	0.0061087	0.0041324	0.02208	0.0128532	0.0106204	0.0833258	0.257873	0.612824	1.89654	10.68654
