Iteration	Posterior	Likelihood	Prior	gain_loss_neo	gain_loss_trans	part_rate_trans	site_rates_raw[1]	site_rates_raw[2]	site_rates_raw[3]	site_rates_raw[4]	tree_length
0	-1782.355	-1950.969	168.6137	1.658447	1.66195	0.7296307	0.1069061	0.1238704	0.1672433	0.8994517	2.044247
6	-1779.434	-1948.493	169.0587	2.08791	1.581897	0.7453203	0.1069061	0.1043122	0.1420571	0.8253981	1.601144
12	-1788.095	-1957.597	169.5018	1.926781	1.142843	0.8179691	0.1343771	0.1138185	0.1469238	0.8253981	1.601144
18	-1772.239	-1941.295	169.0569	2.404658	0.8858913	0.8183794	0.1749305	0.119365	0.2937763	1.517602	1.145993
24	-1787.322	-1952.739	165.4172	1.928172	1.069987	0.6997416	0.8603931	3.699218	0.5073289	0.3558303	1.652975
30	-1775.485	-1945.477	169.9914	1.530598	0.8386093	0.4911896	0.2526525	0.186833	0.1758628	1.234611	1.501786
36	-1777.131	-1945.714	168.5832	1.754629	1.005059	0.6264524	0.3311284	0.2626681	0.1816072	2.298345	1.249603
42	-1785.629	-1949.081	163.4519	1.759929	0.9683536	0.6304787	0.6348871	4.86769	0.6505907	0.998202	2.034002
48	-1777.752	-1942.162	164.4097	1.514897	1.788623	0.5299425	0.5515269	3.918919	0.5561907	0.7088316	2.034002
54	-1782.815	-1947.828	165.0121	1.678888	1.140272	0.8034199	0.3713215	4.09466	0.7731754	0.717555	1.59319
60	-1783.255	-1947.375	164.1203	1.788589	1.176639	0.8678835	0.6829319	4.680271	0.7783535	0.8276702	1.351224
66	-1782.371	-1946.196	163.8253	1.682969	1.431381	0.6510585	0.5587953	4.680271	1.159342	0.7292359	1.505735
72	-1784.608	-1949.509	164.901	1.954305	0.9511841	0.5393184	0.5658595	4.743173	0.7957789	0.4215239	1.407197
78	-1798.551	-1962.986	164.4352	2.095812	0.8610306	0.5330595	0.6737326	4.743173	0.6319122	0.6541564	1.606309
84	-1782.813	-1949.58	166.7667	2.088337	0.8553281	0.5524502	0.3315542	3.569982	0.4278128	0.4744785	1.268175
90	-1787.775	-1954.669	166.8943	1.788367	0.9067401	0.6171342	0.5005404	3.173411	0.4534749	0.44574	1.46138
96	-1785.502	-1951.148	165.6457	2.130083	1.391895	0.7132556	0.572078	3.911681	0.2935086	0.620877	1.096277
102	-1785.327	-1947.95	162.6221	1.858147	1.588159	0.6322176	0.7789013	6.223081	0.4696409	1.077495	1.096277
108	-1786.385	-1951.118	164.7329	2.305001	0.6849377	0.6251966	0.5030602	4.903146	0.7975748	0.8065269	1.039067
114	-1790.437	-1957.338	166.9012	1.891761	1.101209	0.7872442	0.6607504	0.2374305	0.5081092	3.310871	0.9356239
120	-1783.153	-1950.117	166.9635	2.092102	0.8530564	0.9606098	0.483699	0.6430122	0.3424747	3.097397	0.9273359
126	-1795.691	-1961.909	166.2184	2.069034	1.057683	1.012391	0.5353832	0.6150095	0.3424747	3.664023	0.8326899
132	-1791.241	-1952.482	161.2416	1.734926	0.8011411	0.4061623	1.446908	0.8868576	8.001728	0.8212656	0.9746906
138	-1802.006	-1962.032	160.0268	1.833447	1.049524	0.6051033	1.446908	1.050725	7.55889	1.336262	1.366748
144	-1794.193	-1958.511	164.3175	1.776866	1.006802	0.6591204	0.3093006	0.480309	0.9825514	5.544258	1.223504
150	-1785.442	-1949.406	163.9644	1.63348	1.256594	0.5897882	0.3093006	0.6906925	0.9923249	5.544258	1.292793
156	-1782.225	-1946.558	164.3328	2.294802	1.077239	0.6416352	0.6991114	0.6563492	0.8253968	4.733334	1.135334
162	-1787.518	-1952.49	164.9724	1.786935	0.7196542	0.6484436	0.7263029	0.8352562	0.3979228	5.208692	1.021787
168	-1780.091	-1943.956	163.8645	1.828598	0.837592	0.5934234	1.148537	0.6914836	0.6792196	5.578306	1.100725
174	-1779.691	-1943.429	163.7386	1.866341	1.004519	0.8397893	0.8092866	0.9200253	0.8364584	5.341783	0.9757497
180	-1784.756	-1948.823	164.0667	1.774431	1.004519	0.7384934	0.7636355	0.8563237	0.799773	5.341783	0.9757497
186	-1786.644	-1951.272	164.6278	2.194603	1.071907	0.7004053	0.6191835	0.7334149	0.6724276	4.614319	1.141714
192	-1780.714	-1949.122	168.4081	1.63327	1.195465	0.7986061	0.1657892	2.066095	0.2807003	0.4635604	1.266639
198	-1792.21	-1960.469	168.2594	1.758999	0.9913167	0.75568	0.4808637	2.33177	0.3762403	0.3740418	0.9916321
204	-1797.521	-1965.258	167.737	1.948049	1.653148	0.7690051	0.3898629	2.359028	0.2716784	0.3246896	0.9116013
210	-1795.087	-1962.286	167.1993	1.780913	1.180302	0.5546658	0.6953197	0.4319306	0.4403778	2.83295	1.191226
