Iteration	Posterior	Likelihood	Prior	acrv_sd	part_rate_trans	tree_length
0	-745.4487	-915.3316	169.8829	1.476325	1.762976	1.192619
6	-743.9949	-914.538	170.5431	1.147111	1.623398	1.01754
12	-744.3578	-913.881	169.5232	0.5508737	3.313823	0.9416397
18	-732.5695	-902.1944	169.6249	0.5508737	3.379576	0.7319782
24	-740.7435	-910.4163	169.6728	0.2954564	3.379576	0.9833383
30	-737.8493	-907.2946	169.4453	1.281964	2.811237	0.7575865
36	-733.8839	-903.7484	169.8646	0.6300331	2.986147	0.8352796
42	-758.7326	-928.8274	170.0948	0.5553162	2.829025	0.8372457
48	-745.4747	-915.0419	169.5672	0.3323608	3.643056	0.7514904
54	-746.2181	-915.8693	169.6513	0.5277735	3.289046	0.8508
60	-748.9798	-916.515	167.5351	0.2451101	5.857072	0.5204487
66	-748.3302	-916.5108	168.1807	0.1351314	5.322222	0.5076259
72	-735.4206	-903.425	168.0044	0.2900931	5.331203	0.5829157
78	-739.6762	-909.6325	169.9563	0.5227287	3.032151	0.7959176
84	-755.4	-925.2803	169.8803	0.4616165	2.952643	1.036097
90	-745.6475	-916.0825	170.4351	0.5888759	2.294132	1.013123
96	-750.4569	-921.1493	170.6924	0.4275472	2.137714	1.0712
102	-757.8074	-927.6985	169.8911	1.211328	2.137714	1.087501
108	-768.1831	-938.7375	170.5544	0.2702431	2.612607	0.8871003
114	-750.8145	-919.5013	168.6868	0.4800904	4.447407	0.6173833
120	-743.9154	-914.4921	170.5767	0.3680882	2.598207	0.7508376
126	-755.7984	-926.5645	170.7661	0.334467	2.307777	0.9195413
132	-758.6003	-928.4232	169.8229	0.2616988	3.443582	0.7724156
138	-761.477	-930.6187	169.1417	0.8706223	3.515905	0.7724156
144	-765.5307	-935.6384	170.1077	0.7435369	2.50541	0.9742867
150	-764.6755	-934.3767	169.7012	0.6455117	3.122494	0.849464
156	-758.9202	-928.5246	169.6044	0.9951392	2.946339	0.7465576
162	-763.6146	-932.6371	169.0225	1.105171	3.510418	0.5045891
168	-760.7757	-929.1986	168.4229	0.610452	4.604706	0.5045891
174	-767.2447	-934.7093	167.4647	2.036865	4.118801	0.6004167
180	-767.361	-936.4411	169.08	0.7916762	3.677057	0.7421612
186	-754.6021	-923.6428	169.0406	0.5739407	3.930759	0.7473797
192	-754.1889	-923.2404	169.0515	0.4460842	4.12201	0.6026149
198	-758.4928	-925.9641	167.4713	0.7099212	5.407715	0.6737306
204	-751.8411	-920.3936	168.5525	1.028215	4.025979	0.6360868
210	-746.9808	-916.2753	169.2945	0.9372805	3.297946	0.7702294
216	-739.2525	-908.2187	168.9662	0.81455	3.745873	0.7746471
222	-746.006	-915.2192	169.2132	0.836203	3.477236	0.7746471
228	-750.1791	-920.0169	169.8377	0.4024629	3.331546	0.7049812
234	-752.2472	-921.0646	168.8175	1.299978	3.507632	0.5852428
240	-755.3386	-924.3021	168.9635	0.6822582	3.988336	0.5462272
246	-744.1837	-914.0694	169.8857	0.4804035	3.211145	0.6953002
252	-748.8556	-918.4435	169.5879	0.5570305	3.414641	0.7251549
258	-734.4031	-904.0314	169.6283	0.4376036	3.490461	0.7303004
264	-748.881	-917.4666	168.5856	0.7451368	4.307418	0.4991518
270	-738.262	-907.3839	169.1218	0.3279341	4.161294	0.6255393
276	-745.4678	-914.6015	169.1337	0.3259959	4.161294	0.5982675
282	-750.5531	-919.9185	169.3655	0.9634899	3.187144	0.7892782
288	-736.9685	-906.4377	169.4692	0.5101718	3.658645	0.4930462
294	-749.7074	-918.1707	168.4633	0.1690626	4.999834	0.5565943
300	-743.4847	-911.9094	168.4247	0.2060145	4.999834	0.5640085
306	-746.7283	-916.168	169.4397	0.8821626	3.236481	0.7271848
312	-756.6947	-927.0857	170.391	0.4726913	2.21517	1.229536
318	-760.9653	-931.7488	170.7835	0.5420989	1.969786	1.035293
324	-770.558	-939.7218	169.1639	1.203917	3.124178	0.8211323
330	-756.5919	-925.5986	169.0068	1.299162	3.261831	0.7117234
336	-761.6187	-930.9923	169.3735	1.37012	2.839787	0.6840719
342	-749.5297	-918.7002	169.1705	1.189995	3.217682	0.6936773
348	-744.7743	-912.1801	167.4058	0.7565597	5.468649	0.5619659
354	-748.2043	-916.6975	168.4933	0.8045523	4.318384	0.6121234
360	-746.2174	-915.8568	169.6395	0.4452651	3.432093	0.7882686
366	-740.7146	-910.2952	169.5806	0.7861669	3.164644	0.7678952
372	-749.4067	-919.4502	170.0435	0.3848559	3.164644	0.6657119
378	-754.7962	-924.0386	169.2423	0.8265411	3.378086	0.8759243
384	-749.5816	-919.5971	170.0155	0.8265411	2.757754	0.6515278
390	-752.146	-922.5644	170.4184	0.5834485	2.49792	0.8110405
396	-744.8979	-915.1875	170.2896	0.6900785	2.47526	0.8665595
402	-748.3645	-915.2961	166.9316	2.318814	4.267878	0.7862352
408	-742.8511	-912.0094	169.1584	0.1877873	4.267878	0.6179554
414	-743.2874	-912.9416	169.6542	0.313243	3.627173	0.6623279
420	-747.9883	-918.1228	170.1345	0.4821214	2.826471	0.8804574
426	-750.5386	-920.7632	170.2246	0.3019618	2.93014	0.8644872
432	-739.6736	-909.7673	170.0937	0.4306143	2.93014	0.8671657
438	-754.2948	-923.3013	169.0065	1.008671	3.460335	0.8417361
444	-764.2735	-934.4408	170.1673	0.6688	2.502824	0.9923127
450	-758.3363	-927.4709	169.1346	0.7399901	3.5904	0.8545847
456	-746.9558	-915.2684	168.3125	0.9824258	4.276557	0.7053571
462	-739.8941	-908.7388	168.8447	0.5067007	4.276557	0.5749335
468	-743.2876	-911.4251	168.1374	0.0275028	5.459812	0.4225978
474	-761.0193	-927.5491	166.5298	0.5331176	6.568937	0.4459831
480	-749.5689	-919.8898	170.3209	0.01028755	3.154212	0.8294848
486	-744.3973	-914.5672	170.17	0.1003435	3.210009	0.8358024
492	-747.4513	-917.6513	170.2	0.6147075	2.665585	0.8358024
498	-740.6452	-911.3859	170.7406	0.2050016	2.49909	0.8785379
504	-750.8672	-921.187	170.3198	0.3326304	2.720567	0.9573536
510	-757.1112	-926.8406	169.7294	0.4494346	3.321992	0.8096629
516	-752.496	-922.5084	170.0124	0.510119	2.899924	0.9039572
522	-738.4448	-908.6145	170.1697	0.6373689	2.737151	0.7491099
528	-744.0864	-912.1269	168.0405	0.4415938	5.154036	0.5324358
534	-744.7427	-913.5421	168.7994	1.058787	3.77987	0.50621
540	-749.6821	-916.9084	167.2263	1.058787	5.353045	0.5025505
546	-752.7185	-922.3964	169.678	0.4265285	3.478541	0.6847806
552	-754.4229	-922.8678	168.4448	0.808327	4.328731	0.686951
558	-758.9802	-929.1953	170.2151	0.940261	2.382954	0.7578723
564	-764.4088	-934.4833	170.0745	0.1726289	3.240051	0.8271602
570	-768.9404	-938.2939	169.3535	0.7333034	3.499412	0.6788301
576	-766.5401	-937.056	170.5159	0.2658765	2.688637	0.8479402
582	-756.2042	-924.9312	168.7271	0.5320897	4.372695	0.5581714
588	-758.0778	-926.5725	168.4948	0.6085832	4.502083	0.6389866
594	-761.4742	-929.5218	168.0476	0.5634486	5.006159	0.609458
600	-757.7937	-926.6694	168.8756	1.506063	3.225774	0.6342266
606	-764.2133	-932.7784	168.5651	0.4803827	4.551968	0.6564247
612	-756.7334	-925.3174	168.584	0.4679997	4.551968	0.6422817
618	-747.7434	-917.2611	169.5178	0.3259201	3.737218	0.6887528
624	-747.3482	-916.2725	168.9243	0.8242777	3.83336	0.6867719
630	-744.0247	-913.7468	169.7221	0.05098778	3.83336	0.6365875
636	-754.8527	-923.855	169.0023	0.3920219	4.219428	0.6187183
642	-766.1999	-936.547	170.3471	0.7751596	2.359614	0.8338537
648	-764.6555	-933.5658	168.9103	0.5147951	4.170469	0.6604887
654	-761.5413	-930.9339	169.3926	1.02989	3.169081	0.6684654
660	-757.1591	-926.5033	169.3443	0.8249476	3.420919	0.6713124
666	-759.4701	-928.2831	168.813	0.6529247	4.149211	0.6149649
672	-753.2258	-922.1147	168.8888	0.5435543	4.205512	0.5107479
678	-747.6087	-915.92	168.3112	0.4783961	4.845369	0.4615212
684	-764.5435	-932.5099	167.9663	0.4189443	5.237381	0.4171308
690	-759.966	-929.1043	169.1383	0.2233508	4.244926	0.636372
696	-749.8942	-919.414	169.5197	0.2233508	3.816774	0.7247594
702	-745.571	-915.1683	169.5974	0.2233508	3.75087	0.7052447
708	-735.5378	-904.8376	169.2998	1.228443	3.014828	0.7507688
714	-737.8398	-906.6091	168.7693	0.07655157	4.790369	0.5315618
720	-747.1474	-916.2023	169.0549	0.529946	3.97526	0.724383
726	-746.6894	-915.5742	168.8848	0.4584639	4.252954	0.6589735
