Iteration	Posterior	Likelihood	Prior	acrv_sd	part_rate_trans	tree_length
0	-43.46268	-214.7096	171.2469	0.4480658	1.642604	0.9936496
6	-43.50017	-214.4914	170.9912	0.3972858	1.87586	1.064926
12	-51.1041	-222.561	171.4569	0.06931222	1.593058	1.195135
18	-60.28535	-231.0486	170.7632	0.1420089	2.11084	1.281696
24	-68.22598	-237.9429	169.7169	1.779913	1.010787	1.667494
30	-72.10031	-242.6079	170.5076	0.5320191	1.198689	1.85558
36	-69.4324	-240.0995	170.6671	0.9700461	1.989371	0.5800088
42	-74.32112	-244.5364	170.2152	1.627089	1.322076	1.155854
48	-64.86351	-236.1502	171.2867	0.3708621	1.466162	1.191307
54	-58.31283	-229.3048	170.992	0.5034219	1.708695	1.12049
60	-70.12579	-240.7904	170.6646	0.3139747	2.546266	0.7771151
66	-66.95776	-237.2695	170.3117	0.5588915	2.611895	0.8330389
72	-64.03206	-233.8618	169.8297	1.697272	2.110187	0.4782074
78	-59.53374	-229.5966	170.0628	0.668151	2.895887	0.5788476
84	-62.44057	-232.0075	169.5669	0.246638	3.783166	0.6579759
90	-74.21424	-245.2608	171.0466	0.246638	2.326053	0.6034761
96	-50.22455	-219.4795	169.255	0.338476	4.029352	0.4175387
102	-56.89503	-228.6196	171.7245	0.7598208	0.6469885	1.184734
108	-50.60175	-221.1214	170.5196	0.7402403	1.871469	1.184734
114	-50.54495	-222.3095	171.7645	0.1884638	1.178371	1.184734
120	-44.57906	-215.7571	171.178	0.1327421	1.884204	1.128701
126	-48.88215	-220.0099	171.1277	0.861141	1.473313	0.8579184
132	-59.47214	-229.4132	169.941	0.8158986	2.842575	0.6521173
138	-53.83253	-224.8154	170.9828	0.3097889	2.142854	0.8891695
144	-59.65523	-230.5579	170.9027	0.0617438	2.510724	0.8422278
150	-58.44713	-229.5647	171.1176	0.3557213	1.823146	1.034248
156	-68.81788	-239.4913	170.6734	0.02899179	2.209775	1.365213
162	-68.1027	-239.3804	171.2777	0.0967289	2.209775	0.6826657
168	-71.50312	-242.2303	170.7272	0.3747795	2.209775	1.019318
174	-72.49792	-240.0534	167.5555	2.15323	3.366881	1.232285
180	-67.17603	-237.5124	170.3364	0.5944607	2.515039	0.8771751
186	-73.05746	-244.4704	171.4129	0.11862	1.020955	1.63532
192	-76.81565	-247.0482	170.2326	1.281707	1.294166	1.445723
198	-75.04722	-246.4677	171.4205	0.6639687	1.294166	0.9514305
204	-63.95607	-235.1502	171.1942	0.2422373	1.240756	1.544363
210	-70.53153	-242.3135	171.7819	0.002806751	1.516051	1.030042
216	-69.99099	-241.104	171.113	0.006572064	1.380528	1.672865
222	-57.7622	-227.977	170.2148	0.6801948	2.708739	0.6428752
228	-65.14529	-235.3635	170.2182	1.777333	1.603602	0.6529349
234	-59.81366	-230.4167	170.603	0.3970121	2.236004	1.091304
240	-60.46048	-231.472	171.0116	0.1735347	2.236004	0.9053966
246	-69.46537	-240.1622	170.6968	0.744732	1.632336	1.233713
252	-61.2621	-232.3176	171.0555	0.02772451	2.034836	1.196183
258	-63.72588	-235.6115	171.8857	0.02666949	1.114925	1.272514
264	-58.95585	-230.4648	171.5089	0.04635952	1.471984	1.272514
270	-49.11685	-220.229	171.1121	0.4884154	1.99227	0.6659712
276	-51.12464	-221.9372	170.8126	0.4085861	1.946107	1.153355
282	-54.95701	-224.0844	169.1274	2.090566	2.246831	0.8547685
288	-54.19874	-224.4677	170.269	0.859889	0.9622298	1.955395
294	-60.35211	-230.4739	170.1218	1.665181	1.645027	0.8931199
300	-67.21321	-238.284	171.0708	0.3627036	1.974873	0.9195152
306	-69.42218	-239.202	169.7798	0.8564944	2.404471	1.261337
312	-64.83857	-234.1248	169.2862	1.45402	2.348322	1.221339
318	-60.58103	-231.7944	171.2134	0.2716357	1.86154	0.9846343
324	-59.53355	-230.453	170.9194	0.5646064	1.86154	0.9856053
330	-54.57952	-225.774	171.1945	0.190521	1.838495	1.102805
336	-58.90355	-229.4993	170.5957	0.6077476	2.020051	1.102805
342	-72.44251	-243.1883	170.7458	0.1301921	2.544974	0.9056044
348	-65.97013	-236.51	170.5399	0.4371301	2.544974	0.7811704
354	-47.8541	-218.6197	170.7656	0.5979685	1.549317	1.364657
360	-56.80675	-227.9001	171.0934	0.5026645	1.800693	0.9321609
366	-54.39019	-225.3012	170.911	0.8224366	1.68847	0.9044522
372	-59.64989	-230.6376	170.9877	0.7877805	1.546142	1.009597
378	-55.86872	-226.6305	170.7618	0.4160532	1.997593	1.146076
384	-46.36564	-217.7312	171.3656	0.5845831	1.463292	0.9139237
390	-39.97359	-211.7377	171.7641	0.1166013	1.548795	0.8959283
396	-46.97269	-218.1248	171.1522	0.5739554	1.536632	1.066426
402	-47.90058	-218.2591	170.3585	1.009822	2.073368	0.8820352
408	-46.56766	-217.2482	170.6806	1.68439	1.141746	0.8018827
414	-52.88119	-223.5841	170.7029	1.063793	0.8855314	1.562743
420	-53.35206	-224.0094	170.6573	1.017718	0.9772188	1.562743
426	-57.14771	-227.8651	170.7173	0.5020585	1.190964	1.736348
432	-52.96253	-224.7056	171.743	0.3168757	1.186738	1.081482
438	-59.18182	-230.3677	171.1858	0.1562427	2.003961	0.9851293
444	-66.21548	-237.7323	171.5168	0.3749446	1.585298	0.8398776
450	-70.50681	-240.4342	169.9274	0.7609802	2.78866	0.8398776
456	-67.65013	-239.1408	171.4907	0.3475442	1.415443	1.074915
462	-73.6793	-244.836	171.1567	0.006579448	2.228867	0.9370439
468	-58.88327	-228.6446	169.7613	0.8309046	2.228867	1.436047
474	-63.75048	-234.0631	170.3126	0.3104706	2.236488	1.406353
480	-74.12328	-243.9797	169.8564	1.85098	1.858397	0.7150899
486	-67.5444	-237.9165	170.3721	1.062962	2.115252	0.739807
492	-63.33432	-233.7104	170.376	0.2959538	2.896067	0.7112307
498	-63.62329	-233.7248	170.1015	0.5544598	2.908546	0.7171953
504	-64.74682	-234.7795	170.0327	0.3895171	2.908546	1.000533
510	-70.95723	-242.282	171.3248	0.1581999	1.754412	1.090057
516	-76.03076	-246.9283	170.8976	0.5854253	1.754412	1.090057
522	-69.58593	-240.3335	170.7476	1.247798	0.8106504	1.447573
528	-76.12414	-247.5221	171.398	0.3449218	1.063111	1.447573
534	-59.8968	-230.768	170.8712	0.44877	1.965047	1.045239
540	-61.12891	-230.5936	169.4647	1.795068	1.965047	1.101615
546	-62.67432	-233.1407	170.4663	0.8816743	1.876094	1.102273
552	-65.64972	-237.047	171.3972	0.6371828	1.586756	0.5978285
558	-52.8298	-223.3242	170.4944	0.3734097	2.50574	0.9568021
564	-60.00959	-231.0422	171.0327	0.4336895	2.028505	0.8174086
570	-62.31454	-232.8977	170.5832	0.4940094	2.536717	0.6183283
