Iteration	Posterior	Likelihood	Prior	part_rate_trans	tree_length
0	-1146.45	-1316.368	169.9175	2.329205	1.849822
6	-1156.874	-1326.571	169.6971	2.329205	1.99875
12	-1155.649	-1325.69	170.0415	2.465794	1.667695
18	-1142.09	-1312.197	170.1075	1.954874	1.974682
24	-1147.144	-1317.043	169.8987	2.128741	1.997975
30	-1146.621	-1316.369	169.7471	2.22856	2.032411
36	-1148.188	-1317.935	169.7462	2.229447	2.032411
42	-1149.235	-1319.196	169.9614	2.2002	1.907792
48	-1158.009	-1327.906	169.8972	2.265274	1.907224
54	-1157.896	-1327.787	169.8913	2.471011	1.769987
60	-1153.321	-1323.108	169.7866	2.395212	1.894121
66	-1161.7	-1331.63	169.9296	2.200601	1.929083
72	-1159.035	-1328.825	169.7902	2.540246	1.792091
78	-1154.723	-1324.83	170.1077	2.328141	1.718428
84	-1146.986	-1317.02	170.0342	2.669705	1.524548
90	-1147.336	-1317.301	169.9659	2.303526	1.834277
96	-1148.172	-1317.955	169.7834	1.991044	2.164548
102	-1141.411	-1311.306	169.8952	1.887337	2.159273
108	-1140.873	-1310.771	169.8974	1.885127	2.159273
114	-1146.671	-1316.876	170.2051	1.709194	2.073006
120	-1140.595	-1310.869	170.2747	1.824495	1.949945
126	-1143.126	-1313.233	170.1072	1.952974	1.976154
132	-1140.12	-1310.256	170.1362	1.923964	1.976154
138	-1146.703	-1316.945	170.2419	2.247816	1.680265
144	-1142.181	-1312.115	169.9335	2.556202	1.680265
150	-1144.736	-1314.623	169.8871	2.086311	2.03393
156	-1144.917	-1314.454	169.5374	2.015943	2.306924
162	-1149.668	-1319.337	169.6698	1.951789	2.263251
168	-1148.626	-1318.056	169.4305	1.68195	2.5841
174	-1152.666	-1322.579	169.9136	1.844522	2.175096
180	-1151.154	-1320.792	169.6378	1.800102	2.380322
186	-1160.19	-1329.891	169.7007	1.570206	2.485378
192	-1163.581	-1333.364	169.7835	1.766146	2.309305
198	-1157.387	-1326.813	169.4258	2.123857	2.309305
204	-1140.295	-1310.199	169.9042	1.913159	2.136586
210	-1150.388	-1319.983	169.5958	1.913159	2.335189
216	-1145.852	-1315.515	169.6634	1.569011	2.509462
222	-1137.53	-1306.952	169.4222	1.440132	2.738098
228	-1145.289	-1315.413	170.1239	1.950165	1.966796
234	-1145.714	-1315.228	169.5147	1.916927	2.384268
240	-1159.631	-1329.087	169.4557	1.992243	2.373944
246	-1149.405	-1319.081	169.6756	2.199697	2.098657
252	-1145.555	-1315.106	169.5509	2.851798	1.741748
258	-1141.16	-1310.569	169.4085	3.316392	1.508842
264	-1144.468	-1314.377	169.9091	2.800368	1.52038
270	-1148.278	-1318.017	169.739	2.607524	1.780932
276	-1153.924	-1324.145	170.2211	1.973481	1.885443
282	-1147.273	-1317.335	170.0613	2.23097	1.818515
288	-1150.936	-1320.853	169.917	2.212291	1.929696
294	-1156.83	-1326.622	169.7915	2.337781	1.929696
300	-1145.268	-1315.066	169.7982	2.249352	1.984547
306	-1142.463	-1312.355	169.8921	2.001472	2.086642
312	-1148.722	-1318.717	169.9951	1.800755	2.150573
318	-1149.322	-1319.027	169.705	2.09084	2.150573
324	-1142.618	-1312.328	169.7099	2.085969	2.150573
330	-1142.12	-1311.793	169.6737	1.819657	2.345155
336	-1141.783	-1311.846	170.0628	1.939557	2.014693
342	-1142.648	-1312.581	169.9328	2.072017	2.013085
348	-1153.437	-1323.262	169.8248	1.820968	2.247736
354	-1147.583	-1317.7	170.1172	1.705288	2.133221
360	-1138.446	-1308.197	169.7507	1.82649	2.291685
366	-1146.136	-1315.839	169.7035	1.818327	2.327041
372	-1139.72	-1309.844	170.1233	1.679443	2.146069
378	-1135.037	-1304.681	169.6439	1.467637	2.584669
384	-1144.979	-1314.868	169.8896	1.861651	2.179565
390	-1139.276	-1309.272	169.9967	1.978264	2.032918
396	-1144.045	-1313.895	169.8505	1.978264	2.12908
402	-1146.326	-1316.045	169.7183	1.697457	2.394302
408	-1159.774	-1329.547	169.7737	2.05139	2.131521
414	-1149.776	-1319.897	170.1207	2.406753	1.653297
420	-1149.111	-1318.969	169.8576	2.561108	1.730471
426	-1148.264	-1318.344	170.08	2.147612	1.862896
432	-1154.355	-1324.238	169.8836	2.644756	1.652678
438	-1146.258	-1316.121	169.8636	2.7494	1.591478
444	-1144.495	-1314.292	169.7971	2.7494	1.63964
450	-1148.112	-1318.187	170.0743	2.419774	1.67718
456	-1149.037	-1318.926	169.8887	2.367735	1.843154
462	-1147.65	-1317.341	169.6915	2.367735	1.976749
468	-1147.046	-1316.878	169.8317	2.367735	1.882153
474	-1149.468	-1319.634	170.1665	2.032921	1.882117
480	-1153.763	-1323.432	169.6692	2.638256	1.808053
486	-1145.491	-1315.427	169.9356	1.966338	2.081124
492	-1146.62	-1316.52	169.9001	2.613194	1.663447
498	-1151.223	-1321.521	170.2979	2.080652	1.758621
504	-1147.021	-1316.778	169.7567	2.517677	1.830822
510	-1147.369	-1317.317	169.9473	2.272827	1.867983
516	-1149.501	-1319.615	170.1144	2.122705	1.856434
522	-1147.287	-1317.243	169.9563	2.214706	1.901461
528	-1149.076	-1319.136	170.0604	1.913291	2.033752
534	-1161.566	-1331.628	170.062	2.593852	1.560067
540	-1150.217	-1319.999	169.7819	2.237648	2.003221
546	-1154.724	-1324.667	169.9436	2.17615	1.936072
552	-1182.475	-1352.369	169.8943	2.779138	1.547093
558	-1164.023	-1333.934	169.9114	2.378525	1.820129
564	-1153.594	-1323.334	169.7402	2.06988	2.141318
570	-1162.651	-1332.367	169.7166	2.294592	2.008847
576	-1157.162	-1326.948	169.7863	2.239952	1.998792
582	-1161.953	-1331.116	169.1635	1.877893	2.628052
588	-1151.112	-1320.935	169.8232	1.908821	2.192049
594	-1150.955	-1320.801	169.8461	2.041334	2.090634
600	-1154.411	-1324.33	169.9187	2.127447	1.98552
606	-1159.292	-1329.41	170.1182	1.927952	1.98552
612	-1158.229	-1327.936	169.7075	2.083317	2.153836
618	-1152.483	-1321.829	169.3456	1.815691	2.553761
624	-1147.219	-1317.465	170.2461	1.746754	2.021035
630	-1140.221	-1309.986	169.765	1.965182	2.193269
636	-1133.11	-1302.859	169.7482	2.116476	2.105594
642	-1133.488	-1303.31	169.8224	2.04231	2.105594
648	-1140.303	-1310.353	170.0505	2.114937	1.905239
654	-1148.741	-1318.332	169.5904	2.197202	2.155976
660	-1145.264	-1315.208	169.9442	1.903222	2.116887
666	-1135.907	-1305.868	169.9607	1.680859	2.250392
672	-1139.331	-1309.117	169.7864	1.855165	2.250392
678	-1148.565	-1318.369	169.8044	1.958339	2.172133
684	-1142.046	-1312.062	170.0153	2.090681	1.945355
690	-1144.464	-1313.947	169.4839	2.250173	2.190745
696	-1151.891	-1322.081	170.1901	1.487369	2.227303
702	-1149.444	-1318.97	169.5257	1.319842	2.748384
708	-1150.475	-1320.074	169.5986	1.599952	2.530602
714	-1151.189	-1320.753	169.5643	1.95051	2.331463
720	-1151.419	-1321.144	169.7248	1.95051	2.228695
726	-1147.292	-1316.923	169.6304	2.044883	2.228695
732	-1140.677	-1310.699	170.0225	1.888333	2.075244
738	-1143.885	-1313.649	169.7645	2.146376	2.075244
744	-1147.677	-1317.457	169.7803	2.161946	2.054543
750	-1139.075	-1308.796	169.7203	1.930976	2.244147
756	-1135.059	-1304.769	169.7098	2.062856	2.165671
762	-1138.457	-1308.435	169.9775	2.063739	1.98876
768	-1133.762	-1303.735	169.9727	2.357038	1.792619
774	-1134.034	-1303.94	169.9059	2.413085	1.800068
780	-1134.752	-1304.832	170.0803	2.238623	1.800068
786	-1131.273	-1301.1	169.8269	2.263232	1.956025
792	-1149.019	-1318.771	169.7519	2.33823	1.956025
798	-1146.801	-1316.652	169.851	2.402818	1.844967
804	-1148.914	-1318.635	169.7202	2.428738	1.916391
810	-1159.447	-1329.466	170.0185	2.165637	1.892545
816	-1153.482	-1323.348	169.8667	2.118333	2.026219
822	-1153.266	-1322.754	169.4877	1.699623	2.537612
828	-1149.363	-1319.018	169.6557	2.075624	2.19247
834	-1146.856	-1316.397	169.5407	2.043428	2.287259
840	-1144.942	-1314.698	169.7569	2.329674	1.95845
846	-1148.06	-1317.874	169.8149	1.932653	2.182005
852	-1137.498	-1307.078	169.5797	1.840115	2.391763
858	-1144.631	-1314.518	169.8874	1.805178	2.217582
864	-1147.577	-1316.854	169.2767	1.723292	2.653586
870	-1155.744	-1325.19	169.4462	1.55387	2.653586
876	-1154.733	-1324.055	169.3218	1.712204	2.632643
882	-1144.502	-1314.632	170.1301	1.712204	2.12027
888	-1140.493	-1310.195	169.7023	2.026082	2.194432
894	-1143.967	-1313.937	169.9692	1.690236	2.238926
900	-1155.384	-1324.939	169.5548	1.644656	2.530043
906	-1146.886	-1316.719	169.8326	1.834201	2.234182
912	-1152.648	-1322.575	169.9265	1.743347	2.232199
918	-1147.962	-1317.714	169.7515	1.832751	2.28717
924	-1161.818	-1331.829	170.0105	2.015096	1.999242
930	-1161.504	-1331.071	169.5667	1.911171	2.354956
936	-1164.266	-1334.07	169.8041	1.911171	2.202924
942	-1155.793	-1325.455	169.6616	2.403791	1.972662
948	-1146.933	-1316.734	169.8013	2.354585	1.911715
954	-1142.485	-1312.383	169.8985	2.115004	2.007274
960	-1155.846	-1325.794	169.9483	2.224034	1.900513
966	-1154.106	-1324.298	170.1924	1.979994	1.900513
972	-1158.153	-1327.864	169.7104	2.680954	1.749673
978	-1155.208	-1325.208	169.9999	2.224422	1.865161
984	-1149.602	-1319.626	170.0237	2.141304	1.905532
990	-1147.498	-1317.243	169.7447	2.643934	1.751585
996	-1145.696	-1315.95	170.2543	1.919369	1.899647
1002	-1150.412	-1320.292	169.8792	1.658743	2.316754
1008	-1156.878	-1326.4	169.5224	1.963143	2.350074
1014	-1156.378	-1326.347	169.9685	1.793202	2.172797
1020	-1150.993	-1320.577	169.5842	1.971118	2.305667
1026	-1141.889	-1311.377	169.4887	1.867635	2.431781
1032	-1153.387	-1323.171	169.7841	2.159705	2.053521
1038	-1146.775	-1316.709	169.934	2.009776	2.053521
1044	-1146.614	-1316.195	169.581	2.255634	2.123975
1050	-1154.953	-1324.718	169.7655	2.071146	2.123975
1056	-1144.548	-1314.212	169.664	1.70964	2.420864
1062	-1146.305	-1315.605	169.2999	1.867144	2.550196
1068	-1150.974	-1320.763	169.7888	2.067408	2.111138
1074	-1152.525	-1322.353	169.8278	2.269432	1.951257
1080	-1141.334	-1311.414	170.08	1.981669	1.975094
1086	-1143.486	-1313.318	169.8318	2.169164	2.015594
1092	-1143.458	-1313.348	169.8899	2.111095	2.015594
1098	-1141.463	-1311.079	169.6163	2.349663	2.038824
1104	-1150.427	-1320.236	169.8097	1.845912	2.241383
1110	-1148.573	-1318.508	169.9357	1.845912	2.15984
1116	-1144.27	-1314.261	169.9911	2.170601	1.907786
1122	-1150.562	-1320.407	169.8448	2.316819	1.907786
1128	-1152.819	-1322.86	170.0403	2.306159	1.780985
1134	-1144.411	-1314.296	169.8843	2.231488	1.93879
1140	-1148.1	-1317.822	169.7223	2.624844	1.78052
1146	-1157.757	-1327.755	169.9973	2.371362	1.765569
1152	-1143.624	-1313.389	169.7657	2.379329	1.919052
1158	-1141.028	-1310.642	169.6134	2.230234	2.119419
1164	-1149.852	-1319.886	170.0347	2.126714	1.907935
1170	-1156.745	-1326.832	170.0868	1.986993	1.967022
1176	-1154.495	-1324.509	170.0137	1.986993	2.015782
1182	-1151.982	-1321.608	169.6268	1.948109	2.293132
1188	-1147.75	-1317.477	169.7266	1.957753	2.222851
