Iteration	Posterior	Likelihood	Prior	acrv_sd	gain_loss_neo	part_rate_trans	root_freq_neo[1]	root_freq_neo[2]	root_freq_trans[1]	root_freq_trans[2]	tree_length
0	-551.4008	-720.6455	169.2447	0.9911438	1.894607	0.7360264	0.560135	0.439865	0.397333	0.602667	0.6321794
6	-553.2159	-722.8293	169.6134	0.3289268	1.899005	0.8258445	0.619343	0.380657	0.368348	0.631652	0.9583549
12	-535.3534	-705.2496	169.8961	0.1407582	1.290819	1.391254	0.503779	0.496221	0.542173	0.457827	0.7633854
18	-525.5103	-694.0332	168.5229	1.435452	1.290819	1.597395	0.68496	0.31504	0.500251	0.499749	0.3632634
24	-528.3751	-697.1914	168.8163	0.7857438	1.781866	1.4714	0.467814	0.532186	0.49407	0.50593	0.5101327
30	-541.4426	-705.2936	163.851	2.320739	4.646696	3.128095	0.810768	0.189232	0.482178	0.517822	0.3647479
36	-543.8509	-711.3755	167.5246	0.7200202	3.459424	1.628907	0.689617	0.310383	0.575643	0.424357	0.6079293
42	-527.9841	-697.0245	169.0404	0.3577754	2.013973	1.628907	0.751018	0.248982	0.575643	0.424357	0.483182
48	-534.8543	-702.9435	168.0892	0.8003164	2.800375	1.358889	0.563782	0.436218	0.49278	0.50722	0.4158219
54	-538.9312	-707.2429	168.3117	0.5622118	2.791377	1.566872	0.775042	0.224958	0.551478	0.448522	0.4419554
60	-539.0833	-707.2247	168.1414	1.311202	2.537168	1.091707	0.712692	0.287308	0.470364	0.529636	0.4366099
66	-557.707	-726.3754	168.6684	1.123223	1.381555	1.704159	0.706704	0.293296	0.488915	0.511085	0.3733252
72	-553.9795	-723.1039	169.1243	0.9484238	2.378687	0.6888085	0.799294	0.200706	0.555606	0.444394	0.6561203
78	-554.9166	-722.9998	168.0832	1.67343	2.325518	0.6888085	0.694227	0.305773	0.444483	0.555517	0.9504262
84	-543.4626	-712.143	168.6804	0.5236217	1.868073	1.962122	0.759766	0.240234	0.580073	0.419927	0.4954999
90	-534.6646	-703.339	168.6745	0.9325744	1.330248	1.864005	0.584715	0.415285	0.538548	0.461452	0.3768794
96	-563.8524	-731.0696	167.2172	1.388938	2.169401	2.127129	0.584715	0.415285	0.440533	0.559467	0.3871275
102	-549.102	-718.5111	169.4092	0.9498581	1.18776	1.383413	0.334933	0.665067	0.332895	0.667105	0.5439046
108	-541.1474	-709.8998	168.7524	1.184554	0.5485291	2.361399	0.329134	0.670866	0.490333	0.509667	0.4917866
114	-553.9882	-721.9164	167.9282	1.209158	3.060999	1.023034	0.703458	0.296542	0.501686	0.498314	0.5287351
120	-551.4839	-719.7651	168.2813	0.7803827	2.618748	1.372348	0.594401	0.405599	0.378674	0.621326	0.548516
126	-546.6943	-716.001	169.3067	0.3145701	2.150317	0.682879	0.51564	0.48436	0.537088	0.462912	1.140506
132	-552.5277	-718.4815	165.9539	2.142442	3.114849	1.902856	0.497195	0.502805	0.424267	0.575733	0.6690392
138	-533.2846	-700.114	166.8294	1.937939	2.383091	1.882326	0.67858	0.32142	0.416832	0.583168	0.5411777
144	-532.7138	-701.2678	168.554	1.281736	1.798878	1.325115	0.641405	0.358595	0.328221	0.671779	0.5062217
150	-537.3257	-704.6189	167.2932	1.39532	3.558701	1.041766	0.611066	0.388934	0.525549	0.474451	0.649158
156	-534.4618	-702.0702	167.6084	0.9739088	3.360106	1.269879	0.618704	0.381296	0.525549	0.474451	0.6708545
162	-534.2444	-702.0665	167.8222	2.04607	2.062992	1.020427	0.639505	0.360495	0.372986	0.627014	0.5913333
168	-538.9171	-705.2791	166.362	2.676153	2.29986	1.221642	0.678332	0.321668	0.49	0.51	1.130144
174	-538.3592	-703.9618	165.6026	2.676153	3.337985	1.138102	0.698725	0.301275	0.564957	0.435043	1.231677
180	-526.4798	-692.1846	165.7048	2.676153	2.633447	1.099127	0.742842	0.257158	0.395618	0.604382	1.613637
186	-538.1929	-703.0012	164.8083	2.812345	3.252658	2.142541	0.680407	0.319593	0.490372	0.509628	0.9389159
192	-537.3119	-701.96	164.6481	2.812345	3.658666	2.142541	0.818465	0.181535	0.512534	0.487466	1.02794
198	-533.9338	-698.5293	164.5955	2.745652	4.12458	2.087081	0.814169	0.185831	0.34172	0.65828	0.9632979
204	-532.4163	-698.0941	165.6778	2.745652	2.718714	1.16536	0.675661	0.324339	0.384394	0.615606	1.438472
210	-534.5304	-700.2257	165.6952	2.745652	2.792676	1.539662	0.717543	0.282457	0.520797	0.479203	1.077211
216	-532.612	-698.4364	165.8244	2.745652	3.192545	0.9488155	0.674933	0.325067	0.439916	0.560084	1.209094
222	-534.6562	-700.8069	166.1507	2.463236	2.94302	0.9960515	0.730686	0.269314	0.346055	0.653945	1.355371
