Iteration	Posterior	Likelihood	Prior	gain_loss_neo	gain_loss_trans	part_rate_trans	site_rates_raw[1]	site_rates_raw[2]	site_rates_raw[3]	site_rates_raw[4]	tree_length
0	-951.4706	-1117.636	166.1658	4.855037	0.6760609	2.487811	0.09629974	0.113695	0.2050923	1.907398	0.7617642
6	-973.9606	-1141.048	167.0875	3.236859	0.7090702	2.62252	0.1735903	0.03776483	0.2626473	1.441146	1.077404
12	-951.3694	-1117.689	166.3194	3.236859	0.6077833	2.286163	0.1637844	0.07808718	0.2557998	2.611156	1.077404
18	-950.2829	-1118.551	168.2679	1.928977	0.6077833	2.484979	0.1645352	0.08260733	0.1328098	1.624328	1.028761
24	-953.3221	-1119.396	166.0737	3.852167	0.9042513	2.373082	0.1645352	0.1212047	0.2800133	2.081045	1.028761
30	-953.3366	-1120.405	167.0682	3.318653	0.5600709	2.422308	0.240359	0.1258932	0.03708434	2.104904	0.7368419
36	-946.5468	-1112.894	166.3473	3.547289	0.5456926	2.685033	0.2812318	0.1725213	0.1942845	2.104904	0.8400012
42	-943.3958	-1111.369	167.9733	2.752277	0.6936453	1.819942	0.1809785	0.1773534	0.1075794	1.832771	0.9666636
48	-944.7906	-1112.836	168.0459	2.641308	0.6646936	2.144752	0.1446099	0.2220752	0.2023429	1.569753	0.8191012
54	-948.6662	-1116.74	168.0743	2.641308	0.7998111	1.455257	0.2047648	0.1137081	0.2813649	2.02878	0.873786
60	-941.7934	-1107.481	165.6871	4.023243	0.8116029	2.700096	0.1358787	0.2611216	0.325629	2.260984	0.6696498
66	-948.2232	-1113.286	165.0628	3.206836	1.13427	2.877161	0.1487961	0.4795971	0.1230949	2.922323	0.5066946
72	-942.3874	-1107.97	165.5828	2.662409	0.8867883	3.15879	0.156628	0.5713556	0.1799277	2.593477	0.4606115
78	-941.8707	-1108.026	166.1551	3.442186	1.082939	2.829829	0.1109387	0.357747	0.124858	1.925558	0.4512377
84	-949.7307	-1116.313	166.5822	2.157751	0.8754699	3.458383	0.05772398	0.1847896	0.2041207	2.160766	0.4601972
90	-947.031	-1110.313	163.2822	5.58658	1.077146	4.297451	0.09968246	0.1847896	0.2665111	2.127612	0.3502308
96	-930.2201	-1093.397	163.1766	4.692222	0.8717426	4.567526	0.148626	0.2995372	0.2342215	2.492941	0.3466172
102	-937.8141	-1101.789	163.9747	3.517375	1.021824	4.398091	0.07435649	0.266594	0.1721609	2.529843	0.3038442
