Iteration	Posterior	Likelihood	Prior	er_morph[1]	er_morph[2]	er_morph[3]	er_morph[4]	er_morph[5]	er_morph[6]	er_morph[7]	er_morph[8]	er_morph[9]	er_morph[10]	er_morph[11]	er_morph[12]	er_morph[13]	er_morph[14]	er_morph[15]	er_morph[16]	er_morph[17]	er_morph[18]	er_morph[19]	er_morph[20]	er_morph[21]	er_morph[22]	er_morph[23]	er_morph[24]	er_morph[25]	er_morph[26]	er_morph[27]	er_morph[28]	er_morph[29]	er_morph[30]	er_morph[31]	er_morph[32]	er_morph[33]	er_morph[34]	er_morph[35]	er_morph[36]	tree_length
0	27.43328	-238.3332	265.7665	0.427832	0.019446	0.035197	0.0293942	0.00213134	0.00313414	0.0174406	0.00879775	0.000238788	0.00422434	0.00597527	0.00681555	0.0276265	0.00832057	0.0040652	0.0222753	0.0248061	0.0156616	0.00371282	0.00646593	0.0260012	0.0202171	0.00284897	0.0443545	0.0277434	0.00176796	0.0633768	0.0290579	0.0498531	0.00484853	0.00112404	0.0095762	0.011206	0.00983062	0.00520211	0.0194309	0.4399989
6	23.39993	-242.3718	265.7717	0.430359	0.0195609	0.0354048	0.0295678	0.00214393	0.00556187	0.0175436	0.00884971	0.000240198	0.00424929	0.00601056	0.0068558	0.0277896	0.00836971	0.00408921	0.00856196	0.0249526	0.0157541	0.00373475	0.00650412	0.0261548	0.0203365	0.00286579	0.0446165	0.0279072	0.0017784	0.0637511	0.0292295	0.0501475	0.00487717	0.00666035	0.00963276	0.0112722	0.00988867	0.00523283	0.0195456	0.4650531
12	22.56255	-243.2117	265.7742	0.431549	0.019615	0.0219124	0.0296496	0.00214985	0.00557725	0.0175921	0.00887417	0.000240862	0.00426104	0.00602718	0.00687476	0.0278665	0.00514778	0.00410052	0.00858564	0.0249448	0.0157977	0.00374507	0.0501778	0.0262271	0.0203927	0.00599987	0.009341	0.0279844	0.00178332	0.0639273	0.0293103	0.0502861	0.00489065	0.00678541	0.00965939	0.0113033	0.0125736	0.0052473	0.0195997	0.4932634
18	24.11965	-241.6313	265.751	0.421775	0.0448148	0.0214162	0.00489941	0.00210117	0.00545094	0.0171937	0.0086732	0.000235407	0.00416454	0.00589068	0.00671907	0.0272354	0.0050312	0.00400766	0.00643256	0.0243799	0.0154399	0.00366026	0.0490414	0.0387294	0.0199309	0.00586399	0.00912946	0.0273506	0.00174293	0.0624796	0.0286465	0.0491473	0.0047799	0.00663174	0.0193842	0.0110474	0.0122889	0.00512847	0.0191558	0.3995826
24	28.18256	-237.5894	265.7719	0.448613	0.014013	0.0227789	0.00521115	0.00223486	0.00579778	0.017066	0.00245623	0.000250386	0.00442953	0.0062655	0.0071466	0.0289684	0.00535133	0.00426266	0.00684186	0.0136543	0.00940998	0.00389316	0.0521619	0.0411937	0.0211991	0.00281207	0.00971036	0.0395165	0.00185384	0.0664551	0.0304693	0.0522745	0.00508404	0.00518806	0.0206176	0.00391923	0.0130708	0.00545479	0.0203747	0.4661378
30	9.43723	-256.3349	265.7722	0.432362	0.00699852	0.0147121	0.0068918	0.00618558	0.000112513	0.00852973	0.0010092	0.000163008	0.00629274	0.00890249	0.00400407	0.0140961	0.00820272	0.00376388	0.00481247	0.0152	0.0645661	0.00436497	0.012403	0.0353602	0.0283102	0.00650509	0.0360692	0.0362727	0.0206355	0.0688376	0.0220077	0.0276261	0.0156449	0.001612	0.0142819	0.00852327	0.00411594	0.0350272	0.0155973	0.4679061
36	16.4815	-249.291	265.7725	0.430744	0.00697233	0.0146571	0.00686601	0.00550886	0.000112092	0.0100257	0.0035447	0.000162398	0.00626919	0.00886917	0.00398909	0.0140434	0.00817202	0.0037498	0.00479446	0.0151431	0.0643244	0.00434863	0.0123566	0.0352279	0.0282043	0.00648075	0.0359343	0.036137	0.0205583	0.06858	0.0219254	0.0275227	0.0155864	0.00160596	0.0142284	0.00849137	0.00410054	0.0348962	0.0158674	0.5303545
42	14.70336	-251.0707	265.7741	0.456579	0.00739051	0.0155362	0.00727781	0.00583926	0.000118815	0.010627	0.0037573	0.000172138	0.00681277	0.00940112	0.00422834	0.0148857	0.00866215	0.0039747	0.00508202	0.0160514	0.0681824	0.00460945	0.0130977	0.0137059	0.0218408	0.00425518	0.0380895	0.0383044	0.0173331	0.051311	0.0232404	0.0291735	0.0165212	0.00170229	0.0150818	0.00900066	0.00434648	0.0369891	0.0168191	0.5107617
48	16.33135	-249.4324	265.7638	0.45381	0.0073457	0.015442	0.00723368	0.00580386	0.000118094	0.0105626	0.00226932	0.000171095	0.00677146	0.0175157	0.00420271	0.0147954	0.00860963	0.000973225	0.0050512	0.0159541	0.067769	0.0045815	0.0130183	0.0119946	0.0217084	0.00422938	0.0378586	0.0380721	0.017228	0.0509999	0.0230995	0.0289966	0.016421	0.00169196	0.0149904	0.00894608	0.00432012	0.0407274	0.0167171	0.576217
54	16.05261	-249.7111	265.7638	0.455648	0.0193888	0.0155045	0.00726298	0.00582737	0.000118573	0.0123524	0.00227851	0.000171788	0.00679888	0.0175867	0.002019	0.0148553	0.0086445	0.000977166	0.00175239	0.00275241	0.0680435	0.00460006	0.00464061	0.0120432	0.0217963	0.00424651	0.0380119	0.0295803	0.0172978	0.0356383	0.0531547	0.029114	0.0206523	0.00119253	0.0150511	0.00898232	0.00433762	0.0408924	0.0167849	0.576217
60	17.64362	-248.0246	265.6682	0.453365	0.0192916	0.0154268	0.00722658	0.00579816	0.000117978	0.0122905	0.00725085	0.000170926	0.00676481	0.0174985	0.00200888	0.0147809	0.00860118	0.000972269	0.0017436	0.00273861	0.0677024	0.004577	0.00461735	0.0119828	0.0216871	0.00422523	0.0378214	0.029432	0.0172111	0.0354597	0.0528883	0.0289681	0.0205488	0.00385046	0.0149756	0.00630193	0.00431588	0.0406874	0.0167007	0.3035661
66	15.86615	-249.9067	265.7728	0.45163	0.0192178	0.0153678	0.00719893	0.00577598	0.000117527	0.00890438	0.0072231	0.000170273	0.00673893	0.0174316	0.00200119	0.0147243	0.00856827	0.000317749	0.00173693	0.00272814	0.0674434	0.00455949	0.00613989	0.0119369	0.0216041	0.00420906	0.0399514	0.0293194	0.0185571	0.035324	0.0526859	0.0288573	0.0204702	0.00383573	0.0149183	0.00886682	0.00429937	0.0405317	0.0166368	0.4734448
72	17.5204	-248.2442	265.7646	0.451193	0.0191992	0.0153529	0.00719196	0.00997785	0.000117413	0.00889576	0.00721611	0.000170108	0.00920105	0.0174147	0.00199926	0.0147101	0.00855997	0.000317441	0.00173525	0.00162707	0.0560812	0.00455508	0.00613395	0.0119254	0.013095	0.00420499	0.0399127	0.0292911	0.0387615	0.0352898	0.0526349	0.0288293	0.0154036	0.00383201	0.0149039	0.00885823	0.00429521	0.0404925	0.0166207	0.4336516
78	23.2511	-242.5216	265.7727	0.439565	0.0187044	0.0149572	0.00700661	0.00972071	0.000150316	0.0086665	0.00703014	0.000165724	0.00896392	0.0169659	0.00194773	0.014331	0.0118695	0.00030926	0.00169053	0.00158514	0.0546358	0.00443769	0.00597586	0.0116181	0.0127575	0.00409662	0.0388841	0.0285362	0.0377626	0.0343803	0.0512784	0.0280863	0.0150066	0.00373326	0.0145198	0.00862994	0.0263902	0.0394489	0.0161924	0.4719019
84	22.11041	-243.6623	265.7727	0.603168	0.013322	0.0106531	0.00499038	0.00692346	0.000107061	0.00617262	0.00500714	0.000118035	0.00638445	0.0120838	0.00138725	0.0076231	0.00845391	0.000220267	0.00120406	0.001129	0.0389138	0.00316069	0.00425624	0.00827483	0.00908639	0.00291777	0.0276948	0.0203246	0.026896	0.024487	0.0365225	0.0200042	0.0106883	0.00265897	0.00950847	0.00723188	0.0187961	0.0280971	0.0115328	0.4719019
90	24.03666	-241.7178	265.7545	0.537852	0.0155147	0.0124065	0.00581176	0.00806302	0.000124683	0.00718859	0.00583128	0.000137463	0.00743529	0.0140727	0.00161558	0.00887782	0.00984537	0.000256522	0.00140224	0.00131482	0.0453187	0.00368092	0.00495679	0.00963681	0.010582	0.00339801	0.0322532	0.0236699	0.0313229	0.0285174	0.0425339	0.0232967	0.0124475	0.00309662	0.0110735	0.00842221	0.0218899	0.0327217	0.0134311	0.4068962
96	18.51594	-247.2579	265.7739	0.539219	0.00545038	0.0124381	0.00582653	0.00808351	0.000216513	0.00316404	0.0058461	0.000149636	0.00745419	0.0141084	0.00161969	0.0119401	0.00987039	0.000257174	0.00140581	0.00131817	0.0454339	0.00369028	0.00496939	0.00966131	0.00227534	0.00340665	0.0180575	0.02373	0.0314025	0.0285899	0.042642	0.0233559	0.0124791	0.00310449	0.0111017	0.00844361	0.0219455	0.0328048	0.0445383	0.4854365
102	21.10951	-244.6322	265.7417	0.477819	0.00635898	0.0145116	0.0068729	0.00943108	0.000252607	0.0036915	0.00682068	0.000174582	0.00869684	0.0164604	0.0018897	0.0139306	0.0115158	0.000300046	0.00164016	0.00153791	0.053008	0.00430547	0.00579781	0.0112719	0.00265465	0.00397456	0.0192465	0.0276859	0.0366374	0.033356	0.0497506	0.0135809	0.0145595	0.00362202	0.0129524	0.00985121	0.0256039	0.0382736	0.051963	0.3829114
108	18.85668	-246.8338	265.6905	0.49557	0.00659521	0.0150506	0.00712822	0.00978143	0.000261991	0.00382864	0.00707405	0.000181067	0.00901991	0.0170719	0.0019599	0.0144481	0.0119436	0.0011921	0.00170109	0.00159504	0.0549771	0.00446541	0.00459506	0.0116906	0.00275326	0.00412221	0.0131022	0.0287144	0.0379985	0.0345951	0.0515988	0.0140854	0.0151003	0.00375658	0.0134335	0.0102172	0.0265551	0.0396954	0.0241414	0.7335913
114	31.64715	-234.127	265.7742	0.527705	0.0101896	0.00944684	0.00215022	0.00433259	0.000101254	0.00834769	0.00900693	0.000211423	0.00953634	0.00818244	0.00671393	0.0130384	0.0101803	0.00480273	0.00338895	0.00264878	0.0378491	0.00221673	0.0163373	0.00116795	0.00245199	0.00209042	0.00863009	0.0275803	0.00625546	0.0328162	0.0178122	0.0174585	0.0352732	0.063157	0.0170315	0.00724825	0.0142297	0.0311428	0.0292681	0.4920417
120	29.28897	-236.4394	265.7284	0.533364	0.00934043	0.00865956	0.00197103	0.00397152	9.28157e-05	0.00765201	0.00825631	0.00027177	0.0087416	0.0173355	0.0061544	0.0119518	0.00933188	0.00440248	0.00116791	0.00242804	0.0647024	0.00203199	0.0149758	0.00107062	0.00494814	0.00191621	0.00152102	0.0165216	0.00573414	0.0300814	0.0175839	0.0160035	0.0323336	0.0578936	0.0225251	0.00664419	0.0130438	0.0285474	0.0268289	0.667175
126	27.45163	-238.3219	265.7736	0.539791	0.010533	0.00876391	0.00199478	0.0128829	9.39341e-05	0.00774422	0.0083558	0.000275045	0.00884694	0.0175444	0.00622856	0.0120958	0.00944433	0.00445553	0.00118199	0.0034581	0.0261831	0.00205647	0.0151563	0.00173063	0.00500777	0.0175962	0.00153935	0.0167207	0.00580324	0.0304439	0.0177958	0.0161963	0.0327233	0.0585913	0.0227965	0.00672426	0.013201	0.0288914	0.0271522	0.5193237
132	34.29504	-231.4682	265.7632	0.406728	0.014072	0.0117085	0.00344833	0.0158775	0.000125495	0.0146692	0.0111633	0.000367456	0.0150441	0.00892333	0.00832129	0.0161599	0.0126175	0.00595254	0.000546189	0.00461998	0.0349803	0.00274743	0.0202486	0.00393316	0.00669032	0.00617276	0.00205656	0.0223387	0.00775306	0.0406727	0.0237749	0.0216381	0.0437179	0.0782773	0.03316	0.00898353	0.0176364	0.0385986	0.0362751	0.5781223
138	23.66601	-242.086	265.752	0.415395	0.0143718	0.0174952	0.00352181	0.0162159	0.000128169	0.0149818	0.0114011	0.000210597	0.0153647	0.00450343	0.00811093	0.0165042	0.0128864	0.00607939	0.000557829	0.00471843	0.0126348	0.00280597	0.0206801	0.00401698	0.00683289	0.0063043	0.00210038	0.0228147	0.00791828	0.0415394	0.0242816	0.0220992	0.0446495	0.0813516	0.0338667	0.00917497	0.0180122	0.0394211	0.0370481	0.6131202
144	13.73422	-252.018	265.7522	0.415012	0.0143586	0.017479	0.00351855	0.0162009	8.06989e-05	0.0149679	0.00209985	0.000210402	0.0153505	0.00155981	0.00810343	0.016489	0.0137534	0.00607377	0.000557313	0.00471407	0.0126231	0.00280338	0.020661	0.00586157	0.00682658	0.00629847	0.00410733	0.0227936	0.00791096	0.041501	0.0242591	0.0220788	0.0446083	0.0812764	0.0259354	0.00916649	0.0343612	0.0393847	0.0370138	0.6125439
150	18.67537	-247.0968	265.7722	0.398763	0.00874656	0.018047	0.00161025	0.00812353	0.000123058	0.0247079	0.000817635	0.001782	0.0211941	0.00268576	0.00296997	0.016793	0.0104932	0.0118316	0.000287762	0.00430797	0.00630209	0.0139251	0.02164	0.000112383	0.0330965	0.00796097	0.00187975	0.0214323	0.0555579	0.0367627	0.0288387	0.0278951	0.00605481	0.0393384	0.00561594	0.00853093	0.0402632	0.0424356	0.0690731	0.5330569
156	22.97572	-242.7654	265.7411	0.418567	0.00918092	0.0189432	0.00136025	0.00852695	0.00012917	0.0182149	0.00085824	0.00187049	0.0222467	0.00301899	0.00311746	0.017627	0.0110143	0.0124192	0.000302052	0.00452191	0.00661506	0.0146166	0.0227146	0.000117964	0.0347401	0.00835632	0.00247238	0.0224966	0.058317	0.01896	0.0302708	0.00659846	0.0063555	0.0412919	0.00589483	0.00895459	0.0422627	0.044543	0.0725034	0.6401019
162	31.23048	-234.5082	265.7387	0.424614	0.00931357	0.0192169	0.0013799	0.00865015	0.000392926	0.018478	0.00087064	0.00189752	0.0225681	0.00306261	0.00316251	0.0178817	0.0111734	0.0125986	0.000306416	0.00458724	0.00671063	0.0148278	0.0230428	0.000119669	0.035242	0.00847705	0.0025081	0.0228217	0.0591596	0.0192339	0.0307082	0.00669379	0.00644733	0.0418885	0.00598	0.00908397	0.0428733	0.0304764	0.0735509	0.3781949
168	35.71155	-230.0089	265.7204	0.503624	0.00857046	0.0176837	0.0012698	0.00795997	0.000361575	0.0170037	0.000801173	0.00174612	0.0207674	0.00281825	0.00622805	0.017882	0.0102819	0.0115934	0.000203567	0.00422123	0.0061752	0.0136447	0.0212043	0.000110121	0.0324301	0.00780068	0.00230798	0.0210008	0.0544393	0.0176993	0.00837203	0.00615971	0.00593291	0.0206651	0.00550287	0.00835917	0.0394525	0.0280447	0.0676824	0.3532718
174	18.71913	-247.0482	265.7673	0.364608	0.0115711	0.0238749	0.00171437	0.00306102	0.000488167	0.0229569	0.00108167	0.00235746	0.0280384	0.00380495	0.00840857	0.0241427	0.0138818	0.00755919	0.000274838	0.00840071	0.00705146	0.0172291	0.0107461	0.000148675	0.0437844	0.00529888	0.00311604	0.0283534	0.0734992	0.0142975	0.015358	0.0083163	0.00801009	0.0147776	0.00742949	0.0338514	0.0532654	0.0378635	0.0913789	0.5614376
180	17.20212	-248.5135	265.7157	0.360339	0.0114356	0.0266932	0.0016943	0.00302518	0.000482451	0.0226881	0.00106901	0.00232986	0.0366812	0.0037604	0.00831012	0.02386	0.0137192	0.00747068	0.00027162	0.00830235	0.0069689	0.0170274	0.00884564	0.000146934	0.0432717	0.00665142	0.00307956	0.0280214	0.0726386	0.0141301	0.0151781	0.00821893	0.0079163	0.0146046	0.0073425	0.033455	0.0526417	0.0374202	0.0903089	0.6913473
186	21.36222	-244.3534	265.7157	0.389231	0.0123525	0.0288335	0.00183015	0.00326774	0.000521134	0.0245073	0.00115472	0.00251667	0.0396223	0.00406191	0.00897643	0.0257731	0.0148192	0.00806968	0.000293399	0.00896804	0.00752767	0.0183927	0.00955489	0.000158716	0.0467412	0.00718474	0.00332648	0.0302682	0.0474016	0.0152631	0.0163951	0.00887793	0.00855104	0.0211277	0.00793123	0.0361374	0.0568625	0.0404205	0.0430785	0.6913473
192	24.45101	-241.3218	265.7728	0.399276	0.0126713	0.0295776	0.00187738	0.00335207	0.000534584	0.0251397	0.00118452	0.00103451	0.0406449	0.00416674	0.00920809	0.0264383	0.0152017	0.00827795	0.000300971	0.00919949	0.00772194	0.0188673	0.00980149	0.000162812	0.0479475	0.00737016	0.00341233	0.0310494	0.0486249	0.015657	0.0168182	0.0101042	0.00877172	0.021673	0.00813592	0.0370701	0.05833	0.0162056	0.0441902	0.5275834
198	27.44538	-238.3275	265.7728	0.392795	0.0154998	0.0290975	0.00184691	0.00329766	0.000454387	0.0247317	0.0011653	0.00101771	0.0399851	0.00200869	0.00755196	0.0260091	0.0149549	0.00814358	0.000296085	0.00905016	0.0075966	0.0150354	0.0238334	0.000160169	0.0471693	0.0134518	0.00335694	0.0305454	0.0478357	0.0154029	0.0165452	0.00994023	0.00862934	0.0213212	0.00800385	0.0364683	0.0573832	0.0159425	0.0434729	0.5275834
204	21.25914	-244.5152	265.7743	0.394365	0.0155618	0.0292138	0.00185429	0.00331084	0.000235562	0.0248305	0.00116995	0.00132556	0.0401449	0.00134833	0.00758215	0.0261131	0.0150147	0.00817613	0.000297269	0.0315556	0.00762696	0.0150955	0.0239286	0.000160809	0.0258146	0.0135055	0.00337036	0.0211896	0.0480269	0.0154644	0.0166114	0.00997996	0.00866383	0.0214064	0.0200532	0.0366141	0.0576126	0.0160062	0.0367692	0.5018811
