Iteration	Posterior	Likelihood	Prior	acrv_sd	gain_loss_neo	part_rate_trans	root_freq_neo[1]	root_freq_neo[2]	root_freq_trans[1]	root_freq_trans[2]	tree_length
0	-40.23363	-208.0049	167.7712	0.0412629	5.898203	0.891329	0.956416	0.0435842	0.580038	0.419962	1.32185
6	-59.06057	-226.677	167.6164	0.05933799	3.705694	1.396982	0.717713	0.282287	0.601462	0.398538	1.345948
12	-52.71774	-219.9853	167.2676	0.2010958	3.934385	1.37463	0.753808	0.246192	0.601462	0.398538	1.44969
18	-53.61725	-220.8016	167.1844	0.1807484	3.934385	0.9658175	0.909268	0.0907321	0.481643	0.518357	2.078529
24	-44.17903	-210.4632	166.2841	0.2068445	5.614098	0.6330683	0.852699	0.147301	0.471433	0.528567	2.138793
30	-37.04425	-205.2812	168.237	0.1187586	4.217401	1.086319	0.956016	0.0439841	0.278417	0.721583	1.498759
36	-34.82731	-203.4349	168.6076	0.04459295	4.686169	0.9963625	0.958971	0.0410288	0.616619	0.383381	1.07307
42	-35.09614	-202.3037	167.2075	0.755399	4.300832	1.134432	0.856177	0.143823	0.242602	0.757398	1.347693
48	-52.38568	-214.3236	161.9379	0.755399	27.66655	1.480628	0.966444	0.0335564	0.767691	0.232309	0.5036766
54	-58.41983	-222.8662	164.4463	1.714615	7.913712	2.116165	0.932771	0.067229	0.612832	0.387168	0.6720494
60	-39.64195	-204.1716	164.5297	0.4222039	15.27284	0.5638681	0.893397	0.106603	0.466737	0.533263	1.035751
66	-40.62858	-204.0611	163.4325	0.3683212	17.38696	1.56261	0.905066	0.0949341	0.405332	0.594668	0.7137935
72	-39.10901	-206.8008	167.6918	0.498944	4.759834	1.56261	0.937617	0.0623832	0.391532	0.608468	0.6459115
78	-50.75987	-217.5795	166.8197	0.4493183	5.75513	1.28886	0.875057	0.124943	0.59632	0.40368	1.097799
84	-42.60223	-207.9432	165.341	0.5292749	9.086803	0.6447265	0.79424	0.20576	0.442867	0.557133	1.482649
90	-51.34125	-218.1954	166.8542	0.002193105	5.991884	0.3729588	0.581853	0.418147	0.544959	0.455041	1.724688
96	-44.59264	-210.2207	165.628	0.2644547	6.777658	0.7106453	0.802769	0.197231	0.459186	0.540814	2.057266
102	-42.95214	-210.1479	167.1958	0.2769845	3.18085	0.3851209	0.902456	0.0975437	0.59507	0.40493	2.674343
108	-41.47395	-210.0245	168.5505	0.06796615	3.282871	1.117288	0.946792	0.053208	0.68524	0.31476	1.616652
114	-37.02153	-201.8162	164.7947	0.08532647	11.3313	1.108941	0.858408	0.141592	0.482573	0.517427	1.433838
120	-34.88455	-202.7531	167.8686	0.06372854	6.2078	1.256325	0.975896	0.0241041	0.583305	0.416695	1.023519
126	-40.15751	-205.9736	165.8161	0.5977688	7.372989	1.683347	0.823546	0.176454	0.228167	0.771833	0.8529656
132	-34.78207	-201.3074	166.5253	0.04455819	8.964629	0.7904906	0.888985	0.111015	0.444762	0.555238	1.020928
138	-40.76617	-205.4714	164.7052	0.1173071	10.58795	2.121144	0.839894	0.160106	0.534131	0.465869	0.6569144
144	-34.56042	-197.7535	163.1931	0.5050029	16.82833	1.574528	0.871606	0.128394	0.405166	0.594834	0.8332122
150	-32.26435	-196.9605	164.6961	0.04985482	15.64584	1.320998	0.959785	0.040215	0.452411	0.547589	0.8332122
156	-41.76647	-207.9461	166.1796	0.2530733	6.548997	1.393635	0.859197	0.140803	0.290184	0.709816	1.42622
162	-44.7312	-212.373	167.6418	0.01005503	3.44697	1.506819	0.753998	0.246002	0.725905	0.274095	1.512087
168	-34.07152	-200.5728	166.5013	0.2505438	5.714127	1.167372	0.71279	0.28721	0.379215	0.620785	1.395753
174	-27.49725	-193.7797	166.2824	0.2625671	7.099389	0.7825733	0.70997	0.29003	0.331525	0.668475	1.395753
180	-29.61605	-196.72	167.104	0.09608643	6.28449	0.9250556	0.910621	0.0893791	0.639082	0.360918	1.395753
186	-44.32324	-210.6827	166.3595	0.2103222	7.307535	0.9397332	0.828861	0.171139	0.703799	0.296201	1.355676
192	-48.42001	-214.2449	165.8249	0.06570567	8.694163	0.6371948	0.893589	0.106411	0.599315	0.400685	1.780203
198	-40.97813	-206.8734	165.8953	0.5226463	8.455109	0.6625268	0.893589	0.106411	0.536809	0.463191	1.429247
204	-41.03198	-206.7312	165.6992	0.5146458	7.765194	1.144817	0.802545	0.197455	0.70547	0.29453	1.286254
210	-33.42134	-197.4021	163.9808	0.07008039	15.60497	0.7914329	0.802545	0.197455	0.56892	0.43108	1.335908
216	-41.67048	-209.1256	167.4551	0.09080653	4.26924	0.8421247	0.802545	0.197455	0.480243	0.519757	1.682761
222	-34.86958	-202.1448	167.2752	0.1361194	5.988104	0.6687423	0.912373	0.0876274	0.548967	0.451033	1.513482
228	-45.753	-211.4013	165.6483	0.1962907	9.892232	0.9762857	0.850372	0.149628	0.572149	0.427851	1.112765
234	-48.4048	-214.4098	166.005	0.03552451	9.892232	0.9765162	0.891973	0.108027	0.440331	0.559669	1.056628
240	-42.30856	-208.0848	165.7763	0.1023066	9.892232	0.692898	0.95238	0.0476203	0.41177	0.58823	1.714015
246	-45.25693	-211.2783	166.0214	0.3995516	7.268552	0.4080748	0.896589	0.103411	0.41177	0.58823	1.956034
252	-40.26182	-207.7047	167.4429	0.1391124	3.97615	0.4274303	0.913203	0.0867966	0.322517	0.677483	2.326406
258	-38.92331	-205.6079	166.6846	0.5611736	7.112254	0.6191876	0.832942	0.167058	0.302582	0.697418	1.128175
264	-46.35448	-212.3674	166.0129	0.05211988	7.403932	0.5777399	0.867956	0.132044	0.697	0.303	2.01851
270	-43.10012	-207.0657	163.9656	0.0832423	11.70378	1.006387	0.862982	0.137018	0.489838	0.510162	2.024067
276	-50.80241	-217.4814	166.679	0.8546492	4.743746	1.47796	0.73212	0.26788	0.413687	0.586313	0.8534879
282	-46.3883	-213.6183	167.23	0.8010058	4.59861	1.037234	0.847701	0.152299	0.343789	0.656211	1.125695
288	-53.66863	-221.922	168.2533	0.2816561	3.398732	0.5165619	0.717688	0.282312	0.517937	0.482063	1.497797
294	-62.47703	-227.4454	164.9684	0.1489878	6.937793	1.185401	0.8038	0.1962	0.355914	0.644086	2.235926
300	-59.8413	-224.6923	164.851	0.2620796	11.86855	1.031294	0.758114	0.241886	0.539355	0.460645	0.9888747
306	-51.4218	-216.2405	164.8187	0.4903521	11.9278	1.031294	0.903559	0.0964407	0.517959	0.482041	1.136656
312	-53.76817	-219.9712	166.203	0.03248168	9.51396	0.8734362	0.903559	0.0964407	0.373547	0.626453	1.158651
318	-67.70909	-231.8935	164.1844	0.1434065	10.72074	1.170944	0.803972	0.196028	0.719985	0.280015	1.903193
324	-58.05381	-224.1585	166.1047	0.5227355	6.294989	1.635916	0.958038	0.0419618	0.386404	0.613596	1.544304
330	-56.50121	-223.8753	167.374	0.2740808	4.037525	1.18915	0.912508	0.0874925	0.461033	0.538967	1.704803
336	-45.62762	-211.6829	166.0553	0.1655596	8.058804	0.5935342	0.764132	0.235868	0.208068	0.791932	1.652528
342	-52.96411	-218.3486	165.3845	0.04567423	8.058804	1.015283	0.530419	0.469581	0.475146	0.524854	1.652528
348	-45.12349	-211.0012	165.8777	0.05836273	8.25795	0.6625935	0.653825	0.346175	0.399895	0.600105	1.534612
354	-52.52513	-217.8017	165.2765	0.6165634	8.025417	0.4448789	0.615707	0.384293	0.484129	0.515871	1.755306
360	-50.69353	-217.3922	166.6987	0.8832627	6.190479	0.3913409	0.778258	0.221742	0.390355	0.609645	1.23684
366	-40.17325	-204.6394	164.4661	0.5379901	12.34031	1.111495	0.730194	0.269806	0.424997	0.575003	0.8394333
372	-37.75051	-201.3832	163.6327	0.4131155	12.34031	2.129631	0.760673	0.239327	0.424997	0.575003	0.8137357
378	-39.66665	-202.5384	162.8718	0.4905407	15.42912	2.129631	0.763436	0.236564	0.525757	0.474243	0.5667912
384	-30.78504	-194.9538	164.1688	0.5656862	15.29933	0.668917	0.913706	0.0862938	0.528537	0.471463	1.21573
390	-32.99525	-200.2282	167.2329	0.3882112	5.027621	0.668917	0.913706	0.0862938	0.549048	0.450952	1.708908
396	-35.82897	-201.5147	165.6858	0.9131063	7.414983	0.6596004	0.653162	0.346838	0.268819	0.731181	1.35778
402	-40.67502	-208.2725	167.5975	0.2713282	3.090964	0.9783075	0.535324	0.464676	0.480412	0.519588	1.721728
408	-39.89319	-206.673	166.7798	0.6519118	5.001584	0.372968	0.908877	0.0911234	0.396638	0.603362	2.044147
414	-48.9742	-215.8922	166.918	0.04162167	5.526769	1.267995	0.92511	0.0748896	0.470019	0.529981	1.617452
420	-44.13522	-208.4834	164.3482	0.2462945	12.10986	0.8377712	0.772101	0.227899	0.390128	0.609872	1.558433
426	-39.05009	-207.2108	168.1607	0.2245686	3.401312	0.8377712	0.857703	0.142297	0.390128	0.609872	1.575167
432	-35.11753	-202.1694	167.0519	0.1982988	5.689225	0.8377712	0.77962	0.22038	0.498419	0.501581	1.317165
438	-35.83055	-203.3322	167.5016	0.1754397	6.041278	0.4623653	0.716372	0.283628	0.277275	0.722725	1.156739
444	-42.96452	-209.9337	166.9692	0.1690804	3.983503	0.5481937	0.686217	0.313783	0.588302	0.411698	2.176888
450	-58.93303	-225.9878	167.0548	0.03023575	4.206274	0.8334489	0.801429	0.198571	0.473838	0.526162	2.028334
456	-50.25071	-218.4834	168.2327	0.4362908	3.11993	1.105303	0.781692	0.218308	0.532925	0.467075	1.134532
462	-47.46218	-215.3208	167.8587	0.06072041	4.532856	1.056685	0.703289	0.296711	0.197728	0.802272	1.182571
468	-50.20924	-218.2064	167.9972	0.0922448	2.995666	2.087755	0.88788	0.11212	0.37478	0.62522	1.119159
474	-33.42831	-203.5207	170.0924	0.2452171	1.680397	1.218912	0.801884	0.198116	0.195056	0.804944	0.7026224
480	-29.38045	-196.4467	167.0663	0.1321027	7.702674	0.555423	0.781202	0.218798	0.403792	0.596208	0.8204435
486	-40.19636	-205.5895	165.3931	1.827108	5.556758	0.8227732	0.863444	0.136556	0.359617	0.640383	1.576204
492	-46.03307	-211.4148	165.3817	2.152716	5.12414	0.4400273	0.8518	0.1482	0.515542	0.484458	1.727263
498	-47.03039	-213.551	166.5206	1.190215	4.622185	0.5437661	0.8518	0.1482	0.415826	0.584174	1.727263
504	-32.56591	-199.7774	167.2115	0.09550432	6.689597	0.5889014	0.870069	0.129931	0.596951	0.403049	1.287754
510	-32.83629	-200.4921	167.6558	0.601868	5.048359	0.2823891	0.882447	0.117553	0.32779	0.67221	1.460577
516	-42.07258	-208.5229	166.4503	0.6043215	5.916522	0.8174934	0.813669	0.186331	0.413197	0.586803	1.462187
522	-33.28074	-198.4998	165.2191	0.01701715	11.30011	0.9606526	0.841418	0.158582	0.384183	0.615817	1.260308
528	-39.66635	-205.4923	165.826	0.004475329	11.27101	0.9669752	0.868229	0.131771	0.428556	0.571444	0.7006605
534	-40.36716	-201.4829	161.1158	0.02586215	30.51972	1.741151	0.849205	0.150795	0.396748	0.603252	0.6291379
