Iteration	Posterior	Likelihood	Prior	acrv_sd	tree_length
0	-2406.847	-2575.195	168.3481	1.056826	3.604216
6	-2417.434	-2585.448	168.0145	1.390454	3.604216
12	-2412.478	-2581.325	168.8464	1.118744	3.27642
18	-2416.608	-2584.066	167.4571	1.154752	4.06034
24	-2418.261	-2585.91	167.6493	1.20237	3.923259
30	-2414.296	-2582.619	168.3231	1.19137	3.540551
36	-2429.48	-2597.689	168.2093	1.19137	3.606696
42	-2410.81	-2578.62	167.8101	1.090717	3.895106
48	-2422.585	-2590.062	167.4769	1.119368	4.069245
54	-2415.846	-2583.8	167.9539	1.348875	3.663449
60	-2418.006	-2586.519	168.5136	1.040901	3.517227
66	-2412.589	-2581.111	168.5221	0.9765137	3.549772
72	-2405.605	-2574.242	168.637	1.120933	3.398291
78	-2407.807	-2575.483	167.6763	1.27911	3.863737
84	-2409.992	-2578.961	168.9693	1.015511	3.264856
90	-2405.592	-2573.254	167.6619	1.015511	4.022923
96	-2410.476	-2578.05	167.5732	1.012681	4.075163
102	-2397.053	-2565.491	168.4383	1.015097	3.576084
108	-2411.585	-2580.394	168.8088	1.316931	3.181471
114	-2404.511	-2572.304	167.7927	1.383897	3.736405
120	-2418.747	-2587.529	168.7817	1.102165	3.324318
126	-2407.785	-2576.194	168.4089	1.106449	3.540029
132	-2419.048	-2586.412	167.3633	1.301981	4.029853
138	-2417.991	-2586.272	168.281	1.096154	3.620369
144	-2413.468	-2581.615	168.147	1.230155	3.620369
150	-2411.475	-2579.536	168.0607	1.24825	3.659882
156	-2423.31	-2591.289	167.9792	1.223814	3.721128
162	-2417.964	-2585.371	167.4067	1.171789	4.079384
168	-2408.668	-2577.298	168.6297	1.003088	3.471526
174	-2419.876	-2587.497	167.6204	0.9882875	4.06217
180	-2416.227	-2584.204	167.9775	1.243825	3.710595
186	-2415.17	-2583.116	167.9467	1.274626	3.710595
192	-2419.73	-2587.752	168.0217	1.187826	3.71738
198	-2422.701	-2590.885	168.1832	1.276595	3.572364
204	-2411.924	-2579.082	167.1576	1.360524	4.113749
210	-2403.254	-2571.747	168.4932	1.121379	3.482177
216	-2406.943	-2574.37	167.4275	1.121379	4.096235
222	-2402.631	-2570.058	167.4275	1.121379	4.096235
228	-2401.983	-2569.942	167.959	1.038818	3.839371
234	-2390.659	-2558.199	167.5408	1.283102	3.9392
240	-2399.816	-2567.565	167.7493	1.015625	3.972951
246	-2397.821	-2566.051	168.2292	1.12317	3.634705
252	-2415.582	-2584.009	168.4276	1.12317	3.519399
258	-2398.607	-2566.565	167.9585	1.12317	3.791132
264	-2412.386	-2579.817	167.4311	1.151087	4.077267
270	-2413.383	-2581.676	168.293	1.151087	3.581508
276	-2416.93	-2584.723	167.7935	1.298802	3.785016
282	-2425.143	-2593.271	168.1286	0.9817031	3.774623
288	-2414.825	-2582.941	168.116	1.168718	3.673907
294	-2421.588	-2590.502	168.914	0.7830178	3.434003
300	-2428.66	-2596.532	167.8728	1.119854	3.842359
306	-2417.088	-2584.658	167.5701	1.328779	3.896192
312	-2424.861	-2592.733	167.8726	1.16228	3.818068
318	-2417.782	-2585.331	167.5491	1.16228	4.003543
324	-2410.839	-2578.827	167.9876	1.110807	3.781523
330	-2421.199	-2589.363	168.1641	0.9342298	3.781523
