Iteration	Posterior	Likelihood	Prior	er_morph[1]	er_morph[2]	er_morph[3]	er_morph[4]	er_morph[5]	er_morph[6]	er_morph[7]	er_morph[8]	er_morph[9]	er_morph[10]	er_morph[11]	er_morph[12]	er_morph[13]	er_morph[14]	er_morph[15]	er_morph[16]	er_morph[17]	er_morph[18]	er_morph[19]	er_morph[20]	er_morph[21]	er_morph[22]	er_morph[23]	er_morph[24]	er_morph[25]	er_morph[26]	er_morph[27]	er_morph[28]	er_morph[29]	er_morph[30]	er_morph[31]	er_morph[32]	er_morph[33]	er_morph[34]	er_morph[35]	er_morph[36]	tree_length
0	90.29264	-175.1972	265.4899	0.52986	0.00423396	0.029561	0.00560588	0.00942682	0.00858078	0.00501656	0.0031976	0.00625714	0.00113211	0.00199086	0.015752	0.0200885	0.0125433	0.00980027	0.00602193	0.00669898	0.0116144	0.0343276	0.00536402	0.0168276	0.0221909	0.018157	0.00500594	0.00727981	0.0190187	0.00972488	0.0397082	0.00884004	0.00241873	0.00526748	0.0272716	0.0334215	0.0049203	0.0208824	0.0319918	0.2111068
6	83.86308	-181.6447	265.5078	0.436084	0.00515176	0.0359689	0.00682108	0.0114703	0.0104409	0.00610401	0.00389075	0.00761352	0.00137751	0.00242243	0.0191666	0.0244431	0.0191964	0.0119247	0.00732732	0.00815114	0.0227962	0.0417688	0.00652679	0.0204753	0.0121487	0.0220929	0.00578962	0.00885787	0.0231414	0.00678506	0.0483159	0.0107563	0.00294304	0.00640932	0.0331833	0.0406663	0.00545333	0.0254091	0.0389267	0.2178286
12	79.52177	-186.1523	265.6741	0.426589	0.00518253	0.0361838	0.00686182	0.0115388	0.0105032	0.00614047	0.00391399	0.00765899	0.00138574	0.00157085	0.019281	0.0245891	0.0193111	0.0119959	0.00737108	0.0178516	0.0229323	0.0420183	0.00656577	0.0205976	0.0122212	0.0222248	0.0058242	0.00891077	0.0232796	0.00682558	0.0486044	0.0108206	0.00296062	0.00378804	0.0333815	0.0409092	0.0054859	0.0255609	0.0391592	0.308206
18	81.64812	-183.338	264.9861	0.439951	0.00534487	0.0373172	0.00707675	0.0119002	0.0108322	0.0063328	0.00403658	0.00789889	0.00295933	0.00772254	0.019885	0.00501341	0.0199159	0.0123717	0.00760196	0.0184108	0.0236506	0.0433344	0.00677143	0.0212428	0.0126041	0.022921	0.00600663	0.00614868	0.00844032	0.00703938	0.0501269	0.0111595	0.00305336	0.0039067	0.0344271	0.0421906	0.00565774	0.0263615	0.0403858	0.1026958
24	80.21353	-185.4848	265.6983	0.439347	0.00533753	0.0372659	0.00706704	0.0118839	0.0108173	0.00632411	0.00403104	0.00170135	0.00295527	0.00771193	0.00461706	0.00500652	0.0198886	0.0123547	0.00759153	0.0183855	0.0236182	0.00767274	0.00676213	0.0212136	0.0125867	0.0426701	0.00599839	0.00614024	0.00842874	0.043856	0.050058	0.0111442	0.00484484	0.00390133	0.0343798	0.0421327	0.00564997	0.0263253	0.0403304	0.3295197
30	65.58129	-200.185	265.7663	0.436226	0.0052996	0.022248	0.00701683	0.0117995	0.0107405	0.00627917	0.0040024	0.00168926	0.00293427	0.00765714	0.00458426	0.00497095	0.0197473	0.0122669	0.00753759	0.0256039	0.0234504	0.00761822	0.00671409	0.0210629	0.0124973	0.0423669	0.00595577	0.00609661	0.00836885	0.0435444	0.0497024	0.011065	0.00481042	0.00387361	0.0341356	0.0418333	0.00560982	0.0261383	0.0545532	0.5661715
36	73.89601	-191.8172	265.7132	0.414572	0.00503653	0.0211436	0.00666852	0.0112137	0.00522547	0.00596748	0.00380372	0.00217907	0.00278861	0.00727704	0.0140732	0.00594616	0.018767	0.011658	0.00716343	0.0243329	0.0222863	0.00724006	0.00638081	0.0200174	0.011877	0.0402639	0.00566013	0.00579398	0.00565381	0.0413829	0.0472352	0.0105157	0.0540457	0.00368133	0.0324411	0.0397567	0.00126585	0.0248408	0.0518452	0.3449983
42	72.96987	-192.6947	265.6646	0.508092	0.0137869	0.0225815	0.0089048	0.006253	0.00659415	0.00733065	0.010637	0.00249511	0.0072877	0.0116144	0.00919376	0.00453352	0.0107216	0.0151478	0.0158261	0.0164598	0.0223538	0.0030348	0.00796416	0.0105641	0.0078343	0.0465915	0.0106147	0.0246329	0.00105891	0.00849689	0.0482925	0.0408574	0.00756606	0.00530897	0.00910707	0.0334276	0.00244595	0.0185942	0.0137941	0.3008525
48	79.36036	-185.9633	265.3237	0.501551	0.0136094	0.0222908	0.00879015	0.00617249	0.00650925	0.00723627	0.0105001	0.00246298	0.00719387	0.0114649	0.00907539	0.00447515	0.0105835	0.0280312	0.0156223	0.00301137	0.022066	0.00299573	0.0158845	0.0104281	0.00773344	0.0459916	0.0104781	0.0243157	0.00104528	0.00838749	0.0476707	0.0403313	0.00746864	0.0114322	0.00898981	0.0329972	0.00123331	0.0183548	0.0136165	0.1620879
54	70.80815	-194.8299	265.6381	0.421572	0.00512159	0.0215006	0.0175903	0.0114031	0.00531371	0.00606825	0.00386796	0.00221586	0.00283571	0.00739993	0.0157567	0.00604657	0.0201241	0.01977	0.00180564	0.00448774	0.0204793	0.00736232	0.0132396	0.0203554	0.0120775	0.0409438	0.00575571	0.00589183	0.00389863	0.0203446	0.0508093	0.0106933	0.0549584	0.00825212	0.0329889	0.0404281	0.000659897	0.0252603	0.0527207	0.2822906
