Iteration	Posterior	Likelihood	Prior	acrv_sd	gain_loss_neo	gain_loss_trans	part_rate_trans	root_freq_neo[1]	root_freq_neo[2]	root_freq_trans[1]	root_freq_trans[2]	tree_length
0	-3071.202	-3234.97	163.7677	0.2493658	0.9958115	1.045906	1.048486	0.389079	0.610921	0.451815	0.548185	4.509548
6	-3064.044	-3227.875	163.8315	0.1651205	0.9958115	1.108949	1.006096	0.389079	0.610921	0.451815	0.548185	4.509548
12	-3069.041	-3232.823	163.7815	0.213255	0.945814	1.003784	1.165662	0.375417	0.624583	0.482489	0.517511	4.509548
18	-3070.415	-3234.094	163.679	0.213255	0.8507816	1.013785	1.000649	0.449051	0.550949	0.459466	0.540534	4.693365
24	-3066.21	-3230.076	163.866	0.01319149	0.8507816	1.037658	1.067469	0.435582	0.564418	0.495633	0.504367	4.649859
30	-3082.118	-3246.173	164.0557	0.07646199	1.031254	0.8429432	1.056978	0.435582	0.564418	0.3454	0.6546	4.549919
36	-3085.727	-3249.293	163.5663	0.1923381	1.031254	0.9624155	1.053764	0.392235	0.607765	0.352491	0.647509	4.700559
42	-3069.805	-3232.822	163.0171	0.197118	1.021075	1.17352	1.008081	0.415271	0.584729	0.422787	0.577213	4.894414
48	-3072.941	-3236.313	163.3717	0.1851268	0.9748688	0.8508184	0.9960972	0.327172	0.672828	0.449281	0.550719	4.938394
54	-3068.541	-3231.702	163.1616	0.2957565	0.9101257	0.9732584	1.006498	0.433919	0.566081	0.383256	0.616744	4.938394
60	-3074.125	-3237.292	163.1676	0.2210165	0.8980788	1.055258	1.05134	0.375461	0.624539	0.427595	0.572405	4.915912
66	-3081.89	-3244.65	162.7599	0.3216977	0.8980788	1.104768	1.016306	0.474724	0.525276	0.391686	0.608314	5.06895
72	-3082.439	-3246.101	163.6617	0.02976483	0.9185051	0.9615822	1.065949	0.464954	0.535046	0.523485	0.476515	4.758011
78	-3087.803	-3250.99	163.1866	0.02976483	0.9309028	1.058408	0.9986608	0.470333	0.529667	0.514923	0.485077	4.998621
84	-3091.952	-3255.539	163.5875	0.1185963	0.9309028	0.9324447	0.9977885	0.465513	0.534487	0.340893	0.659107	4.826365
90	-3087.727	-3251.122	163.3951	0.06150051	0.8431175	1.105154	1.019971	0.400037	0.599963	0.427719	0.572281	4.89161
96	-3091.033	-3254.263	163.2295	0.1396263	0.8431175	1.092842	1.008288	0.400037	0.599963	0.427719	0.572281	4.953626
102	-3075.72	-3238.941	163.2205	0.01410023	0.8842172	1.116892	1.087572	0.409023	0.590977	0.393165	0.606835	4.953626
108	-3077.567	-3240.77	163.2022	0.04558908	1.001637	1.034984	1.038952	0.409023	0.590977	0.393165	0.606835	4.953626
114	-3088.447	-3251.851	163.404	0.223321	0.970119	0.7510987	1.047387	0.39197	0.60803	0.520254	0.479746	4.902568
120	-3089.119	-3252.42	163.3006	0.1801291	0.970119	0.9122551	1.027758	0.43579	0.56421	0.437737	0.562263	4.902568
