Iteration	Posterior	Likelihood	Prior	acrv_sd	gain_loss_neo	gain_loss_trans	tree_length
0	-1363.262	-1513.508	150.246	1.673577	1.111329	1.358393	11.7883
6	-1367.26	-1516.588	149.328	1.755975	0.7028649	1.259247	12.48362
12	-1374.484	-1518.361	143.8766	1.822881	0.7352823	1.289127	15.24615
18	-1385.273	-1526.35	141.0767	1.937083	0.8372805	1.174094	16.63994
24	-1375.437	-1520.974	145.5371	1.769714	0.8368352	0.9427667	14.54154
30	-1376.156	-1517.431	141.2755	1.74993	1.101882	1.184072	16.493
36	-1375.518	-1516.781	141.2629	1.783227	0.9365113	1.33191	16.493
42	-1370.111	-1512.698	142.587	1.945412	0.7891964	1.263791	15.83519
48	-1364.382	-1506.277	141.8957	1.870108	0.8984704	1.263791	16.17546
54	-1371.322	-1521.639	150.3177	1.643382	0.8258549	1.329052	11.92975
60	-1380.479	-1528.57	148.091	1.733921	0.6445708	1.359527	13.11536
66	-1382.881	-1527.876	144.9951	1.892007	0.9614514	1.095209	14.61593
72	-1373.461	-1516.244	142.7824	1.791842	0.8588878	1.213939	15.80362
78	-1366.889	-1510.853	143.9635	1.778227	1.00612	1.174088	15.14492
84	-1376.786	-1518.022	141.2356	1.927106	0.7438374	0.9535837	16.72301
90	-1362.015	-1509.038	147.0226	1.721189	0.7272438	1.395722	13.61997
96	-1366.846	-1511.438	144.5917	1.862424	0.8651071	1.227646	14.82184
102	-1369.054	-1515.046	145.9922	1.786863	0.7029386	1.158805	14.25165
108	-1370.489	-1513.761	143.2718	1.948226	0.8589925	1.086343	15.53536
114	-1367.313	-1517.552	150.2386	1.638164	0.9272227	1.123769	12.02646
120	-1379.823	-1530.26	150.4374	1.639022	0.9123279	1.170146	11.90606
126	-1376.495	-1522.269	145.7745	1.839887	0.7630526	1.352975	14.20939
132	-1379.613	-1526.299	146.6856	1.770449	0.7662538	1.143581	13.87765
138	-1379.86	-1524.382	144.5222	1.643855	0.6575658	1.235297	15.06884
144	-1370.51	-1518.252	147.7421	1.60228	1.136391	1.117699	13.23938
