Iteration	Posterior	Likelihood	Prior	acrv_sd	gain_loss_neo	gain_loss_trans	tree_length
306	-1368.201	-1518.237	150.0357	1.575009	0.7821162	1.507626	12.04609
312	-1364.34	-1516.484	152.1433	1.566435	0.7629495	0.9154687	11.26171
318	-1370.852	-1518.35	147.4987	1.64022	1.053752	0.9723616	13.46421
324	-1388.717	-1534.551	145.8338	1.822656	0.8280654	1.03004	14.31969
330	-1372.873	-1514.302	141.4288	1.750335	0.8280654	1.218173	16.53698
336	-1367.687	-1513.639	145.9514	1.646552	0.9541362	1.211851	14.19169
342	-1362.308	-1507.766	145.458	1.815232	1.032829	1.466931	14.19169
348	-1356.546	-1498.178	141.6316	1.978496	0.8997466	1.332869	16.22053
354	-1366.793	-1510.148	143.355	1.903364	0.8374469	1.310837	15.41228
360	-1358.923	-1502.547	143.6233	1.903364	1.029051	1.154462	15.25429
366	-1376.952	-1522.54	145.5886	1.537441	0.9544055	1.593393	14.24759
372	-1372.942	-1516.94	143.9981	1.735308	0.8860034	1.23112	15.18216
378	-1363.916	-1506.98	143.0646	1.918223	1.157973	1.059583	15.51782
384	-1360.293	-1505.257	144.9637	1.663085	0.92882	1.059583	14.78594
390	-1357.699	-1505.565	147.8664	1.617325	0.8290964	1.409738	13.17783
396	-1368.024	-1512.374	144.3497	1.782095	0.7779901	1.205937	15.04363
402	-1361.214	-1505.795	144.5815	1.814339	0.7779901	1.12589	14.94805
408	-1365.071	-1510.037	144.9659	1.710904	1.191041	1.253491	14.52549
414	-1360.338	-1507.671	147.3335	1.772276	1.089072	0.9579685	13.47059
420	-1358.704	-1502.377	143.673	1.849916	0.8392943	1.051865	15.40662
426	-1362.402	-1512.493	150.0914	1.720612	0.79174	1.083727	12.15072
432	-1364.825	-1514.208	149.3832	1.612923	0.8710305	0.9383111	12.61101
438	-1362.96	-1504.981	142.0209	1.709266	1.000938	1.46896	16.03943
444	-1361.95	-1503.894	141.9446	1.899842	0.8473369	1.510104	16.03943
450	-1380.729	-1528.423	147.6935	1.645082	0.8704148	1.132573	13.37246
456	-1366.31	-1515.182	148.8717	1.815497	0.6589651	1.093219	12.79617
462	-1364.757	-1510.712	145.9544	1.835464	0.7623486	1.287522	14.15163
468	-1373.465	-1516.166	142.7007	2.028006	1.018971	1.216343	15.64026
474	-1378.664	-1528.208	149.5438	1.749698	0.9644687	1.193803	12.2751
480	-1373.361	-1522.538	149.1765	1.766723	0.862915	1.164686	12.52523
486	-1374.452	-1518.933	144.4807	1.920122	1.229596	1.137141	14.7081
492	-1363.279	-1511.036	147.7564	1.763428	0.7068555	1.184759	13.33333
498	-1371.877	-1515.573	143.6958	1.874568	0.5638716	1.20837	15.43051
504	-1367.936	-1512.673	144.737	1.830357	0.9283714	1.436593	14.62627
510	-1368.924	-1512.058	143.1338	2.033476	1.046361	1.323471	15.34554
516	-1370.899	-1515.219	144.3201	1.819577	0.7763074	1.36205	14.96181
522	-1377.305	-1521.871	144.5666	1.819577	0.6660104	1.214279	14.96181
528	-1386.806	-1534.65	147.8443	1.780098	0.9814309	1.046327	13.21114
534	-1377.152	-1522.417	145.2646	1.717156	1.039778	1.046327	14.55165
540	-1386.023	-1529.801	143.7779	1.777157	0.849524	1.13576	15.34167
546	-1371.954	-1516.824	144.8703	1.859894	0.7924084	1.117893	14.77195
552	-1365.162	-1510.285	145.1234	1.837392	0.6824653	1.244561	14.6414
558	-1372.482	-1518.983	146.5015	1.978257	0.8677536	1.244561	13.7623
564	-1366.457	-1504.44	137.9825	1.900959	0.9607218	1.119061	18.21634
570	-1371.906	-1510.249	138.3431	1.838186	0.9607218	1.183311	18.0305
576	-1375.264	-1519.063	143.7991	1.782614	0.635993	1.005857	15.49836
582	-1373.311	-1517.293	143.9825	1.790704	0.5897337	1.58226	15.13074
588	-1376.426	-1523.466	147.0395	1.716803	0.7298069	1.515941	13.55327
594	-1377.664	-1518.382	140.7186	1.995165	1.000685	1.342652	16.62595
600	-1362.75	-1504.289	141.5391	1.995165	0.8413224	1.021902	16.44765
606	-1363.822	-1509.122	145.3001	1.817644	0.5547677	1.185996	14.64514
612	-1360.613	-1506.776	146.1629	1.742073	0.9813915	1.109872	14.07074
618	-1369.487	-1510.973	141.4858	1.797042	0.8091659	1.227254	16.48842
624	-1384.879	-1533.399	148.5208	1.619141	1.093842	1.418529	12.69511
630	-1370.1	-1517.481	147.3814	1.619141	0.816074	1.265794	13.50764
636	-1369.9	-1513.588	143.688	1.813991	0.7223157	1.265794	15.36624
642	-1362.864	-1507.899	145.0347	1.813991	0.9186882	1.189613	14.60945
648	-1367.46	-1512.336	144.8761	1.76016	0.9014756	1.426407	14.60945
654	-1364.649	-1514.03	149.3811	1.588152	1.017835	1.045461	12.49301
660	-1358.903	-1509.067	150.1636	1.586747	1.055503	1.286216	11.94215
666	-1383.155	-1533.819	150.6633	1.471585	0.8981847	1.055954	11.94215
672	-1386.53	-1533.074	146.5438	1.937567	0.4935043	1.367624	13.86822
678	-1371.825	-1517.166	145.3408	1.876332	0.7090808	1.147791	14.54547
684	-1358.771	-1504.748	145.9766	1.783414	0.8717996	1.179526	14.16667
690	-1359.317	-1504.763	145.4456	1.75062	0.6785962	1.125228	14.58231
696	-1360.339	-1505.678	145.3391	1.935626	0.8959168	1.125228	14.43359
702	-1363.339	-1512.283	148.9438	1.745041	0.760542	1.0148	12.78725
708	-1372.207	-1521.95	149.7438	1.705563	0.760542	1.319795	12.23431
714	-1367.556	-1517.879	150.3231	1.726111	0.798852	1.319795	11.90215
720	-1361.099	-1507.024	145.9247	1.869198	0.7083093	1.109066	14.26699
726	-1362.064	-1504.965	142.9004	1.878067	0.7404438	1.528836	15.60154
732	-1380.599	-1525.149	144.5496	1.878067	1.010398	1.357456	14.69527
738	-1362.235	-1506.643	144.4079	1.629267	0.7829385	1.292507	15.04631
744	-1370.396	-1510.924	140.5288	1.655113	0.9139733	1.271963	16.97895
750	-1374.898	-1521.829	146.9309	1.680941	1.003765	1.178451	13.6572
756	-1366.983	-1513.336	146.3524	1.680941	1.003765	1.834686	13.63909
762	-1364.827	-1512.213	147.3865	1.690589	0.8314283	1.223038	13.48181
768	-1374.307	-1519.716	145.4097	1.808418	0.5710404	1.372668	14.49265
774	-1361.73	-1508.512	146.782	1.60463	0.8919837	1.375057	13.73256
780	-1367.157	-1514.112	146.9544	1.779821	0.8083121	1.517062	13.52513
786	-1361.803	-1509.503	147.7007	1.779821	0.6865554	1.092432	13.41098
792	-1374.03	-1518.995	144.9641	1.863142	0.7880811	1.635961	14.46723
798	-1367.741	-1514.786	147.0443	1.784734	0.7880811	1.413851	13.53663
804	-1362.357	-1509.433	147.0758	1.722846	0.8404774	1.392118	13.53663
810	-1358.755	-1501.161	142.4057	1.864323	0.8436571	1.469011	15.84152
816	-1363.235	-1509.323	146.0878	1.763224	0.8436571	1.104012	14.17273
822	-1374.437	-1520.538	146.1009	1.684183	0.8218252	1.26363	14.13632
828	-1363.286	-1513.469	150.1835	1.828088	0.8218252	1.234215	11.95363
834	-1356.662	-1500.6	143.9384	1.709422	1.075041	1.234215	15.12724
840	-1363.117	-1509.994	146.8773	1.797302	1.075041	1.006697	13.67639
846	-1361.25	-1500.583	139.3329	1.797302	0.9365293	1.171144	17.56094
852	-1369.508	-1507.667	138.1592	1.888532	0.8264443	1.194379	18.16201
858	-1365.576	-1509.402	143.8265	1.873076	0.865297	1.146019	15.25366
864	-1362.205	-1506.654	144.4483	1.899561	0.865297	1.215691	14.88279
870	-1371.689	-1512.917	141.2279	1.849333	0.9699691	1.302597	16.47434
876	-1370.818	-1509.64	138.8221	1.944316	0.7978122	0.9343007	17.94003
882	-1364.717	-1502.352	137.6348	1.908857	0.7416241	1.22208	18.44919
888	-1367.922	-1508.592	140.67	1.724945	1.02559	1.340231	16.77861
894	-1369.051	-1511.08	142.0293	1.807794	0.972743	1.340231	16.06218
900	-1367.19	-1516.339	149.149	1.747217	0.7114466	1.258536	12.57762
906	-1367.599	-1508.319	140.7207	1.861986	0.9048357	1.160004	16.83486
912	-1369.273	-1510.348	141.0754	1.829609	0.8385233	1.256111	16.65382
918	-1369.764	-1513.826	144.0611	1.704295	0.7421627	1.341052	15.18271
924	-1373.326	-1517.442	144.1163	1.806879	0.6491	1.310482	15.16037
930	-1371.901	-1517.512	145.6107	1.758889	0.7295404	1.323851	14.36724
936	-1362.887	-1506.376	143.4891	1.758889	0.824093	1.212643	15.47399
942	-1368.292	-1508.71	140.4178	1.816284	0.8497152	1.14209	17.05173
948	-1366.983	-1509.034	142.0513	1.832641	0.8497152	1.287106	16.12766
954	-1387.001	-1529.216	142.2157	1.899638	0.8497152	1.05295	16.12766
960	-1379.665	-1524.994	145.3297	1.765452	0.7224374	1.325275	14.51213
966	-1383.677	-1533.042	149.3642	1.614679	0.8607226	1.234198	12.47209
972	-1367.067	-1515.513	148.4455	1.740964	0.7971793	1.060046	13.00669
978	-1375.102	-1519.941	144.8387	1.597409	0.8828441	1.250852	14.8103
984	-1382.061	-1523.671	141.6103	1.777518	1.249747	1.250852	16.19688
990	-1376.868	-1519.482	142.6138	1.840348	1.249747	1.229097	15.65744
996	-1373.526	-1518.805	145.2792	1.840348	0.633884	1.13655	14.63658
1002	-1379.225	-1520.834	141.61	1.874201	1.053626	1.226709	16.25956
1008	-1366.724	-1508.455	141.7305	1.764074	0.8930686	1.260872	16.31959
1014	-1372.627	-1519.109	146.4818	1.9295	0.8711322	1.207304	13.81508
1020	-1375.109	-1516.784	141.6752	1.91578	1.083489	1.088351	16.25976
1026	-1368.513	-1513.202	144.6898	1.886474	0.9251759	1.26429	14.70917
1032	-1366.307	-1512.65	146.3429	1.642667	0.959915	1.282176	13.95205
1038	-1360.943	-1507.462	146.5186	1.661567	0.870859	1.174167	13.95205
1044	-1365.203	-1513.944	148.7411	1.635978	0.7799721	1.025327	12.93425
1050	-1373.164	-1521.532	148.3681	1.653221	0.7537898	1.239095	13.02203
1056	-1367.882	-1513.285	145.4023	1.74897	0.8457396	1.179802	14.49523
1062	-1366.561	-1511.23	144.669	1.916486	0.7041517	1.179802	14.85834
1068	-1357.182	-1501.956	144.7747	1.844267	0.9816601	1.239277	14.67054
1074	-1367.483	-1515.443	147.9595	1.590556	0.6916061	1.472068	13.18069
1080	-1371.639	-1513.735	142.0966	1.677461	0.9485774	1.162382	16.19691
1086	-1360.973	-1503.108	142.1352	1.845212	0.6873825	1.209824	16.19691
1092	-1368.136	-1512.999	144.8629	1.713114	0.9639644	1.324314	14.65906
1098	-1379.153	-1521.693	142.5399	1.806692	0.9879569	1.470009	15.72739
1104	-1384	-1529.671	145.6715	1.81063	0.9288653	1.44529	14.1479
1110	-1385.467	-1533.995	148.5273	1.743028	0.7858002	1.882002	12.56695
1116	-1377.886	-1513.381	135.4942	1.851492	0.7085989	1.478859	19.46687
1122	-1379.347	-1530.368	151.021	1.567824	0.6539436	1.666657	11.52103
1128	-1374.386	-1525.152	150.766	1.731806	0.9603755	1.446609	11.52103
1134	-1374.751	-1518.981	144.2295	1.724477	0.9138613	1.596996	14.87366
1140	-1370.792	-1516.119	145.3277	1.750606	0.7854033	1.154241	14.57657
1146	-1373.077	-1519.992	146.9153	1.750606	0.7370764	1.411489	13.6478
1152	-1366.391	-1509.466	143.0751	1.798232	0.7370764	1.361148	15.63617
1158	-1360.21	-1508.29	148.0801	1.677973	0.8830491	1.108365	13.1605
1164	-1366.477	-1515.897	149.4202	1.714719	0.7852014	1.108365	12.49409
1170	-1364.342	-1508.663	144.3216	1.845865	0.7685651	1.20897	15.02832
1176	-1367.213	-1516.462	149.2492	1.720719	0.8547028	1.451122	12.37094
1182	-1368.746	-1516.145	147.399	1.776372	0.8955208	1.343542	13.33696
1188	-1380.448	-1522.536	142.0881	1.678619	1.245153	1.030923	16.11614
1194	-1365.589	-1514.641	149.0515	1.701646	1.245153	1.357705	12.32816
1200	-1369.444	-1515.51	146.0665	1.701646	0.8644119	1.39022	14.05999
1206	-1363.72	-1508.827	145.107	1.871668	0.8871849	1.195789	14.55523
1212	-1375.71	-1521.85	146.1409	1.871668	0.8130419	1.286183	14.01148
1218	-1370.271	-1515.127	144.8563	1.857733	0.7020468	1.396632	14.68372
1224	-1376.195	-1516.749	140.5545	1.903838	0.8835608	1.312041	16.83303
1230	-1374.804	-1519.146	144.3419	1.887548	1.012352	1.173854	14.88958
1236	-1368.969	-1513.532	144.563	1.712881	0.9266295	1.173854	14.90983
1242	-1374.035	-1518.437	144.4022	1.899808	0.8514219	1.223098	14.90983
1248	-1368.652	-1510.088	141.436	1.963505	1.07157	1.571837	16.12412
1254	-1358.306	-1501.135	142.8295	1.9411	0.9155716	1.137699	15.71212
1260	-1368.75	-1512.974	144.2236	1.832851	1.003147	1.092751	15.02545
1266	-1357.04	-1500.766	143.7264	1.820964	1.003147	1.134853	15.26703
1272	-1359.427	-1500.654	141.2266	1.76063	1.126322	1.352224	16.41555
1278	-1354.649	-1503.335	148.6861	1.713993	0.9940009	1.17359	12.73539
1284	-1355.644	-1506.83	151.1863	1.660011	1.017144	1.356986	11.35381
1290	-1355.791	-1506.422	150.6305	1.721082	0.6924839	1.143251	11.88721
1296	-1362.365	-1503.905	141.5391	1.7989	1.045023	1.093202	16.4075
1302	-1361.857	-1510.875	149.0185	1.783097	0.8605817	1.136474	12.61469
1308	-1364.853	-1513.131	148.2781	1.76775	1.052935	1.176715	12.88745
1314	-1358.992	-1504.891	145.8991	1.958147	0.8715535	1.176715	14.11781
1320	-1367.222	-1506.884	139.662	1.985974	0.7287987	1.175344	17.3967
1326	-1367.683	-1512.359	144.6763	1.935698	0.5926019	1.202622	14.88324
1332	-1351.844	-1497.756	145.9121	1.746565	0.8588232	1.202622	14.21405
1338	-1360.947	-1501.767	140.8197	1.908293	0.8588232	1.187791	16.76933
1344	-1352.971	-1490.258	137.2878	2.016265	0.9771446	1.254983	18.43682
1350	-1359.519	-1505.038	145.5191	1.838015	0.9391532	1.161026	14.35021
1356	-1370.776	-1514.736	143.9597	1.829738	1.073036	1.166242	15.0897
1362	-1368.82	-1513.285	144.4647	1.744288	0.9235597	1.369329	14.84742
1368	-1370.235	-1515.822	145.5875	1.785311	0.9248234	1.291634	14.28308
1374	-1376.242	-1525.64	149.3981	1.812069	0.7339428	1.026023	12.52316
1380	-1377.085	-1526.387	149.3024	1.654561	0.8087762	1.208615	12.52316
1386	-1383.507	-1527.842	144.3351	1.787349	1.089101	1.288263	14.84718
1392	-1362.037	-1508.789	146.752	1.838161	0.9046194	1.369936	13.62294
1398	-1373.778	-1517.878	144.0998	1.856491	1.350718	1.200869	14.84454
1404	-1360.681	-1508.14	147.4589	1.703202	0.8146629	1.328052	13.39301
1410	-1364.043	-1509.16	145.1168	1.747074	0.8407286	1.314787	14.57821
1416	-1349.004	-1498.254	149.2508	1.660635	0.6877895	1.197274	12.61233
1422	-1355.597	-1504.143	148.5458	1.807487	1.110589	1.206802	12.68214
1428	-1362.435	-1507.093	144.6574	1.986273	0.7307699	1.479179	14.6658
1434	-1362.4	-1513.369	150.9685	1.766814	0.8384122	1.138051	11.61677
1440	-1363.015	-1511.716	148.7011	1.613417	0.8384122	1.138051	12.87875
1446	-1366.188	-1512.062	145.8741	1.701333	0.9417253	1.203978	14.2138
1452	-1370.032	-1510.455	140.4222	1.866006	0.9867713	1.100787	16.97478
1458	-1364.5	-1506.13	141.63	2.004808	0.9525551	1.027282	16.33607
1464	-1358.561	-1504.6	146.0382	1.806268	0.9525551	1.427194	13.95666
1470	-1362.177	-1511.629	149.4521	1.697138	0.7215777	1.427194	12.3562
1476	-1366.372	-1508.232	141.861	1.735506	1.165419	1.425119	16.04528
1482	-1359.702	-1508.027	148.3253	1.522839	0.959917	1.354802	12.94828
1488	-1362.024	-1514.158	152.1339	1.609317	0.7856647	1.351313	11.00722
1494	-1373.552	-1524.128	150.576	1.686395	0.7926752	1.67209	11.62148
1500	-1358.776	-1503.686	144.9096	1.686395	0.9522565	1.362061	14.63592
1506	-1367.805	-1513.554	145.7492	1.647522	1.050409	0.9950407	14.35779
1512	-1360.849	-1505.922	145.0734	1.783135	0.8077847	1.42353	14.54463
1518	-1373.794	-1519.007	145.2127	1.651478	0.8904454	1.399724	14.51027
1524	-1371.188	-1517.666	146.4787	1.909188	0.695147	1.366941	13.83436
1530	-1364.765	-1514.557	149.7916	1.71142	0.8182013	1.278084	12.19836
1536	-1364.496	-1510.27	145.7739	1.697259	0.8704189	0.9865048	14.41664
1542	-1364.59	-1509.464	144.8734	1.770713	0.8264251	1.390672	14.66139
1548	-1370.039	-1506.986	136.947	1.967353	0.903288	1.10746	18.74974
1554	-1362.947	-1502.918	139.9717	1.886154	1.214698	1.059285	17.101
1560	-1366.318	-1510.638	144.3193	1.738314	0.8443533	1.059285	15.12383
1566	-1380.008	-1523.023	143.0152	1.869799	0.8101125	1.364603	15.59222
1572	-1382.606	-1523.857	141.2513	1.885068	0.8641068	0.9821562	16.66171
1578	-1381.013	-1529.048	148.0346	1.781878	1.053286	1.208042	12.99049
1584	-1377.554	-1525.335	147.7808	1.781878	0.9835614	1.545837	12.99049
1590	-1381.063	-1531.273	150.2099	1.649543	0.9835614	1.315131	11.9081
1596	-1379.74	-1524.399	144.6595	1.649543	1.170449	1.336639	14.68455
1602	-1375.587	-1522.637	147.0505	1.609084	0.7733386	1.336639	13.67042
1608	-1399.011	-1546.806	147.7951	1.785994	1.013489	1.171386	13.15236
1614	-1384.073	-1524.908	140.835	1.844116	0.8377433	1.362485	16.7175
1620	-1384.328	-1528.038	143.7105	1.815698	0.8729775	1.086396	15.36998
1626	-1386.408	-1526.791	140.3824	1.815698	1.088709	1.300707	16.86729
1632	-1358.885	-1499.609	140.7241	2.006197	0.8381518	1.451843	16.64697
1638	-1368.622	-1511.174	142.5515	1.76256	0.8612249	1.363013	15.86191
1644	-1364.591	-1505.637	141.0464	1.954831	0.8760314	1.236635	16.59497
1650	-1363.712	-1508.176	144.464	1.835188	0.8151049	1.172548	14.95547
1656	-1367.704	-1512.152	144.4477	1.835188	1.060862	1.260745	14.79262
1662	-1370.998	-1508.411	137.4132	1.835188	1.079602	1.11977	18.48136
1668	-1374.538	-1516.867	142.3292	1.844751	1.115471	1.099791	15.93657
1674	-1374.098	-1519.44	145.342	1.696432	0.6961597	1.200715	14.61704
1680	-1371.795	-1515.441	143.6464	1.845092	0.8774668	0.9342905	15.46412
1686	-1365.812	-1511.66	145.8475	1.790601	0.7470137	1.197154	14.2837
1692	-1365.915	-1511.388	145.4736	1.773675	0.7470137	1.201545	14.48394
1698	-1367.857	-1513.656	145.7987	1.740402	0.7607432	1.184749	14.33456
1704	-1379.706	-1525.333	145.6264	1.700991	0.8492427	1.313236	14.33456
1710	-1367.052	-1510.318	143.2662	1.854729	1.050413	0.8944645	15.58689
1716	-1383.678	-1529.595	145.9169	1.643518	1.271378	1.026528	14.14341
1722	-1373.151	-1521.818	148.6677	1.686617	0.7401927	1.015534	12.97091
1728	-1364.923	-1507.333	142.4092	1.773212	0.7900882	1.500283	15.89857
1734	-1362.837	-1509.549	146.7126	1.700934	0.7143075	1.198595	13.89693
1740	-1372.272	-1515.794	143.5223	1.788816	1.050508	1.383419	15.23923
1746	-1370.67	-1514.156	143.486	1.920512	0.9879663	1.200209	15.31426
1752	-1369.581	-1514.17	144.5894	1.756886	0.9412908	1.145298	14.88046
1758	-1370.778	-1517.178	146.3999	1.494318	0.6404748	1.360422	14.11892
1764	-1370.428	-1516.325	145.8966	1.651368	1.055106	1.303314	14.11892
1770	-1358.539	-1504.572	146.0338	1.843082	0.9377325	1.088525	14.11892
1776	-1367.46	-1513.248	145.7881	1.753849	0.7308749	1.216544	14.33155
1782	-1373.917	-1515.411	141.4944	1.842542	1.080936	1.253061	16.30812
1788	-1373.536	-1519.02	145.4843	1.702235	1.132418	1.260023	14.28819
1794	-1364.113	-1508.162	144.0488	1.833783	0.9498998	1.219556	15.07796
1800	-1366.915	-1510.823	143.9081	1.863393	0.9758296	1.602153	14.93361
1806	-1358.21	-1507.208	148.998	1.705808	0.7608187	0.8945778	12.84175
1812	-1353.757	-1502.052	148.2948	1.729048	0.7292342	1.076562	13.11641
1818	-1352.477	-1500.928	148.4516	1.763853	0.9526674	0.9439129	12.97207
1824	-1360.497	-1508.685	148.1871	1.685135	0.7561339	1.240805	13.09749
1830	-1363.899	-1505.485	141.5866	1.738958	1.26956	1.207645	16.24089
1836	-1372.434	-1522.246	149.8114	1.75866	1.035175	1.466633	11.95656
1842	-1361.732	-1512.094	150.3619	1.549345	0.7727832	1.38465	11.95472
1848	-1370.141	-1522.283	152.142	1.519631	1.106978	1.240073	10.9395
1854	-1360.3	-1512.038	151.7386	1.496021	0.9513175	1.110865	11.31132
1860	-1365.124	-1515.614	150.4904	1.595798	0.95455	1.431173	11.74674
1866	-1374.414	-1523.175	148.7606	1.698423	0.8122357	1.082114	12.84585
1872	-1368.907	-1514.255	145.3487	1.678565	0.9543704	0.992465	14.60014
1878	-1363.673	-1507.799	144.1261	1.811936	0.8128953	1.105842	15.17759
1884	-1366.863	-1514.361	147.498	1.77521	0.7945218	1.001852	13.51278
1890	-1362.969	-1508.987	146.0176	1.843263	0.9426881	1.104625	14.11634
1896	-1373.911	-1523.629	149.7181	1.683656	0.7893353	1.104625	12.35492
1902	-1360.029	-1504.883	144.8544	1.906548	0.8972533	1.108177	14.70767
1908	-1371.234	-1515.815	144.5816	1.906548	0.6869509	1.108177	14.95358
1914	-1371.654	-1514.587	142.9336	1.857142	0.9013671	1.242774	15.65549
1920	-1361.305	-1505.349	144.0443	1.951859	0.6581655	1.342498	15.10252
1926	-1362.502	-1506.49	143.9878	1.748354	1.144633	1.342498	14.99132
1932	-1359.947	-1504.388	144.4409	1.748354	0.8648677	1.164264	14.99132
1938	-1358.389	-1505.774	147.3851	1.835965	0.7724486	1.065669	13.51781
1944	-1370.018	-1515.538	145.5201	1.72099	0.9168548	1.275153	14.36371
1950	-1361.752	-1508.393	146.6411	1.665163	0.9160802	1.157312	13.87203
1956	-1366.537	-1513.49	146.9532	1.670807	0.7849142	0.968045	13.87203
1962	-1379.497	-1530.179	150.6826	1.649865	0.6976555	0.8995008	12.02158
1968	-1379.857	-1526.244	146.3872	1.608544	0.7866625	1.462061	13.946
1974	-1375.852	-1518.376	142.5242	1.891153	0.8079671	1.246909	15.89476
1980	-1377.74	-1521.282	143.5414	1.880738	0.8666086	1.222828	15.35716
1986	-1367.248	-1509.817	142.5691	1.930153	0.7577525	1.110101	15.94621
1992	-1365.189	-1510.4	145.2111	1.853448	0.7577525	1.33852	14.50405
1998	-1361.657	-1506.532	144.8743	1.853448	0.7521718	1.155116	14.77407
2004	-1356.54	-1501.815	145.2753	1.680278	0.8312325	1.381424	14.50227
2010	-1353.593	-1496.193	142.5999	1.776077	0.8008903	1.2439	15.92017
2016	-1370.174	-1519.076	148.9023	1.796469	0.9562443	1.132492	12.6208
2022	-1373.301	-1511.41	138.1093	1.948067	0.9181843	1.19795	18.10863
2028	-1373.211	-1512.152	138.9411	1.797711	0.8696738	1.299031	17.732
2034	-1376.787	-1519.674	142.8865	1.88287	0.8098619	1.192241	15.73878
2040	-1367.812	-1512.828	145.0162	1.83277	0.6614795	1.224872	14.719
2046	-1378.895	-1524.485	145.5907	1.821817	0.8800322	1.35641	14.25311
2052	-1370.487	-1518.277	147.7899	1.714754	0.8201609	1.248399	13.25255
2058	-1367.515	-1515.681	148.166	1.687637	0.9408141	1.397849	12.93385
2064	-1386.424	-1536.864	150.4405	1.746594	0.8856573	1.51165	11.69029
2070	-1384.848	-1527.973	143.1253	1.968517	0.8168197	1.698026	15.32049
