Iteration	Posterior	Likelihood	Prior	alpha	gain_loss_neo	part_rate_trans	tree_length
0	-3153.556	-3319.658	166.1014	0.0590015	1.040171	1.109492	4.277893
6	-3160.603	-3326.601	165.9973	0.06056904	1.173148	1.107145	4.262348
12	-3150.841	-3317.724	166.8834	0.06479676	1.087709	1.094066	3.810035
18	-3152.536	-3318.432	165.8955	0.05886237	1.062606	1.047978	4.416405
24	-3162.431	-3328.488	166.0569	0.05881718	0.9557143	1.164535	4.319783
30	-3161.531	-3327.887	166.3562	0.0623421	1.189424	1.101817	4.051254
36	-3155.119	-3321.915	166.7963	0.06532032	0.8609021	0.8830282	4.109836
42	-3170.857	-3337.625	166.7672	0.07152327	0.8092132	0.8318461	4.180792
48	-3164.084	-3330.65	166.5659	0.07085516	1.111087	0.8318461	4.124939
54	-3154.67	-3322.003	167.3331	0.07461947	1.007399	0.8371798	3.739509
60	-3149.598	-3316.842	167.2431	0.07703059	1.056192	0.8936933	3.729296
66	-3147.565	-3314.556	166.9909	0.0712963	1.133081	0.8936933	3.833774
72	-3154.38	-3320.466	166.0858	0.05973739	1.153037	0.9583448	4.308236
78	-3161.867	-3327.781	165.914	0.05752543	0.8500522	1.072033	4.512471
84	-3164.943	-3331.102	166.1596	0.05971071	0.8730632	0.9463459	4.430941
90	-3160.084	-3326.33	166.2461	0.05926989	0.9539602	0.9748104	4.320821
96	-3160.671	-3326.553	165.8812	0.05926989	1.023152	1.034487	4.454026
102	-3153.888	-3320.009	166.121	0.05861693	1.006724	1.120508	4.279663
108	-3160.214	-3326.963	166.7492	0.06686325	1.038792	0.909728	4.019471
114	-3160.084	-3326.528	166.4438	0.06686325	1.015245	0.8832776	4.22168
120	-3165.175	-3332.589	167.4142	0.06757521	0.9716041	0.9209578	3.668937
126	-3157.396	-3323.839	166.4429	0.0608884	0.9716041	1.013747	4.176316
132	-3153.97	-3319.722	165.7516	0.0576064	1.006873	0.9673912	4.574694
138	-3143.345	-3309.223	165.8774	0.05858686	0.9865007	0.9644457	4.516593
144	-3147.679	-3314.078	166.3984	0.06184252	1.016152	1.090471	4.132118
150	-3145.143	-3311.966	166.8228	0.06176264	1.089793	1.090471	3.847542
156	-3143.553	-3310.059	166.5061	0.06083798	0.9435475	1.090471	4.112697
162	-3147.883	-3314.194	166.3111	0.0577363	1.071319	1.064427	4.167583
168	-3144.765	-3309.86	165.0952	0.05464635	0.9258424	1.027782	4.954564
174	-3140.695	-3305.926	165.2308	0.05583398	1.049351	0.9796868	4.836453
180	-3146.712	-3311.777	165.0651	0.05432799	1.170857	0.9796868	4.862289
186	-3141.003	-3306.393	165.3906	0.05647676	1.054618	0.9796868	4.743931
192	-3144.89	-3310.079	165.1888	0.05647676	1.054265	1.046804	4.819353
198	-3153.726	-3319.053	165.3271	0.05384094	1.037397	1.046804	4.753012
204	-3154.062	-3318.857	164.7951	0.05263795	1.052826	1.176865	4.969078
210	-3148.942	-3313.3	164.3579	0.05189739	1.057468	1.125806	5.237584
216	-3149.433	-3314.63	165.1964	0.05189739	1.057468	1.029073	4.825771
222	-3153.189	-3317.461	164.2721	0.0524507	0.9878721	1.073185	5.352111
228	-3162.829	-3328.094	165.2657	0.05427697	1.04324	1.092575	4.75823
234	-3163.798	-3328.961	165.1625	0.05427697	1.04324	1.134157	4.792613
240	-3160.561	-3324.717	164.156	0.05546542	1.139752	0.9139563	5.418715
246	-3169.797	-3334.057	164.2609	0.05182081	0.9354154	0.9845991	5.436355
252	-3160.808	-3326.246	165.4379	0.05426936	0.8715551	1.052705	4.779981
258	-3162.299	-3326.898	164.5987	0.05426936	1.103013	1.081795	5.1022
264	-3158.354	-3323.022	164.6675	0.05277197	1.048838	0.9917283	5.144754
270	-3160.926	-3325.544	164.6177	0.05377834	1.011937	1.081313	5.142582
276	-3152.854	-3317.576	164.7221	0.05377834	1.011937	1.223052	5.006065
282	-3154.224	-3319.084	164.8604	0.05371315	1.17982	1.223052	4.836139
288	-3152.651	-3318.685	166.0345	0.0583968	0.9754809	1.053822	4.384061
294	-3155.7	-3321.901	166.2011	0.06161049	1.095085	1.070685	4.210838
300	-3158.036	-3324.428	166.3921	0.06028273	0.9675876	1.041687	4.191895
306	-3154.584	-3321.164	166.5799	0.06028273	0.9811809	0.9778605	4.113718
312	-3167.273	-3335.697	168.4237	0.07672028	1.101648	1.222805	2.810503
318	-3169.581	-3337.999	168.4189	0.0815272	1.101648	1.222805	2.810503
324	-3172.546	-3341.132	168.5854	0.08001184	1.004871	1.200006	2.782774
330	-3185.163	-3353.168	168.0046	0.07274681	1.039046	1.064369	3.196898
336	-3174.076	-3340.448	166.3719	0.06631314	0.9422001	0.9864673	4.245649
342	-3169.299	-3335.504	166.2054	0.06326617	1.24785	0.9814667	4.172378
348	-3156.196	-3322.576	166.3804	0.06567599	1.078936	0.9158426	4.203748
354	-3153.481	-3319.763	166.2816	0.06436852	1.065032	0.9282147	4.26136
360	-3148.445	-3314.691	166.2458	0.05983379	0.978345	1.115425	4.22724
366	-3153.804	-3319.544	165.7396	0.0596026	1.09656	1.000837	4.511228
372	-3148.793	-3315.082	166.2887	0.06163674	0.9519051	0.961529	4.304044
378	-3141.89	-3307.953	166.0634	0.06163674	1.178891	0.9606383	4.304044
384	-3155.414	-3321.983	166.5696	0.06163674	1.045623	1.088478	4.019021
390	-3158.526	-3325.575	167.0489	0.06824056	1.287368	1.088478	3.601847
396	-3162.205	-3329.471	167.2661	0.07012016	1.128786	1.148619	3.530162
402	-3164.302	-3331.559	167.2567	0.07012016	1.093156	1.148619	3.556273
408	-3160.444	-3328.086	167.6414	0.06679421	1.101052	1.104148	3.354728
414	-3150.476	-3317.972	167.4953	0.06872676	1.101052	1.007524	3.495695
420	-3161.162	-3329.001	167.839	0.06997853	0.8848229	1.167796	3.326136
426	-3152.456	-3320.014	167.5578	0.07243557	0.9046195	1.063849	3.538619
432	-3155.975	-3323.68	167.7049	0.07425247	1.084626	1.13605	3.303842
438	-3160.408	-3328.366	167.9581	0.07518752	0.9851503	1.029251	3.275573
444	-3159.962	-3327.967	168.0044	0.074103	0.9553328	1.013867	3.275573
450	-3146.145	-3313.881	167.7354	0.07145172	1.0867	1.034451	3.346139
456	-3158.275	-3325.315	167.0401	0.06358592	1.133625	1.21163	3.625934
462	-3173.864	-3341.833	167.9693	0.075548	0.9756633	1.010551	3.285355
468	-3152.58	-3320.607	168.0275	0.08204361	0.9659875	0.9555958	3.285355
474	-3149.983	-3317.699	167.7157	0.06547326	0.9677952	1.139695	3.369191
480	-3147.757	-3315.156	167.398	0.06823982	0.974146	1.063592	3.593759
486	-3146.168	-3313.527	167.3586	0.06823982	1.131543	1.137805	3.482072
492	-3145.529	-3312.593	167.0635	0.06704683	1.110746	0.9955854	3.748495
498	-3157.911	-3325.015	167.1039	0.07296231	1.14881	0.994111	3.700774
504	-3152.339	-3320.378	168.0385	0.07671537	0.9551496	1.027355	3.246013
510	-3156.126	-3323.484	167.3582	0.06953658	1.165642	1.086437	3.4918
516	-3151.082	-3318.366	167.2836	0.07288529	1.30569	0.9423265	3.537306
522	-3156.388	-3324.072	167.684	0.07960599	1.220248	0.9423265	3.347974
528	-3162.453	-3329.77	167.3171	0.07479595	1.04772	0.9881941	3.637973
534	-3182.458	-3348.651	166.1932	0.0617679	1.137838	1.081965	4.184686
540	-3155.963	-3323.487	167.5242	0.07428609	1.083757	1.006021	3.486537
546	-3154.277	-3321.366	167.0897	0.06669618	0.9308502	1.006021	3.831081
552	-3164.398	-3331.429	167.031	0.069339	1.067364	0.9014122	3.84504
558	-3164.393	-3332.048	167.6548	0.069339	0.9708938	0.9833299	3.492283
564	-3150.328	-3317.646	167.318	0.07073427	0.9531499	0.9650152	3.707964
570	-3151.518	-3319.011	167.4933	0.06652068	0.9287389	1.078041	3.55732
576	-3156.262	-3323.822	167.5598	0.06545904	0.9195964	1.021718	3.55732
582	-3156.583	-3323.966	167.3831	0.06846208	1.07978	1.004538	3.575314
588	-3152.813	-3320.127	167.3138	0.07219271	1.069999	0.9620703	3.64365
594	-3141.148	-3308.533	167.3855	0.06845297	1.01911	1.047533	3.584117
600	-3158.343	-3325.875	167.5314	0.07797905	1.109869	0.9491175	3.498193
606	-3160.567	-3328.684	168.1164	0.07613463	1.179446	1.051377	3.052913
612	-3156.43	-3323.821	167.3914	0.06764875	0.9318904	1.016626	3.649664
618	-3156.182	-3323.359	167.1778	0.06853608	1.05704	1.104345	3.649664
624	-3172.842	-3340.397	167.555	0.07593997	1.190227	1.075559	3.364987
630	-3163.702	-3331.206	167.5038	0.06951641	1.033586	0.9704378	3.551147
636	-3155.952	-3323.459	167.5067	0.07462321	1.033586	0.9628719	3.550858
642	-3156.515	-3324.112	167.5975	0.06814001	1.017691	1.094169	3.434307
648	-3155.879	-3324.012	168.1327	0.08204394	1.141872	1.080312	3.044619
654	-3152.724	-3320.725	168.0002	0.08264885	1.159179	0.9973747	3.162397
660	-3147.245	-3315.049	167.8042	0.0778739	1.230766	1.084296	3.188132
666	-3163.195	-3330.841	167.646	0.07279628	1.230766	1.062064	3.297772
672	-3160.558	-3328.106	167.5485	0.07065234	1.129061	1.072993	3.408919
678	-3154.919	-3322.397	167.4785	0.07156708	1.038486	1.005747	3.541275
684	-3153.815	-3321.264	167.449	0.07244979	0.873518	0.9392808	3.691924
690	-3163.651	-3330.577	166.9259	0.07032452	1.029398	0.9915663	3.874845
696	-3165.452	-3332.144	166.6922	0.06688261	0.9061872	0.9345277	4.11331
702	-3173.306	-3340.148	166.8421	0.06259455	0.8003674	0.8503696	4.137645
708	-3151.62	-3318.437	166.8169	0.06428764	0.8003674	1.030876	4.048217
714	-3153.359	-3320.685	167.3258	0.0725421	1.165903	0.9891202	3.56542
720	-3143.263	-3311.24	167.9768	0.07330969	0.9619004	1.053213	3.265207
726	-3139.123	-3306.727	167.6039	0.07505355	1.129032	1.071974	3.374486
732	-3140.663	-3308.608	167.9447	0.07142072	1.108944	0.9952708	3.232741
738	-3149.044	-3316.388	167.3441	0.06629711	1.004617	1.02342	3.631802
744	-3146.088	-3312.808	166.7201	0.06727886	1.12907	0.9660839	3.952201
750	-3151.702	-3318.279	166.5772	0.06626191	1.109424	1.111783	3.96234
756	-3148.699	-3315.042	166.3431	0.05991282	0.9653575	0.9405458	4.278518
762	-3154.38	-3318.758	164.3788	0.05734777	0.9618603	0.8308881	5.438472
768	-3150.403	-3315.791	165.388	0.05543219	1.074679	1.018259	4.713182
774	-3159.737	-3325.462	165.7248	0.05755753	0.940125	1.073333	4.567778
780	-3167.037	-3334.376	167.3392	0.07300433	0.9442141	0.8800682	3.748587
786	-3149.096	-3316.241	167.1454	0.0699811	1.094505	0.9826247	3.716371
792	-3144.081	-3311.147	167.0654	0.06907155	0.9612236	0.9826247	3.839687
798	-3144.23	-3311.27	167.0407	0.07031881	1.154736	0.9826247	3.742034
804	-3148.54	-3315.372	166.8319	0.06402662	0.9293419	0.9644367	4.005075
810	-3152.649	-3319.298	166.6488	0.06124712	1.047717	1.032045	4.005075
816	-3157.386	-3323.547	166.1609	0.05955473	1.014248	1.044204	4.295511
822	-3153.748	-3319.934	166.186	0.06013535	1.063793	0.9728167	4.293365
828	-3151.126	-3317.527	166.4013	0.06062934	0.8926087	0.9436804	4.284464
834	-3155.737	-3322.194	166.4574	0.06142517	1.100549	1.000752	4.101937
840	-3162.324	-3329.047	166.7225	0.06679081	0.9459865	0.8846083	4.101937
846	-3150.438	-3317.46	167.0218	0.0672937	0.9604477	0.8882164	3.920405
852	-3164.241	-3330.663	166.4219	0.06957706	0.9604477	0.8882164	4.260839
858	-3152.185	-3319.347	167.1621	0.07423981	1.001368	0.9514991	3.775888
864	-3151.364	-3317.924	166.5596	0.06643441	1.105225	0.8860536	4.103509
870	-3148.075	-3313.561	165.4863	0.06029513	1.189321	0.953081	4.628233
876	-3153.559	-3320.953	167.3932	0.06830916	0.8635783	0.9505025	3.725774
882	-3152.682	-3320.156	167.4736	0.07009488	0.9194746	0.8347143	3.713129
888	-3162.106	-3329.061	166.9551	0.07151998	1.224873	0.8934096	3.802273
894	-3153.44	-3320.827	167.3874	0.06992462	1.058684	0.9125049	3.637569
900	-3145.162	-3312.494	167.3325	0.07546281	1.074968	0.9457004	3.637569
906	-3147.508	-3315.702	168.1946	0.07387349	0.9622088	1.01159	3.160367
912	-3150.389	-3318.234	167.845	0.07662302	0.7667986	0.8533029	3.570158
918	-3151.83	-3319.378	167.5484	0.07397433	1.017294	0.9059227	3.569624
924	-3158.143	-3324.977	166.8336	0.06082145	0.9098705	1.017927	3.986469
930	-3152.327	-3319.295	166.9675	0.06291501	1.158132	1.095453	3.721487
936	-3151.448	-3318.581	167.1324	0.06409558	1.037986	1.098149	3.693101
942	-3154.751	-3321.731	166.98	0.06638982	0.9907431	0.9624331	3.88497
948	-3156.452	-3324.226	167.7737	0.07710726	0.9907431	0.9572876	3.421815
954	-3151.353	-3319.527	168.1743	0.07637436	0.9298578	1.031219	3.178489
960	-3156.477	-3323.754	167.2763	0.07499223	1.046785	0.8969507	3.714822
966	-3156.619	-3324.494	167.8751	0.07526137	1.015016	0.981864	3.334764
972	-3159.745	-3327.362	167.6166	0.06842849	1.005912	1.083257	3.436265
978	-3143.3	-3311.008	167.708	0.06835596	0.8708524	1.126572	3.436265
984	-3168.267	-3335.374	167.1065	0.06187069	1.012692	1.155152	3.691008
990	-3151.119	-3317.955	166.8357	0.06314221	1.091436	0.997611	3.891709
996	-3155.072	-3321.48	166.4081	0.06314221	1.091436	1.049824	4.106204
1002	-3155.813	-3322.859	167.0459	0.0667412	1.087104	1.033696	3.750427
1008	-3154.66	-3321.54	166.8805	0.06757535	1.106864	0.9707672	3.870017
1014	-3157.839	-3324.478	166.6393	0.07025005	1.107765	0.915404	4.037758
1020	-3147.812	-3314.794	166.9819	0.07003379	1.008926	0.9459252	3.880829
1026	-3159.645	-3326.813	167.168	0.06765314	0.8542553	0.916184	3.880829
1032	-3171.485	-3338.563	167.078	0.06976537	1.075361	1.050998	3.726937
1038	-3160.971	-3328.137	167.1658	0.06809361	1.075361	1.010285	3.700686
1044	-3151.166	-3317.658	166.4911	0.06263432	1.084288	0.9339395	4.12926
1050	-3149.555	-3316.134	166.5796	0.06263432	0.957152	1.06485	4.076715
1056	-3151.183	-3317.961	166.7779	0.05864567	1.056719	1.090176	3.894229
1062	-3149.794	-3316.603	166.8087	0.06232904	0.9647697	0.9626783	4.00007
1068	-3140.911	-3308.095	167.1835	0.06813301	0.9705755	1.101092	3.698465
1074	-3156.001	-3322.851	166.8499	0.06602962	1.15875	0.9996617	3.842319
1080	-3149.746	-3316.464	166.7187	0.06323349	1.166227	0.9790015	3.926843
1086	-3155.019	-3321.683	166.6648	0.06107546	1.046965	1.062722	3.978912
1092	-3153.544	-3320.363	166.8183	0.06392519	1.064111	1.062722	3.879511
1098	-3153.247	-3320.072	166.8249	0.06392519	1.064111	1.05609	3.879511
1104	-3142.491	-3309.809	167.3179	0.06988143	0.9605082	0.9904891	3.689544
1110	-3144.264	-3310.857	166.5927	0.06367563	1.016039	0.9442776	4.103793
1116	-3157.843	-3323.586	165.7424	0.05847183	1.334898	1.04786	4.3518
1122	-3147.12	-3313.127	166.0064	0.06085695	1.084482	1.024712	4.353478
1128	-3159.442	-3325.95	166.5077	0.06211308	0.9232101	1.0378	4.152597
1134	-3159.167	-3324.941	165.7746	0.05745469	1.232566	0.9919591	4.42198
1140	-3155.799	-3321.734	165.9356	0.05935978	0.8997607	0.9651233	4.531718
1146	-3147.46	-3313.246	165.7861	0.05840657	1.088025	1.031965	4.473012
1152	-3147.911	-3314.515	166.6036	0.06335536	0.9973021	1.031965	4.058435
1158	-3158.113	-3326.098	167.9858	0.07141207	0.8740075	0.9966381	3.345913
1164	-3160.263	-3328.331	168.0689	0.07028543	0.9717357	1.085796	3.18741
1170	-3168.874	-3336.618	167.7441	0.06994926	1.090179	1.126093	3.285859
1176	-3172.212	-3339.123	166.9104	0.0683438	1.013314	1.042585	3.864793
1182	-3176.453	-3343.475	167.0216	0.0683438	0.9180169	0.9159114	3.928296
1188	-3154.447	-3321.254	166.8073	0.06675577	1.076685	0.9732683	3.928296
1194	-3158.305	-3325.612	167.3065	0.06750751	1.269082	1.043651	3.488777
1200	-3152.275	-3319.901	167.6257	0.07065458	0.9345187	1.042668	3.49504
1206	-3163.623	-3331.471	167.848	0.0768936	1.143184	1.030917	3.245526
1212	-3160.654	-3327.691	167.0376	0.07438919	1.00342	0.9037316	3.873691
1218	-3146.896	-3314.351	167.4544	0.07438919	1.102085	0.9622373	3.542053
1224	-3150.766	-3318.104	167.3383	0.07043384	0.9686343	0.9622373	3.689023
1230	-3152.541	-3320.077	167.5364	0.07043384	0.9173384	0.9622373	3.603919
1236	-3154.902	-3322.318	167.4154	0.07050019	1.127729	0.9622373	3.552151
1242	-3170.553	-3336.487	165.934	0.06076739	0.9962204	1.009796	4.45252
1248	-3159.478	-3325.286	165.8082	0.06076739	1.028768	0.9130655	4.559383
