Iteration	Posterior	Likelihood	Prior	gain_loss_neo	gain_loss_trans	part_rate_trans	site_rates_raw[1]	site_rates_raw[2]	site_rates_raw[3]	site_rates_raw[4]	tree_length
0	-2417.166	-2579.832	162.6666	8.492182	1.000468	2.452963	1.767172	0.0645252	0.3885065	0.09859192	2.074456
6	-2422.005	-2583.748	161.7427	8.137718	1.028356	2.550756	2.519652	0.07170338	0.4858533	0.1241832	2.106342
12	-2413.531	-2575.252	161.7204	9.112556	1.0501	2.442003	2.225539	0.07170338	0.4112256	0.0997935	2.201251
18	-2423.568	-2585.623	162.0548	9.112556	1.0501	2.14236	2.615003	0.07506914	0.3921557	0.07704141	1.947033
24	-2411.1	-2572.253	161.1528	9.640812	1.048904	2.370735	0.5942553	0.1231941	0.1394759	3.632397	1.342172
30	-2420.369	-2581.749	161.38	7.841943	1.166535	4.068537	1.764825	0.100203	0.3547501	0.05456057	1.93924
36	-2407.288	-2569.265	161.9767	7.739009	0.9414214	3.857897	1.820688	0.06105818	0.2915865	0.09993439	1.857608
42	-2425.583	-2589.04	163.4563	6.813972	0.9414214	3.372463	1.569306	0.08215445	0.2862315	0.07859045	1.606133
48	-2415.863	-2577.491	161.6279	10.11716	1.139635	3.438633	2.048765	0.1146248	0.3902098	0.09093938	1.383784
54	-2409.766	-2571.549	161.7833	10.11716	0.9505874	2.912373	2.191794	0.06513057	0.4813541	0.1234951	1.639801
60	-2418.029	-2581.318	163.2898	8.266543	1.115663	2.599492	2.081982	0.1017629	0.322023	0.05633317	1.330429
66	-2415.419	-2579.483	164.0641	8.266543	1.094513	1.899683	1.913796	0.07546742	0.3118335	0.05884324	1.44666
72	-2423.416	-2586.843	163.4277	9.460139	0.9186937	2.213526	1.674381	0.08020445	0.2954213	0.03901277	1.696431
78	-2425.603	-2589.8	164.1974	8.994968	0.9186937	2.147538	1.674381	0.08020445	0.3134187	0.05468042	1.260411
