Iteration	Posterior	Likelihood	Prior	gain_loss_ratio	tree_length
0	-614.9496	-787.4797	172.5301	0.8626715	1.018849
6	-604.6316	-776.9819	172.3503	0.934143	1.121063
12	-611.7348	-783.7553	172.0205	1.153216	1.218257
18	-605.9472	-778.4334	172.4862	0.9470913	0.9788398
24	-608.7601	-781.4011	172.641	0.7243081	1.041027
30	-612.8955	-785.0858	172.1903	0.9739485	1.225845
36	-628.3824	-800.2916	171.9092	1.068877	1.377161
42	-621.5216	-793.5869	172.0654	1.068877	1.251058
48	-609.7984	-781.8574	172.059	0.9725138	1.334793
54	-609.2583	-781.4694	172.2111	0.9725138	1.209421
60	-601.0927	-773.3045	172.2118	0.9580328	1.221127
66	-603.25	-775.4143	172.1642	0.9626641	1.257127
72	-602.0084	-774.4947	172.4864	0.8689931	1.05508
78	-600.9156	-773.2142	172.2986	0.9542366	1.14934
84	-599.9885	-772.4484	172.4599	0.9454549	1.006897
90	-608.9215	-780.9372	172.0157	0.9872272	1.357513
96	-606.3186	-778.8269	172.5083	0.8739909	1.029221
102	-608.3863	-780.8277	172.4414	0.8159821	1.144126
108	-609.6019	-782.0355	172.4336	0.967325	1.011334
114	-603.8846	-776.0013	172.1167	1.287075	1.011334
120	-614.2124	-786.1748	171.9624	1.394766	1.060101
126	-617.1124	-789.4513	172.339	1.011552	1.060101
132	-617.1385	-789.4559	172.3174	1.246629	0.8348503
138	-606.5075	-779.0497	172.5421	0.6798302	1.168825
144	-622.6521	-794.6345	171.9824	1.030571	1.349615
150	-615.092	-787.3685	172.2765	0.8350529	1.269052
156	-618.5183	-791.3143	172.796	0.7762762	0.8188279
162	-614.0019	-786.2776	172.2758	1.109763	1.026644
168	-609.3419	-781.734	172.392	1.046387	0.9735945
174	-620.7368	-792.3427	171.6059	2.066923	0.791421
180	-614.7795	-786.1944	171.4149	2.066923	1.007784
186	-619.1788	-791.5336	172.3548	1.049706	1.007784
192	-621.2373	-793.2441	172.0068	1.514824	0.8984242
198	-613.4063	-785.5247	172.1183	1.22928	1.064321
204	-599.4216	-771.8766	172.455	0.8675348	1.085849
210	-609.9756	-782.3528	172.3772	0.9672394	1.065834
216	-612.9313	-785.2572	172.3259	1.199686	0.8799172
222	-610.628	-782.8885	172.2605	1.054835	1.092965
228	-611.2366	-783.4934	172.2568	1.202811	0.9526816
234	-615.0852	-787.3307	172.2455	1.202811	0.9645328
240	-604.8697	-777.4151	172.5453	0.8831124	0.983453
246	-614.0721	-786.273	172.2009	1.132099	1.07686
252	-619.5129	-791.8152	172.3023	0.971175	1.130937
258	-621.9609	-793.9219	171.961	1.512575	0.9506956
264	-612.112	-783.9313	171.8193	1.269328	1.290626
270	-614.1474	-786.8242	172.6769	0.7656654	0.9662687
276	-623.3624	-795.4348	172.0724	1.182158	1.148585
282	-622.1614	-794.3343	172.1729	1.048613	1.176855
288	-617.4374	-789.7282	172.2909	0.930542	1.176855
294	-610.1258	-782.5876	172.4618	0.7397824	1.190443
300	-612.5077	-784.6711	172.1634	1.277684	0.9735534
306	-623.8669	-795.9725	172.1056	1.277684	1.031227
312	-619.1832	-791.489	172.3058	0.868871	1.216692
318	-610.8603	-783.3485	172.4882	0.9896605	0.9320863
324	-614.9614	-786.928	171.9665	1.003308	1.383584
330	-615.5685	-787.591	172.0226	1.155417	1.214694
336	-618.2535	-790.2761	172.0226	1.155417	1.214694
342	-631.6216	-803.9082	172.2867	1.060317	1.063451
348	-631.296	-803.6313	172.3353	0.9585827	1.112524
354	-619.6553	-792.1139	172.4585	0.6868893	1.234939
360	-622.664	-794.9023	172.2383	0.9125566	1.237037
366	-616.3909	-788.9974	172.6066	0.822357	0.9820729
372	-612.0512	-784.7694	172.7181	0.6288369	1.049333
378	-613.6245	-786.3246	172.7001	0.831633	0.870453
384	-612.6254	-785.1928	172.5674	0.8706544	0.9734994
390	-629.6642	-801.8511	172.187	0.7703323	1.391233
396	-634.8109	-806.9088	172.0978	1.324179	0.9942705
402	-629.4249	-801.5702	172.1453	0.9254412	1.303172
408	-632.9799	-806.0016	173.0217	0.5209213	0.8092344
414	-619.0876	-791.6541	172.5665	0.8814402	0.9634338
420	-629.063	-801.3877	172.3248	1.05784	1.029346
426	-615.5361	-788.2288	172.6927	0.7868529	0.9279063
432	-619.056	-791.6246	172.5686	0.8850321	0.9575053
438	-618.1519	-790.7588	172.6068	0.7955072	1.008077
444	-601.4296	-773.4262	171.9967	1.375453	1.04511
450	-610.28	-782.0392	171.7593	1.628944	1.04511
456	-602.0207	-774.4252	172.4045	0.8952492	1.107028
462	-607.8148	-780.3071	172.4923	1.072008	0.8322607
468	-614.9305	-786.5699	171.6394	1.757145	1.049165
474	-612.3142	-784.0347	171.7204	1.666244	1.049808
480	-636.7672	-808.4857	171.7185	1.537526	1.159597
486	-635.2371	-807.1546	171.9174	1.131083	1.32142
492	-614.7304	-786.8802	172.1498	1.155034	1.103048
498	-619.1352	-791.3166	172.1814	1.123151	1.103048
504	-612.6889	-784.9849	172.2959	0.9884227	1.12119
510	-612.9179	-785.165	172.2472	0.9913206	1.161992
516	-605.7927	-778.2554	172.4627	0.941791	1.007807
522	-613.408	-785.8214	172.4135	1.087288	0.9070645
528	-611.5074	-784.2087	172.7013	0.7277839	0.978062
534	-616.5231	-789.1416	172.6185	0.7524369	1.037144
540	-622.1468	-794.4031	172.2564	0.9400076	1.198508
546	-615.4362	-787.7417	172.3055	0.9740405	1.125534
552	-621.3413	-794.0269	172.6857	0.8475562	0.8689879
558	-625.3311	-797.6771	172.346	1.094699	0.971366
