Iteration	Posterior	Likelihood	Prior	alpha	gain_loss_neo	gain_loss_trans	part_rate_trans	tree_length
0	-623.7672	-786.612	162.8448	2.355119	1.783165	1.023489	5.142767	1.335403
6	-627.8359	-789.4504	161.6144	4.461096	0.9843266	0.8350727	4.838403	1.621121
12	-609.5268	-773.0241	163.4973	2.467705	0.949387	1.101683	4.534717	1.75162
18	-614.5635	-778.9238	164.3603	1.329634	1.63936	1.156313	4.534717	1.425551
24	-617.8421	-778.4533	160.6112	3.197981	1.63936	1.221098	6.627498	1.202426
30	-599.9268	-760.4956	160.5689	3.448869	1.379694	1.221098	6.813479	1.066709
36	-610.4368	-772.977	162.5402	2.659885	1.247994	1.63824	5.362902	1.066709
42	-626.1536	-787.0353	160.8817	2.659885	0.8763401	1.014393	7.589679	1.405821
48	-606.6531	-767.4666	160.8136	3.083311	1.840351	0.8534965	7.006868	0.9375108
54	-610.5533	-771.2932	160.7399	4.786203	1.160494	1.120681	5.286502	1.350435
60	-617.0851	-779.9809	162.8958	3.613158	1.106363	1.073138	4.247328	1.472358
66	-617.5513	-777.0765	159.5252	6.442789	1.168151	1.22452	4.542973	1.497987
72	-610.083	-772.9943	162.9114	2.093851	1.350954	0.8920638	5.98011	1.244055
78	-617.6352	-776.889	159.2537	4.918477	1.946586	0.9053535	6.25803	1.244055
84	-606.572	-768.2253	161.6533	3.10661	1.548463	0.8500461	6.200234	1.140576
90	-607.0168	-770.1046	163.0878	2.048521	0.5352229	1.053051	6.200234	1.453913
96	-605.6765	-765.9315	160.255	4.633229	1.112934	1.061936	6.126414	1.27259
102	-616.8274	-780.0209	163.1935	2.110912	0.7606971	0.8847125	6.260026	1.252703
108	-614.9008	-776.1046	161.2037	3.389286	1.23608	0.9872693	6.401181	1.25058
114	-610.5195	-771.0591	160.5397	3.930924	1.323011	0.8580305	6.401181	1.384722
120	-603.3353	-764.2628	160.9275	3.930924	1.323011	1.017027	5.848006	1.390117
126	-616.1654	-775.1374	158.972	6.28186	0.5628846	1.095737	6.044732	1.43493
132	-616.2302	-778.519	162.2888	3.380032	0.4571063	1.037927	5.862863	1.350258
138	-605.8742	-764.6821	158.8079	5.047757	1.124711	0.9122647	7.531599	1.067144
144	-602.9533	-760.5671	157.6138	6.649086	1.332461	1.195005	6.487738	1.202493
150	-618.8189	-779.6802	160.8613	2.26741	2.192915	1.544058	6.487738	1.231397
156	-610.4335	-770.3349	159.9014	5.452973	0.6786695	1.357406	5.89676	1.186925
162	-612.5157	-768.9285	156.4128	7.951303	1.662338	0.8377543	6.371792	1.253835
168	-619.1403	-780.0481	160.9078	3.827954	1.489783	0.8043315	6.113228	1.318363
174	-608.4124	-766.2061	157.7937	7.19179	0.8346075	1.199849	6.113228	1.318363
180	-617.9149	-775.8545	157.9396	7.19179	0.8346075	0.6822958	6.644751	1.176934
186	-606.6779	-763.5935	156.9156	7.29647	1.984995	0.9455711	6.307138	1.102995
192	-613.127	-774.3318	161.2048	4.372293	0.9006846	1.096885	5.331038	1.494869
198	-611.1142	-771.9389	160.8248	3.686177	1.220258	1.19805	5.978879	1.494869
204	-618.7952	-781.0224	162.2272	4.00686	1.220258	0.9402139	4.561097	1.458117
210	-603.9998	-765.8764	161.8766	3.713783	1.424009	1.091815	4.561097	1.675066
216	-612.314	-775.996	163.682	2.386695	1.212783	0.9268119	4.154881	1.881811
222	-602.6509	-763.0374	160.3865	5.571472	1.212783	1.298578	4.154881	1.703021
228	-599.937	-762.6934	162.7564	3.465443	1.006667	1.113073	4.510919	1.534744
234	-609.3366	-770.3575	161.0209	3.72746	0.9772695	1.284448	5.646718	1.678683
240	-611.73	-774.4175	162.6875	3.225351	0.9772695	1.311389	4.073687	1.94301
246	-602.1103	-764.0542	161.9439	4.642362	0.7730332	1.311389	4.225138	1.502956
252	-608.0093	-772.2398	164.2305	3.005617	0.8352594	1.00626	3.449809	1.767192
258	-609.839	-768.0113	158.1723	7.825946	0.5033658	1.17751	5.25333	1.44045
264	-601.5285	-764.346	162.8175	3.599649	1.404186	1.040837	4.143773	1.42404
270	-608.6188	-770.0477	161.4289	2.308788	0.5901631	1.115471	7.781348	1.225347
276	-602.0574	-762.9098	160.8524	4.28626	0.7068058	1.154562	6.277573	1.193308
282	-601.5483	-761.4916	159.9433	4.830953	0.9480992	1.286357	6.277573	1.193308
288	-601.4477	-761.8207	160.373	4.607113	0.9284353	1.328457	6.016431	1.222385
294	-600.696	-761.8241	161.1281	3.690233	1.116723	1.429181	5.761969	1.330772
300	-592.7191	-754.4001	161.681	3.747122	0.4532178	1.092782	6.084606	1.323148
306	-596.0422	-759.6154	163.5732	2.136381	0.8326323	0.8808319	6.084606	0.9843378
312	-602.1571	-763.778	161.6209	2.007139	1.572927	1.154488	7.104278	1.050393
318	-594.8257	-759.0833	164.2577	1.789129	1.465871	1.226867	4.670546	1.091193
