Iteration	Posterior	Likelihood	Prior	acrv_sd	tree_length
0	-1501.998	-1667.56	165.5619	0.4960614	5.487917
6	-1501.65	-1666.836	165.1858	0.8721904	5.487917
12	-1496.501	-1662.739	166.238	0.647812	5.030519
18	-1519.273	-1683.586	164.3127	0.7791539	6.017012
24	-1514.559	-1679.526	164.9668	0.7791539	5.659311
30	-1500.825	-1667.452	166.6265	0.5316247	4.879037
36	-1496.166	-1661.163	164.997	0.6696048	5.702842
42	-1500.162	-1664.415	164.2528	0.593447	6.150798
48	-1503.11	-1668.751	165.641	0.572323	5.402427
54	-1504.79	-1669.654	164.8637	0.86203	5.670391
60	-1504.051	-1668.047	163.9958	0.5551899	6.311309
66	-1524.345	-1689.721	165.3756	0.7484312	5.451597
72	-1504.397	-1670.416	166.0188	0.6396742	5.156523
78	-1510.227	-1676.304	166.0764	0.7459914	5.065709
84	-1498.363	-1664.364	166.0012	0.6089477	5.183271
90	-1497.66	-1663.759	166.0993	0.5109236	5.183271
96	-1499.998	-1665.61	165.6116	0.5109236	5.452413
102	-1502.963	-1666.927	163.964	0.7979603	6.196683
108	-1506.428	-1671.814	165.3855	0.5066273	5.579113
114	-1524.517	-1688.751	164.2338	0.8748506	6.007853
120	-1518.585	-1683.053	164.4679	0.6407817	6.007853
126	-1512.399	-1677.626	165.2267	0.6222521	5.602795
132	-1520.346	-1684.189	163.8435	0.5620242	6.390242
138	-1520.251	-1684.97	164.7182	0.6466759	5.867975
144	-1522.502	-1687.287	164.7841	0.5807121	5.867975
150	-1510.838	-1677.333	166.4947	0.551305	4.941492
156	-1518.774	-1685.118	166.3444	0.701552	4.941492
162	-1513.091	-1677.427	164.3362	0.5977237	6.103056
168	-1509.401	-1673.539	164.1386	0.924374	6.03276
174	-1498.105	-1663.789	165.684	0.4670457	5.436724
180	-1505.345	-1670.855	165.5099	0.7440085	5.380012
186	-1506.359	-1670.245	163.8858	0.560456	6.368154
192	-1528.385	-1692.808	164.4231	0.6548404	6.024605
198	-1510.966	-1676.24	165.2741	0.7721191	5.494415
204	-1504.209	-1668.971	164.7615	0.8423843	5.737187
210	-1506.182	-1672.326	166.1439	0.5935292	5.112793
216	-1509.605	-1672.788	163.1825	0.7620975	6.639886
222	-1501.373	-1667.1	165.7273	0.5430606	5.370954
228	-1513.295	-1679.148	165.8527	0.6741032	5.229363
234	-1511.167	-1676.298	165.1303	0.6379014	5.647123
240	-1509.568	-1675.887	166.3194	0.7934569	4.904286
246	-1513.129	-1679.61	166.4807	0.5847256	4.930644
252	-1510.735	-1675.856	165.1217	0.5847256	5.680977
258	-1515.345	-1680.057	164.7118	0.637337	5.876577
264	-1515.736	-1680.745	165.0086	0.7338579	5.661208
270	-1514.71	-1679.606	164.8964	0.6466857	5.770464
276	-1520.339	-1684.761	164.4225	0.851583	5.917557
282	-1526.011	-1690.038	164.0271	0.8448784	6.13678
288	-1509.798	-1676.099	166.301	0.5460826	5.051991
294	-1512.863	-1678.718	165.8547	0.7292491	5.197787
300	-1503.065	-1667.8	164.7344	0.7746353	5.789137
306	-1507.67	-1672.109	164.4393	0.7278106	5.97596
312	-1492.241	-1658.447	166.2063	0.6208509	5.063025
318	-1507.323	-1672.984	165.661	0.5022386	5.429973
324	-1507.892	-1672.686	164.7934	0.4983567	5.90793
330	-1498.402	-1663.416	165.0136	0.9340114	5.548582
336	-1498.296	-1661.59	163.2945	0.7876804	6.565437
342	-1506.5	-1668.761	162.2608	0.8177616	7.106898
348	-1510.951	-1675.219	164.2679	0.719635	6.073894
354	-1526.209	-1689.921	163.7119	0.6895837	6.392468
360	-1513.65	-1678.485	164.8347	0.6790991	5.786521
366	-1507.679	-1673.876	166.1971	0.8056346	4.965547
372	-1511.523	-1676.519	164.9961	0.48696	5.803351
378	-1504.045	-1668.783	164.7379	0.6943892	5.831121
384	-1503.974	-1668.012	164.0387	0.6440797	6.239692
