Iteration	Posterior	Likelihood	Prior	gain_loss_ratio	tree_length
0	-2040.321	-2211.038	170.7177	0.7805231	2.391935
6	-2042.041	-2212.932	170.8907	0.7805231	2.281882
12	-2040.323	-2210.994	170.6718	0.9291081	2.32822
18	-2037.475	-2208.584	171.1097	0.7651725	2.149983
24	-2036.18	-2206.982	170.8014	0.8359078	2.304501
30	-2041.682	-2212.53	170.8485	0.7322531	2.33815
36	-2036.758	-2207.586	170.8275	0.8889792	2.254221
42	-2045.142	-2215.873	170.7305	1.000202	2.245247
48	-2040.819	-2211.264	170.4451	0.9542208	2.455735
54	-2045.274	-2216.156	170.8824	0.9159556	2.201494
60	-2039.826	-2210.325	170.4985	0.9934189	2.397418
66	-2038.723	-2209.568	170.8444	0.7095144	2.3542
72	-2037.286	-2207.752	170.4664	0.9992661	2.413964
78	-2044.326	-2214.511	170.1846	0.9016712	2.650256
84	-2041.308	-2211.866	170.5581	1.000756	2.355024
90	-2035.495	-2206.202	170.7061	0.8965097	2.327066
96	-2038.541	-2209.273	170.7322	0.8701857	2.327066
102	-2033.255	-2204.059	170.8045	0.7054944	2.381873
108	-2033.067	-2203.692	170.6243	0.8919054	2.381873
114	-2038.126	-2209.127	171.0014	0.7946327	2.201866
120	-2042.512	-2213.124	170.6117	1.070461	2.276446
126	-2038.294	-2208.863	170.5691	1.072507	2.302376
132	-2045.08	-2215.959	170.8794	0.7467389	2.309765
138	-2043.547	-2214.288	170.7412	0.8970269	2.304364
144	-2047.264	-2217.808	170.544	0.9536594	2.393742
150	-2042.569	-2213.198	170.6298	0.7506095	2.465263
156	-2045.248	-2215.929	170.6805	0.7709417	2.421192
162	-2032.128	-2202.839	170.711	0.866848	2.34267
168	-2039.862	-2210.494	170.6312	0.8978943	2.37379
174	-2031.696	-2202.336	170.6402	0.8694927	2.385906
180	-2028.283	-2198.759	170.476	0.781425	2.542918
186	-2042.626	-2213.482	170.856	0.8114891	2.284887
192	-2037.103	-2207.699	170.5959	0.9086639	2.389316
198	-2041.741	-2212.949	171.2081	0.7605763	2.088433
204	-2037.463	-2208.267	170.8033	0.8253832	2.309839
210	-2041.633	-2212.274	170.6412	0.8253832	2.412702
216	-2050.749	-2221.222	170.473	0.7481201	2.564604
222	-2041.494	-2211.606	170.1121	0.8265921	2.740299
228	-2057.421	-2228.042	170.6214	0.8137701	2.432322
234	-2051.273	-2222.116	170.843	0.8633398	2.260552
240	-2036.527	-2206.796	170.2693	0.9409545	2.573694
246	-2038.713	-2209.23	170.5163	1.040972	2.356019
252	-2034.564	-2204.963	170.3987	1.013875	2.447404
258	-2039.762	-2209.778	170.0158	1.171911	2.588101
264	-2054.297	-2225.078	170.7809	0.7560157	2.366792
270	-2057.539	-2227.317	169.7773	1.013089	2.831333
276	-2038.807	-2209.375	170.5682	0.8244156	2.459244
282	-2035.082	-2205.768	170.686	0.8244156	2.384988
288	-2032.001	-2202.498	170.4966	0.988685	2.401627
294	-2028.447	-2199.177	170.7297	0.7515177	2.401896
300	-2027.717	-2198.215	170.4981	0.8975539	2.457907
306	-2026.454	-2197.122	170.6676	0.7614218	2.435099
312	-2032.396	-2202.95	170.5533	0.8028372	2.481764
