Iteration	Posterior	Likelihood	Prior	part_rate_trans	tree_length
0	-638.0764	-804.3201	166.2437	0.9420095	4.863687
6	-630.782	-796.7432	165.9612	1.224462	4.863687
12	-639.8164	-807.1985	167.3821	1.364402	3.98347
18	-652.8778	-818.9087	166.0309	1.238605	4.816934
24	-625.3156	-792.259	166.9434	1.238888	4.304298
30	-625.913	-793.3153	167.4023	1.103517	4.120756
36	-633.8505	-800.4788	166.6283	1.103517	4.558179
42	-632.6572	-799.7589	167.1017	1.174818	4.250979
48	-642.3931	-808.0617	165.6686	1.172989	5.055027
54	-634.7648	-801.1977	166.4328	1.213953	4.605928
60	-650.555	-815.6493	165.0943	0.7387873	5.611534
66	-630.6961	-795.9032	165.2071	0.9549959	5.430608
72	-644.3689	-810.7901	166.4212	1.024484	4.71853
78	-639.7299	-805.9552	166.2253	0.9735039	4.856359
84	-628.3744	-795.7487	167.3742	1.290853	4.029975
90	-637.9683	-804.9894	167.0212	0.9810208	4.406027
96	-625.47	-790.6229	165.1529	0.874091	5.504998
102	-624.3668	-790.6781	166.3112	0.874091	4.863894
108	-640.1638	-806.1386	165.9748	1.37887	4.769972
114	-629.1011	-796.6289	167.5278	1.445815	3.853303
120	-638.94	-805.5681	166.6281	1.150195	4.532086
126	-620.6038	-786.5595	165.9556	1.014059	4.983896
132	-641.197	-807.5117	166.3148	1.076476	4.748986
138	-642.1586	-808.2696	166.111	1.121635	4.837502
144	-632.716	-798.9201	166.2042	0.9570516	4.877328
150	-633.9205	-800.2041	166.2836	0.9705026	4.825577
156	-636.1484	-802.2923	166.1438	0.9320194	4.924864
162	-638.0755	-803.3067	165.2312	1.176796	5.295034
168	-639.6481	-807.5286	167.8805	1.014314	3.898524
174	-650.5222	-816.3414	165.8193	0.9187544	5.112478
180	-639.8627	-806.7237	166.8609	1.291986	4.320924
186	-645.404	-811.0362	165.6322	1.079531	5.127056
192	-638.8805	-805.1115	166.2309	1.309694	4.66541
198	-644.5611	-810.5233	165.9623	1.01909	4.977414
204	-634.452	-801.1848	166.7328	1.139378	4.479284
210	-635.7398	-802.5092	166.7694	0.9718739	4.552906
216	-629.5319	-796.1158	166.5839	1.157376	4.552906
222	-634.7297	-801.3135	166.5839	1.157376	4.552906
228	-636.7626	-803.87	167.1074	1.075793	4.303794
234	-637.6393	-804.6608	167.0215	1.15483	4.307678
240	-638.3976	-805.6264	167.2287	1.048207	4.250715
246	-645.5772	-812.4361	166.8589	0.9381144	4.521547
252	-642.2112	-809.0538	166.8425	1.273558	4.341723
258	-636.0536	-802.6479	166.5943	1.272035	4.482575
264	-633.2499	-798.8269	165.5769	1.018886	5.191214
270	-649.154	-814.3148	165.1608	0.9666879	5.449676
