Iteration	Posterior	Likelihood	Prior	gain_loss_neo	part_rate_trans	tree_length
0	-2066.199	-2236.02	169.8206	0.7578204	1.981665	1.685508
6	-2064.22	-2233.882	169.6625	0.9866312	2.116796	1.538678
12	-2057.898	-2227.528	169.6293	0.8391668	2.271054	1.557513
18	-2059.357	-2228.885	169.5285	1.012992	2.252714	1.517682
24	-2068.726	-2238.416	169.6898	0.796301	2.313735	1.512092
30	-2080.843	-2250.459	169.6152	0.8959707	2.298696	1.505755
36	-2076.067	-2245.846	169.7792	0.8959707	2.213568	1.44615
42	-2082.944	-2252.404	169.4603	1.077765	2.152801	1.593822
48	-2087.855	-2257.109	169.2537	1.113439	2.32393	1.593822
54	-2080.959	-2250.205	169.246	1.364751	1.863267	1.752357
60	-2072.943	-2242.583	169.6396	0.8697757	2.269605	1.52865
66	-2074.244	-2243.783	169.5385	1.144784	2.202973	1.448561
72	-2087.045	-2256.762	169.717	0.6690868	2.68594	1.294161
78	-2078.572	-2247.543	168.9716	1.252335	2.654037	1.456075
84	-2081.055	-2250.67	169.6149	0.8526161	1.959472	1.78095
90	-2078.099	-2247.767	169.6672	0.8324249	2.099813	1.659085
96	-2066.334	-2235.984	169.6501	0.8700714	2.099813	1.644773
102	-2064.119	-2233.705	169.5856	1.050724	2.064962	1.586181
108	-2077.793	-2247.604	169.8111	0.7288805	2.273853	1.499322
114	-2069.432	-2238.564	169.1315	1.234981	2.273853	1.631625
120	-2079.391	-2248.556	169.1648	1.337779	2.203057	1.586233
126	-2087.171	-2256.906	169.7352	0.8424393	2.203057	1.527122
132	-2081.253	-2250.927	169.6749	0.9292115	2.156875	1.542307
138	-2074.592	-2243.898	169.3055	1.38036	2.24703	1.417024
144	-2075.227	-2244.867	169.6395	0.9706255	2.348452	1.392396
150	-2077.658	-2246.962	169.3036	1.077377	2.632466	1.349244
156	-2070.699	-2239.978	169.2789	0.8819816	2.65129	1.504017
162	-2080.855	-2250.392	169.537	0.8111894	2.425338	1.531934
168	-2077.257	-2246.561	169.3045	1.101463	2.18379	1.666804
174	-2074.162	-2244.017	169.8542	0.7763794	1.956474	1.666809
180	-2075.899	-2245.598	169.6989	0.7136505	2.273578	1.592944
186	-2071.882	-2241.479	169.5964	0.8470829	1.729889	1.954069
192	-2083.623	-2252.766	169.1437	1.435348	1.729889	1.868639
198	-2075.637	-2245.214	169.5772	0.8628456	1.91526	1.830605
204	-2073.228	-2242.95	169.7224	0.8806986	1.908591	1.721857
210	-2083.261	-2252.852	169.5909	0.870371	1.765293	1.918435
216	-2084.005	-2253.519	169.5136	1.147919	1.77714	1.773583
222	-2079.503	-2248.899	169.3957	1.023581	1.723886	1.97483
228	-2077.961	-2247.462	169.501	1.000295	1.723886	1.91963
234	-2075.277	-2244.682	169.4054	1.279263	1.8463	1.710357
240	-2070.475	-2239.498	169.0223	1.279263	2.291738	1.666079
246	-2077.853	-2246.96	169.1071	1.681511	1.772536	1.706075
252	-2082.581	-2251.541	168.9602	1.681511	2.096977	1.578425
258	-2074.057	-2243.815	169.7577	0.856683	2.096977	1.578425
264	-2075.589	-2245.192	169.6025	0.9707703	2.219954	1.518366
270	-2074.749	-2244.408	169.6588	0.8943826	1.865024	1.787308
276	-2077.025	-2246.595	169.5696	0.9326173	1.974212	1.746844
282	-2080.282	-2249.732	169.4503	0.9867187	1.909388	1.837065
288	-2073.63	-2242.964	169.3338	1.103311	1.909388	1.837065
294	-2074.404	-2244.229	169.8251	0.7132175	2.017908	1.68639
300	-2077.894	-2247.234	169.3398	1.20803	1.897229	1.769593
306	-2090.752	-2260.345	169.5923	0.9549368	1.909606	1.760537
312	-2077.268	-2246.863	169.5949	0.9154875	1.909606	1.786139
318	-2093.135	-2262.71	169.5752	0.9107486	2.005367	1.736345
324	-2095.078	-2264.846	169.7679	0.7510764	2.005367	1.710573
330	-2090.073	-2259.661	169.588	0.9070075	2.05946	1.691737
336	-2074.428	-2243.708	169.2804	1.119618	2.251696	1.622373
