Iteration	Posterior	Likelihood	Prior	acrv_sd	tree_length
0	-2064.798	-2236.201	171.4034	0.2579372	2.237712
6	-2077.141	-2247.865	170.7238	0.08821455	2.768826
12	-2074.132	-2244.793	170.6616	0.3703892	2.633863
18	-2077.848	-2248.654	170.8064	0.07425119	2.726902
24	-2078.968	-2249.797	170.8297	0.5671297	2.40629
30	-2070.286	-2241.103	170.8172	0.3284952	2.563471
36	-2062.306	-2233.187	170.8817	0.1755257	2.618264
42	-2066.164	-2237.448	171.2843	0.1157837	2.4042
48	-2080.926	-2252.236	171.3093	0.1422252	2.37165
54	-2072.692	-2243.401	170.7091	0.2996435	2.648219
60	-2073.507	-2244.172	170.6653	0.379009	2.626252
66	-2073.744	-2244.871	171.1274	0.1069961	2.508235
72	-2074.858	-2245.74	170.8819	0.002387606	2.724694
78	-2069.69	-2241.256	171.5658	0.01219271	2.291148
84	-2069.754	-2240.315	170.5604	0.1150453	2.85192
90	-2069.869	-2240.294	170.4245	0.2509706	2.85192
96	-2064.691	-2235.683	170.9914	0.2509706	2.503259
102	-2068.143	-2239.212	171.0698	0.1584316	2.512087
108	-2068.901	-2239.641	170.74	0.4391815	2.542635
114	-2069.124	-2240.207	171.0837	0.09555897	2.542635
120	-2070.405	-2241.642	171.2367	0.05036928	2.475279
126	-2067.353	-2238.336	170.9825	0.1147574	2.593506
132	-2062.192	-2233.098	170.9065	0.190825	2.593506
138	-2065.973	-2236.591	170.6177	0.4254863	2.626953
144	-2065.169	-2236.18	171.011	0.086801	2.593154
150	-2082.154	-2253.324	171.1701	0.04797759	2.518388
156	-2076.285	-2247.242	170.9573	0.2608629	2.518388
162	-2079.937	-2250.553	170.6153	0.2065199	2.762881
168	-2082.939	-2253.983	171.0432	0.3645069	2.399427
174	-2059.388	-2230.119	170.7314	0.2373802	2.672798
180	-2059.299	-2230.023	170.7241	0.2386421	2.676539
186	-2059.183	-2229.877	170.6942	0.1162826	2.769799
192	-2080.822	-2251.891	171.0695	0.4379577	2.336187
198	-2070.016	-2240.871	170.8551	0.5078512	2.427607
204	-2069.183	-2240.104	170.9207	0.259727	2.541904
210	-2064.119	-2235.32	171.2008	0.1871865	2.411859
216	-2060.958	-2232.055	171.0967	0.2094927	2.463322
222	-2068.667	-2239.872	171.205	0.2094927	2.395122
228	-2064.079	-2235.052	170.9727	0.2094927	2.540751
234	-2068.607	-2239.369	170.7623	0.3041781	2.612556
240	-2072.69	-2243.617	170.9272	0.03922597	2.674296
246	-2072.268	-2243.186	170.918	0.0483788	2.674296
252	-2064.061	-2235.343	171.2819	0.006882337	2.474184
258	-2068.57	-2239.773	171.2032	0.0855984	2.474184
264	-2068.529	-2239.325	170.7956	0.1088474	2.712296
270	-2068.923	-2240.088	171.1659	0.07674458	2.503109
276	-2062.149	-2233.387	171.2382	0.04030795	2.48062
282	-2063.776	-2234.81	171.0346	0.3412772	2.4195
288	-2066.469	-2237.43	170.9603	0.09645184	2.618559
294	-2063.699	-2234.598	170.8982	0.205718	2.589394
300	-2059.497	-2230.385	170.8875	0.198693	2.600397
306	-2066.05	-2237.146	171.0965	0.08043797	2.54407
312	-2084.324	-2255.11	170.7866	0.3903358	2.54407
318	-2071.887	-2242.973	171.0853	0.2972201	2.415282
324	-2072.852	-2243.942	171.0905	0.2920406	2.415282
330	-2071.035	-2242.061	171.0264	0.07869999	2.588687
336	-2068.953	-2239.956	171.004	0.19851	2.528156
342	-2079.617	-2250.815	171.1975	0.2918388	2.347694
348	-2077.769	-2248.985	171.215	0.04866506	2.489907
354	-2092.73	-2263.422	170.692	0.09014054	2.787059
360	-2075.341	-2246.459	171.1175	0.2039947	2.453684
366	-2076.929	-2248.453	171.5243	0.04321951	2.297889
372	-2082.785	-2253.807	171.0219	0.1255163	2.562396
378	-2064.721	-2235.426	170.7053	0.199449	2.712128
384	-2067.012	-2237.571	170.5595	0.1109704	2.854916
390	-2064.863	-2235.758	170.895	0.2299067	2.576357
396	-2071.051	-2241.689	170.6374	0.2959824	2.694587
402	-2065.594	-2236.831	171.2373	0.1117423	2.4364
408	-2057.601	-2228.012	170.4103	0.2768505	2.844798
414	-2061.597	-2232.693	171.0964	0.1320026	2.511957
420	-2077.878	-2248.488	170.6102	0.40622	2.643484
426	-2081.264	-2252.535	171.2706	0.1350322	2.400695
432	-2071.682	-2242.671	170.9882	0.1248161	2.583752
438	-2079.199	-2250.171	170.9719	0.1410983	2.583752
444	-2078.376	-2249.534	171.1577	0.08150008	2.505255
450	-2078.794	-2249.488	170.6938	0.5453385	2.505255
456	-2079.931	-2250.989	171.0574	0.06750675	2.576373
