Iteration	Posterior	Likelihood	Prior	gain_loss_neo	gain_loss_trans	part_rate_trans	tree_length
0	-385.3375	-554.6836	169.3461	0.7683138	0.9321774	1.134983	2.00136
6	-384.8152	-553.3865	168.5712	0.7683138	1.249334	1.593348	2.002271
12	-392.0071	-560.8366	168.8295	1.020526	1.252073	1.164498	1.947718
18	-390.0865	-559.3771	169.2907	0.7766715	1.056124	1.031418	2.019405
24	-406.8402	-575.4593	168.6192	0.7959996	0.9420649	0.9262834	2.577377
30	-399.3247	-567.3307	168.0061	1.049558	0.9420649	1.416428	2.497231
36	-406.8566	-575.5397	168.6831	0.9646467	1.794091	0.9730244	1.872219
42	-395.5164	-564.3748	168.8584	0.8741426	0.7281425	1.222474	2.32414
48	-399.8202	-568.8333	169.013	0.7639858	1.110279	1.141509	2.102416
54	-399.3947	-567.2662	167.8715	0.983883	1.160238	1.141509	2.657041
60	-396.9844	-566.051	169.0666	0.9318028	1.196934	0.9223108	2.04639
66	-401.2453	-569.5325	168.2872	0.6911394	1.464357	1.135139	2.395951
72	-404.3251	-572.5124	168.1873	1.125237	1.162967	1.185013	2.342467
78	-400.9083	-568.4726	167.5643	1.364073	1.568466	0.9428723	2.495284
84	-396.3991	-564.4673	168.0681	0.9974698	0.980224	1.00581	2.721461
90	-393.5242	-561.3143	167.7901	1.373486	1.045297	0.8086847	2.745864
96	-411.5875	-579.9419	168.3544	0.9504555	1.026213	0.9216403	2.597624
102	-407.1275	-575.3506	168.223	0.8353987	1.378358	0.9216403	2.535128
108	-422.5395	-590.5673	168.0278	0.8353987	0.9558755	1.214224	2.732142
114	-401.2354	-570.4581	169.2227	0.7343911	1.068534	1.552239	1.729416
120	-403.3524	-571.3503	167.998	1.166953	0.9186205	0.9944155	2.705662
126	-395.3341	-563.148	167.8139	1.00352	1.185311	1.075545	2.705662
132	-394.9701	-563.5479	168.5779	0.8635747	1.185311	0.9507914	2.394752
138	-403.4057	-571.4832	168.0774	0.9350674	1.446355	1.127471	2.394752
