Iteration	Posterior	Likelihood	Prior	gain_loss_neo	gain_loss_trans	part_rate_trans	site_rates_raw[1]	site_rates_raw[2]	site_rates_raw[3]	site_rates_raw[4]	tree_length
0	-2677.834	-2842.871	165.0365	0.7872881	1.035187	2.070903	0.1051275	0.4581786	0.09625091	5.012287	1.564395
6	-2691.367	-2855.635	164.2676	0.7872881	1.044426	2.042702	0.07607791	0.4581786	0.1146818	5.939749	1.46814
12	-2687.325	-2852.52	165.1949	0.6758536	0.9107679	1.701302	0.1128633	0.5223345	0.1299663	5.672135	1.314719
18	-2682.787	-2849.281	166.4942	0.6758536	0.8382131	1.631497	0.0933238	0.416349	0.1159211	4.705492	1.272735
24	-2680.053	-2847.233	167.1805	0.7316732	1.008726	1.57429	0.0933238	0.4397247	0.1100253	4.013963	1.121425
30	-2689.211	-2854.599	165.3875	0.6626276	1.078144	2.107425	0.07732259	0.4589747	0.08891751	5.278749	1.127601
36	-2680.206	-2847.126	166.9205	0.7561566	1.013197	1.299646	0.09501027	0.3583935	0.1257622	4.410783	1.27112
42	-2686.179	-2852.554	166.3743	0.7965188	1.111762	1.415954	3.468597	0.1119545	0.2381281	0.07446649	2.251772
48	-2688.344	-2854.769	166.4246	0.8203676	1.062221	1.506217	3.70266	0.09885083	0.3481923	0.04039478	1.982381
54	-2674.591	-2843.233	168.642	0.733509	1.00235	1.271607	0.08092708	0.3278638	0.09069345	3.170961	0.9598525
60	-2681.724	-2848.979	167.2545	0.809274	0.9698143	1.464725	3.533279	0.1140854	0.3365446	0.08483788	1.59022
66	-2699.419	-2866.979	167.56	0.7511944	1.0242	1.443673	3.212894	0.0960122	0.4269191	0.0795725	1.568604
72	-2689.487	-2856.302	166.8147	0.7056352	0.9782078	1.50313	4.081406	0.1006121	0.4286682	0.1092874	1.471738
78	-2679.06	-2845.253	166.1933	0.7899263	1.069836	1.447221	4.081406	0.09273481	0.4039774	0.1092874	1.857305
84	-2677.702	-2843.91	166.2075	0.847691	1.053546	1.373326	4.224517	0.08547633	0.3466387	0.07539396	1.840095
90	-2688.909	-2855.335	166.4266	0.7688609	0.9115862	1.598137	3.650235	0.162045	0.4548018	0.07724496	1.950333
96	-2681.739	-2847.567	165.8281	0.8485656	1.102071	1.167217	4.24477	0.08561009	0.389624	0.1004896	2.139312
102	-2685.464	-2850.187	164.7229	0.7232899	0.932562	1.017901	4.508214	0.08561009	0.3781003	0.1180179	2.934993
108	-2677.824	-2843.368	165.5448	0.9453405	0.9635808	0.9488572	3.605097	0.113119	0.3935487	0.08060083	2.872713
114	-2679.145	-2843.938	164.793	0.9701123	1.054891	1.118611	3.971853	0.113119	0.440297	0.09934222	2.893127
120	-2684.428	-2849.799	165.3707	0.9327065	1.062136	1.471922	2.986204	0.2005467	0.2136744	0.06489851	3.048502
126	-2694.964	-2861.153	166.1889	0.8205866	1.056163	1.238519	2.693855	0.0558155	0.2102088	0.04456081	3.044321
132	-2677.907	-2845.158	167.2516	0.7636667	0.9060874	1.17422	2.276897	0.04992856	0.2244264	0.04852245	2.809856
138	-2684.11	-2851.009	166.899	0.7832566	0.9060874	1.17422	2.276897	0.04473745	0.2303705	0.08614247	2.98836
144	-2680.526	-2846.286	165.76	0.8559463	0.9774073	1.135399	3.085405	0.07215418	0.2552186	0.09123786	3.089974
150	-2677.717	-2843.014	165.2968	0.9070755	0.9385315	1.740749	0.2902902	0.09285444	0.04803542	2.80617	3.157046
156	-2678.919	-2846.848	167.929	0.9070755	0.9318867	1.211632	0.2181906	0.05734267	0.05035073	2.139955	2.346168
162	-2684.374	-2852.033	167.659	0.8794419	0.9679773	1.206433	0.1876583	0.0615482	0.06689938	2.184247	2.492415
168	-2687.911	-2856.651	168.7396	0.8959323	0.9679773	1.194168	0.2092768	0.03556557	0.07443988	2.062656	1.864013
174	-2693.174	-2861.317	168.1427	0.9118353	0.9385702	1.418415	0.1825711	0.05320412	0.06789622	2.14496	2.078132
180	-2688.025	-2856.243	168.2177	0.965453	0.954788	1.190972	0.06163487	0.05446261	0.2324198	2.019684	2.18478
186	-2676.849	-2845.138	168.2888	0.8285213	0.9793127	1.256131	0.05562243	0.06488301	0.2008724	2.80146	1.656615
192	-2680.684	-2848.949	168.2648	1.004205	1.004865	1.153771	0.05423575	0.06488301	0.2648305	2.139857	2.017887
198	-2680.643	-2849.375	168.7318	0.9055425	0.9634432	1.153771	0.0561012	0.09818799	0.1716171	2.329782	1.703812
204	-2688.936	-2857.028	168.0919	0.8289616	0.9082297	1.412716	0.0826396	0.06342777	0.2215212	2.53921	1.884516
