Iteration	Posterior	Likelihood	Prior	acrv_sd	gain_loss_neo	gain_loss_trans	part_rate_trans	root_freq_neo[1]	root_freq_neo[2]	root_freq_trans[1]	root_freq_trans[2]	tree_length
0	-409.5653	-576.9155	167.3502	0.5284702	1.335508	1.09531	1.308335	0.564544	0.435456	0.69361	0.30639	1.837446
6	-405.5608	-572.0256	166.4648	0.4035083	1.335508	1.461495	0.9223449	0.709428	0.290572	0.572173	0.427827	2.525126
12	-413.4387	-580.3914	166.9527	0.7481105	1.006334	1.454841	1.018021	0.375979	0.624021	0.495102	0.504898	2.095837
18	-396.0797	-561.8587	165.779	0.6267967	1.707866	2.743089	1.03137	0.58415	0.41585	0.650457	0.349543	1.804137
24	-393.4303	-559.5206	166.0903	0.4257976	1.22429	1.264611	1.210143	0.542901	0.457099	0.537838	0.462162	2.686872
30	-399.3794	-565.8139	166.4345	0.2986844	0.920455	1.264611	1.316479	0.425602	0.574398	0.716219	0.283781	2.740204
36	-401.5217	-567.3432	165.8215	0.06700854	1.212617	2.189994	1.109494	0.424425	0.575575	0.720434	0.279566	2.701618
42	-385.6994	-552.7027	167.0033	0.03382297	1.008714	1.676975	1.3299	0.595366	0.404634	0.493862	0.506138	2.181165
48	-380.0194	-546.8292	166.8098	0.03382297	1.679988	1.416175	1.517358	0.554114	0.445886	0.578167	0.421833	1.918649
54	-389.551	-556.211	166.66	0.5177113	1.679988	1.087578	1.74138	0.548668	0.451332	0.649765	0.350235	1.779087
60	-385.3924	-554.4387	169.0463	0.09108851	0.8349787	0.8645789	1.424888	0.517596	0.482404	0.663429	0.336571	1.337422
66	-387.7691	-554.4528	166.6837	0.1818409	0.9165563	1.78306	1.543237	0.517596	0.482404	0.724599	0.275401	2.213563
72	-390.1725	-558.1135	167.941	0.290077	0.9044466	1.080977	1.612	0.517596	0.482404	0.672756	0.327244	1.669062
78	-394.9943	-562.9511	167.9569	0.2958685	0.4514565	1.158882	1.434631	0.571207	0.428793	0.746328	0.253672	2.043834
84	-404.7121	-572.6233	167.9112	0.617754	0.52006	1.150297	1.632205	0.51181	0.48819	0.60674	0.39326	1.609423
90	-392.7805	-560.4935	167.713	0.617754	0.6256609	1.434511	1.170594	0.503366	0.496634	0.632818	0.367182	1.831978
96	-386.801	-554.8324	168.0314	0.1397491	0.6809344	1.388502	1.162735	0.665748	0.334252	0.738724	0.261276	2.043437
102	-391.3352	-558.4181	167.0829	0.4427413	1.058366	1.595167	1.419275	0.652425	0.347575	0.773677	0.226323	1.953768
108	-398.3375	-565.9005	167.563	0.4946225	1.19808	1.017758	1.382077	0.355455	0.644545	0.792695	0.207305	1.921038
114	-400.4469	-569.1788	168.7319	0.1868034	0.5654342	1.017758	1.357106	0.664222	0.335778	0.709058	0.290942	1.691538
120	-399.9805	-565.4266	165.4461	0.1435654	1.066892	3.00695	1.111334	0.654298	0.345702	0.748334	0.251666	2.638725
126	-399.7664	-565.4009	165.6345	0.2316459	1.434402	2.039601	0.7665727	0.352591	0.647409	0.772323	0.227677	2.930809
132	-402.137	-569.375	167.238	0.007758712	1.46608	1.844066	0.9105541	0.749139	0.250861	0.715822	0.284178	2.078103
138	-391.8422	-557.8251	165.9829	0.0005645325	2.107594	2.064657	0.9686896	0.586396	0.413604	0.65671	0.34329	2.252999
144	-403.3001	-571.368	168.0679	0.001071038	1.023561	1.246721	0.9686896	0.715924	0.284076	0.65671	0.34329	2.087523
150	-394.3546	-561.3721	167.0176	0.04509948	1.743202	1.246721	1.083635	0.448086	0.551914	0.71124	0.28876	2.187796
156	-391.4123	-559.1186	167.7063	0.08261894	0.6656511	1.367637	1.024882	0.654109	0.345891	0.731127	0.268873	2.389967
162	-382.2147	-550.084	167.8693	0.282373	0.6656511	1.251538	1.267527	0.481641	0.518359	0.710196	0.289804	2.024429
168	-393.721	-561.2956	167.5745	0.05244465	0.6656511	1.736021	1.409131	0.635475	0.364525	0.70936	0.29064	2.001484
174	-398.0568	-565.8329	167.776	0.1644673	0.5562595	1.718545	1.60372	0.499481	0.500519	0.7327	0.2673	1.717767
180	-395.596	-564.3787	168.7827	0.1650527	0.5562595	0.9832234	1.197918	0.506176	0.493824	0.831937	0.168063	1.905655
186	-405.7634	-571.2468	165.4834	0.3982917	1.715943	2.827257	1.156958	0.570927	0.429073	0.842588	0.157412	2.201328
192	-388.1055	-554.0324	165.9269	0.3273643	1.212187	2.827257	1.215966	0.544374	0.455626	0.698514	0.301486	2.074588
198	-404.5414	-569.4578	164.9164	0.3716919	2.155394	3.06524	0.979319	0.614893	0.385107	0.707646	0.292354	2.214674
204	-395.414	-562.0688	166.6548	0.3716919	1.288501	1.493268	1.104408	0.7241	0.2759	0.633871	0.366129	2.347528
210	-408.2191	-574.8584	166.6393	0.2678717	1.03033	2.768915	0.6291693	0.671843	0.328157	0.768087	0.231913	2.269101
216	-408.7651	-574.6837	165.9186	0.0665494	1.334046	2.892131	1.18109	0.641324	0.358676	0.820949	0.179051	2.305374
222	-392.5397	-558.2985	165.7587	0.1842898	1.324163	2.957142	1.211031	0.52164	0.47836	0.697199	0.302801	2.146711
228	-394.1278	-561.0043	166.8765	0.0200222	0.7072184	2.957142	0.7851302	0.64103	0.35897	0.688314	0.311686	2.219009
234	-390.3679	-556.9674	166.5995	0.05821625	1.189213	1.982365	1.434293	0.703218	0.296782	0.729799	0.270201	2.192789
240	-390.8794	-557.518	166.6385	0.1449071	0.8738864	2.23562	1.521256	0.411273	0.588727	0.777573	0.222427	2.116575
246	-398.8974	-565.2957	166.3983	0.3600512	1.129243	2.626971	1.845988	0.577754	0.422246	0.783634	0.216366	1.527307
252	-397.1393	-564.4445	167.3052	0.08312239	1.16215	1.825786	1.674257	0.775507	0.224493	0.809749	0.190251	1.795603
