Iteration	Posterior	Likelihood	Prior	acrv_sd	tree_length
0	-99.09105	-271.1956	172.1045	0.5668243	1.548652
6	-103.6683	-274.7852	171.1169	1.55448	1.548652
12	-93.43624	-263.7416	170.3054	1.261199	2.298476
18	-95.54348	-265.5624	170.019	1.291264	2.460758
24	-102.7036	-272.353	169.6494	1.106181	2.803259
30	-98.33731	-267.4452	169.1079	1.106181	3.128947
36	-96.79093	-266.8115	170.0206	1.327214	2.437139
42	-93.81631	-264.0884	170.2721	0.7957576	2.611732
48	-88.64874	-258.7151	170.0664	0.9710212	2.630532
54	-84.55693	-253.752	169.1951	1.262378	2.983438
60	-89.21973	-257.9051	168.6854	1.527033	3.129949
66	-104.2474	-273.6716	169.4242	1.423508	2.747035
72	-100.1914	-268.0326	167.8412	1.529883	3.623892
78	-110.104	-276.0161	165.9122	1.427697	4.777673
84	-112.9529	-277.4976	164.5447	1.647161	5.414239
90	-101.2986	-270.6387	169.34	1.410955	2.806033
96	-105.3946	-274.6458	169.2512	1.69658	2.685717
102	-95.86437	-263.7088	167.8444	1.745991	3.496287
108	-95.361	-263.1007	167.7398	1.488907	3.706333
114	-87.14173	-257.6184	170.4766	1.581033	1.977796
120	-87.28636	-257.54	170.2536	1.126747	2.416649
126	-77.42794	-247.4388	170.0108	1.369528	2.416649
132	-86.54765	-255.7432	169.1956	1.521332	2.826744
138	-97.50407	-265.8523	168.3483	1.309347	3.45705
144	-95.74335	-266.0986	170.3553	1.213431	2.297124
150	-91.10117	-258.7695	167.6683	1.737836	3.603539
156	-94.79536	-264.1058	169.3104	1.306191	2.887553
162	-97.58437	-265.8409	168.2565	1.312064	3.50904
168	-104.1207	-273.0143	168.8936	1.312064	3.133938
174	-103.4216	-270.568	167.1464	1.312064	4.147681
180	-109.882	-277.0612	167.1793	1.464926	4.04191
186	-118.4916	-287.4686	168.9771	1.668181	2.870215
192	-113.2468	-279.1148	165.868	1.526256	4.747306
198	-104.8166	-273.1126	168.296	1.526256	3.360575
204	-116.1379	-283.1653	167.0274	1.520903	4.096545
