Iteration	Posterior	Likelihood	Prior	acrv_sd	gain_loss_neo	gain_loss_trans	tree_length
1032	-865.2452	-1032.679	167.4335	1.693423	1.063961	1.974422	2.055789
1038	-863.8062	-1030.922	167.1157	1.638288	0.9426268	1.531543	2.621739
1044	-865.211	-1032.711	167.4996	1.21283	0.9592785	1.661306	2.563285
1050	-864.7983	-1032.14	167.3418	1.671904	0.8503745	2.251236	2.119567
1056	-870.686	-1037.633	166.9473	1.618636	0.7065316	2.222234	2.508419
1062	-871.4738	-1038.899	167.4253	1.533303	0.9295344	1.997254	2.240379
1068	-875.3839	-1043.324	167.9403	1.141245	0.9197928	2.458417	1.92015
1074	-870.6851	-1038.039	167.3543	1.658528	0.8379363	2.165888	2.17325
1080	-871.4948	-1040.26	168.7653	1.193746	1.008734	1.17253	2.031239
1086	-876.0615	-1044.036	167.975	1.193746	0.6892725	2.419298	2.031239
1092	-868.9597	-1035.929	166.9688	1.708042	1.464013	2.041204	2.058237
1098	-862.6308	-1028.998	166.3673	1.708042	1.06685	2.041204	2.685542
1104	-877.228	-1042.505	165.277	1.632533	1.06685	2.249811	3.283143
1110	-889.1038	-1056.678	167.5737	1.274434	1.693363	1.8703	1.899736
1116	-883.1098	-1051.055	167.9455	1.448919	0.7063701	1.910997	2.14629
1122	-878.4524	-1046.08	167.6278	1.177713	1.301653	1.649018	2.298192
1128	-859.0447	-1026.942	167.8976	1.502432	1.058564	1.273107	2.298192
1134	-860.6425	-1027.754	167.1112	1.501551	1.055064	1.893997	2.436836
1140	-867.2279	-1033.787	166.559	1.620214	1.304637	2.587349	2.199289
1146	-871.8936	-1039.248	167.3543	1.200354	1.20388	2.299019	2.164637
1152	-882.946	-1050.947	168.0009	1.078357	1.480972	1.47323	2.115552
1158	-874.2454	-1042.375	168.1296	1.103224	0.6659232	1.533662	2.488567
1164	-870.7866	-1037.579	166.7929	1.717093	1.006695	1.97399	2.488567
1170	-866.4161	-1032.98	166.5635	1.584218	1.006695	1.643547	2.889961
1176	-862.3799	-1029.235	166.8547	1.438206	1.006695	2.238314	2.487372
1182	-873.5752	-1039.352	165.7771	1.50724	1.358742	2.070368	2.976938
1188	-878.4814	-1045.854	167.373	1.33134	1.198535	1.698297	2.398207
1194	-866.3321	-1034.121	167.7893	1.106372	1.060361	1.72467	2.348878
1200	-881.2495	-1046.703	165.4539	2.018868	1.128469	1.654727	3.21493
1206	-882.5832	-1047.874	165.2913	1.814012	1.368116	1.989212	3.11948
1212	-877.5546	-1044.834	167.2797	1.410688	0.7977306	1.989212	2.497176
1218	-873.032	-1040.257	167.2249	1.583158	0.8211659	1.68848	2.573632
1224	-866.9541	-1033.735	166.7808	1.235079	1.186988	1.822331	2.763957
1230	-876.4993	-1044.119	167.6196	1.525775	1.186988	1.822331	2.049721
1236	-879.0685	-1044.88	165.8117	1.603495	1.411471	2.473727	2.670223
1242	-872.9322	-1040.994	168.062	1.326685	0.8537156	1.535588	2.275902
1248	-878.1968	-1045.781	167.5839	1.239757	1.418153	1.374614	2.378521
1254	-870.3509	-1036.643	166.2916	1.751853	0.8159219	2.840071	2.475177
1260	-867.9828	-1035.218	167.2351	1.563181	0.9116153	1.510033	2.625839
1266	-878.7316	-1046.535	167.8038	1.322763	0.739371	1.744687	2.391896
1272	-886.2439	-1054.04	167.7965	1.415737	1.195077	1.56145	2.154958
1278	-881.2892	-1049.113	167.8234	1.407836	1.663979	1.753342	1.724541
1284	-870.2569	-1037.439	167.1816	1.52913	0.8112525	0.9836983	3.050824
1290	-880.9525	-1047.027	166.0741	1.991002	0.766645	1.701177	3.050824
1296	-893.8511	-1059.469	165.6181	1.395848	1.915392	1.656513	3.050824
1302	-888.2288	-1055.912	167.6834	1.397485	1.345489	1.28444	2.314675
1308	-874.1814	-1040.9	166.7185	1.683043	1.398187	2.395619	2.091561
1314	-888.7191	-1055.767	167.0476	1.389994	1.312409	2.364674	2.137936
1320	-876.6911	-1043.48	166.7887	1.596758	1.455245	2.258258	2.137936
1326	-878.5547	-1046.716	168.1618	1.126685	1.317975	1.674958	1.956529
1332	-884.8467	-1051.379	166.5324	1.324851	1.163926	1.908588	2.828711
1338	-880.7229	-1048.441	167.7181	1.324851	1.172225	1.516677	2.305479
1344	-884.1303	-1052.314	168.1834	1.046035	1.456743	1.344363	2.112603
1350	-867.7418	-1035.851	168.1095	1.367684	0.8288415	1.810421	2.072732
1356	-864.7352	-1033.39	168.6548	1.396136	0.7531851	1.442335	1.963558
1362	-876.686	-1044.137	167.451	1.703034	0.7394365	2.509436	1.963558
1368	-884.3641	-1051.789	167.4251	1.505919	1.0643	1.689027	2.344286
1374	-879.0817	-1045.777	166.6953	1.717045	1.473616	1.823874	2.344286
1380	-874.1834	-1040.886	166.7031	1.652615	1.473616	2.014073	2.275957
1386	-869.4695	-1036.976	167.5061	1.026703	1.477485	1.176919	2.645376
1392	-867.0623	-1033.958	166.8953	1.464767	1.553986	1.280085	2.645376
1398	-867.899	-1036.071	168.1725	1.51202	0.8850885	1.301327	2.208981
1404	-878.4745	-1045.222	166.7479	1.636165	1.080576	2.256335	2.374385
1410	-871.9221	-1040.139	168.2164	1.171912	0.9544317	1.98544	1.948308
1416	-872.8033	-1041.026	168.2226	1.428186	0.6729536	1.88741	2.010955
1422	-872.9107	-1041.074	168.1629	1.370394	0.9898366	1.680378	2.006439
1428	-854.1441	-1020.832	166.6878	1.687418	1.156502	2.337144	2.290977
1434	-866.6075	-1034.638	168.0303	1.180311	1.489122	1.535637	1.985001
1440	-870.2744	-1037.736	167.4612	1.180311	1.261447	1.969724	2.247357
1446	-875.0043	-1042.664	167.6599	1.330714	1.399626	1.24528	2.363357
1452	-878.3836	-1046.784	168.4005	1.301298	1.229658	1.468414	1.864193
1458	-871.2185	-1038.329	167.1109	1.568281	1.229658	2.105224	2.16956
1464	-876.7616	-1044.107	167.3453	1.432311	1.665156	1.704158	2.062242
1470	-892.7025	-1059.529	166.8269	1.375713	2.294398	1.592855	2.154601
1476	-884.9027	-1052.491	167.5885	1.15879	1.750529	1.369631	2.234819
1482	-889.0278	-1056.905	167.8772	1.140132	1.241158	1.369631	2.367209
1488	-886.4862	-1054.219	167.7325	1.394321	0.8231606	2.102955	2.142267
1494	-882.2755	-1049.528	167.253	1.23699	1.97337	1.588606	2.142267
1500	-874.1663	-1040.186	166.0201	1.692583	1.345225	2.537141	2.495027
1506	-879.1762	-1045.736	166.5603	1.682526	1.609991	1.665325	2.460681
1512	-879.2134	-1047.603	168.3898	1.428558	0.714879	0.9909465	2.424501
1518	-870.8798	-1038.202	167.322	1.387311	1.102125	1.788178	2.404756
1524	-870.6845	-1038.026	167.341	1.560829	0.860457	1.403297	2.655484
1530	-868.8879	-1037.21	168.322	1.206244	0.7253861	1.519945	2.275241
1536	-871.2283	-1039.585	168.3566	1.178513	1.013142	1.398627	2.162297
1542	-873.2854	-1041.066	167.7802	1.252517	1.083636	1.329312	2.480113
1548	-869.8303	-1037.469	167.6386	1.460049	1.246061	1.429605	2.275814
1554	-877.3657	-1044.816	167.4502	1.440886	1.246061	2.170304	1.984111
1560	-870.8697	-1038.416	167.546	1.245032	0.9566589	2.402821	2.117553
1566	-874.148	-1042.34	168.1923	1.245032	1.238639	2.319306	1.522031
1572	-871.8768	-1039.925	168.0486	1.324743	1.271629	2.428674	1.48146
1578	-883.767	-1051.656	167.8893	1.045972	0.9249331	2.419336	2.034889
1584	-892.9636	-1060.683	167.7194	1.380972	0.6955424	1.324651	2.677119
1590	-887.2023	-1053.642	166.4393	1.701947	0.8229482	2.425581	2.603069
1596	-888.7506	-1055.109	166.3588	1.619009	1.738096	1.739989	2.511889
1602	-863.8712	-1032.389	168.518	1.339436	0.6241474	1.46236	2.156168
1608	-872.8389	-1039.5	166.6608	1.755689	1.076935	3.087497	1.953426
1614	-871.4934	-1038.88	167.3869	1.205319	1.152857	2.634145	2.00292
1620	-879.9817	-1048.011	168.0297	1.205319	0.9848729	1.922433	2.065981
1626	-873.5253	-1040.292	166.7664	1.326069	1.09845	2.386846	2.481587
1632	-880.0957	-1048.192	168.0967	1.352892	1.085317	2.580323	1.475076
1638	-866.1242	-1034.192	168.0681	1.352892	0.8660512	2.453949	1.725353
1644	-873.9462	-1041.321	167.3743	1.580464	1.408055	1.634785	2.144158
1650	-870.0607	-1038.319	168.2581	1.318722	1.002887	2.0165	1.768149
1656	-874.8969	-1041.561	166.6642	1.611387	1.496452	2.0165	2.312145
1662	-864.2227	-1032.102	167.8794	1.545966	0.8033664	2.0165	2.005919
1668	-871.2353	-1038.951	167.716	1.522163	0.8991868	1.770467	2.206445
1674	-875.9855	-1043.818	167.832	1.297249	1.200916	1.689593	2.128942
1680	-875.0132	-1042.494	167.4811	1.311471	1.451353	2.277762	1.858304
1686	-864.9001	-1033.355	168.4546	1.054716	0.7678714	2.26612	1.83344
1692	-869.6104	-1037.181	167.571	1.30883	0.9028285	2.557332	2.015935
1698	-870.4186	-1038.16	167.7414	1.532484	0.9028966	1.53335	2.319516
1704	-872.2084	-1039.896	167.6878	1.39971	1.257586	2.203762	1.824798
1710	-867.309	-1034.406	167.0972	1.536395	1.012236	2.239452	2.267525
1716	-877.1971	-1043.427	166.2296	1.536395	1.955126	1.570319	2.621414
1722	-870.3944	-1037.958	167.564	1.17747	1.237432	1.538991	2.442621
1728	-871.9815	-1040.298	168.3167	1.489298	0.8712805	1.162544	2.227272
1734	-890.5782	-1058.237	167.6592	1.086593	1.877832	0.8847911	2.468789
1740	-886.0536	-1052.036	165.9828	1.791506	1.165239	1.153739	3.297149
1746	-870.3066	-1036.335	166.0286	1.791506	1.158944	2.924244	2.363087
1752	-859.1776	-1026.788	167.6108	1.649958	0.9537573	1.408793	2.370217
1758	-874.8972	-1041.62	166.7225	1.396307	1.512397	1.75094	2.546523
1764	-873.7382	-1041.484	167.746	1.269617	1.140967	1.243268	2.507552
1770	-872.2625	-1039.92	167.6575	1.400023	0.8678708	1.483279	2.507437
1776	-875.0795	-1043.642	168.5628	1.08535	1.000548	1.415435	2.086092
1782	-874.9929	-1041.867	166.8746	1.594162	0.7709889	1.415435	2.965017
1788	-880.2621	-1048.994	168.7317	1.443136	0.8367639	1.415435	1.841963
1794	-875.328	-1041.967	166.6388	1.596283	1.93944	1.381941	2.448
1800	-883.1155	-1049.931	166.8153	1.663551	0.9935884	1.004495	3.068876
1806	-870.2396	-1037.344	167.1045	1.502747	1.453323	1.597005	2.362156
1812	-860.6699	-1027.798	167.1281	1.310501	0.6971812	2.584968	2.415954
1818	-858.874	-1025.264	166.3903	1.808632	1.0462	2.584968	2.351276
1824	-864.0426	-1031.012	166.9691	1.56102	0.9338345	1.988904	2.513596
1830	-873.8813	-1042.078	168.1968	1.291375	1.230742	1.328353	2.095876
1836	-864.49	-1030.928	166.438	1.707305	1.337477	1.586668	2.724566
1842	-869.4236	-1036.633	167.2091	1.474578	1.83171	1.624934	2.073681
1848	-872.3096	-1039.296	166.9862	1.855586	1.174119	2.098464	2.102803
1854	-871.6923	-1037.132	165.4399	1.72633	1.372828	2.554763	2.807248
1860	-870.0751	-1035.06	164.9852	2.076296	0.8218327	1.419162	3.761156
1866	-880.4601	-1047.076	166.6162	1.348834	0.5977718	2.111022	2.989713
1872	-868.1222	-1035.874	167.7516	1.330412	0.896178	1.870685	2.252273
1878	-869.2452	-1036.467	167.2216	1.493488	1.13466	1.554479	2.513649
1884	-877.5504	-1043.157	165.6068	2.079898	1.386404	1.011778	3.305166
1890	-867.463	-1033.562	166.0985	1.710474	1.585734	1.576233	2.792765
1896	-869.9651	-1037.841	167.8754	1.381069	0.9722524	1.124602	2.53533
1902	-879.4259	-1046.468	167.0422	1.572299	0.9561355	1.203336	2.891106
1908	-883.748	-1048.903	165.155	1.726247	1.483138	1.812123	3.278207
1914	-882.9803	-1048.358	165.3782	2.079117	1.061773	1.384635	3.41158
1920	-877.2616	-1045.754	168.4919	1.265286	0.6673067	1.535779	2.152132
1926	-877.5929	-1046.035	168.4424	1.046765	1.093164	1.12805	2.310455
1932	-878.9351	-1046.322	167.3865	1.438183	1.537144	1.368466	2.310455
1938	-870.0426	-1037.099	167.0561	1.53934	0.9603163	1.58419	2.678496
1944	-881.152	-1049.47	168.3184	1.249022	0.9060615	1.465969	2.169247
1950	-887.0452	-1054.55	167.5046	1.415132	1.15572	1.427984	2.446787
1956	-868.5011	-1036.349	167.8477	1.415132	0.8071014	1.817992	2.221935
1962	-884.5092	-1052.61	168.1009	1.141574	0.6072636	2.467352	2.004989
1968	-878.9065	-1046.351	167.4444	1.77484	0.6169535	3.520455	1.496535
1974	-876.0569	-1043.775	167.7177	1.211635	0.5085941	2.205152	2.389635
1980	-871.3927	-1039.188	167.7953	1.436519	1.325036	1.887009	1.863094
1986	-867.3716	-1034.604	167.2324	1.436519	1.170437	2.53659	1.989226
1992	-867.5272	-1036.528	169.0006	1.350475	0.8395751	1.325214	1.77809
1998	-878.4746	-1046.232	167.7574	1.587482	1.431508	1.301994	2.079395
2004	-875.0571	-1042.061	167.0034	1.587482	1.148873	1.739543	2.477171
2010	-874.788	-1041.012	166.2242	1.510974	1.210832	2.818143	2.432311
2016	-876.1908	-1042.789	166.5978	1.494973	1.103425	1.707511	2.829697
2022	-862.7009	-1029.483	166.7817	1.418461	1.310464	2.641976	2.15542
2028	-871.2456	-1039.625	168.3798	1.315483	0.8944159	2.045319	1.744058
2034	-869.6195	-1037.012	167.392	1.453762	1.4373	2.045319	1.960292
2040	-867.059	-1033.52	166.4612	1.711097	1.415279	2.606543	2.125231
2046	-867.6326	-1035.484	167.8511	1.593925	1.180587	1.724242	1.911723
2052	-879.7672	-1047.218	167.451	1.558647	1.153168	1.452904	2.376725
2058	-869.7637	-1035.763	165.9994	1.698179	1.341282	1.228586	3.197145
2064	-858.1943	-1024.57	166.3758	1.153339	1.293825	1.349321	3.254501
2070	-875.0413	-1040.794	165.7529	1.471626	1.293825	1.222684	3.505577
2076	-869.6063	-1037.225	167.6192	1.748806	0.8652045	1.997451	2.014381
2082	-871.0595	-1038.542	167.4823	1.066935	0.9259817	3.077205	1.970297
2088	-872.5104	-1039.27	166.7597	1.741014	1.175828	1.408057	2.706219
2094	-874.7402	-1042.334	167.5935	1.714341	0.8268399	1.351927	2.454246
