Iteration	Posterior	Likelihood	Prior	acrv_sd	tree_length
0	-1851.356	-2022.219	170.8634	1.423144	1.822496
6	-1841.298	-2012.337	171.0394	1.243765	1.824812
12	-1840.807	-2012.069	171.2623	1.143135	1.739847
18	-1847.367	-2018.162	170.7956	1.313566	1.943215
24	-1836.38	-2007.209	170.8291	1.279025	1.943947
30	-1835.602	-2006.74	171.1384	1.364502	1.670881
36	-1830.85	-2002.045	171.195	1.051423	1.85001
42	-1835.723	-2006.77	171.0468	1.12347	1.901944
48	-1842.987	-2013.856	170.8685	1.12347	2.021576
54	-1844.716	-2015.468	170.7518	1.657167	1.737314
60	-1844.616	-2014.442	169.8262	1.543432	2.423435
66	-1840.59	-2010.692	170.1024	1.575514	2.226993
72	-1849.515	-2019.623	170.1084	1.577505	2.221836
78	-1836.546	-2006.617	170.0711	1.701951	2.165448
84	-1843.901	-2015.062	171.1609	1.177745	1.78646
90	-1843.935	-2014.412	170.4767	1.701966	1.896256
96	-1831.248	-2001.992	170.7448	1.433879	1.896256
102	-1842.273	-2013.017	170.7448	1.433879	1.896256
108	-1831.146	-2001.957	170.8114	1.390918	1.880157
114	-1827.758	-1998.722	170.9633	1.516653	1.687197
120	-1824.532	-1995.479	170.9467	1.233212	1.895428
126	-1828.573	-1998.812	170.2385	1.533918	2.165824
132	-1835.932	-2007.049	171.1166	1.341319	1.702801
138	-1833.968	-2005.112	171.1437	1.314252	1.702801
144	-1835.104	-2005.506	170.402	1.501338	2.080232
150	-1832.148	-2002.888	170.7398	1.163494	2.080232
156	-1836.921	-2007.325	170.4041	1.726992	1.928423
162	-1843.16	-2012.374	169.2142	1.740894	2.681254
168	-1844.54	-2015.019	170.4792	1.324032	2.145787
174	-1828.778	-1998.88	170.1017	1.424933	2.323944
180	-1834.061	-2004.649	170.588	1.437107	1.999562
186	-1850.397	-2021.289	170.8921	1.327827	1.868136
192	-1840.283	-2011.291	171.0084	1.189184	1.883402
198	-1846.447	-2016.535	170.0873	1.776827	2.105958
204	-1844.26	-2014.875	170.6145	1.128772	2.184762
210	-1842.717	-2012.542	169.8252	1.730272	2.305597
216	-1834.689	-2005.734	171.0448	1.156149	1.881071
222	-1842.529	-2013.63	171.1005	1.05417	1.912521
228	-1833.518	-2004.18	170.6622	1.111032	2.165274
234	-1828.639	-1999.632	170.9936	1.30385	1.814924
240	-1828.082	-1998.992	170.9102	1.24304	1.913491
246	-1833.256	-2004.068	170.8125	1.38738	1.881796
252	-1834.182	-2005.196	171.0144	1.266414	1.826382
258	-1845.078	-2015.391	170.3132	1.567555	2.09504
264	-1834.547	-2004.642	170.0957	1.7203	2.137435
270	-1840.441	-2010.43	169.9892	1.622268	2.26974
276	-1831.337	-2001.802	170.4649	1.548453	2.007396
282	-1837.734	-2008.492	170.758	1.383362	1.921533
288	-1846.611	-2017.683	171.0716	1.546374	1.587843
294	-1834.531	-2005.846	171.3147	1.26061	1.618873
300	-1836.864	-2007.879	171.0154	1.171647	1.89057
306	-1844.903	-2016.269	171.3666	1.038151	1.740264
312	-1845.303	-2016.471	171.1681	1.236697	1.740264
318	-1845.976	-2016.492	170.5164	1.386881	2.080232
324	-1832.632	-2003.597	170.965	1.129037	1.953411
330	-1830.86	-2002.083	171.2229	1.228056	1.707756
336	-1832.351	-2002.617	170.2654	1.822457	1.957546
342	-1828.28	-1999.181	170.9005	1.20228	1.94756
348	-1834.256	-2004.953	170.6973	1.405446	1.94756
354	-1845.347	-2016.16	170.8132	1.405446	1.869059
360	-1855.832	-2026.829	170.997	1.1418	1.923251
366	-1843.977	-2014.778	170.8004	1.335918	1.924929
372	-1838.49	-2009.749	171.2585	1.076793	1.788738
378	-1842.913	-2013.359	170.4461	1.531111	2.031412
384	-1823.261	-1993.98	170.7198	1.500646	1.867805
390	-1835.302	-2005.611	170.309	1.402021	2.205618
396	-1835.688	-2006.356	170.6678	1.402021	1.969643
402	-1848.503	-2019.203	170.6998	1.485946	1.891451
408	-1832.786	-2003.58	170.7941	1.432117	1.863863
414	-1837.928	-2008.397	170.4684	1.267998	2.189241
420	-1847.364	-2017.801	170.4365	1.560449	2.018266
426	-1845.808	-2016.798	170.9897	1.007303	2.018266
432	-1826.737	-1997.813	171.0764	1.126499	1.879767
438	-1831.027	-2001.973	170.9461	1.256793	1.879767
444	-1843.157	-2013.961	170.8047	0.9788191	2.158598
450	-1834.75	-2005.122	170.3726	1.41094	2.158598
456	-1842.896	-2013.487	170.5917	1.550813	1.920771
462	-1840.934	-2011.642	170.7086	1.328053	1.991871
468	-1844.842	-2015.913	171.071	1.31418	1.754016
474	-1831.546	-2002.413	170.867	1.06951	2.058323
480	-1838.569	-2008.859	170.2892	1.777877	1.97151
486	-1836.811	-2007.639	170.8275	1.401173	1.862184
492	-1823.876	-1995.15	171.2741	1.20238	1.689656
498	-1826.286	-1997.292	171.0061	1.204172	1.874738
504	-1837.8	-2007.816	170.016	1.790774	2.143473
510	-1835.528	-2005.582	170.0541	1.752682	2.143473
516	-1834.914	-2006.268	171.3531	1.074912	1.723932
522	-1832.397	-2002.868	170.4715	1.52181	2.020721
528	-1827.411	-1998.36	170.9488	1.215105	1.906234
534	-1827.132	-1997.86	170.728	1.215105	2.053986
540	-1820.76	-1991.584	170.8235	1.279416	1.947474
546	-1826.946	-1998.191	171.2452	1.550347	1.455557
552	-1839.142	-2010.393	171.2512	1.188603	1.715628
558	-1829.795	-2000.738	170.9436	1.325726	1.834291
564	-1838.49	-2008.808	170.318	1.325726	2.248999
570	-1835.297	-2006.301	171.0032	1.367184	1.764334
576	-1841.671	-2012.504	170.833	1.370928	1.879095
582	-1841.036	-2011.041	170.0054	1.467439	2.358166
588	-1839.148	-2009.694	170.546	1.322307	2.103236
594	-1839.852	-2010.995	171.1432	1.170067	1.803993
600	-1828.716	-1999.773	171.0568	1.501487	1.631135
606	-1834.818	-2005.612	170.7939	1.038932	2.126432
612	-1833.548	-2004.35	170.8016	1.293124	1.952929
618	-1824.747	-1994.878	170.1313	1.622281	2.178075
624	-1826.1	-1996.887	170.7872	1.443854	1.860519
630	-1830.253	-2001.162	170.9092	1.321944	1.860519
636	-1842.102	-2013.102	171	1.231082	1.860519
642	-1821.762	-1992.867	171.105	1.143183	1.848827
648	-1823.537	-1994.093	170.5558	1.54039	1.951939
654	-1840.638	-2011.659	171.0212	1.21313	1.858312
660	-1832.796	-2003.521	170.7252	1.529386	1.844402
666	-1836.75	-2007.741	170.9909	1.321924	1.804293
672	-1837.901	-2008.68	170.7797	1.47788	1.842384
678	-1851.258	-2022.365	171.1072	1.121738	1.862007
684	-1837.704	-2007.76	170.0556	1.719603	2.16402
690	-1835.505	-2006.003	170.4979	1.277341	2.16402
696	-1844.728	-2015.841	171.1131	1.268995	1.756192
702	-1839.57	-2010.269	170.6992	1.188292	2.090649
708	-1845.296	-2016.412	171.1155	1.075586	1.887797
714	-1840.549	-2011.655	171.1059	1.430244	1.647066
720	-1850.33	-2021.751	171.4206	1.067273	1.681554
726	-1840.693	-2011.658	170.9646	1.067273	1.995048
732	-1837.667	-2007.703	170.0363	1.85073	2.090955
738	-1826.18	-1996.679	170.499	1.765226	1.837847
744	-1823.977	-1994.796	170.8188	1.116921	2.058866
750	-1826.063	-1997.396	171.3334	1.103426	1.717732
756	-1833.554	-2004.643	171.0897	1.470669	1.629651
762	-1825.125	-1996.145	171.0206	1.330486	1.777766
768	-1828.316	-1999.361	171.0452	1.389674	1.719138
774	-1835.084	-2006.324	171.2403	1.119135	1.771953
780	-1838.758	-2008.741	169.9827	1.650278	2.255927
786	-1837.899	-2008.516	170.6168	1.505446	1.934399
792	-1837.032	-2008.078	171.0464	1.282201	1.793412
798	-1834.531	-2005.56	171.0292	1.299384	1.793412
804	-1825.122	-1996.414	171.2928	1.367165	1.557054
810	-1829.539	-1999.864	170.3251	1.633382	2.043781
816	-1837.455	-2008.301	170.8459	1.495433	1.784565
822	-1840.538	-2011.675	171.1367	1.256032	1.748716
828	-1835.166	-2006.526	171.3595	1.098854	1.702533
834	-1842.2	-2012.792	170.5916	1.399042	2.022454
840	-1835.13	-2006.243	171.1124	1.261358	1.761954
846	-1831.262	-2001.587	170.3254	1.313466	2.252158
852	-1826.22	-1997.566	171.3456	1.051645	1.745538
858	-1832.932	-2004.077	171.1454	1.032787	1.89656
864	-1842.342	-2013.568	171.2252	1.19934	1.726418
870	-1837.403	-2008.442	171.0384	1.386089	1.726418
876	-1832.157	-2002.573	170.4164	1.438777	2.111832
882	-1825.937	-1996.127	170.1901	1.60646	2.150147
888	-1825.618	-1995.716	170.0981	1.75541	2.112922
894	-1823.789	-1994.923	171.134	1.27421	1.737839
900	-1850.409	-2021.899	171.4895	0.8793009	1.765417
906	-1836.563	-2007.595	171.0319	1.336946	1.765417
912	-1828.119	-1998.896	170.777	1.27602	1.980911
918	-1833.907	-2005.015	171.1071	1.327542	1.719237
924	-1831.13	-2001.015	169.8851	1.578775	2.363877
930	-1835.468	-2005.413	169.9459	1.517942	2.363877
