Iteration	Posterior	Likelihood	Prior	gain_loss_neo	part_rate_trans	site_rates_raw[1]	site_rates_raw[2]	site_rates_raw[3]	site_rates_raw[4]	tree_length
0	-814.0865	-977.4423	163.3558	4.982003	5.916651	0.3375689	1.595462	0.03202439	0.374944	0.5417363
6	-826.4681	-989.5202	163.0522	5.679129	5.699082	0.354238	1.644547	0.06825567	0.4299385	0.411733
12	-839.9609	-1001.436	161.4747	4.452886	6.486461	0.3801737	3.126739	0.151071	0.2690353	0.4213613
18	-828.4799	-989.8655	161.3856	6.070717	6.276377	0.3801737	2.045318	0.295943	0.655413	0.3682014
24	-836.7383	-997.8687	161.1304	8.882742	6.276377	0.3927486	1.539855	0.295943	0.3057971	0.4830778
30	-829.8689	-989.4336	159.5647	11.30871	7.119874	0.2737924	1.539855	0.3315856	0.305942	0.5658571
36	-838.3442	-997.2859	158.9417	13.39711	6.976769	0.303175	1.693201	0.2699783	0.3525477	0.4281456
42	-831.8007	-994.9838	163.1831	6.564802	4.02023	0.6595338	1.667155	0.5225727	0.413761	1.082326
48	-823.4871	-989.1059	165.6187	3.877454	3.632968	0.4005286	1.667155	0.2030684	0.3226669	1.082326
54	-829.4608	-995.7866	166.3259	3.765143	2.74579	0.3045131	2.22016	0.1806995	0.4527746	0.721908
60	-835.0354	-998.7562	163.7208	3.063409	4.167389	0.5503254	2.322638	1.440129	0.4267075	0.8089428
66	-830.6957	-994.4995	163.8039	5.775965	3.596845	0.4732983	2.322638	0.6277793	0.2896759	0.7659636
72	-838.2844	-1002.329	164.0447	4.002266	4.710978	0.418029	2.325287	0.4964101	0.0616104	0.7659636
78	-836.2419	-1000.349	164.1069	4.791543	5.283637	0.3862441	1.418699	0.384243	0.134725	0.5334259
84	-845.5047	-1008.898	163.3932	7.326479	5.811424	0.3191752	0.1111262	0.840115	0.03957488	0.4027047
90	-830.2656	-993.7898	163.5241	5.461192	6.504894	0.0743579	0.1733049	0.9649499	0.1293582	0.4753136
96	-824.3606	-989.1336	164.773	5.128863	5.123191	0.08607851	0.3596855	0.9649499	0.2302972	0.5356792
102	-830.2019	-995.5048	165.3028	3.337979	4.544005	0.06041495	0.3596855	2.210288	0.09127979	0.4305553
108	-826.9418	-993.3492	166.4074	6.200023	3.413805	0.04537153	0.3596855	0.6925877	0.09127979	0.5807673
114	-816.0079	-983.2608	167.2529	3.219773	3.709261	0.1462522	0.2814525	1.024139	0.2059716	0.6508627
120	-828.2776	-992.9475	164.6699	4.895349	4.40206	0.2939829	0.511839	1.396312	0.150176	0.9274854
126	-826.2191	-988.1859	161.9668	3.304798	4.199577	0.2102927	0.6741131	4.605234	0.8752673	0.710857
132	-843.9112	-1002.697	158.7856	3.899066	3.380459	0.1702735	6.170519	1.139739	1.763151	1.434244
138	-838.507	-1003.887	165.3799	3.140442	3.164278	0.7377525	1.705966	0.9067022	0.2471265	1.238575
144	-844.5506	-1007.207	162.656	1.858552	3.269952	1.354101	4.112736	0.8664761	0.7275151	1.354401
150	-831.6884	-991.0679	159.3794	3.595299	4.148885	0.7168072	1.297296	5.560274	1.100306	0.8970416
