"scenario","modelID","gridTag","parameter","true_value","coverage_rate","n_covers","n_total","tree_length","gain_loss","n_char"
"nt","model6","tl5.00_gl0.50_pr5.00_c200","gain_loss_neo",2,NA,0,0,5,0.5,200
"nt","model6","tl5.00_gl0.50_pr5.00_c200","gain_loss_trans",2,NA,0,0,5,0.5,200
"nt","model6","tl1.00_gl1.00_pr5.00_c200","tree_length",1,0,0,10,1,1,200
"nt","model6","tl1.00_gl1.00_pr5.00_c200","gain_loss_neo",1,NA,0,0,1,1,200
"nt","model6","tl1.00_gl1.00_pr5.00_c200","gain_loss_trans",1,NA,0,0,1,1,200
"nt","model6","tl1.50_gl1.00_pr5.00_c200","tree_length",1.5,0,0,9,1.5,1,200
"nt","model6","tl1.50_gl1.00_pr5.00_c200","gain_loss_neo",1,NA,0,0,1.5,1,200
"nt","model6","tl1.50_gl1.00_pr5.00_c200","gain_loss_trans",1,NA,0,0,1.5,1,200
"nt","model6","tl2.50_gl1.00_pr5.00_c200","tree_length",2.5,0,0,10,2.5,1,200
"nt","model6","tl2.50_gl1.00_pr5.00_c200","gain_loss_neo",1,NA,0,0,2.5,1,200
"nt","model6","tl2.50_gl1.00_pr5.00_c200","gain_loss_trans",1,NA,0,0,2.5,1,200
"nt","model6","tl5.00_gl1.00_pr5.00_c200","tree_length",5,0,0,10,5,1,200
"nt","model6","tl5.00_gl1.00_pr5.00_c200","gain_loss_neo",1,NA,0,0,5,1,200
"nt","model6","tl5.00_gl1.00_pr5.00_c200","gain_loss_trans",1,NA,0,0,5,1,200
"nt","model7","tl1.00_gl0.10_pr1.00_c25","tree_length",1,0.9,9,10,1,0.1,25
"nt","model7","tl1.00_gl0.10_pr1.00_c25","gain_loss_neo",10,0.8,8,10,1,0.1,25
"nt","model7","tl1.00_gl0.10_pr1.00_c25","gain_loss_trans",10,NA,0,0,1,0.1,25
"nt","model7","tl1.50_gl0.10_pr1.00_c25","tree_length",1.5,1,10,10,1.5,0.1,25
"nt","model7","tl1.50_gl0.10_pr1.00_c25","gain_loss_neo",10,1,10,10,1.5,0.1,25
"nt","model7","tl1.50_gl0.10_pr1.00_c25","gain_loss_trans",10,NA,0,0,1.5,0.1,25
"nt","model7","tl2.50_gl0.10_pr1.00_c25","tree_length",2.5,1,10,10,2.5,0.1,25
"nt","model7","tl2.50_gl0.10_pr1.00_c25","gain_loss_neo",10,0.9,9,10,2.5,0.1,25
"nt","model7","tl2.50_gl0.10_pr1.00_c25","gain_loss_trans",10,NA,0,0,2.5,0.1,25
"nt","model7","tl5.00_gl0.10_pr1.00_c25","tree_length",5,0.4,4,10,5,0.1,25
"nt","model7","tl5.00_gl0.10_pr1.00_c25","gain_loss_neo",10,0.9,9,10,5,0.1,25
"nt","model7","tl5.00_gl0.10_pr1.00_c25","gain_loss_trans",10,NA,0,0,5,0.1,25
"nt","model7","tl1.00_gl0.25_pr1.00_c25","tree_length",1,0.9,9,10,1,0.25,25
"nt","model7","tl1.00_gl0.25_pr1.00_c25","gain_loss_neo",4,0.7,7,10,1,0.25,25
"nt","model7","tl1.00_gl0.25_pr1.00_c25","gain_loss_trans",4,NA,0,0,1,0.25,25
"nt","model7","tl1.50_gl0.25_pr1.00_c25","tree_length",1.5,1,10,10,1.5,0.25,25
"nt","model7","tl1.50_gl0.25_pr1.00_c25","gain_loss_neo",4,1,10,10,1.5,0.25,25
"nt","model7","tl1.50_gl0.25_pr1.00_c25","gain_loss_trans",4,NA,0,0,1.5,0.25,25
"nt","model7","tl2.50_gl0.25_pr1.00_c25","tree_length",2.5,0.8,8,10,2.5,0.25,25
"nt","model7","tl2.50_gl0.25_pr1.00_c25","gain_loss_neo",4,0.9,9,10,2.5,0.25,25
"nt","model7","tl2.50_gl0.25_pr1.00_c25","gain_loss_trans",4,NA,0,0,2.5,0.25,25
"nt","model7","tl5.00_gl0.25_pr1.00_c25","tree_length",5,0.777777777777778,7,9,5,0.25,25
"nt","model7","tl5.00_gl0.25_pr1.00_c25","gain_loss_neo",4,1,9,9,5,0.25,25
"nt","model7","tl5.00_gl0.25_pr1.00_c25","gain_loss_trans",4,NA,0,0,5,0.25,25
"nt","model7","tl1.00_gl0.50_pr1.00_c25","tree_length",1,0.8,8,10,1,0.5,25
"nt","model7","tl1.00_gl0.50_pr1.00_c25","gain_loss_neo",2,0.8,8,10,1,0.5,25
"nt","model7","tl1.00_gl0.50_pr1.00_c25","gain_loss_trans",2,NA,0,0,1,0.5,25
"nt","model7","tl1.50_gl0.50_pr1.00_c25","tree_length",1.5,0.8,8,10,1.5,0.5,25
"nt","model7","tl1.50_gl0.50_pr1.00_c25","gain_loss_neo",2,1,10,10,1.5,0.5,25
"nt","model7","tl1.50_gl0.50_pr1.00_c25","gain_loss_trans",2,NA,0,0,1.5,0.5,25
"nt","model7","tl2.50_gl0.50_pr1.00_c25","tree_length",2.5,0.7,7,10,2.5,0.5,25
"nt","model7","tl2.50_gl0.50_pr1.00_c25","gain_loss_neo",2,1,10,10,2.5,0.5,25
"nt","model7","tl2.50_gl0.50_pr1.00_c25","gain_loss_trans",2,NA,0,0,2.5,0.5,25
"nt","model7","tl5.00_gl0.50_pr1.00_c25","tree_length",5,0.4,4,10,5,0.5,25
"nt","model7","tl5.00_gl0.50_pr1.00_c25","gain_loss_neo",2,1,10,10,5,0.5,25
"nt","model7","tl5.00_gl0.50_pr1.00_c25","gain_loss_trans",2,NA,0,0,5,0.5,25
"nt","model7","tl1.00_gl1.00_pr1.00_c25","tree_length",1,0.9,9,10,1,1,25
"nt","model7","tl1.00_gl1.00_pr1.00_c25","gain_loss_neo",1,1,10,10,1,1,25
"nt","model7","tl1.00_gl1.00_pr1.00_c25","gain_loss_trans",1,NA,0,0,1,1,25
"nt","model7","tl1.50_gl1.00_pr1.00_c25","tree_length",1.5,0.8,8,10,1.5,1,25
"nt","model7","tl1.50_gl1.00_pr1.00_c25","gain_loss_neo",1,1,10,10,1.5,1,25
"nt","model7","tl1.50_gl1.00_pr1.00_c25","gain_loss_trans",1,NA,0,0,1.5,1,25
"nt","model7","tl2.50_gl1.00_pr1.00_c25","tree_length",2.5,0.7,7,10,2.5,1,25
"nt","model7","tl2.50_gl1.00_pr1.00_c25","gain_loss_neo",1,1,10,10,2.5,1,25
"nt","model7","tl2.50_gl1.00_pr1.00_c25","gain_loss_trans",1,NA,0,0,2.5,1,25
"nt","model7","tl5.00_gl1.00_pr1.00_c25","tree_length",5,0.6,6,10,5,1,25
"nt","model7","tl5.00_gl1.00_pr1.00_c25","gain_loss_neo",1,1,10,10,5,1,25
"nt","model7","tl5.00_gl1.00_pr1.00_c25","gain_loss_trans",1,NA,0,0,5,1,25
"nt","model7","tl1.00_gl0.10_pr2.50_c25","tree_length",1,1,10,10,1,0.1,25
"nt","model7","tl1.00_gl0.10_pr2.50_c25","gain_loss_neo",10,0.6,6,10,1,0.1,25
"nt","model7","tl1.00_gl0.10_pr2.50_c25","gain_loss_trans",10,NA,0,0,1,0.1,25
"nt","model7","tl1.50_gl0.10_pr2.50_c25","tree_length",1.5,1,10,10,1.5,0.1,25
"nt","model7","tl1.50_gl0.10_pr2.50_c25","gain_loss_neo",10,0.6,6,10,1.5,0.1,25
"nt","model7","tl1.50_gl0.10_pr2.50_c25","gain_loss_trans",10,NA,0,0,1.5,0.1,25
"nt","model7","tl2.50_gl0.10_pr2.50_c25","tree_length",2.5,0.8,8,10,2.5,0.1,25
"nt","model7","tl2.50_gl0.10_pr2.50_c25","gain_loss_neo",10,0.9,9,10,2.5,0.1,25
"nt","model7","tl2.50_gl0.10_pr2.50_c25","gain_loss_trans",10,NA,0,0,2.5,0.1,25
"nt","model7","tl5.00_gl0.10_pr2.50_c25","tree_length",5,0.375,3,8,5,0.1,25
"nt","model7","tl5.00_gl0.10_pr2.50_c25","gain_loss_neo",10,1,8,8,5,0.1,25
"nt","model7","tl5.00_gl0.10_pr2.50_c25","gain_loss_trans",10,NA,0,0,5,0.1,25
"nt","model7","tl1.00_gl0.25_pr2.50_c25","tree_length",1,1,10,10,1,0.25,25
"nt","model7","tl1.00_gl0.25_pr2.50_c25","gain_loss_neo",4,1,10,10,1,0.25,25
"nt","model7","tl1.00_gl0.25_pr2.50_c25","gain_loss_trans",4,NA,0,0,1,0.25,25
"nt","model7","tl1.50_gl0.25_pr2.50_c25","tree_length",1.5,1,10,10,1.5,0.25,25
"nt","model7","tl1.50_gl0.25_pr2.50_c25","gain_loss_neo",4,0.9,9,10,1.5,0.25,25
"nt","model7","tl1.50_gl0.25_pr2.50_c25","gain_loss_trans",4,NA,0,0,1.5,0.25,25
"nt","model7","tl2.50_gl0.25_pr2.50_c25","tree_length",2.5,0.6,6,10,2.5,0.25,25
"nt","model7","tl2.50_gl0.25_pr2.50_c25","gain_loss_neo",4,1,10,10,2.5,0.25,25
"nt","model7","tl2.50_gl0.25_pr2.50_c25","gain_loss_trans",4,NA,0,0,2.5,0.25,25
"nt","model7","tl5.00_gl0.25_pr2.50_c25","tree_length",5,0.444444444444444,4,9,5,0.25,25
"nt","model7","tl5.00_gl0.25_pr2.50_c25","gain_loss_neo",4,1,9,9,5,0.25,25
"nt","model7","tl5.00_gl0.25_pr2.50_c25","gain_loss_trans",4,0,0,1,5,0.25,25
"nt","model7","tl1.00_gl0.50_pr2.50_c25","tree_length",1,0.8,8,10,1,0.5,25
"nt","model7","tl1.00_gl0.50_pr2.50_c25","gain_loss_neo",2,1,10,10,1,0.5,25
"nt","model7","tl1.00_gl0.50_pr2.50_c25","gain_loss_trans",2,NA,0,0,1,0.5,25
"nt","model7","tl1.50_gl0.50_pr2.50_c25","tree_length",1.5,0.8,8,10,1.5,0.5,25
"nt","model7","tl1.50_gl0.50_pr2.50_c25","gain_loss_neo",2,0.8,8,10,1.5,0.5,25
"nt","model7","tl1.50_gl0.50_pr2.50_c25","gain_loss_trans",2,NA,0,0,1.5,0.5,25
"nt","model7","tl2.50_gl0.50_pr2.50_c25","tree_length",2.5,0.6,6,10,2.5,0.5,25
"nt","model7","tl2.50_gl0.50_pr2.50_c25","gain_loss_neo",2,0.9,9,10,2.5,0.5,25
"nt","model7","tl2.50_gl0.50_pr2.50_c25","gain_loss_trans",2,NA,0,0,2.5,0.5,25
"nt","model7","tl5.00_gl0.50_pr2.50_c25","tree_length",5,0.3,3,10,5,0.5,25
"nt","model7","tl5.00_gl0.50_pr2.50_c25","gain_loss_neo",2,1,10,10,5,0.5,25
"nt","model7","tl5.00_gl0.50_pr2.50_c25","gain_loss_trans",2,0,0,1,5,0.5,25
"nt","model7","tl1.00_gl1.00_pr2.50_c25","tree_length",1,1,10,10,1,1,25
"nt","model7","tl1.00_gl1.00_pr2.50_c25","gain_loss_neo",1,0.9,9,10,1,1,25
"nt","model7","tl1.00_gl1.00_pr2.50_c25","gain_loss_trans",1,NA,0,0,1,1,25
"nt","model7","tl1.50_gl1.00_pr2.50_c25","tree_length",1.5,0.8,8,10,1.5,1,25
"nt","model7","tl1.50_gl1.00_pr2.50_c25","gain_loss_neo",1,1,10,10,1.5,1,25
"nt","model7","tl1.50_gl1.00_pr2.50_c25","gain_loss_trans",1,NA,0,0,1.5,1,25
"nt","model7","tl2.50_gl1.00_pr2.50_c25","tree_length",2.5,0.4,4,10,2.5,1,25
"nt","model7","tl2.50_gl1.00_pr2.50_c25","gain_loss_neo",1,1,10,10,2.5,1,25
"nt","model7","tl2.50_gl1.00_pr2.50_c25","gain_loss_trans",1,NA,0,0,2.5,1,25
"nt","model7","tl5.00_gl1.00_pr2.50_c25","tree_length",5,0.444444444444444,4,9,5,1,25
"nt","model7","tl5.00_gl1.00_pr2.50_c25","gain_loss_neo",1,0.888888888888889,8,9,5,1,25
"nt","model7","tl5.00_gl1.00_pr2.50_c25","gain_loss_trans",1,1,1,1,5,1,25
"nt","model7","tl1.00_gl0.10_pr5.00_c25","tree_length",1,1,10,10,1,0.1,25
"nt","model7","tl1.00_gl0.10_pr5.00_c25","gain_loss_neo",10,0.3,3,10,1,0.1,25
"nt","model7","tl1.00_gl0.10_pr5.00_c25","gain_loss_trans",10,NA,0,0,1,0.1,25
"nt","model7","tl1.50_gl0.10_pr5.00_c25","tree_length",1.5,0.9,9,10,1.5,0.1,25
"nt","model7","tl1.50_gl0.10_pr5.00_c25","gain_loss_neo",10,0.4,4,10,1.5,0.1,25
"nt","model7","tl1.50_gl0.10_pr5.00_c25","gain_loss_trans",10,NA,0,0,1.5,0.1,25
"nt","model7","tl2.50_gl0.10_pr5.00_c25","tree_length",2.5,0.7,7,10,2.5,0.1,25
"nt","model7","tl2.50_gl0.10_pr5.00_c25","gain_loss_neo",10,0.6,6,10,2.5,0.1,25
"nt","model7","tl2.50_gl0.10_pr5.00_c25","gain_loss_trans",10,NA,0,0,2.5,0.1,25
"nt","model7","tl5.00_gl0.10_pr5.00_c25","tree_length",5,0.111111111111111,1,9,5,0.1,25
"nt","model7","tl5.00_gl0.10_pr5.00_c25","gain_loss_neo",10,1,9,9,5,0.1,25
"nt","model7","tl5.00_gl0.10_pr5.00_c25","gain_loss_trans",10,NA,0,0,5,0.1,25
"nt","model7","tl1.00_gl0.25_pr5.00_c25","tree_length",1,1,10,10,1,0.25,25
"nt","model7","tl1.00_gl0.25_pr5.00_c25","gain_loss_neo",4,0.6,6,10,1,0.25,25
"nt","model7","tl1.00_gl0.25_pr5.00_c25","gain_loss_trans",4,NA,0,0,1,0.25,25
"nt","model7","tl1.50_gl0.25_pr5.00_c25","tree_length",1.5,0.8,8,10,1.5,0.25,25
"nt","model7","tl1.50_gl0.25_pr5.00_c25","gain_loss_neo",4,0.7,7,10,1.5,0.25,25
"nt","model7","tl1.50_gl0.25_pr5.00_c25","gain_loss_trans",4,NA,0,0,1.5,0.25,25
"nt","model7","tl2.50_gl0.25_pr5.00_c25","tree_length",2.5,0.3,3,10,2.5,0.25,25
"nt","model7","tl2.50_gl0.25_pr5.00_c25","gain_loss_neo",4,0.9,9,10,2.5,0.25,25
"nt","model7","tl2.50_gl0.25_pr5.00_c25","gain_loss_trans",4,NA,0,0,2.5,0.25,25
"nt","model7","tl5.00_gl0.25_pr5.00_c25","tree_length",5,0.25,2,8,5,0.25,25
"nt","model7","tl5.00_gl0.25_pr5.00_c25","gain_loss_neo",4,0.875,7,8,5,0.25,25
"nt","model7","tl5.00_gl0.25_pr5.00_c25","gain_loss_trans",4,NA,0,0,5,0.25,25
"nt","model7","tl1.00_gl0.50_pr5.00_c25","tree_length",1,0.9,9,10,1,0.5,25
"nt","model7","tl1.00_gl0.50_pr5.00_c25","gain_loss_neo",2,1,10,10,1,0.5,25
"nt","model7","tl1.00_gl0.50_pr5.00_c25","gain_loss_trans",2,NA,0,0,1,0.5,25
"nt","model7","tl1.50_gl0.50_pr5.00_c25","tree_length",1.5,0.7,7,10,1.5,0.5,25
"nt","model7","tl1.50_gl0.50_pr5.00_c25","gain_loss_neo",2,0.9,9,10,1.5,0.5,25
"nt","model7","tl1.50_gl0.50_pr5.00_c25","gain_loss_trans",2,NA,0,0,1.5,0.5,25
"nt","model7","tl2.50_gl0.50_pr5.00_c25","tree_length",2.5,0.4,4,10,2.5,0.5,25
"nt","model7","tl2.50_gl0.50_pr5.00_c25","gain_loss_neo",2,0.9,9,10,2.5,0.5,25
"nt","model7","tl2.50_gl0.50_pr5.00_c25","gain_loss_trans",2,NA,0,0,2.5,0.5,25
"nt","model7","tl5.00_gl0.50_pr5.00_c25","tree_length",5,0.1,1,10,5,0.5,25
"nt","model7","tl5.00_gl0.50_pr5.00_c25","gain_loss_neo",2,1,10,10,5,0.5,25
"nt","model7","tl5.00_gl0.50_pr5.00_c25","gain_loss_trans",2,0.333333333333333,1,3,5,0.5,25
"nt","model7","tl1.00_gl1.00_pr5.00_c25","tree_length",1,0.8,8,10,1,1,25
"nt","model7","tl1.00_gl1.00_pr5.00_c25","gain_loss_neo",1,1,10,10,1,1,25
"nt","model7","tl1.00_gl1.00_pr5.00_c25","gain_loss_trans",1,NA,0,0,1,1,25
"nt","model7","tl1.50_gl1.00_pr5.00_c25","tree_length",1.5,0.8,8,10,1.5,1,25
"nt","model7","tl1.50_gl1.00_pr5.00_c25","gain_loss_neo",1,0.9,9,10,1.5,1,25
"nt","model7","tl1.50_gl1.00_pr5.00_c25","gain_loss_trans",1,NA,0,0,1.5,1,25
"nt","model7","tl2.50_gl1.00_pr5.00_c25","tree_length",2.5,0.3,3,10,2.5,1,25
"nt","model7","tl2.50_gl1.00_pr5.00_c25","gain_loss_neo",1,0.8,8,10,2.5,1,25
"nt","model7","tl2.50_gl1.00_pr5.00_c25","gain_loss_trans",1,NA,0,0,2.5,1,25
"nt","model7","tl5.00_gl1.00_pr5.00_c25","tree_length",5,0.2,2,10,5,1,25
"nt","model7","tl5.00_gl1.00_pr5.00_c25","gain_loss_neo",1,1,10,10,5,1,25
"nt","model7","tl5.00_gl1.00_pr5.00_c25","gain_loss_trans",1,1,1,1,5,1,25
"nt","model7","tl1.00_gl0.10_pr1.00_c50","tree_length",1,0.8,8,10,1,0.1,50
"nt","model7","tl1.00_gl0.10_pr1.00_c50","gain_loss_neo",10,0.7,7,10,1,0.1,50
"nt","model7","tl1.00_gl0.10_pr1.00_c50","gain_loss_trans",10,NA,0,0,1,0.1,50
"nt","model7","tl1.50_gl0.10_pr1.00_c50","tree_length",1.5,0.888888888888889,8,9,1.5,0.1,50
"nt","model7","tl1.50_gl0.10_pr1.00_c50","gain_loss_neo",10,1,9,9,1.5,0.1,50
"nt","model7","tl1.50_gl0.10_pr1.00_c50","gain_loss_trans",10,NA,0,0,1.5,0.1,50
"nt","model7","tl2.50_gl0.10_pr1.00_c50","tree_length",2.5,1,10,10,2.5,0.1,50
"nt","model7","tl2.50_gl0.10_pr1.00_c50","gain_loss_neo",10,1,10,10,2.5,0.1,50
"nt","model7","tl2.50_gl0.10_pr1.00_c50","gain_loss_trans",10,NA,0,0,2.5,0.1,50
"nt","model7","tl5.00_gl0.10_pr1.00_c50","tree_length",5,0.75,6,8,5,0.1,50
"nt","model7","tl5.00_gl0.10_pr1.00_c50","gain_loss_neo",10,1,8,8,5,0.1,50
"nt","model7","tl5.00_gl0.10_pr1.00_c50","gain_loss_trans",10,NA,0,0,5,0.1,50
"nt","model7","tl1.00_gl0.25_pr1.00_c50","tree_length",1,0.7,7,10,1,0.25,50
"nt","model7","tl1.00_gl0.25_pr1.00_c50","gain_loss_neo",4,0.7,7,10,1,0.25,50
"nt","model7","tl1.00_gl0.25_pr1.00_c50","gain_loss_trans",4,NA,0,0,1,0.25,50
"nt","model7","tl1.50_gl0.25_pr1.00_c50","tree_length",1.5,0.8,8,10,1.5,0.25,50
"nt","model7","tl1.50_gl0.25_pr1.00_c50","gain_loss_neo",4,0.9,9,10,1.5,0.25,50
"nt","model7","tl1.50_gl0.25_pr1.00_c50","gain_loss_trans",4,NA,0,0,1.5,0.25,50
"nt","model7","tl2.50_gl0.25_pr1.00_c50","tree_length",2.5,0.8,8,10,2.5,0.25,50
"nt","model7","tl2.50_gl0.25_pr1.00_c50","gain_loss_neo",4,0.9,9,10,2.5,0.25,50
"nt","model7","tl2.50_gl0.25_pr1.00_c50","gain_loss_trans",4,NA,0,0,2.5,0.25,50
"nt","model7","tl5.00_gl0.25_pr1.00_c50","tree_length",5,1,9,9,5,0.25,50
"nt","model7","tl5.00_gl0.25_pr1.00_c50","gain_loss_neo",4,1,9,9,5,0.25,50
"nt","model7","tl5.00_gl0.25_pr1.00_c50","gain_loss_trans",4,0,0,1,5,0.25,50
"nt","model7","tl1.00_gl0.50_pr1.00_c50","tree_length",1,0.7,7,10,1,0.5,50
"nt","model7","tl1.00_gl0.50_pr1.00_c50","gain_loss_neo",2,0.9,9,10,1,0.5,50
"nt","model7","tl1.00_gl0.50_pr1.00_c50","gain_loss_trans",2,NA,0,0,1,0.5,50
"nt","model7","tl1.50_gl0.50_pr1.00_c50","tree_length",1.5,0.8,8,10,1.5,0.5,50
"nt","model7","tl1.50_gl0.50_pr1.00_c50","gain_loss_neo",2,1,10,10,1.5,0.5,50
"nt","model7","tl1.50_gl0.50_pr1.00_c50","gain_loss_trans",2,NA,0,0,1.5,0.5,50
"nt","model7","tl2.50_gl0.50_pr1.00_c50","tree_length",2.5,0.6,6,10,2.5,0.5,50
"nt","model7","tl2.50_gl0.50_pr1.00_c50","gain_loss_neo",2,0.9,9,10,2.5,0.5,50
"nt","model7","tl2.50_gl0.50_pr1.00_c50","gain_loss_trans",2,NA,0,0,2.5,0.5,50
"nt","model7","tl5.00_gl0.50_pr1.00_c50","tree_length",5,0.888888888888889,8,9,5,0.5,50
"nt","model7","tl5.00_gl0.50_pr1.00_c50","gain_loss_neo",2,0.888888888888889,8,9,5,0.5,50
"nt","model7","tl5.00_gl0.50_pr1.00_c50","gain_loss_trans",2,0,0,1,5,0.5,50
"nt","model7","tl1.00_gl1.00_pr1.00_c50","tree_length",1,0.9,9,10,1,1,50
"nt","model7","tl1.00_gl1.00_pr1.00_c50","gain_loss_neo",1,1,10,10,1,1,50
"nt","model7","tl1.00_gl1.00_pr1.00_c50","gain_loss_trans",1,NA,0,0,1,1,50
"nt","model7","tl1.50_gl1.00_pr1.00_c50","tree_length",1.5,0.7,7,10,1.5,1,50
"nt","model7","tl1.50_gl1.00_pr1.00_c50","gain_loss_neo",1,0.9,9,10,1.5,1,50
"nt","model7","tl1.50_gl1.00_pr1.00_c50","gain_loss_trans",1,NA,0,0,1.5,1,50
"nt","model7","tl2.50_gl1.00_pr1.00_c50","tree_length",2.5,0.6,6,10,2.5,1,50
"nt","model7","tl2.50_gl1.00_pr1.00_c50","gain_loss_neo",1,1,10,10,2.5,1,50
"nt","model7","tl2.50_gl1.00_pr1.00_c50","gain_loss_trans",1,NA,0,0,2.5,1,50
"nt","model7","tl5.00_gl1.00_pr1.00_c50","tree_length",5,0.7,7,10,5,1,50
"nt","model7","tl5.00_gl1.00_pr1.00_c50","gain_loss_neo",1,0.9,9,10,5,1,50
"nt","model7","tl5.00_gl1.00_pr1.00_c50","gain_loss_trans",1,1,1,1,5,1,50
"nt","model7","tl1.00_gl0.10_pr2.50_c50","tree_length",1,0.9,9,10,1,0.1,50
"nt","model7","tl1.00_gl0.10_pr2.50_c50","gain_loss_neo",10,0.5,5,10,1,0.1,50
"nt","model7","tl1.00_gl0.10_pr2.50_c50","gain_loss_trans",10,NA,0,0,1,0.1,50
"nt","model7","tl1.50_gl0.10_pr2.50_c50","tree_length",1.5,0.9,9,10,1.5,0.1,50
"nt","model7","tl1.50_gl0.10_pr2.50_c50","gain_loss_neo",10,0.6,6,10,1.5,0.1,50
"nt","model7","tl1.50_gl0.10_pr2.50_c50","gain_loss_trans",10,NA,0,0,1.5,0.1,50
"nt","model7","tl2.50_gl0.10_pr2.50_c50","tree_length",2.5,0.555555555555556,5,9,2.5,0.1,50
"nt","model7","tl2.50_gl0.10_pr2.50_c50","gain_loss_neo",10,1,9,9,2.5,0.1,50
"nt","model7","tl2.50_gl0.10_pr2.50_c50","gain_loss_trans",10,NA,0,0,2.5,0.1,50
"nt","model7","tl5.00_gl0.10_pr2.50_c50","tree_length",5,0.25,2,8,5,0.1,50
"nt","model7","tl5.00_gl0.10_pr2.50_c50","gain_loss_neo",10,1,8,8,5,0.1,50
"nt","model7","tl5.00_gl0.10_pr2.50_c50","gain_loss_trans",10,0,0,1,5,0.1,50
"nt","model7","tl1.00_gl0.25_pr2.50_c50","tree_length",1,0.8,8,10,1,0.25,50
"nt","model7","tl1.00_gl0.25_pr2.50_c50","gain_loss_neo",4,0.8,8,10,1,0.25,50
"nt","model7","tl1.00_gl0.25_pr2.50_c50","gain_loss_trans",4,NA,0,0,1,0.25,50
"nt","model7","tl1.50_gl0.25_pr2.50_c50","tree_length",1.5,0.6,6,10,1.5,0.25,50
"nt","model7","tl1.50_gl0.25_pr2.50_c50","gain_loss_neo",4,1,10,10,1.5,0.25,50
"nt","model7","tl1.50_gl0.25_pr2.50_c50","gain_loss_trans",4,NA,0,0,1.5,0.25,50
"nt","model7","tl2.50_gl0.25_pr2.50_c50","tree_length",2.5,0.3,3,10,2.5,0.25,50
"nt","model7","tl2.50_gl0.25_pr2.50_c50","gain_loss_neo",4,0.9,9,10,2.5,0.25,50
"nt","model7","tl2.50_gl0.25_pr2.50_c50","gain_loss_trans",4,NA,0,0,2.5,0.25,50
"nt","model7","tl5.00_gl0.25_pr2.50_c50","tree_length",5,0.4,4,10,5,0.25,50
"nt","model7","tl5.00_gl0.25_pr2.50_c50","gain_loss_neo",4,0.9,9,10,5,0.25,50
"nt","model7","tl5.00_gl0.25_pr2.50_c50","gain_loss_trans",4,0,0,1,5,0.25,50
"nt","model7","tl1.00_gl0.50_pr2.50_c50","tree_length",1,0.7,7,10,1,0.5,50
"nt","model7","tl1.00_gl0.50_pr2.50_c50","gain_loss_neo",2,1,10,10,1,0.5,50
"nt","model7","tl1.00_gl0.50_pr2.50_c50","gain_loss_trans",2,1,1,1,1,0.5,50
"nt","model7","tl1.50_gl0.50_pr2.50_c50","tree_length",1.5,0.4,4,10,1.5,0.5,50
"nt","model7","tl1.50_gl0.50_pr2.50_c50","gain_loss_neo",2,1,10,10,1.5,0.5,50
"nt","model7","tl1.50_gl0.50_pr2.50_c50","gain_loss_trans",2,NA,0,0,1.5,0.5,50
"nt","model7","tl2.50_gl0.50_pr2.50_c50","tree_length",2.5,0.3,3,10,2.5,0.5,50
"nt","model7","tl2.50_gl0.50_pr2.50_c50","gain_loss_neo",2,1,10,10,2.5,0.5,50
"nt","model7","tl2.50_gl0.50_pr2.50_c50","gain_loss_trans",2,NA,0,0,2.5,0.5,50
"nt","model7","tl5.00_gl0.50_pr2.50_c50","tree_length",5,0.714285714285714,5,7,5,0.5,50
"nt","model7","tl5.00_gl0.50_pr2.50_c50","gain_loss_neo",2,1,7,7,5,0.5,50
"nt","model7","tl5.00_gl0.50_pr2.50_c50","gain_loss_trans",2,NA,0,0,5,0.5,50
"nt","model7","tl1.00_gl1.00_pr2.50_c50","tree_length",1,0.7,7,10,1,1,50
"nt","model7","tl1.00_gl1.00_pr2.50_c50","gain_loss_neo",1,1,10,10,1,1,50
"nt","model7","tl1.00_gl1.00_pr2.50_c50","gain_loss_trans",1,NA,0,0,1,1,50
"nt","model7","tl1.50_gl1.00_pr2.50_c50","tree_length",1.5,0.5,5,10,1.5,1,50
"nt","model7","tl1.50_gl1.00_pr2.50_c50","gain_loss_neo",1,1,10,10,1.5,1,50
"nt","model7","tl1.50_gl1.00_pr2.50_c50","gain_loss_trans",1,NA,0,0,1.5,1,50
"nt","model7","tl2.50_gl1.00_pr2.50_c50","tree_length",2.5,0.2,2,10,2.5,1,50
"nt","model7","tl2.50_gl1.00_pr2.50_c50","gain_loss_neo",1,1,10,10,2.5,1,50
"nt","model7","tl2.50_gl1.00_pr2.50_c50","gain_loss_trans",1,NA,0,0,2.5,1,50
"nt","model7","tl5.00_gl1.00_pr2.50_c50","tree_length",5,0.555555555555556,5,9,5,1,50
"nt","model7","tl5.00_gl1.00_pr2.50_c50","gain_loss_neo",1,1,9,9,5,1,50
"nt","model7","tl5.00_gl1.00_pr2.50_c50","gain_loss_trans",1,1,1,1,5,1,50
"nt","model7","tl1.00_gl0.10_pr5.00_c50","tree_length",1,0.7,7,10,1,0.1,50
"nt","model7","tl1.00_gl0.10_pr5.00_c50","gain_loss_neo",10,0.4,4,10,1,0.1,50
"nt","model7","tl1.00_gl0.10_pr5.00_c50","gain_loss_trans",10,NA,0,0,1,0.1,50
"nt","model7","tl1.50_gl0.10_pr5.00_c50","tree_length",1.5,0.6,6,10,1.5,0.1,50
"nt","model7","tl1.50_gl0.10_pr5.00_c50","gain_loss_neo",10,0.4,4,10,1.5,0.1,50
