Iteration	Posterior	Likelihood	Prior	gain_loss_neo	gain_loss_trans	part_rate_trans	site_rates_raw[1]	site_rates_raw[2]	site_rates_raw[3]	site_rates_raw[4]	tree_length
0	-2318.003	-2480.831	162.8276	8.764384	1.0699	3.645739	0.06032987	0.1788864	0.05928701	2.217863	0.5557869
6	-2321.764	-2484.296	162.5318	9.92815	1.117521	3.645739	0.03135362	0.208993	0.03513776	2.090294	0.5295477
12	-2334.702	-2492.137	157.4357	8.374622	0.976542	3.080596	0.1122275	0.6235965	5.394523	0.1017749	2.557964
18	-2325.498	-2484.16	158.6618	9.893015	0.8761354	2.31509	0.1496044	0.5263218	5.394523	0.1756673	1.973739
24	-2307.443	-2465.788	158.3454	9.166514	1.159698	2.791504	0.08511727	0.4940969	5.394523	0.1327418	1.93693
30	-2306.911	-2466.099	159.1884	7.322673	1.091765	2.076288	0.1330577	0.6195317	6.289353	0.1125881	1.651477
36	-2315.215	-2476.427	161.212	6.119147	1.210527	1.534726	0.08104919	0.5265152	4.722975	0.1061781	2.088386
42	-2325.822	-2484.632	158.8104	9.265423	0.9048036	1.88701	0.09750861	0.47584	6.34499	0.1380425	1.737099
48	-2319.622	-2478.098	158.4761	7.188402	0.9523867	2.120956	0.1033971	0.4979108	7.886377	0.1326871	1.182689
54	-2323.791	-2483.02	159.2291	6.677548	1.063897	2.392926	0.111516	0.6459628	6.599133	0.1489256	1.344031
60	-2328.187	-2488.24	160.0533	6.677548	1.1058	1.994874	0.1475416	0.5620821	6.105669	0.1074398	1.433807
66	-2322.418	-2482.296	159.8784	6.677548	1.06466	1.937508	0.1679931	0.5828282	6.340825	0.149115	1.399176
72	-2326.595	-2485.097	158.5014	9.623155	1.062482	2.939599	0.1485836	0.540804	5.740574	0.1124385	1.359517
78	-2328.482	-2487.335	158.8527	8.910082	1.071147	2.952584	0.1821097	0.6923194	5.740574	0.09298686	1.115507
84	-2334.525	-2493.188	158.6635	9.371865	1.034484	2.888662	0.1143388	0.52699	0.1690315	6.415061	0.6519499
90	-2320.616	-2481.316	160.6997	6.698948	1.032962	1.995716	0.1287781	0.670089	0.1632829	6.093859	0.75365
96	-2319.869	-2481.09	161.2215	7.351897	0.9107718	1.68375	0.1340571	0.5958075	0.1292934	5.741202	0.8752505
