Iteration	Posterior	Likelihood	Prior	acrv_sd	gain_loss_neo	gain_loss_trans	part_rate_trans	tree_length
0	-191.6301	-357.4248	165.7947	2.430589	1.932962	3.062911	0.4968749	1.140136
6	-192.7825	-359.7595	166.9771	2.430589	1.548498	1.399352	1.005234	1.145492
12	-189.8347	-359.6875	169.8529	0.2862201	1.562217	0.9434223	0.9281205	0.9349318
18	-209.2584	-379.1083	169.8499	0.8009303	0.8314604	1.289596	0.584958	1.130654
24	-211.2692	-380.1064	168.8372	1.131392	1.70951	1.363132	0.7848911	0.5702713
30	-195.924	-366.2489	170.3249	0.3937471	0.9149936	1.055079	1.042805	0.7088576
36	-196.2036	-364.1527	167.9491	1.822528	1.578908	1.361426	1.042805	0.7088576
42	-191.223	-359.3878	168.1648	1.822507	1.34659	1.361426	1.084092	0.6348112
48	-198.0032	-365.401	167.3978	0.9957889	1.32378	1.291509	2.761275	0.3760169
54	-190.3925	-357.8486	167.456	1.562464	2.155161	0.765699	1.924087	0.3938176
60	-192.87	-360.3964	167.5264	1.28825	0.9826085	1.198307	2.779341	0.3938176
66	-199.6249	-365.4246	165.7997	0.6823522	4.24934	0.9618629	2.861299	0.5300024
72	-198.7091	-366.7701	168.061	1.098143	1.579312	1.92607	1.202603	0.4440722
78	-210.7433	-378.0703	167.327	1.283502	3.247746	1.671372	0.6609107	0.5797265
84	-198.7585	-367.8089	169.0503	0.2037041	1.073589	2.3276	0.908939	1.053782
90	-191.5489	-361.5717	170.0228	0.1776741	0.7718236	1.89129	0.4245362	1.230457
96	-189.1996	-358.4172	169.2176	0.3797661	2.329251	1.044478	0.8230122	0.8031906
102	-194.683	-364.2511	169.5682	0.4241843	0.8922185	1.830165	0.9004488	0.9174589
108	-195.3003	-365.2685	169.9682	0.44934	1.196232	0.9109147	1.082607	0.8789815
114	-209.4576	-379.2269	169.7693	1.592652	1.196232	0.5656335	0.4567483	0.8789815
120	-200.3836	-367.5867	167.2031	2.744162	0.8443695	0.8130993	1.039069	1.684421
126	-203.2331	-368.8793	165.6461	2.744162	1.500005	2.451157	0.7835891	1.453772
132	-214.2551	-379.6557	165.4006	2.744162	1.515805	2.662434	0.6099814	1.634406
138	-205.8994	-372.1748	166.2754	2.744162	1.186754	0.9925607	0.8454378	2.094704
144	-195.1918	-361.2685	166.0768	2.744162	1.09903	1.211201	1.506008	1.691664
150	-209.3976	-376.133	166.7355	2.744162	0.7245424	1.714952	1.540258	1.057391
156	-199.4171	-368.7549	169.3378	0.6121704	1.343951	1.636814	0.5854357	1.004534
162	-196.8619	-367.6359	170.774	0.1960198	0.6770977	1.008206	0.8245639	1.004534
168	-208.1117	-377.1119	169.0003	0.175066	1.416532	1.541648	1.352378	1.029875
174	-192.3842	-363.3896	171.0054	0.4335864	0.7620737	0.7622096	0.7797628	0.6770466
180	-203.9078	-372.414	168.5062	0.5664617	1.95589	1.998516	0.4189737	1.161907
186	-190.3509	-360.5088	170.1579	0.8727143	0.8237687	1.189074	0.4838169	0.965226
192	-195.1978	-362.6466	167.4488	2.230683	0.8400273	2.160869	1.09567	0.7822328
198	-184.8737	-353.6025	168.7288	2.230683	1.117193	0.7838993	0.8632149	0.7185478
204	-192.2624	-362.059	169.7966	0.4213064	1.117193	1.153319	1.293169	0.4079116
210	-190.6639	-360.2637	169.5997	0.5756691	2.007814	0.7422461	0.9316899	0.560851
216	-196.0901	-366.0743	169.9841	1.109274	0.862371	0.6981378	0.9316899	0.8941541
222	-192.999	-362.2245	169.2255	1.875838	1.25028	0.6482826	0.4422165	1.040227
228	-186.764	-355.5835	168.8195	1.875838	0.9743121	1.16841	0.9559464	0.5608854
234	-192.5987	-359.98	167.3813	0.4847944	2.107873	2.964063	1.227459	0.4465358
240	-191.2206	-359.9084	168.6878	1.53295	1.155255	1.193091	1.227459	0.5528016
246	-183.1111	-352.7157	169.6046	0.5338548	1.219665	1.408638	0.8559172	0.8702102
