Iteration	Posterior	Likelihood	Prior	acrv_sd	gain_loss_neo	part_rate_trans	root_freq_neo[1]	root_freq_neo[2]	root_freq_trans[1]	root_freq_trans[2]	tree_length
0	-23.9516	-194.6684	170.7168	0.2400644	0.9847597	1.030265	0.655509	0.344491	0.71911	0.28089	0.528951
6	-12.22321	-181.1588	168.9356	0.3788107	0.8209883	2.664996	0.465072	0.534928	0.461743	0.538257	0.4069394
12	-11.59385	-180.8843	169.2905	0.9915662	1.018448	1.543217	0.607091	0.392909	0.552905	0.447095	0.5270282
18	-9.198383	-177.7991	168.6007	0.127235	3.542932	0.9578717	0.496908	0.503092	0.411363	0.588637	0.3246055
24	-10.09666	-174.9281	164.8315	0.8197154	6.243928	2.78773	0.856257	0.143743	0.411363	0.588637	0.2292091
30	-13.26377	-181.2166	167.9528	0.8492408	2.850683	1.745575	0.78955	0.21045	0.741176	0.258824	0.5694131
36	-10.32102	-180.123	169.8019	0.6616074	1.946347	0.7164563	0.78955	0.21045	0.66559	0.33441	0.576633
42	-16.72872	-187.0159	170.2872	0.162876	1.038579	1.132487	0.62461	0.37539	0.805349	0.194651	1.144023
48	-16.18791	-184.2857	168.0978	0.3952806	3.400118	1.349393	0.62461	0.37539	0.579714	0.420286	0.363481
54	-21.8049	-187.6362	165.8313	0.7926408	4.502087	2.634203	0.785976	0.214024	0.676218	0.323782	0.2536708
60	-11.28918	-179.04	167.7508	1.688231	0.692475	2.585628	0.476511	0.523489	0.552706	0.447294	0.3100181
66	-7.506733	-175.1599	167.6531	0.7042616	4.17475	0.5689095	0.634907	0.365093	0.583629	0.416371	1.171495
72	-21.89126	-191.7137	169.8224	0.02807998	1.506882	1.408822	0.581417	0.418583	0.609551	0.390449	0.7590251
78	-23.88379	-191.9412	168.0574	0.4048502	3.809205	1.25481	0.802811	0.197189	0.656357	0.343643	0.8223459
84	-23.95328	-194.2158	170.2626	0.45626	1.496934	0.5184368	0.548471	0.451529	0.517223	0.482777	0.7570812
90	-29.29848	-197.7102	168.4117	0.588024	2.896076	1.365881	0.794544	0.205456	0.562543	0.437457	0.6606095
96	-9.153368	-176.8465	167.6932	0.8382933	3.636584	1.319844	0.731199	0.268801	0.638974	0.361026	0.5198584
102	-27.66062	-197.1535	169.4929	0.4897313	2.68843	0.7587553	0.675339	0.324661	0.875469	0.124531	0.7231015
108	-16.34141	-184.9038	168.5624	0.3054145	1.740863	2.392634	0.54075	0.45925	0.754876	0.245124	0.4743451
114	-18.3553	-188.1765	169.8212	0.5127581	0.2360361	1.8788	0.496799	0.503201	0.584363	0.415637	0.6048047
120	-8.16285	-176.6938	168.531	0.2868607	1.507108	2.412429	0.568826	0.431174	0.552721	0.447279	0.3032126
126	-4.325083	-173.2897	168.9646	0.06974287	1.927383	1.807141	0.371658	0.628342	0.56631	0.43369	0.2760806
132	-0.2924879	-170.4832	170.1908	0.1394494	0.9964178	1.548629	0.545788	0.454212	0.75966	0.24034	0.7612375
138	-1.969999	-169.8554	167.8854	0.7909919	1.541481	2.555679	0.57112	0.42888	0.595583	0.404417	0.3198531
144	-2.977063	-171.6667	168.6896	0.1067243	1.92715	2.192752	0.625536	0.374464	0.583825	0.416175	0.4653096
150	-9.237703	-178.9276	169.6899	0.112456	1.937239	1.130038	0.55039	0.44961	0.573114	0.426886	0.6056704
156	-14.29275	-184.034	169.7412	0.1567947	2.11078	0.9661464	0.726242	0.273758	0.532452	0.467548	0.6601002
162	-16.70768	-185.1204	168.4128	1.004394	2.296153	1.306362	0.538134	0.461866	0.696123	0.303877	0.4671613
168	-22.55685	-192.4774	169.9206	0.3809981	0.6346427	1.871546	0.61092	0.38908	0.655403	0.344597	0.711561
174	-23.22458	-190.3206	167.096	0.3961117	3.093789	2.66719	0.634044	0.365956	0.725572	0.274428	0.370647
180	-24.30063	-193.4258	169.1252	1.738385	1.098176	0.7236745	0.279276	0.720724	0.342092	0.657908	0.984668
186	-24.45002	-194.0271	169.5771	1.2845	1.408795	0.4674917	0.570692	0.429308	0.847577	0.152423	1.112863
192	-32.15413	-202.7641	170.61	0.06826276	1.085396	0.9447725	0.425803	0.574197	0.59408	0.40592	0.8090938
198	-28.39075	-199.6796	171.2889	0.004129983	0.7970253	0.3604708	0.425803	0.574197	0.845245	0.154755	1.343597
204	-12.10936	-183.2399	171.1305	0.02886713	0.6375949	0.3958467	0.425803	0.574197	0.637726	0.362274	1.312702
210	-12.56802	-183.3382	170.7702	0.05622743	1.209403	0.3676341	0.698918	0.301082	0.318303	0.681697	1.239136
216	-21.47774	-191.6118	170.1341	0.09340344	1.144925	0.4965634	0.445508	0.554492	0.47693	0.52307	1.539583
222	-8.255759	-179.1358	170.8801	0.6804327	0.4432478	0.7537453	0.525706	0.474294	0.584842	0.415158	0.4868496
228	-21.03567	-191.417	170.3813	0.8148143	1.222683	0.3622682	0.739565	0.260435	0.451317	0.548683	0.8526185
234	-13.52525	-183.4464	169.9212	0.9403105	1.62298	0.2884164	0.629615	0.370385	0.618356	0.381644	0.7976463
240	-14.24563	-183.7773	169.5317	0.310943	1.814198	1.22408	0.620445	0.379555	0.668526	0.331474	0.7051154
246	-10.44315	-181.0295	170.5863	0.5635223	1.084056	0.7142674	0.696897	0.303103	0.74102	0.25898	0.7344977
252	-10.91208	-179.9088	168.9967	0.367563	2.634409	0.8042209	0.661934	0.338066	0.439207	0.560793	0.9651064
258	-6.080095	-175.502	169.422	0.3706254	1.750237	0.8042209	0.639178	0.360822	0.42568	0.57432	1.225341
264	-2.284344	-173.1496	170.8652	0.3044239	0.9146598	0.7781322	0.314898	0.685102	0.552823	0.447177	0.6392181
270	-7.153457	-177.4714	170.3179	1.259968	0.9422995	0.3772555	0.246708	0.753292	0.50773	0.49227	0.7059751
276	-10.72407	-180.0513	169.3273	0.5683551	1.717196	1.219145	0.479353	0.520647	0.797996	0.202004	0.9248362
282	-6.323226	-173.5103	167.1871	0.1758117	4.275498	1.939971	0.651328	0.348672	0.348339	0.651661	0.3075219
288	-4.241281	-173.1759	168.9346	0.2122593	1.71032	1.786457	0.651328	0.348672	0.538417	0.461583	0.2231847
294	3.472519	-167.1952	170.6677	0.1536422	0.756368	1.453898	0.53	0.47	0.800014	0.199986	0.4472054
300	-1.338088	-170.4118	169.0737	0.8188624	1.341496	1.678039	0.432009	0.567991	0.72974	0.27026	0.6472668
306	-11.89282	-178.8109	166.918	1.635545	6.027054	1.002842	0.949334	0.0506657	0.846262	0.153738	0.4810421
312	-5.625796	-173.9969	168.3711	0.1389265	4.249743	1.179621	0.85083	0.14917	0.307616	0.692384	0.6788171
318	1.575552	-168.0572	169.6327	0.1654922	1.911241	1.111376	0.532085	0.467915	0.478422	0.521578	0.6788171
324	1.749087	-167.787	169.5361	0.3241762	1.437031	1.599024	0.603185	0.396815	0.679505	0.320495	0.6045464
330	-7.403239	-177.9492	170.5459	0.1025814	1.024437	1.176568	0.657921	0.342079	0.491205	0.508795	0.6045464
336	-12.97977	-184.2059	171.2261	0.07645997	1.024437	0.3984541	0.502469	0.497531	0.520849	0.479151	0.7453492
342	-20.33004	-188.5028	168.1728	0.1441525	2.909516	1.872976	0.646701	0.353299	0.376132	0.623868	0.3412208
348	-17.39348	-184.3668	166.9733	1.600319	2.842614	1.818115	0.774951	0.225049	0.458659	0.541341	0.4126543
354	-6.433876	-176.0582	169.6243	0.5934384	1.545462	1.102435	0.625578	0.374422	0.458659	0.541341	0.4705929
360	-2.923006	-172.0527	169.1297	0.4574436	2.663201	0.4154499	0.625578	0.374422	0.608854	0.391146	1.09957
366	-18.89378	-185.26	166.3662	2.508178	2.403012	0.4293085	0.559102	0.440898	0.549344	0.450656	1.761165
372	-11.65926	-179.1075	167.4482	2.648159	1.076615	0.8143416	0.638549	0.361451	0.584325	0.415675	1.486269
378	-14.29572	-183.3083	169.0126	0.5654088	2.861924	0.8192594	0.573948	0.426052	0.771823	0.228177	0.5192556
384	-5.10571	-176.0238	170.9181	0.07844619	0.9783039	0.8093666	0.391222	0.608778	0.608663	0.391337	0.7278544
390	-19.75122	-188.9697	169.2185	0.3877308	1.260785	2.282689	0.56855	0.43145	0.850074	0.149926	0.5913859
396	-16.12079	-181.9468	165.826	2.703079	0.8514178	2.946281	0.635152	0.364848	0.542644	0.457356	1.204811
402	-5.337235	-172.2849	166.9477	2.703079	0.7801307	1.400678	0.526132	0.473868	0.646125	0.353875	1.593627
408	-4.524235	-173.5177	168.9935	0.9713282	1.290789	1.568008	0.552448	0.447552	0.503954	0.496046	0.5221418
414	-14.36345	-184.3689	170.0054	0.04958293	0.7247323	2.28122	0.190744	0.809256	0.375484	0.624516	0.6151728
420	-17.90614	-187.0406	169.1345	0.9994277	0.4186594	2.28122	0.278799	0.721201	0.594232	0.405768	0.4075191
426	-11.51122	-181.9842	170.473	0.4832969	0.9637074	0.6655925	0.346388	0.653612	0.725359	0.274641	1.083383
432	-11.88389	-181.6355	169.7516	0.2920897	1.548602	1.333415	0.491414	0.508586	0.707402	0.292598	0.5161124
438	-7.211986	-175.8383	168.6263	0.1231343	2.279672	1.929982	0.624476	0.375524	0.450439	0.549561	0.5739243
444	-4.49305	-173.0036	168.5105	0.421883	2.279672	1.929982	0.780209	0.219791	0.637765	0.362235	0.6010772
450	-4.56142	-172.1909	167.6295	1.251898	3.718255	0.6338445	0.675995	0.324005	0.408843	0.591157	0.8955663
456	-3.205074	-172.3238	169.1187	1.546994	1.273233	0.7299514	0.561837	0.438163	0.708548	0.291452	0.9444547
462	-6.019033	-174.7326	168.7136	0.4235546	2.357555	1.349933	0.53879	0.46121	0.563989	0.436011	0.7793876
468	-4.478188	-174.0006	169.5224	0.7951973	1.255581	1.349933	0.715543	0.284457	0.593389	0.406611	0.416881
474	-8.449768	-177.7874	169.3376	1.696552	1.002193	0.7509561	0.398352	0.601648	0.593389	0.406611	0.706935
480	-7.461786	-174.8812	167.4195	0.6943842	3.927542	1.74044	0.860613	0.139387	0.508137	0.491863	0.3958006
486	-2.696767	-171.6302	168.9334	0.211331	3.051027	1.185313	0.814141	0.185859	0.475538	0.524462	0.516909
492	-13.54285	-183.2605	169.7177	0.6794386	0.4276328	2.210468	0.381857	0.618143	0.824845	0.175155	0.4972909
498	-6.090752	-175.3754	169.2847	0.6794386	0.6392404	2.210468	0.451974	0.548026	0.636014	0.363986	0.3841345
504	-13.73939	-183.6735	169.9341	0.2077983	0.3324188	2.210468	0.358203	0.641797	0.505489	0.494511	0.5156044
510	-22.08221	-186.9701	164.8878	1.329932	4.506691	2.831336	0.649141	0.350859	0.676676	0.323324	0.2279952
516	-11.24809	-180.3666	169.1185	0.5055654	1.689077	1.348977	0.552521	0.447479	0.5406	0.4594	0.8748179
522	-6.348316	-175.1628	168.8145	0.4266314	3.415645	0.8555908	0.829027	0.170973	0.687139	0.312861	0.3119098
528	-14.29535	-182.9366	168.6412	1.386762	2.052023	0.8767844	0.581135	0.418865	0.659195	0.340805	0.5209974
