Iteration	Posterior	Likelihood	Prior	alpha	gain_loss_neo	gain_loss_trans	part_rate_trans	tree_length
0	-748.6013	-918.5253	169.9241	0.8960668	0.5735124	1.136623	0.8795745	1.057288
6	-752.6141	-923.1101	170.496	0.5543014	0.5821266	1.003644	0.8795745	0.9534368
12	-751.3742	-920.5583	169.184	1.527748	0.9296245	0.7164655	0.9143684	1.198041
18	-747.9893	-916.6706	168.6812	1.527748	0.9112871	0.9817299	1.167493	1.205217
24	-743.5197	-908.9335	165.4137	4.268392	0.9112871	0.9817299	0.7066256	1.936077
30	-753.5379	-922.2186	168.6807	1.427942	1.123385	0.8673863	0.7957548	1.502603
36	-744.1966	-910.1818	165.9852	3.587706	0.9284345	1.521288	0.871558	1.513725
42	-739.9933	-906.575	166.5817	3.561798	0.9284345	0.7421494	1.400154	1.248478
48	-739.4494	-906.3974	166.948	2.583714	1.110564	1.269376	1.400154	1.171062
54	-748.6576	-917.5549	168.8974	1.537799	1.110564	0.6390876	1.284198	1.0111
60	-737.9199	-907.6192	169.6994	0.9626016	0.8120856	0.8980043	1.193328	0.9232973
66	-734.8355	-902.5393	167.7037	1.731272	1.39142	1.217823	1.512704	0.9426176
72	-740.396	-907.2995	166.9035	2.776177	1.093677	1.40643	0.6434965	1.561555
78	-734.9899	-903.5758	168.5859	1.886725	0.9167535	0.8351884	0.5903914	1.561555
84	-734.5388	-903.6647	169.1259	1.662754	0.7934889	0.7368169	0.5903914	1.487337
90	-748.489	-914.9201	166.4311	2.753789	1.544678	1.046803	1.443508	1.260028
96	-741.1925	-911.2451	170.0525	0.3684226	0.8748554	1.138591	1.214931	0.8271497
102	-753.6929	-924.266	170.5731	0.2250458	0.8892779	0.7768994	1.055696	0.9701725
108	-765.4756	-935.7632	170.2876	0.3848008	0.7366538	0.9164137	0.9525402	1.194151
114	-751.4072	-921.1839	169.7767	0.2087525	1.118987	1.608173	0.880483	0.917181
120	-747.2373	-916.5891	169.3519	0.6047506	0.8984259	1.81396	0.8963562	0.9684561
126	-747.8538	-917.6004	169.7466	0.1996488	1.214482	1.163309	1.424824	0.6815213
132	-747.2993	-917.9268	170.6275	0.1384881	1.476175	0.5602667	0.7809406	0.8856109
138	-746.2604	-916.8621	170.6017	0.08129536	1.048554	0.8358286	1.039278	0.8776536
144	-753.3648	-923.5982	170.2334	0.08129536	0.7076207	1.434579	0.9334158	1.100614
150	-753.5038	-923.4866	169.9828	0.1932073	1.072855	1.277577	0.865975	1.099017
156	-746.6039	-917.1516	170.5477	0.1901132	0.9534385	1.008384	0.6687066	1.118549
162	-735.6192	-906.6697	171.0505	0.1901132	0.9534385	0.6957658	0.7250983	0.8604809
168	-733.8387	-904.8611	171.0224	0.1901132	0.8462507	0.799532	0.8359619	0.7631459
174	-738.9181	-909.8422	170.924	0.1614968	0.820779	0.867177	0.8826196	0.8163289
180	-740.1024	-910.2796	170.1771	0.5196143	0.754887	1.0059	1.08656	0.9442212
186	-742.7624	-913.3799	170.6175	0.128271	0.8723467	1.032762	1.025337	0.7914232
192	-749.1668	-919.449	170.2822	0.4934397	0.8723467	0.9081947	1.006598	0.92734
198	-749.1264	-918.9666	169.8402	0.4934397	1.084705	0.9077992	0.9606016	1.19047
204	-731.6893	-901.3204	169.6312	0.4391731	1.405982	0.9097482	1.335004	0.7373581
210	-737.732	-908.5035	170.7715	0.1534671	0.655156	1.029935	0.788172	1.080706
216	-745.6967	-915.7997	170.103	0.8380749	0.678154	0.8628629	0.6985513	1.271931
222	-750.746	-919.9268	169.1809	1.209955	0.7743122	0.8628629	0.767063	1.574615
228	-754.3138	-922.6635	168.3498	1.434513	1.299238	1.077156	0.8276357	1.434647
234	-744.6787	-913.5014	168.8226	1.434513	0.922872	0.8672079	1.009125	1.378883
240	-747.805	-916.2377	168.4327	0.9731109	1.222728	1.585398	0.6898039	1.511211
246	-745.9089	-915.2013	169.2924	1.154266	1.222728	0.8126764	0.8233421	1.174381
252	-759.5506	-928.5764	169.0258	1.154266	1.459731	0.5962308	1.073198	1.16194
258	-767.9454	-933.6245	165.6791	4.578467	1.060207	0.4838143	1.013151	1.522739
264	-763.123	-932.1618	169.0388	1.254434	1.216211	0.7934952	1.056507	1.125986
270	-753.0973	-921.9138	168.8165	1.54894	0.7785171	0.7372072	1.485135	1.114168
276	-753.1767	-921.9514	168.7747	1.399811	1.33751	0.8322937	1.207481	0.9433368
282	-744.0661	-911.7758	167.7097	3.069438	0.6189462	0.8211593	0.876934	1.333841
288	-752.0967	-919.5855	167.4887	1.782777	1.240419	2.070449	0.7342259	1.232883
294	-735.6517	-905.0502	169.3985	0.9973562	0.8020878	0.880008	0.7077231	1.58232
300	-750.6015	-917.8684	167.2669	2.078755	1.093765	1.258349	1.041067	1.61945
306	-750.223	-918.4432	168.2202	2.358538	0.6407157	0.7889878	1.193813	1.249153
312	-752.0761	-919.2956	167.2195	2.579046	1.373146	0.6673983	1.359461	1.261413
318	-756.5988	-926.1234	169.5246	0.9387097	0.5916433	0.9315882	1.008106	1.41081
324	-761.3806	-930.5614	169.1807	1.673002	0.8408963	0.469805	1.119137	1.139932
330	-743.4572	-912.4774	169.0202	1.21949	0.8799917	1.153976	0.9279975	1.262526
336	-751.7776	-920.443	168.6654	1.929087	0.9805897	0.823904	0.781465	1.27892
342	-747.1221	-915.4975	168.3754	1.991115	0.57103	0.839058	0.7952997	1.718109
348	-737.2189	-904.1283	166.9094	2.90807	0.8938984	1.020693	1.053812	1.583445
354	-744.3182	-912.0231	167.7049	2.90807	0.6539118	0.887415	0.8386574	1.419487
360	-766.4256	-932.1912	165.7656	3.206703	0.9260734	1.970436	0.9349465	1.615813
366	-755.3719	-924.1681	168.7963	1.523629	0.808484	0.9628697	1.039941	1.318652
372	-760.5066	-929.2666	168.76	1.197068	1.1794	0.9628697	1.039941	1.31401
378	-761.0123	-929.7206	168.7083	1.197068	1.193907	1.073692	1.097326	1.205551
384	-758.9416	-925.8749	166.9333	1.786928	1.43909	1.562345	1.553957	1.221788
390	-751.9966	-920.3704	168.3738	1.786928	0.6122971	0.8425515	1.431185	1.372465
396	-746.4747	-915.1603	168.6856	1.69711	0.6122971	0.9833763	0.9287462	1.480644
402	-741.9947	-911.0404	169.0457	1.028036	0.8863363	1.063393	1.015277	1.392899
408	-750.31	-920.0394	169.7294	1.007889	0.5520741	1.068592	0.9477438	1.147489
414	-753.9473	-920.8028	166.8555	2.954206	1.06337	0.6895381	0.9729521	1.756761
420	-753.7202	-921.9683	168.248	1.648666	1.06337	1.166252	0.6719589	1.57504
426	-747.4108	-916.6098	169.1989	1.620123	0.5668517	0.7615571	0.9576481	1.316922
432	-751.0507	-920.6044	169.5537	0.9586673	0.5713794	1.272248	0.9576481	1.146826
438	-753.8319	-922.5472	168.7153	2.157372	0.5859685	1.090905	0.694554	1.207994
444	-758.082	-928.5955	170.5135	0.09969227	1.089328	0.9445646	1.025932	0.796394
450	-747.5329	-917.6593	170.1265	0.577653	1.528244	0.3565292	0.8747164	0.8939618
456	-758.1324	-926.8473	168.7149	0.7286069	1.550759	0.8115358	1.856768	0.8285496
462	-755.9386	-924.0331	168.0945	1.796815	1.071545	0.9499726	1.668137	0.9079147
468	-746.2154	-915.0818	168.8664	1.409903	0.6618394	0.881106	0.9590202	1.58119
474	-751.3376	-921.3224	169.9848	0.7051717	0.9760209	0.6009628	0.7847113	1.367685
480	-743.1626	-913.4005	170.2379	0.6164615	0.7461132	0.8382531	0.5537312	1.425233
486	-753.424	-921.3675	167.9435	1.893908	0.953524	0.9603233	0.8716799	1.700767
492	-758.7334	-926.7644	168.031	2.103126	0.953524	0.8392275	0.8716799	1.573733
498	-750.1531	-918.1257	167.9726	2.307715	0.953524	0.9697754	0.9636461	1.290617
504	-757.3436	-924.6809	167.3373	2.424472	0.953524	1.308069	1.140259	1.296372
510	-751.4456	-916.9205	165.4749	4.415391	1.505639	0.6498528	1.072244	1.330976
516	-752.5577	-918.2964	165.7388	3.851374	1.233542	1.425807	0.7411408	1.437856
522	-749.4904	-915.527	166.0366	3.387271	0.9044373	1.337124	1.17967	1.543194
528	-749.6951	-917.6029	167.9078	2.028873	0.9139634	0.9189699	1.883519	0.8220978
534	-750.7673	-918.6001	167.8328	2.028873	1.35918	0.8791454	1.573173	0.8026354
540	-746.6351	-917.5248	170.8897	0.1659967	1.03726	0.5927075	1.023671	0.7109415
546	-750.3368	-921.1589	170.8221	0.15414	1.03726	0.7938576	0.9140666	0.7225868
552	-757.12	-927.7663	170.6464	0.2649334	1.03726	0.6276649	1.132063	0.7225868
558	-750.7338	-921.4392	170.7054	0.1371458	0.898536	0.8231482	1.132063	0.7619746
564	-761.4292	-931.0539	169.6248	0.5416076	1.57174	0.7860761	1.188543	0.7619746
570	-762.9303	-931.0115	168.0812	1.573713	1.672719	0.7990436	1.327171	1.061888
576	-755.6852	-924.8575	169.1723	1.258955	1.10388	0.9225087	1.099162	0.9344586
582	-756.8252	-926.3231	169.4979	0.3563109	1.544801	1.383936	0.9928823	0.6672423
588	-751.4785	-921.84	170.3616	0.1643722	0.9579245	1.383936	0.7193256	0.9079789
594	-747.8711	-918.2154	170.3443	0.09779373	1.032936	1.301587	0.8326258	0.8794855
600	-741.0986	-911.5999	170.5014	0.1288583	1.234082	0.8580379	0.877553	0.8877273
606	-747.3053	-917.0513	169.746	0.538916	0.855432	1.225446	1.206856	0.9180855
612	-744.955	-913.6479	168.6929	1.605858	1.522262	0.7435194	0.8370134	1.097122
618	-740.8796	-910.283	169.4034	0.8327696	1.085756	0.9973282	0.8876544	1.25809
624	-756.4576	-925.8447	169.387	0.9003017	0.6667501	1.02424	1.142488	1.32014
630	-758.072	-926.0322	167.9602	2.06701	0.9836151	1.258035	0.6728343	1.469346
636	-757.2223	-920.8163	163.594	6.31833	0.9670052	1.026473	0.7306099	1.691196
642	-755.5525	-924.0317	168.4792	1.465981	0.8657551	1.026473	1.101078	1.469764
648	-753.9468	-922.2735	168.3267	1.908204	0.8707426	1.136063	1.101078	1.141435
654	-754.0512	-923.0835	169.0323	1.262787	0.7600474	1.090185	1.150898	1.17966
660	-740.4991	-908.6732	168.1741	2.48868	0.7484132	0.6968714	1.187938	1.172963
666	-731.4913	-898.2094	166.7181	2.801647	1.429692	1.180429	1.187938	1.171522
672	-740.9699	-909.559	168.5892	1.622628	1.190639	0.843648	1.141258	1.101373
