Iteration	Posterior	Likelihood	Prior	alpha	gain_loss_neo	part_rate_trans	tree_length
0	-571.1418	-741.8621	170.7203	0.500311	1.069761	1.41582	0.4234175
6	-574.6938	-746.1673	171.4735	0.5941577	0.7682957	0.8798537	0.516422
12	-589.6572	-760.6295	170.9723	0.771551	1.062417	0.8786913	0.642465
18	-600.031	-770.8613	170.8303	0.90946	0.4765876	1.427865	0.6010486
24	-578.543	-749.0482	170.5052	1.336164	0.6569237	1.182114	0.6268183
30	-576.0363	-747.5875	171.5512	0.1231245	0.9288307	1.111579	0.4547819
36	-585.0492	-755.5343	170.4851	0.7506937	0.8969938	1.581117	0.4514816
42	-584.034	-754.9825	170.9485	0.7553958	0.6433347	1.345013	0.5887727
48	-586.2971	-755.893	169.5958	2.0662	0.6235719	1.371468	0.3626666
54	-571.1032	-740.1183	169.0151	2.400021	1.074173	1.166813	0.6993185
60	-577.8164	-748.1415	170.3251	1.698569	0.5960589	0.9490903	0.7999832
66	-580.4804	-751.1343	170.6539	1.017417	0.985296	0.8873852	0.8570421
72	-582.6505	-753.3695	170.7189	0.6650379	0.9926788	1.234633	0.7695875
78	-562.8732	-732.9255	170.0524	1.795272	0.8782593	0.9004477	0.7469475
84	-570.3171	-741.1028	170.7856	0.7188204	0.9119272	1.2936	0.5705052
90	-583.1326	-754.9242	171.7915	0.1022199	0.472355	1.294209	0.5019689
96	-581.8373	-752.7302	170.8929	0.9723075	0.4459544	1.335232	0.5108411
102	-581.038	-750.9531	169.9151	1.351735	0.6177071	1.815774	0.5345297
108	-589.8544	-759.745	169.8907	1.135374	0.7553691	1.924422	0.5737844
114	-571.335	-741.5358	170.2007	1.039372	0.4815611	1.941419	0.4739247
120	-572.605	-742.7834	170.1784	0.7304668	1.365295	1.449066	0.4739247
126	-581.3976	-752.3033	170.9057	0.3254684	1.499213	0.9989031	0.5338539
132	-575.4339	-747.5045	172.0706	0.1235891	0.4547465	0.9989031	0.4585408
138	-587.7068	-759.2357	171.5289	0.7719766	0.4615661	0.8922455	0.5138074
144	-581.5758	-751.0334	169.4576	1.546407	0.4113194	2.189906	0.4086572
150	-580.98	-750.0216	169.0416	1.747024	0.7354957	2.189906	0.4815873
156	-577.9876	-747.7181	169.7306	1.747024	0.4665217	1.701133	0.4257249
162	-572.0118	-742.6264	170.6146	0.9231899	0.8961427	1.210989	0.7178794
168	-577.8672	-747.6978	169.8306	1.514973	0.8919808	1.473722	0.5645703
174	-578.3553	-748.4281	170.0728	0.7420055	1.406233	1.488511	0.5976171
180	-590.3268	-760.2882	169.9613	1.823016	0.8335985	0.9743653	0.7945379
186	-588.6827	-759.1163	170.4336	1.464031	0.6512385	0.75631	1.09139
192	-583.8724	-752.8949	169.0225	1.90379	1.408853	0.8058772	1.251538
198	-582.4341	-752.0803	169.6462	2.470908	0.5170198	0.9595291	0.734884
204	-580.544	-751.5873	171.0433	0.7981688	0.9807421	0.6958014	0.8874588
210	-583.2836	-753.7636	170.48	0.9180888	0.9921206	1.116391	0.9004453
216	-581.2055	-750.4009	169.1954	2.919498	0.6357485	0.8612064	0.7483532
222	-572.8238	-743.5942	170.7704	1.068273	0.8285864	1.036816	0.5885369
228	-571.0955	-739.4472	168.3517	2.685039	1.132034	1.550182	0.517443
234	-564.6604	-734.2566	169.5962	2.356058	0.3803065	1.217739	0.672655
240	-574.3945	-745.3894	170.9949	0.5888262	0.8797453	1.227322	0.6278794
246	-582.1092	-753.0883	170.9791	0.7936711	0.9101517	0.8145409	0.910533
252	-580.451	-751.2018	170.7508	0.539173	1.187789	1.200186	0.6596179
258	-595.4278	-765.253	169.8252	1.484954	1.371839	1.010985	0.637167
264	-578.9106	-749.695	170.7844	0.9783786	0.8467702	1.010985	0.7551077
270	-576.9957	-748.5833	171.5876	0.06934492	0.9310108	1.065904	0.7030878
276	-571.45	-743.1414	171.6913	0.06934492	0.9310108	0.997876	0.6316826
282	-580.4034	-751.7498	171.3465	0.06934492	0.9741477	1.047675	0.9743455
288	-570.9457	-742.6893	171.7436	0.06174363	0.5106769	1.191028	0.8496111
294	-573.4461	-745.2188	171.7727	0.06779022	0.9681801	0.748868	0.8405978
300	-571.7872	-743.1973	171.4101	0.1842802	0.9903684	1.095215	0.6534861
306	-572.5236	-744.3307	171.8071	0.09335833	0.9903684	0.8269178	0.4737246
312	-574.176	-745.8993	171.7233	0.1465632	0.7656984	1.070469	0.431846
