Iteration	Posterior	Likelihood	Prior	gain_loss_ratio	tree_length
0	-362.7021	-534.4109	171.7088	0.5119838	1.893718
6	-365.1753	-536.3822	171.2069	1.056598	1.893718
12	-374.9673	-545.6406	170.6733	1.056598	2.245758
18	-374.3894	-545.8993	171.5099	0.7181053	1.913955
24	-384.5528	-555.9557	171.4028	0.5686931	2.071437
30	-383.8354	-555.0193	171.1838	0.5686931	2.214298
36	-387.9013	-558.3292	170.4279	0.7096241	2.614942
42	-383.7391	-554.8055	171.0664	0.792182	2.161236
48	-376.9921	-547.8901	170.898	0.8310998	2.245624
54	-380.406	-550.9736	170.5676	0.6911595	2.538795
60	-360.1317	-531.0798	170.9481	0.8693733	2.188931
66	-369.5304	-540.9078	171.3775	0.7185312	2.002627
72	-360.9441	-532.2089	171.2648	0.8358123	2.002627
78	-378.15	-548.4664	170.3164	0.7965318	2.632792
84	-390.1335	-560.1195	169.986	0.9463496	2.744818
90	-375.5833	-546.7684	171.1852	0.8451076	2.049445
96	-382.7222	-553.6261	170.9039	0.6092183	2.372605
102	-387.8978	-558.5135	170.6157	0.9645918	2.341377
108	-380.7519	-551.3115	170.5596	0.9645918	2.377016
114	-383.411	-554.2071	170.7961	1.048624	2.171551
120	-378.3999	-548.7784	170.3785	1.026248	2.452329
126	-372.2028	-542.7969	170.5941	0.8091655	2.452329
132	-373.1163	-544.0673	170.9511	0.8118332	2.223568
138	-377.0012	-547.4706	170.4694	0.6848774	2.603281
144	-371.1362	-542.681	171.5448	0.8595513	1.796699
150	-367.8469	-538.794	170.9471	0.8595513	2.195869
156	-363.8995	-535.0853	171.1858	0.7612781	2.102663
162	-361.0014	-532.6405	171.6391	0.578254	1.908681
168	-356.3212	-528.1087	171.7875	0.6418453	1.770642
174	-361.1518	-532.2961	171.1444	0.6418453	2.200985
180	-365.8845	-536.7605	170.8759	0.9761159	2.166755
186	-371.3169	-542.8697	171.5528	0.9041973	1.760352
192	-368.5951	-539.2659	170.6708	0.981629	2.295434
198	-371.8643	-542.4111	170.5467	0.981629	2.374349
204	-375.2276	-546.3523	171.1246	1.116517	1.909002
210	-371.777	-542.6854	170.9084	0.759278	2.283548
216	-375.3319	-547.018	171.6861	0.7404883	1.778752
222	-377.2928	-547.407	170.1142	1.017289	2.622472
228	-376.0895	-547.4199	171.3304	1.026166	1.830058
234	-383.6806	-555.0244	171.3438	0.9319053	1.885344
240	-370.9151	-541.89	170.9749	1.089807	2.027172
246	-381.1013	-551.6653	170.564	0.8929079	2.419373
252	-388.2746	-558.0993	169.8247	0.8929079	2.875322
258	-381.0139	-551.9986	170.9847	0.7905628	2.21521
264	-398.8842	-570.1963	171.3121	0.8879626	1.936399
270	-386.8114	-557.3622	170.5508	0.8792183	2.436228
276	-377.0593	-548.4278	171.3685	0.8142015	1.947354
282	-373.2081	-545.026	171.8179	0.4374803	1.846321
288	-378.4862	-549.9484	171.4621	0.6432356	1.991487
294	-389.46	-560.6935	171.2335	0.8912941	1.986979
300	-381.3024	-551.7505	170.4481	0.8622525	2.511084
306	-383.9145	-555.1307	171.2163	0.773957	2.074645
312	-375.2501	-546.4397	171.1896	0.5953222	2.197016
318	-372.9114	-544.0525	171.1412	0.652567	2.197016
324	-370.8949	-542.226	171.3311	0.6573837	2.070195
330	-376.5025	-547.6157	171.1132	0.7848403	2.135361
336	-378.0699	-549.6502	171.5803	0.7244591	1.862079
342	-384.1383	-555.2055	171.0672	0.764016	2.178317
348	-383.532	-554.7902	171.2582	0.5742518	2.163298
354	-381.3739	-552.1419	170.768	0.7194996	2.396739
360	-380.6124	-551.079	170.4666	0.7194996	2.585277
366	-392.3589	-563.6458	171.2869	0.7073654	2.069532
372	-385.9247	-557.1303	171.2056	0.5106265	2.226788
378	-386.653	-557.8562	171.2032	0.635005	2.166649
384	-387.8175	-559.4101	171.5926	0.4949216	1.979196
390	-379.3919	-550.4344	171.0425	0.7810109	2.183744
396	-379.223	-550.2727	171.0497	0.7855444	2.176233
402	-380.9621	-551.9273	170.9652	0.7761936	2.236731
408	-377.7468	-548.978	171.2312	0.7185818	2.099299
414	-371.6357	-542.8669	171.2312	0.7185818	2.099299
420	-372.5162	-543.3145	170.7983	1.014903	2.191975
426	-367.7159	-539.3722	171.6563	0.9677255	1.642176
432	-366.1357	-537.4502	171.3145	0.8904439	1.93316
438	-384.7552	-555.6505	170.8953	0.8961852	2.205891
444	-384.7647	-555.54	170.7753	0.7939664	2.347168
450	-389.2706	-559.5637	170.2931	0.9511269	2.552598
456	-375.2964	-546.5067	171.2104	0.6905571	2.129885
462	-378.1474	-549.0728	170.9254	0.9832746	2.129885
468	-389.5825	-561.712	172.1294	0.5369656	1.586445
474	-379.7234	-550.3306	170.6072	0.9019906	2.386403
480	-373.7473	-545.4606	171.7134	0.5647181	1.865266
486	-381.1546	-552.7069	171.5523	0.9855704	1.70364
492	-366.4964	-537.5489	171.0525	0.9096914	2.094731
498	-369.9498	-540.987	171.0372	0.7026288	2.23502
504	-366.5064	-537.255	170.7487	0.9009699	2.297091
510	-371.6899	-541.7827	170.0928	1.076079	2.599394
516	-374.5042	-545.6951	171.1909	0.9299437	1.989696
522	-370.2753	-541.1786	170.9033	0.9822483	2.144959
528	-369.3337	-540.4972	171.1635	0.8583233	2.055177
534	-387.3433	-557.8878	170.5445	0.8583233	2.453171
540	-377.6557	-548.9259	171.2702	0.8583233	1.984212
