Iteration	Posterior	Likelihood	Prior	alpha	gain_loss_neo	part_rate_trans	tree_length
0	-181.1141	-351.577	170.4629	0.716813	1.468906	1.017621	0.3423698
6	-177.5679	-347.2989	169.7311	2.560651	0.9278147	0.4991189	0.4846765
12	-195.4627	-365.2742	169.8115	0.6005806	2.282145	1.1401	0.4727673
18	-188.2087	-360.3026	172.0939	0.1008106	0.7284035	0.7895491	0.472271
24	-179.2095	-350.033	170.8235	0.4198385	1.097466	1.21101	0.2635168
30	-173.1782	-345.3161	172.1378	0.08272964	0.7514113	0.7134462	0.387032
36	-181.6978	-351.2659	169.5681	0.08272964	1.348129	2.599081	0.2891246
42	-191.841	-363.0719	171.2309	0.1702728	1.111164	0.8407204	0.1843963
48	-187.8945	-358.2458	170.3513	0.3017219	0.3035523	1.682702	0.09333894
54	-183.2149	-351.9107	168.6958	0.05245705	3.86444	1.682702	0.6143983
60	-182.725	-354.516	171.7911	0.0540774	0.6656764	1.175417	0.6143983
66	-189.4917	-360.5665	171.0748	0.0540774	1.366338	1.175417	0.6828128
72	-179.1277	-350.6894	171.5617	0.0540774	1.358815	0.695752	0.6828128
78	-170.9023	-341.6791	170.7768	0.05196052	2.190603	0.695752	0.7625424
84	-187.1261	-356.9322	169.8061	0.04781732	2.29843	1.231209	1.139776
90	-183.5542	-355.4518	171.8976	0.06034047	1.005579	0.6411579	0.7788945
96	-194.2914	-366.0641	171.7726	0.2086494	1.236599	0.2864463	0.9048497
102	-189.1614	-359.79	170.6286	0.05448524	2.708492	0.424327	0.7851562
108	-169.035	-340.2924	171.2575	0.0894356	1.424988	0.8884331	0.7059446
114	-170.1947	-342.0624	171.8677	0.05727429	0.8018456	0.8884331	0.7614588
120	-173.6059	-343.7502	170.1443	0.05249058	3.035018	0.5431969	0.9441934
126	-180.9095	-352.5899	171.6804	0.2158185	1.07204	0.7399499	0.4293877
132	-182.6936	-354.1477	171.4541	0.1328763	0.8590513	1.203651	0.3365641
138	-179.4371	-348.3749	168.9378	1.224671	3.155724	0.7267013	0.4055132
144	-188.9643	-359.705	170.7407	0.6356635	0.8277694	1.513247	0.5192031
150	-174.4448	-344.4246	169.9798	1.60083	1.012812	1.112237	0.5868184
156	-170.8807	-340.866	169.9853	1.60083	1.115162	1.010773	0.5632241
162	-177.6648	-346.7641	169.0994	2.803006	1.195953	0.5548117	0.7061204
168	-178.6598	-347.4487	168.7889	0.9914402	2.566945	1.550996	0.4805852
174	-173.3265	-343.6718	170.3453	0.2224794	2.077255	1.097729	0.3514493
