Iteration	Posterior	Likelihood	Prior	acrv_sd	gain_loss_neo	gain_loss_trans	part_rate_trans	root_freq_neo[1]	root_freq_neo[2]	root_freq_trans[1]	root_freq_trans[2]	tree_length
0	-1397.523	-1561.768	164.2446	0.1371555	0.9050036	0.7860021	1.030841	0.481783	0.518217	0.589602	0.410398	4.502985
6	-1403.927	-1567.307	163.3801	0.3276915	0.8944004	0.5667501	0.8065453	0.481783	0.518217	0.548007	0.451993	5.112435
12	-1402.752	-1566.399	163.6471	0.0807151	0.7760504	0.6527818	0.8583254	0.388848	0.611152	0.441728	0.558272	5.112435
18	-1403.7	-1566.141	162.4418	0.03952527	0.9721085	0.8255455	0.9069491	0.536418	0.463582	0.529094	0.470906	5.561751
24	-1409.378	-1573.588	164.2097	0.1889112	1.061208	0.5836706	0.9596412	0.413167	0.586833	0.595642	0.404358	4.557498
30	-1407.336	-1571.198	163.862	0.2439061	0.8656561	0.7134642	0.9333692	0.449613	0.550387	0.594028	0.405972	4.776114
36	-1419.814	-1583.114	163.3	0.1195792	0.8280133	0.6942456	0.8039879	0.30041	0.69959	0.535496	0.464504	5.29612
42	-1410.416	-1573.601	163.1851	0.1467315	0.9039988	0.7469903	0.8333798	0.445225	0.554775	0.499171	0.500829	5.213661
48	-1412.405	-1576.39	163.9851	0.06118813	0.9781056	0.7563125	0.9467952	0.595745	0.404255	0.474502	0.525498	4.715044
54	-1411.498	-1575.034	163.5364	0.009830198	0.98767	0.9215002	0.9882021	0.464278	0.535722	0.609391	0.390609	4.879346
60	-1416.174	-1581.079	164.9057	0.007368758	0.7921205	0.6426201	1.034644	0.560917	0.439083	0.599804	0.400196	4.344834
66	-1421.219	-1584.392	163.1731	0.1444991	0.9135912	0.9512157	0.9974969	0.349417	0.650583	0.577983	0.422017	5.044118
72	-1415.581	-1580.012	164.4315	0.232205	0.7185167	0.6673919	1.08999	0.389215	0.610785	0.472866	0.527134	4.480774
78	-1408.673	-1573.159	164.4853	0.09600448	0.8786555	0.6898839	1.08999	0.521901	0.478099	0.665549	0.334451	4.446714
84	-1403.552	-1568.328	164.7767	0.02025845	0.7004131	0.7604187	1.162465	0.446831	0.553169	0.609672	0.390328	4.327615
90	-1415.337	-1580.17	164.8323	0.1273418	0.8593258	0.6464364	1.162465	0.414813	0.585187	0.464023	0.535977	4.200993
96	-1412.944	-1577.271	164.3268	0.1927827	1.130981	0.5464167	1.104546	0.495301	0.504699	0.527211	0.472789	4.366317
102	-1423.063	-1586.047	162.9841	0.1324206	1.020287	0.5022238	0.7008841	0.360118	0.639882	0.60226	0.39774	5.484029
108	-1406.986	-1569.641	162.6559	0.03802677	0.9395652	0.7208655	0.8682571	0.421074	0.578926	0.58173	0.41827	5.5512
114	-1403.75	-1567.925	164.1744	0.1518795	0.9481825	0.7403699	0.9414704	0.467141	0.532859	0.554143	0.445857	4.579686
120	-1412.376	-1576.114	163.7382	0.208912	0.663884	0.6901091	0.8925206	0.505704	0.494296	0.554143	0.445857	4.996614
126	-1413.132	-1576.533	163.4015	0.1671562	1.02469	0.7172591	0.9736774	0.505704	0.494296	0.599364	0.400636	4.961082
132	-1407.07	-1570.285	163.2149	0.007725327	0.7407389	0.57474	0.7741329	0.471278	0.528722	0.635369	0.364631	5.496415
138	-1396.258	-1560.891	164.6332	0.02189692	0.8733625	0.7107333	0.9121498	0.484763	0.515237	0.695094	0.304906	4.510979
144	-1398.219	-1561.994	163.7751	0.1024059	1.433239	0.7824458	0.9601901	0.398057	0.601943	0.64929	0.35071	4.564643
150	-1405.937	-1568.772	162.8353	0.2445925	1.402061	0.6349565	0.9869359	0.424209	0.575791	0.508185	0.491815	5.055883
156	-1400.566	-1564.259	163.6928	0.1000389	1.045427	0.6930122	0.8957511	0.424209	0.575791	0.621236	0.378764	4.892672
162	-1413.044	-1576.739	163.6944	0.04315187	0.7268828	0.7690731	0.9283179	0.434895	0.565105	0.511224	0.488776	5.021563
168	-1419.498	-1582.924	163.426	0.06990203	1.120908	0.7018138	0.9150269	0.327399	0.672601	0.588327	0.411673	5.021563
174	-1426.518	-1590.864	164.3459	0.04120242	0.9380407	0.4855959	0.8807382	0.584564	0.415436	0.456911	0.543089	4.706498
180	-1417.833	-1582.072	164.2387	0.03956155	1.017643	0.6770584	0.9802715	0.429396	0.570604	0.526613	0.473387	4.58067
186	-1416.97	-1580.14	163.1695	0.01468343	1.114423	0.5506068	0.715571	0.404544	0.595456	0.531235	0.468765	5.345909
192	-1427.043	-1590.028	162.9852	0.2514368	0.8452449	0.7526069	0.8925726	0.419009	0.580991	0.454929	0.545071	5.26902
198	-1428.105	-1591.791	163.686	0.2382022	1.01835	0.7844379	0.9405113	0.380006	0.619994	0.638968	0.361032	4.777075
204	-1442.045	-1605.08	163.0342	0.03240526	0.9687291	0.9846527	0.9030355	0.541859	0.458141	0.489217	0.510783	5.155541
210	-1422.477	-1586.378	163.9011	0.3336042	0.8260432	0.667513	0.9847891	0.392476	0.607524	0.643319	0.356681	4.744829
216	-1427.73	-1590.563	162.8324	0.4315317	0.8896227	0.5576379	0.6838379	0.406469	0.593531	0.484144	0.515856	5.43897
222	-1420.341	-1582.318	161.9776	0.2003517	0.8896227	0.692582	0.7286919	0.453442	0.546558	0.681795	0.318205	5.97848
228	-1414.286	-1577.286	162.9991	0.0459545	0.8828861	0.7547324	0.9433254	0.531394	0.468606	0.585653	0.414347	5.324839
234	-1428.488	-1592.19	163.7021	0.1815661	0.8887158	0.634428	0.9856168	0.45084	0.54916	0.489977	0.510023	4.887605
240	-1417.632	-1580.857	163.2252	0.05209995	1.153512	0.8527098	0.8345053	0.396436	0.603564	0.533129	0.466871	5.058656
246	-1408.432	-1572.353	163.9203	0.07405673	0.9431534	0.8527098	0.9232098	0.372822	0.627178	0.617435	0.382565	4.74779
252	-1405.247	-1570.091	164.8446	0.1209102	0.9398689	0.7314963	1.074183	0.431501	0.568499	0.558836	0.441164	4.157924
258	-1406.929	-1570.894	163.9655	0.02760116	1.006972	0.6509306	1.074183	0.545847	0.454153	0.601105	0.398895	4.714473
264	-1395.114	-1558.717	163.6026	0.1344105	0.8959691	0.7112914	1.091302	0.500985	0.499015	0.601105	0.398895	4.876864
