Iteration	Posterior	Likelihood	Prior	gain_loss_ratio	tree_length
0	-260.713	-432.4527	171.7398	1.189746	1.415679
6	-270.615	-442.7985	172.1835	1.035867	1.178705
12	-257.9496	-429.4927	171.5431	1.491519	1.341737
18	-263.1438	-434.3082	171.1644	2.637328	0.7793326
24	-261.6253	-432.5359	170.9107	2.637328	1.059961
30	-263.9605	-436.1969	172.2364	1.326987	0.8382831
36	-259.6687	-431.2071	171.5385	1.096827	1.634161
42	-253.2339	-425.3487	172.1148	0.8845774	1.360087
48	-257.5039	-429.4313	171.9274	1.315097	1.161712
54	-248.3598	-420.2232	171.8634	1.269294	1.254321
60	-243.363	-415.6984	172.3354	0.7929351	1.254321
66	-263.333	-436.1225	172.7894	0.6933356	0.9185864
72	-257.2541	-428.9104	171.6562	1.358156	1.352569
78	-262.0732	-433.5139	171.4407	1.819401	1.179577
84	-254.7615	-426.9959	172.2344	1.145578	1.032291
90	-252.9479	-424.4751	171.5272	1.997188	0.9529934
96	-255.5721	-427.3917	171.8196	1.785613	0.8282717
102	-257.5206	-429.0827	171.5621	1.627968	1.222557
108	-256.1234	-428.4953	172.3719	0.8953398	1.13636
114	-258.5382	-430.0071	171.4689	0.887698	1.82986
120	-253.4659	-425.8304	172.3645	0.7140737	1.29208
126	-260.2883	-432.7069	172.4186	0.7140737	1.247457
132	-252.9837	-424.9233	171.9396	1.388871	1.086775
138	-257.647	-429.2532	171.6062	1.721808	1.109578
144	-264.048	-435.2744	171.2264	1.716514	1.427972
150	-263.3696	-435.2176	171.8479	1.022754	1.460068
156	-258.4712	-430.5793	172.1081	0.7996402	1.430388
162	-264.8988	-436.828	171.9292	0.980271	1.430388
168	-262.2579	-434.2416	171.9836	1.256582	1.162323
174	-252.0777	-423.6812	171.6035	1.627025	1.187919
180	-258.6125	-430.5226	171.9101	1.207353	1.26594
186	-256.7009	-429.1056	172.4047	1.061864	0.9441627
192	-258.4109	-430.2851	171.8742	0.8912162	1.538851
198	-258.0716	-429.8043	171.7327	1.305559	1.332087
204	-263.9182	-435.8159	171.8977	1.457718	1.064776
210	-265.8971	-438.1646	172.2675	0.8045063	1.300899
216	-275.8781	-447.0171	171.1391	1.600892	1.572268
222	-263.5184	-435.3425	171.8241	1.600892	1.0069
228	-250.4987	-422.5992	172.1005	0.8722811	1.38097
234	-254.1168	-426.0149	171.8981	1.399873	1.115122
240	-251.8652	-423.8805	172.0153	1.193465	1.188705
246	-253.2994	-425.0212	171.7218	1.499364	1.187777
252	-254.4546	-426.4813	172.0268	1.056669	1.292903
258	-250.5991	-422.3252	171.726	1.240326	1.387696
264	-253.7266	-425.4753	171.7486	1.258233	1.356113
270	-241.6826	-413.7706	172.0881	0.9239865	1.350233
276	-253.1141	-425.5203	172.4061	0.90048	1.100794
282	-250.9266	-422.8979	171.9712	1.119626	1.287036
288	-258.0438	-429.4436	171.3998	1.433206	1.494965
294	-261.7458	-433.4873	171.7415	0.9474571	1.595159
300	-257.9812	-430.1101	172.1289	1.242955	1.041418
306	-258.1094	-430.3811	172.2717	1.116296	1.024261
312	-255.4191	-427.3404	171.9213	1.116296	1.330162
318	-261.4298	-433.7148	172.2851	0.7484791	1.330162
324	-241.2324	-412.7422	171.5098	1.005795	1.719331
330	-252.8748	-424.3884	171.5136	1.494994	1.36257
336	-263.086	-434.4198	171.3337	1.494994	1.50082
342	-263.3468	-435.3639	172.0171	0.7978294	1.50082
348	-260.7767	-432.8072	172.0304	1.35701	1.029597
354	-251.415	-423.6601	172.2451	0.8129547	1.312369
360	-244.579	-416.0532	171.4742	1.605204	1.312369
366	-248.8553	-420.2693	171.414	2.008551	1.056236
372	-252.5853	-423.8257	171.2404	1.854622	1.32091
378	-260.7389	-432.4681	171.7292	1.507458	1.174836
384	-255.2929	-427.6581	172.3653	0.8491269	1.182378
390	-258.821	-430.9672	172.1462	0.9914557	1.248216
396	-259.3117	-431.7943	172.4826	0.6420279	1.248216
402	-260.1304	-432.1031	171.9727	0.9981541	1.382809
408	-254.7046	-426.774	172.0694	1.320298	1.026115
414	-263.1867	-435.5115	172.3248	0.8224284	1.239235
420	-255.9949	-427.6031	171.6082	1.066221	1.605809
426	-260.2184	-432.4972	172.2788	0.7379911	1.343081
432	-257.8338	-429.4021	171.5684	1.408925	1.383481
438	-261.2425	-433.0656	171.8231	1.147335	1.383481
444	-263.251	-435.0895	171.8385	1.147335	1.371365
450	-261.8143	-433.6906	171.8762	1.005652	1.451539
456	-249.2045	-421.4527	172.2482	0.7590948	1.351506
462	-255.7248	-426.8967	171.172	1.611877	1.540588
468	-266.3486	-437.9385	171.59	2.053173	0.8273278
474	-260.2649	-432.124	171.8592	1.309662	1.224973
480	-261.4424	-433.1407	171.6983	1.209495	1.432649
486	-251.0715	-422.9067	171.8352	0.9585151	1.518013
492	-260.8404	-432.9684	172.1279	0.777519	1.431596
498	-252.8655	-424.6219	171.7564	1.393582	1.243434
504	-249.5863	-421.2819	171.6956	1.505701	1.205157
510	-257.5124	-428.4475	170.9351	1.767029	1.611533
516	-248.2311	-420.5546	172.3234	1.137957	0.9500176
522	-261.1505	-433.5641	172.4136	0.8289752	1.157506
528	-265.3015	-437.0729	171.7715	1.096906	1.461929
534	-248.5285	-420.3459	171.8175	1.113303	1.41416
540	-258.6773	-430.6535	171.9762	1.387645	1.053511
546	-254.1293	-426.2523	172.1231	0.998838	1.261298
552	-252.8789	-423.9845	171.1056	1.426602	1.713421
558	-254.0103	-426.2029	172.1927	0.8495105	1.325724
564	-246.448	-418.4778	172.0298	0.9926425	1.342052
570	-250.1078	-421.7043	171.5966	1.480889	1.306818
576	-255.3142	-426.9318	171.6176	1.628736	1.174335
582	-257.2441	-428.9549	171.7109	1.628736	1.090819
588	-268.2114	-439.4095	171.1981	2.417106	0.9403449
594	-276.8161	-448.085	171.2688	1.696761	1.408911
600	-278.1354	-449.7768	171.6413	1.212845	1.473536
606	-272.9283	-444.21	171.2817	1.323523	1.65847
612	-268.9489	-440.4924	171.5435	1.323523	1.465837
618	-268.1111	-439.4667	171.3556	1.105144	1.757971
624	-270.7225	-443.0229	172.3004	0.974368	1.129778
630	-260.6553	-432.9251	172.2698	1.173363	0.9694554
636	-254.0324	-426.4161	172.3837	0.9742087	1.053057
642	-255.7703	-427.2768	171.5066	1.088377	1.663081
648	-258.9237	-430.4914	171.5677	1.290697	1.471669
654	-249.3954	-421.3744	171.979	1.290697	1.136991
660	-250.0856	-422.1913	172.1057	1.293282	1.016284
666	-257.0999	-428.8404	171.7405	1.320088	1.31456
672	-254.4198	-426.3772	171.9574	1.099437	1.31456
678	-256.4848	-428.9738	172.489	1.019064	0.898839
684	-251.1826	-422.8743	171.6917	1.307887	1.362936
690	-252.5463	-424.5987	172.0524	0.9155282	1.384981
696	-248.5527	-420.3713	171.8186	1.59563	1.017165
702	-253.8145	-424.9133	171.0988	2.448319	1.017165
708	-248.5788	-420.9928	172.414	1.024528	0.9734903
714	-247.2295	-419.2516	172.0222	1.088707	1.270483
720	-252.4939	-424.1754	171.6815	1.088707	1.535568
726	-248.6659	-420.5154	171.8495	1.006965	1.470855
732	-259.5296	-431.3447	171.8151	1.125509	1.406629
738	-262.2206	-434.102	171.8814	1.156091	1.330477
744	-275.7045	-447.0293	171.3247	1.948317	1.183263
750	-280.8493	-453.0141	172.1649	1.105576	1.133848
756	-267.4035	-439.4633	172.0598	1.394619	0.963938
762	-264.963	-436.8935	171.9305	1.265387	1.200956
768	-274.0632	-446.0556	171.9924	1.148879	1.245547
774	-253.2972	-424.5585	171.2613	1.891324	1.278001
780	-257.3748	-428.862	171.4872	1.637131	1.278001
786	-259.696	-431.2092	171.5132	1.91077	1.041173
792	-263.1437	-434.9466	171.8029	1.231509	1.333745
798	-258.8704	-431.0403	172.1699	0.8403437	1.351076
804	-263.1894	-435.1773	171.9879	1.087092	1.299832
810	-246.0854	-418.3705	172.2851	0.9384191	1.175063
816	-264.9563	-436.5022	171.5459	2.112174	0.8209217
822	-264.2459	-435.4941	171.2482	1.437114	1.604166
828	-263.5502	-435.5485	171.9983	0.6684467	1.604166
834	-254.4983	-426.1521	171.6538	1.781834	1.013966
840	-248.1234	-419.6888	171.5654	1.215517	1.528542
846	-254.034	-425.9778	171.9439	1.038325	1.3739
852	-252.7456	-424.8235	172.078	1.020818	1.28032
858	-258.4047	-430.6607	172.256	1.020818	1.127944
864	-261.0372	-433.214	172.1768	0.8550879	1.33405
870	-260.9192	-432.9354	172.0162	1.115304	1.253489
876	-251.5525	-422.7346	171.1821	1.417113	1.66547
882	-258.2895	-429.8394	171.5499	1.178002	1.567236
888	-264.3659	-436.2841	171.9182	1.331793	1.155577
894	-261.1804	-432.9819	171.8015	0.8730226	1.605402
900	-255.7784	-427.2818	171.5035	1.169153	1.607528
906	-256.5321	-428.5667	172.0346	1.169153	1.192791
912	-261.3144	-433.4808	172.1664	1.028352	1.199938
918	-249.3716	-421.1231	171.7515	1.354704	1.278372
