Iteration	Posterior	Likelihood	Prior	rate_log_sd	rate_loss	rate_neo	root_freqs[1]	root_freqs[2]	tree_length
1602	-270.8675	-316.1211	45.25361	0.1762688	1.947895	0.2663702	0.686874	0.313126	0.9860403
1608	-264.3602	-310.1125	45.75233	0.08117393	1.711414	0.1146942	0.460241	0.539759	1.190495
1614	-266.6578	-312.348	45.69018	0.07395238	1.526757	0.1146942	0.674792	0.325208	1.353164
1620	-267.4574	-312.4579	45.00043	0.4474407	3.263135	0.1334848	0.625252	0.374748	0.6603333
1626	-265.94	-310.9589	45.01889	0.4949187	3.263135	0.1140102	0.696895	0.303105	0.6786228
1632	-265.0369	-310.7727	45.73577	0.7168799	1.512057	0.1147005	0.692275	0.307725	0.6394028
1638	-269.3417	-315.0245	45.68275	0.7993	1.44917	0.1181051	0.492651	0.507349	0.6477331
1644	-271.0286	-316.9987	45.97004	0.1767657	1.228412	0.1985359	0.561042	0.438958	0.9658356
1650	-274.1181	-320.2372	46.1191	0.543782	1.038479	0.1595854	0.561042	0.438958	0.6836218
1656	-275.3045	-321.0697	45.7652	0.5166517	1.280875	0.1446361	0.562964	0.437036	0.9626594
1662	-272.1892	-317.3083	45.11912	0.4215941	1.280875	0.2889735	0.537082	0.462918	1.258503
1668	-269.8027	-315.4603	45.65758	0.2917837	1.299767	0.2809119	0.546931	0.453069	0.8735275
1674	-274.1179	-319.3307	45.21281	0.02395507	2.638485	0.1840901	0.594396	0.405604	1.043017
1680	-276.1223	-322.7659	46.64356	0.01491332	1.026267	0.1289117	0.645276	0.354724	0.8634812
1686	-270.7317	-316.5887	45.85704	0.01955907	1.732359	0.1467653	0.565696	0.434304	1.028628
1692	-264.5359	-309.8561	45.32029	0.04847313	1.732359	0.3190398	0.683681	0.316319	1.056015
1698	-265.6906	-310.6796	44.98902	0.4573002	1.732359	0.2593195	0.590271	0.409729	1.116369
1704	-279.2887	-324.9567	45.66796	1.036425	0.8104767	0.1791074	0.290867	0.709133	0.8761491
1710	-269.9327	-315.4437	45.511	0.848664	1.279279	0.2025076	0.489739	0.510261	0.4484306
1716	-264.7399	-310.2227	45.4828	0.8818173	1.078592	0.2519329	0.517744	0.482256	0.6573916
1722	-275.1841	-319.963	44.77897	0.3675549	2.19682	0.4169729	0.467223	0.532777	0.7713944
1728	-271.584	-316.8128	45.2288	0.03475894	2.19682	0.32838	0.744696	0.255304	0.8527665
1734	-270.1458	-316.2178	46.07196	0.2521404	1.082765	0.2169926	0.627982	0.372018	0.8540847
1740	-268.4787	-313.9659	45.48716	0.3925171	1.465405	0.2169926	0.702341	0.297659	0.9901902
1746	-268.9381	-313.8796	44.94153	0.2066499	1.727005	0.5394143	0.622244	0.377756	0.8613705
1752	-276.2321	-321.5919	45.35976	0.4728753	1.693892	0.2423949	0.673269	0.326731	0.7765142
1758	-272.4838	-318.4129	45.92909	0.3303326	0.7753709	0.2423949	0.356123	0.643877	1.173709
1764	-274.1345	-320.2772	46.14273	0.4842032	0.7753709	0.1867246	0.409295	0.590705	0.9795063
1770	-270.2758	-317.3013	47.0255	0.3190001	0.3900159	0.1336035	0.409295	0.590705	1.026536
1776	-268.1859	-315.1016	46.91567	0.2131846	0.5145282	0.1440479	0.305577	0.694423	0.9828424
1782	-273.6154	-319.4422	45.82675	0.7524537	1.249067	0.1440479	0.494206	0.505794	0.5288529
1788	-281.52	-328.1394	46.61938	0.8888828	0.3783266	0.162593	0.417323	0.582677	0.7442773
1794	-269.0734	-315.0168	45.94346	0.5905493	1.067511	0.1839033	0.413612	0.586388	0.721237
1800	-272.7583	-317.8331	45.0748	0.6021212	2.421185	0.1839033	0.758738	0.241262	0.5981581
1806	-269.9769	-315.5895	45.61254	0.4695627	1.643082	0.1433978	0.549064	0.450936	0.8886639
1812	-274.3362	-319.1181	44.78198	0.07512333	1.799083	0.4004081	0.63259	0.36741	1.315899
1818	-271.4776	-317.5236	46.04596	0.1202945	1.092969	0.2707995	0.60856	0.39144	0.8603668
1824	-270.1555	-316.0481	45.89268	0.07667654	0.9996125	0.3155408	0.449182	0.550818	1.051144
1830	-276.5446	-321.5899	45.04529	0.3149135	1.93913	0.3938601	0.512614	0.487386	0.7385966
1836	-277.2229	-322.3333	45.1104	0.1482667	1.180774	0.2696287	0.467453	0.532547	1.5795
1842	-272.117	-317.3607	45.24371	0.3931773	0.9514664	0.4297636	0.394679	0.605321	1.186629
1848	-270.5497	-315.0602	44.51054	0.4164649	2.707886	0.22442	0.54444	0.45556	1.186629
1854	-275.4624	-320.4284	44.96591	0.9400283	1.484252	0.22442	0.501408	0.498592	0.9261479
1860	-276.0675	-321.8317	45.76422	0.1456569	1.668588	0.04321999	0.551037	0.448963	1.418549
1866	-272.4607	-317.0535	44.59282	0.3251959	3.433758	0.1646566	0.858056	0.141944	1.085951
1872	-275.3839	-320.7885	45.40461	0.3025963	2.184711	0.1643418	0.856562	0.143438	0.8558667
1878	-278.6054	-323.7564	45.15104	0.07741519	1.79819	0.2208076	0.704795	0.295205	1.35105
1884	-273.7719	-318.1275	44.35558	0.9086222	2.245882	0.3618046	0.681166	0.318834	0.7167681
1890	-271.6373	-316.6937	45.05632	0.5645101	1.498256	0.3618046	0.544885	0.455115	0.8662761
1896	-281.3547	-325.9964	44.64167	0.5601045	1.515857	0.3618046	0.484386	0.515614	1.254518
1902	-271.858	-316.9369	45.07891	0.4216379	1.515857	0.2349242	0.460748	0.539252	1.254518
1908	-275.7721	-320.9951	45.22305	0.1118215	1.242778	0.2798694	0.460748	0.539252	1.463993
1914	-270.6675	-316.1367	45.46925	0.6678173	1.520124	0.1835366	0.556597	0.443403	0.7571585
1920	-275.6971	-320.3647	44.66756	0.5299032	2.638081	0.2162454	0.66021	0.33979	0.9872085
1926	-280.764	-324.3982	43.63423	0.4985474	2.638081	0.2950089	0.66021	0.33979	1.684999
1932	-273.6608	-318.0055	44.34471	0.1749408	2.638081	0.1903574	0.741476	0.258524	1.60855
1938	-273.8303	-318.3011	44.47087	0.1684559	2.638081	0.2666372	0.607734	0.392266	1.358536
1944	-270.4448	-316.0606	45.61578	0.4280373	1.253226	0.2666372	0.468777	0.531223	0.8490792
1950	-269.4446	-315.2854	45.8408	0.4797347	1.348997	0.1441952	0.587947	0.412053	0.860109
1956	-275.0688	-320.1211	45.05232	1.000363	2.302713	0.09787742	0.593048	0.406952	0.5955898
1962	-274.7042	-320.1527	45.44852	0.8519114	1.84435	0.09401267	0.531103	0.468897	0.6698231
1968	-276.6585	-321.8315	45.173	0.8519114	2.139756	0.116346	0.531103	0.468897	0.6862641
1974	-273.2137	-319.3414	46.12773	1.018192	0.7111771	0.1368113	0.550815	0.449185	0.4157455
1980	-273.6723	-319.618	45.94568	0.422188	1.129677	0.1429253	0.50597	0.49403	1.014797
1986	-274.3661	-319.4262	45.06014	0.2708777	2.261545	0.2713478	0.645555	0.354445	0.8889245
1992	-271.3464	-316.4186	45.07226	0.3082278	2.271574	0.2695645	0.589064	0.410936	0.8286249
1998	-272.5913	-318.0922	45.5009	0.6404161	1.938045	0.1243493	0.622991	0.377009	0.6197326
2004	-273.5599	-318.9579	45.39798	0.2361621	1.784574	0.2345158	0.711297	0.288703	0.9656928
2010	-276.338	-320.3764	44.0384	0.1278522	7.151007	0.1859118	0.89213	0.10787	0.6798713
2016	-271.025	-316.2565	45.23148	0.1296147	3.636077	0.09696685	0.794033	0.205967	0.8047415
2022	-280.6381	-324.9854	44.34727	0.2711211	2.629483	0.3881397	0.837123	0.162877	1.155647
2028	-278.9145	-323.1978	44.28335	0.4465364	2.281685	0.2705451	0.658675	0.341325	1.418992
2034	-272.1787	-317.9073	45.72853	0.3332854	1.343289	0.1971352	0.700522	0.299478	0.9598104
2040	-267.7813	-312.0435	44.26215	0.6454931	4.240435	0.1768309	0.814583	0.185417	0.7357481
2046	-271.2989	-316.4481	45.14918	0.6151271	2.500363	0.150474	0.728197	0.271803	0.5217924
2052	-268.3582	-315.2012	46.84299	0.3095654	0.8315927	0.04777889	0.462191	0.537809	0.9453508
2058	-273.1647	-319.8462	46.68152	0.4023052	0.8315927	0.0521492	0.471914	0.528086	0.9936765
2064	-270.5139	-316.7635	46.2496	0.5712445	0.9987129	0.08307434	0.453176	0.546824	0.9260242
2070	-277.2494	-322.4951	45.2457	0.6080348	2.494923	0.1208234	0.680161	0.319839	0.6168812
2076	-270.1535	-315.2043	45.05076	0.359699	2.63593	0.2194528	0.612878	0.387122	0.7162082
2082	-266.8494	-312.9727	46.12327	0.2426696	1.163453	0.1298498	0.636758	0.363242	1.033936
2088	-269.0391	-315.0285	45.9894	0.2197419	1.615306	0.1212035	0.706711	0.293289	0.8595288
2094	-273.2125	-319.0315	45.81896	0.4396452	1.577843	0.07324748	0.533799	0.466201	1.052084
2100	-266.9628	-311.4708	44.50802	0.4594169	4.455609	0.07324748	0.728587	0.271413	1.052084
2106	-273.9238	-317.7586	43.83478	0.5002917	5.295872	0.1733662	0.728587	0.271413	1.052084
2112	-275.2056	-319.1108	43.90518	0.4743592	3.804418	0.2631214	0.716708	0.283292	1.191392
2118	-278.0565	-322.8326	44.77617	0.6595477	2.658106	0.144435	0.716708	0.283292	0.9678286
2124	-276.2556	-322.7357	46.48004	0.2494688	0.9270741	0.1383816	0.34695	0.65305	0.8572404
2130	-279.3329	-323.1897	43.85677	0.7995791	3.090511	0.45903	0.650397	0.349603	0.7582507
2136	-269.7918	-314.5551	44.76329	0.9315491	2.594765	0.1565188	0.756985	0.243015	0.5444517
2142	-270.7392	-315.1952	44.45601	0.7337638	5.061371	0.06080161	0.8816	0.1184	0.6095446
2148	-275.9869	-319.9781	43.99124	0.5808039	6.838671	0.1027092	0.844073	0.155927	0.5843299
2154	-277.1803	-321.252	44.07171	0.7704349	4.674931	0.1121904	0.867069	0.132931	0.940069
2160	-273.2867	-317.7483	44.46156	0.6964818	4.15823	0.1121904	0.7685	0.2315	0.748383
2166	-265.8394	-310.9321	45.09275	0.2425285	2.520839	0.1746719	0.7685	0.2315	1.031294
2172	-265.9186	-311.7506	45.83207	0.07530944	1.40502	0.2197651	0.545875	0.454125	1.000547
2178	-263.1532	-309.6167	46.46353	0.1845587	1.12591	0.1168141	0.573686	0.426314	0.8176971
2184	-260.2315	-307.3165	47.08501	0.7653511	0.3986272	0.07468736	0.195474	0.804526	0.6896972
2190	-267.263	-313.8084	46.54545	0.8292501	0.4413746	0.1581489	0.42406	0.57594	0.7860595
2196	-268.6573	-314.6659	46.00866	0.2943378	0.8617132	0.2616639	0.269059	0.730941	0.9932708
2202	-269.8034	-313.5556	43.75222	0.3203611	8.299365	0.1143327	0.897548	0.102452	0.8547516
2208	-269.1005	-312.3805	43.27994	0.6428189	8.299365	0.1318026	0.863698	0.136302	0.9471979
2214	-270.2529	-313.7836	43.53072	0.4517843	8.299365	0.1318026	0.915012	0.0849878	0.8812254
2220	-281.6852	-324.6715	42.98631	0.6255651	8.57866	0.2154459	0.899339	0.100661	0.9338499
2226	-273.9813	-317.0635	43.08218	0.5112811	8.089167	0.2911697	0.906614	0.0933863	0.8314683
2232	-277.154	-321.86	44.70602	0.04036883	5.74622	0.03479911	0.846629	0.153371	1.10085
2238	-278.5324	-324.041	45.50859	0.07911906	3.529948	0.06512327	0.896262	0.103738	0.7463036
2244	-272.8817	-318.129	45.24728	0.3151016	2.354001	0.1067727	0.590493	0.409507	1.128048
2250	-267.66	-312.102	44.44196	0.6643176	3.218976	0.2138273	0.710799	0.289201	0.813199
2256	-279.9351	-323.8101	43.87493	0.3826909	3.218976	0.565078	0.66192	0.33808	0.9661735
2262	-269.65	-314.4275	44.7775	0.03855277	3.592288	0.1745633	0.835623	0.164377	1.09532
2268	-267.8471	-311.9081	44.06101	0.1856432	7.815491	0.09305637	0.835623	0.164377	0.8622986
2274	-271.963	-318.2414	46.27847	0.2490525	1.427662	0.08831962	0.630618	0.369382	0.8030554
2280	-270.0449	-315.9041	45.85928	0.3125159	1.561145	0.09090031	0.586321	0.413679	1.069115
2286	-276.2781	-321.9043	45.62624	0.6969348	1.414797	0.1543246	0.605176	0.394824	0.740148
2292	-278.7212	-324.7379	46.01674	0.625615	0.6135042	0.3066953	0.547596	0.452404	0.8443455
2298	-270.8439	-317.2572	46.41328	0.2869041	0.6556518	0.2299519	0.3955	0.6045	0.9312193
2304	-273.0224	-320.0083	46.98588	0.1737489	0.496734	0.1920338	0.385859	0.614141	0.7995782
2310	-275.8583	-321.235	45.37674	0.7935414	0.9372615	0.4154887	0.61063	0.38937	0.5977489
2316	-273.3264	-319.1973	45.87088	0.5374204	0.9372615	0.1882425	0.380016	0.619984	1.011523
2322	-269.2855	-314.2645	44.979	0.4414503	2.22951	0.2224052	0.68451	0.31549	0.951184
2328	-271.5726	-316.5699	44.99735	0.8047892	2.22951	0.1518795	0.455222	0.544778	0.7543741
2334	-276.5013	-320.9681	44.46684	0.5691823	3.636593	0.1091702	0.571188	0.428812	1.096109
2340	-272.2985	-316.7906	44.49216	0.1747227	3.76294	0.1254533	0.72783	0.27217	1.317935
2346	-280.4913	-324.9002	44.40888	0.2596543	3.627703	0.0991587	0.854703	0.145297	1.438151
2352	-275.254	-319.9922	44.73813	0.8772391	2.954048	0.07722538	0.802811	0.197189	0.92741
2358	-274.5677	-319.4056	44.83792	0.1644114	3.945214	0.09807553	0.73551	0.26449	1.069642
2364	-275.8273	-319.5899	43.76262	0.6170798	5.691193	0.1471351	0.836982	0.163018	0.9949339
2370	-271.5677	-315.9345	44.36678	0.2187246	4.277076	0.1920128	0.778157	0.221843	1.04045
2376	-271.1326	-315.8074	44.67477	0.319488	4.651759	0.1121348	0.867723	0.132277	0.763631
2382	-271.9139	-316.9934	45.07953	0.3048727	2.870525	0.09064234	0.792361	0.207639	1.128992
2388	-274.4694	-318.436	43.9666	0.8403554	3.629852	0.2574099	0.784642	0.215358	0.8435003
2394	-269.5605	-315.265	45.7045	0.5511961	1.085348	0.266507	0.483561	0.516439	0.7674171
2400	-268.4873	-313.6965	45.20914	0.490385	1.794834	0.1624449	0.584357	0.415643	1.106283
2406	-270.5921	-316.9344	46.34228	0.146493	1.241108	0.1200658	0.544538	0.455462	0.8728304
2412	-266.9494	-313.2811	46.33176	0.124417	0.6011433	0.3608116	0.636819	0.363181	0.9423662
2418	-274.9143	-321.5894	46.67504	0.03283701	0.4930475	0.3420232	0.426659	0.573341	0.8939174
2424	-271.2455	-317.3983	46.15279	0.05108399	1.361783	0.1745094	0.526804	0.473196	0.864308
2430	-272.6348	-318.583	45.94823	0.1924244	1.229304	0.2330923	0.642967	0.357033	0.8625956
2436	-268.5874	-314.1153	45.52791	0.1391308	2.219485	0.1104573	0.642967	0.357033	1.083548
2442	-274.4557	-319.7407	45.28501	0.2334179	1.366435	0.3945044	0.555113	0.444887	1.013293
2448	-274.9764	-320.3906	45.41416	0.5055942	1.135931	0.3945044	0.541945	0.458055	0.7779039
2454	-272.8943	-319.2103	46.316	0.217723	0.8083754	0.2430627	0.448877	0.551123	0.8613176
2460	-269.7205	-313.5424	43.82189	1.017729	5.760352	0.09650346	0.765553	0.234447	0.4023269
2466	-270.0869	-314.2831	44.19625	0.8797502	4.392496	0.13668	0.753238	0.246762	0.5589901
2472	-265.0926	-309.9295	44.83695	0.09209137	1.683077	0.429338	0.429355	0.570645	1.274808
2478	-266.2011	-311.8181	45.617	0.2611876	1.683077	0.2110183	0.698432	0.301568	0.8405118
2484	-272.3325	-317.8873	45.55487	0.5520036	1.138467	0.2556576	0.603467	0.396533	0.9238925
2490	-274.2628	-318.3962	44.13343	0.9490795	3.182889	0.2809259	0.820939	0.179061	0.5266608
2496	-274.899	-318.7684	43.86945	1.028285	2.900943	0.417736	0.637581	0.362419	0.5889744
2502	-269.1558	-313.6624	44.50658	1.024202	2.313751	0.2552991	0.712319	0.287681	0.4164075
2508	-273.6797	-317.7507	44.07106	0.7246748	3.985036	0.2552991	0.584108	0.415892	0.6867948
2514	-270.0157	-314.6368	44.62117	0.3833008	3.459338	0.2102995	0.83085	0.16915	0.8364098
2520	-271.5252	-315.8591	44.33393	0.4408942	3.376927	0.2117861	0.752227	0.247773	1.103328
2526	-278.9681	-322.0102	43.04206	0.6642958	7.715711	0.3324718	0.750699	0.249301	0.6045273
2532	-283.1874	-327.4078	44.22033	0.1696092	5.456515	0.09001032	0.653054	0.346946	1.244856
2538	-278.2664	-323.0255	44.75909	0.0462784	5.659327	0.1015538	0.775926	0.224074	0.6939781
2544	-274.2597	-319.6342	45.37457	0.2242515	2.284863	0.1168719	0.727857	0.272143	1.090524
2550	-267.117	-312.9811	45.86406	0.6895905	0.8802651	0.2523188	0.367864	0.632136	0.6808155
2556	-264.5912	-310.2182	45.62702	0.9507625	1.107172	0.1816676	0.522555	0.477445	0.4680637
2562	-274.8402	-320.5875	45.74731	1.162739	0.8453361	0.1253365	0.430769	0.569231	0.8041961
2568	-280.7964	-326.2773	45.48082	0.9952869	1.387887	0.1072818	0.436805	0.563195	0.8041961
2574	-272.619	-318.3232	45.70426	0.3155337	2.057556	0.07711837	0.612531	0.387469	0.9690079
2580	-278.029	-322.6159	44.58691	0.6521666	3.965297	0.1124301	0.878706	0.121294	0.720421
2586	-276.8923	-322.1424	45.25009	0.7033247	2.37252	0.1124301	0.579968	0.420032	0.6033496
2592	-271.4001	-316.7522	45.35203	0.5689084	2.37252	0.1124301	0.693406	0.306594	0.6776743
2598	-271.3951	-316.0168	44.62169	0.2446986	2.942334	0.1455714	0.797379	0.202621	1.354779
2604	-268.793	-313.5245	44.7315	0.0383181	2.942334	0.3181996	0.656273	0.343727	1.020575
2610	-268.6172	-313.3364	44.71924	0.5257809	2.235277	0.2073883	0.664856	0.335144	1.15664
2616	-270.0673	-315.7291	45.66186	0.1434339	2.235277	0.126239	0.674123	0.325877	0.8683579
2622	-274.0938	-318.0414	43.94757	0.6362816	4.216006	0.2441117	0.799856	0.200144	0.9099339
2628	-272.5414	-317.187	44.64559	0.3669096	3.422983	0.1911904	0.660366	0.339634	0.9099339
2634	-270.1516	-315.7952	45.64362	0.1386611	1.710492	0.2450347	0.581623	0.418377	0.8197547
2640	-263.4103	-308.4611	45.05079	0.5961902	1.710492	0.2229348	0.713954	0.286046	1.033195
2646	-263.519	-309.0467	45.52772	0.3734497	1.117491	0.3010881	0.546006	0.453994	1.039888
2652	-266.1378	-311.6881	45.55034	0.282552	1.4306	0.3010881	0.557265	0.442735	0.8314014
2658	-268.9132	-315.0105	46.09728	0.07280609	1.659396	0.1239864	0.340436	0.659564	0.8571548
2664	-267.6073	-313.7025	46.09525	0.100178	1.350674	0.08537426	0.47425	0.52575	1.211139
2670	-267.397	-313.6711	46.27417	0.09348189	1.350674	0.08355874	0.560091	0.439909	1.064697
2676	-270.2636	-317.0677	46.80414	0.1083951	0.5497014	0.09814388	0.313927	0.686073	1.288124
2682	-276.1874	-323.1955	47.00812	0.03631923	0.3411201	0.1630953	0.367447	0.632553	1.288124
2688	-271.5645	-318.6921	47.1276	0.02284758	0.3411201	0.249078	0.330169	0.669831	0.9624535
2694	-272.0648	-319.8906	47.82588	0.007630046	0.2825617	0.08660799	0.109438	0.890562	0.9624535
2700	-279.2506	-325.6461	46.39555	0.1708838	0.7805986	0.13681	0.515599	0.484401	1.186832
2706	-277.5621	-324.4964	46.93431	0.183676	0.5269331	0.1200533	0.461028	0.538972	1.061882
2712	-287.3142	-334.814	47.49976	0.06603861	0.3481252	0.1002929	0.40218	0.59782	1.022781
2718	-286.0754	-333.9658	47.89045	0.2775004	0.1688905	0.1002929	0.26493	0.73507	0.8801878
2724	-284.7116	-331.4551	46.74354	0.5424472	0.5157472	0.1723241	0.477854	0.522146	0.642665
2730	-282.7637	-327.5233	44.75957	0.8027283	1.588202	0.383807	0.700173	0.299827	0.8032057
2736	-271.967	-317.3772	45.41016	0.6722556	1.641965	0.1723907	0.633802	0.366198	0.763505
2742	-268.7489	-315.7046	46.95575	0.2758521	0.441005	0.1316636	0.254658	0.745342	1.049976
2748	-278.564	-325.2869	46.72285	0.1954049	0.4315849	0.1955683	0.206	0.794	1.155944
2754	-268.4437	-315.0786	46.6349	0.2919404	0.7508597	0.169641	0.365884	0.634116	0.7130465
2760	-270.9038	-317.5032	46.59947	0.4177076	0.5244088	0.169641	0.352329	0.647671	0.9910541
2766	-274.3118	-321.5765	47.26471	0.2960726	0.3568603	0.08696006	0.358819	0.641181	1.065752
2772	-273.9546	-319.1574	45.20276	0.8783562	2.080864	0.1234827	0.68958	0.31042	0.550754
2778	-276.7527	-322.2225	45.46988	0.4792925	1.65007	0.2223468	0.644584	0.355416	0.7285778
2784	-274.3197	-318.6579	44.33817	0.290555	5.261035	0.1719093	0.756764	0.243236	0.7285778
2790	-276.7057	-321.5741	44.86842	0.804321	3.052072	0.1048301	0.781695	0.218305	0.4147486
2796	-287.3016	-332.342	45.04042	0.9061527	3.052072	0.04626273	0.770986	0.229014	0.4164952
2802	-272.7472	-319.1318	46.38463	1.150439	0.7361633	0.04062434	0.526307	0.473693	0.4038741
2808	-270.8235	-317.1713	46.34785	0.8793589	0.6307864	0.1281184	0.233623	0.766377	0.7196344
2814	-278.057	-324.3887	46.33165	0.9492856	0.5865996	0.06836593	0.459524	0.540476	1.033722
2820	-275.1452	-322.2996	47.15439	0.2818122	0.4879905	0.06836593	0.317722	0.682278	1.033722
2826	-272.6132	-320.1573	47.54414	0.1521839	0.4879905	0.0607626	0.174607	0.825393	0.7838637
2832	-272.8555	-320.4773	47.62183	0.0186661	0.434655	0.09274478	0.20966	0.79034	0.7838637
2838	-271.5434	-317.8582	46.31477	0.3929724	0.6655193	0.1734068	0.422071	0.577929	1.078396
2844	-273.501	-318.1938	44.69278	0.500328	3.247888	0.05556587	0.717546	0.282454	1.298413
2850	-271.9022	-317.9489	46.04675	0.1336919	1.368684	0.1460136	0.491667	0.508333	0.9888612
2856	-266.8847	-312.511	45.6263	0.09298691	1.670852	0.2716142	0.669418	0.330582	0.8465425
2862	-269.5079	-315.8552	46.34724	0.2376351	0.642342	0.2716142	0.326162	0.673838	0.9575803
2868	-276.7245	-323.1034	46.37894	0.2904247	0.642342	0.23335	0.440916	0.559084	0.9731375
2874	-272.2229	-316.7142	44.49133	0.3060809	2.007661	0.5388945	0.664151	0.335849	1.048439
2880	-270.6119	-315.7003	45.0884	0.3346926	1.593141	0.3481848	0.40107	0.59893	1.03364
2886	-272.6559	-317.01	44.35405	0.1150369	1.900476	0.6357416	0.425561	0.574439	1.268206
2892	-263.791	-308.4973	44.70631	0.5293616	1.97578	0.3554514	0.539345	0.460655	0.9593972
2898	-269.6761	-314.053	44.37693	0.3393172	2.030802	0.6326561	0.743676	0.256324	0.9781914
2904	-268.5719	-313.8461	45.27415	0.2420225	1.588209	0.3749059	0.671962	0.328038	0.8818768
2910	-271.7032	-316.6929	44.98973	0.02470956	2.71236	0.1900203	0.650551	0.349449	1.196347
2916	-271.4416	-316.6642	45.22257	0.390982	2.378217	0.2041437	0.601907	0.398093	0.6565028
2922	-271.0916	-315.7447	44.65313	1.116916	1.597209	0.3388289	0.602466	0.397534	0.4288255
2928	-275.7154	-319.5135	43.7981	1.487144	2.176545	0.2201392	0.727881	0.272119	0.1672459
2934	-274.5371	-319.8355	45.29842	0.5905075	1.12597	0.4610316	0.388736	0.611264	0.635232
2940	-271.226	-317.3529	46.12689	0.9298654	0.5350207	0.2524797	0.426577	0.573423	0.5156094
2946	-270.7557	-317.0907	46.33504	1.14726	0.5350207	0.1179817	0.331575	0.668425	0.5286527
2952	-269.2551	-314.4364	45.1813	1.821934	0.69366	0.1111233	0.354268	0.645732	0.2125305
2958	-264.9251	-310.5466	45.62157	0.4182695	1.770093	0.1683494	0.586546	0.413454	0.718335
2964	-264.2035	-312.1889	47.98549	0.0635525	0.2447364	0.07876164	0.292466	0.707534	0.8698436
2970	-275.7232	-323.9362	48.21294	0.3221146	0.1413564	0.07059957	0.0878313	0.912169	0.6873155
2976	-276.8998	-324.9281	48.02834	0.4433696	0.1413564	0.04898876	0.0878313	0.912169	0.9157583
2982	-269.3986	-316.6479	47.24928	0.7295846	0.2510108	0.1025674	0.209136	0.790864	0.8061563
2988	-270.0618	-317.0616	46.99983	0.5831467	0.3589932	0.07632514	0.319087	0.680913	1.086347
2994	-273.4456	-320.5279	47.08229	0.9121632	0.3394171	0.0800624	0.385817	0.614183	0.5710582
3000	-271.2051	-317.3714	46.16631	0.4936108	0.7578264	0.2122223	0.426806	0.573194	0.8845219
3006	-276.0336	-321.6827	45.64907	0.8317003	0.7882972	0.2783962	0.456851	0.543149	0.8451872
3012	-278.6659	-325.5304	46.8644	0.9713711	0.3329185	0.1231514	0.419677	0.580323	0.5002656
3018	-273.9029	-320.9092	47.00623	0.9377742	0.3479267	0.08781922	0.363418	0.636582	0.4457088
3024	-279.4498	-327.0166	47.5668	0.5132933	0.2182155	0.1102851	0.127474	0.872526	0.7441884
3030	-267.0402	-312.1815	45.1413	0.5670533	3.215531	0.06104657	0.597776	0.402224	0.7768109
3036	-265.0901	-310.7001	45.60997	0.2968023	1.410432	0.2048508	0.47618	0.52382	1.039273
3042	-276.4972	-322.7392	46.24199	0.2026476	1.165654	0.110581	0.697017	0.302983	1.028854
3048	-275.4824	-321.4218	45.93941	0.3330238	1.352145	0.110581	0.697017	0.302983	1.043691
3054	-275.0233	-321.1792	46.15585	0.07447669	0.6948542	0.2601156	0.522771	0.477229	1.245387
3060	-278.6056	-324.4799	45.87422	0.2160762	1.39501	0.1898382	0.554941	0.445059	0.9092538
3066	-275.4393	-319.4011	43.96179	0.9174755	5.768068	0.09102284	0.863088	0.136912	0.5477737
3072	-270.1559	-317.1944	47.03852	0.1803846	0.4067089	0.2313905	0.368637	0.631363	0.7816635
3078	-272.5298	-319.5515	47.02168	0.2009373	0.4067089	0.1602592	0.209624	0.790376	1.021756
3084	-275.9965	-323.6639	47.66734	0.1809038	0.2398938	0.09455816	0.476091	0.523909	1.021756
3090	-275.8148	-320.7353	44.92046	0.5993535	1.688296	0.3708203	0.480432	0.519568	0.8030188
3096	-276.0797	-321.965	45.88532	0.3944388	1.019442	0.2194702	0.582687	0.417313	0.9635225
3102	-279.6251	-324.0778	44.4527	1.040253	4.28551	0.04676851	0.623416	0.376584	0.6018742
3108	-275.1279	-320.1942	45.0663	0.9072545	2.060945	0.1348637	0.652366	0.347634	0.7286686
3114	-274.7284	-319.2549	44.52648	0.8447152	2.265416	0.3389041	0.603427	0.396573	0.5473309
3120	-277.3937	-321.8084	44.41465	1.166361	1.615521	0.4268118	0.674298	0.325702	0.4252214
3126	-274.1767	-318.9751	44.79844	1.458085	1.158206	0.2457382	0.802309	0.197691	0.3148252
3132	-271.1318	-317.535	46.40318	0.7162005	0.924438	0.05208959	0.536263	0.463737	0.8421202
3138	-270.424	-317.1597	46.73571	0.2518271	0.8076827	0.05302833	0.362585	0.637415	1.107867
3144	-273.8545	-320.3762	46.52167	0.6732883	0.7723171	0.06401097	0.433317	0.566683	0.8865911
3150	-275.2685	-320.8628	45.59433	0.6548327	1.685631	0.09420945	0.576297	0.423703	0.8865911
3156	-275.406	-320.9687	45.56272	0.5559546	1.413347	0.2008306	0.656495	0.343505	0.819153
3162	-266.6673	-311.4911	44.82385	0.4203451	2.102798	0.2231448	0.691966	0.308034	1.181663
3168	-273.8142	-318.0722	44.25801	0.4945652	3.397098	0.2231448	0.778159	0.221841	1.086912
3174	-273.3708	-317.6971	44.3263	0.108301	3.397098	0.4426779	0.797146	0.202854	0.9181085
3180	-266.3118	-311.5534	45.24162	0.4026658	1.586279	0.2845007	0.712768	0.287232	0.9606425
3186	-267.6446	-312.6156	44.97095	0.3972552	1.848464	0.3666183	0.526341	0.473659	0.8732762
