Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	br_lengths[36]	br_lengths[37]	partition_rate[1]	partition_rate[2]	rate01	rate10	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rate_loss	rate_neo	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	rel_br_lengths[30]	rel_br_lengths[31]	rel_br_lengths[32]	rel_br_lengths[33]	rel_br_lengths[34]	rel_br_lengths[35]	rel_br_lengths[36]	rel_br_lengths[37]	root_freqs[1]	root_freqs[2]	rtfq1	tree_length
1872	-275.3839	-320.7885	45.40461	0.0113002	0.00416928	0.0114215	0.0565405	0.0843734	0.000815457	0.00343684	0.00851695	0.00159188	0.00371453	0.0116913	0.0258739	0.0174282	0.0320495	0.0184992	0.0326614	0.00304907	0.0281902	0.0241511	0.00926887	0.0106271	0.0196184	0.0242767	0.0314516	0.0177199	0.0283284	0.00869025	0.00444137	0.0525843	0.0111428	0.0556314	0.0496494	0.00420289	0.00620802	0.0258975	0.00381697	0.112837	0.2822913	1.717709	0.6280004	1.372	0.65804	0.815382	0.93831	1.06575	1.22642	1.51966	0.3025963	2.184711	0.1643418	0.0132032	0.00487141	0.0133449	0.0660623	0.0985824	0.000952785	0.00401563	0.00995126	0.00185996	0.00434008	0.0136601	0.0302312	0.0203632	0.0374468	0.0216146	0.0381617	0.00356255	0.0329376	0.0282182	0.0108298	0.0124168	0.0229223	0.0283651	0.0367482	0.020704	0.0330991	0.0101537	0.00518932	0.0614398	0.0130193	0.065	0.0580106	0.00491068	0.00725349	0.0302589	0.00445977	0.131839	0.856562	0.143438	0.856562	0.8558667
1908	-275.7721	-320.9951	45.22305	0.00904247	0.0273884	0.03203	0.00898044	0.103806	0.00938134	0.0058718	0.0338746	0.0397658	0.00545571	0.0190865	0.034184	0.0810595	0.0212389	0.0403606	0.0647579	0.00327374	0.0384512	0.050207	0.0020336	0.0143975	0.0979571	0.0453013	0.0946255	0.00717243	0.0142991	0.0382773	0.0650456	0.0796524	0.0174911	0.0597861	0.00304117	0.0214841	0.00923841	0.127694	0.037229	0.101052	0.4373405	1.562659	0.8917512	1.108249	0.856716	0.927352	0.976744	1.02381	1.07834	1.16725	0.1118215	1.242778	0.2798694	0.00617658	0.018708	0.0218785	0.00613421	0.0709061	0.00640805	0.00401081	0.0231385	0.0271626	0.00372659	0.0130373	0.0233498	0.0553687	0.0145075	0.0275689	0.0442338	0.00223617	0.0262646	0.0342946	0.00138908	0.00983439	0.0669109	0.0309436	0.0646352	0.00489922	0.00976717	0.0261458	0.0444303	0.0544076	0.0119475	0.0408377	0.00207731	0.014675	0.00631042	0.0872229	0.0254298	0.0690249	0.460748	0.539252	0.460748	1.463993
1944	-270.4448	-316.0606	45.61578	0.00431001	0.00138144	0.0242062	0.000313073	0.0541632	0.0101978	0.0171838	0.0130286	0.0331259	0.000421052	0.036177	0.0152528	0.00882063	0.028643	0.0322335	0.0600897	0.0204724	0.0102485	0.00425808	0.00421318	0.0995313	0.0145319	0.0311	0.0236457	0.0428404	0.0492538	0.00059462	0.00904489	0.0326618	0.0155315	0.0210111	0.0192249	0.00988651	0.00451089	0.0329704	0.00875456	0.0552451	0.421016	1.578984	0.8876163	1.112384	0.553235	0.749232	0.913866	1.09425	1.3347	1.80755	0.4280373	1.253226	0.2666372	0.0050761	0.00162699	0.0285088	0.000368721	0.0637905	0.0120104	0.0202382	0.0153444	0.0390139	0.000495892	0.0426073	0.0179639	0.0103885	0.0337342	0.0379629	0.0707704	0.0241113	0.0120701	0.00501493	0.00496205	0.117223	0.0171149	0.036628	0.0278487	0.0504552	0.0580085	0.000700312	0.0106526	0.0384673	0.0182922	0.0247458	0.0226421	0.0116438	0.00531268	0.0388307	0.0103107	0.0650647	0.468777	0.531223	0.4687766	0.8490792
1980	-273.6723	-319.618	45.94568	0.00182865	0.000808628	0.0234691	0.00282521	0.0884873	0.0105096	0.029744	0.00233803	0.0502688	0.0138075	0.0285928	0.023078	0.0181498	0.0577698	0.0211532	0.0416268	0.0279227	0.0446919	0.0455177	0.0199918	0.135184	0.0263847	0.0202761	0.0414749	0.01654	0.0123202	0.0171727	0.00441558	0.0200167	0.0247254	0.0273282	0.0320414	0.0159089	0.00729985	0.00450116	0.00844725	0.0481782	0.2501043	1.749896	0.9391094	1.060891	0.557728	0.752194	0.914992	1.09291	1.32944	1.79299	0.422188	1.129677	0.1429253	0.00180199	0.000796837	0.0231269	0.00278401	0.0871971	0.0103564	0.0293103	0.00230394	0.0495358	0.0136061	0.0281759	0.0227415	0.0178852	0.0569274	0.0208448	0.0410198	0.0275156	0.0440403	0.044854	0.0197003	0.133213	0.026	0.0199804	0.0408702	0.0162989	0.0121406	0.0169223	0.00435119	0.0197248	0.0243649	0.0269297	0.0315742	0.015677	0.0071934	0.00443553	0.00832408	0.0474757	0.50597	0.49403	0.5059705	1.014797
2016	-271.025	-316.2565	45.23148	0.0102035	0.0017786	0.0223241	0.000641337	0.0488391	0.0126331	0.000866672	0.00437662	0.0170253	0.00297646	0.0189771	0.00918367	0.015726	0.019898	0.0619531	0.0455721	0.0231465	0.0256988	0.0629665	0.0181308	0.0927091	0.00820461	0.00275225	0.0224449	0.0550618	0.0151608	0.00477668	0.0108921	0.0452386	0.0185826	0.0172442	0.0171066	0.0372953	0.00219984	0.00257848	0.00457811	0.0249979	0.1767909	1.823209	0.4313993	1.568601	0.835892	0.916289	0.973094	1.02765	1.09136	1.19633	0.1296147	3.636077	0.09696685	0.0126793	0.00221015	0.0277407	0.000796948	0.0606892	0.0156984	0.00107696	0.00543854	0.0211563	0.00369865	0.0235816	0.011412	0.0195417	0.024726	0.076985	0.0566295	0.0287627	0.0319343	0.0782444	0.0225299	0.115204	0.0101953	0.00342004	0.0278909	0.0684218	0.0188393	0.00593567	0.0135349	0.0562151	0.0230914	0.0214282	0.0212573	0.0463444	0.0027336	0.0032041	0.00568892	0.0310633	0.794033	0.205967	0.7940327	0.8047415
2052	-268.3582	-315.2012	46.84299	0.0127898	0.00465182	0.0159842	0.0092802	0.0884557	0.0193683	0.00136977	0.00726085	0.0274909	0.0128769	0.00630334	0.0581327	0.0286731	0.0661961	0.00416014	0.0460624	0.000469514	0.0337702	0.0464936	0.00868829	0.0745345	0.0222561	0.0183328	0.0443412	0.0242044	0.0384664	0.00160351	0.00379585	0.0285379	0.0367914	0.0711785	0.0023281	0.0281553	0.00232311	0.0201498	0.00295491	0.0269193	0.09120034	1.9088	1.091946	0.9080542	0.651729	0.811559	0.936935	1.06731	1.2322	1.53438	0.3095654	0.8315927	0.04777889	0.0135292	0.00492074	0.0169082	0.00981668	0.0935692	0.0204879	0.00144895	0.00768058	0.0290801	0.0136212	0.00666772	0.0614932	0.0303306	0.0700228	0.00440063	0.0487252	0.000496656	0.0357224	0.0491813	0.00919054	0.0788432	0.0235426	0.0193926	0.0469044	0.0256036	0.0406901	0.0016962	0.00401528	0.0301876	0.0389183	0.0752932	0.00246268	0.029783	0.00245741	0.0213146	0.00312573	0.0284754	0.462191	0.537809	0.4621914	0.9453508
2088	-269.0391	-315.0285	45.9894	0.000425153	0.00572552	0.0109182	0.00388698	0.0992402	0.00490974	0.0138137	0.00384417	0.0182369	0.00118384	0.00274092	0.107407	0.011218	0.0384329	0.0151787	0.017379	0.00702287	0.00995626	0.0429638	0.00565889	0.0943773	0.0105767	0.0289966	0.0251832	0.0352358	0.0176109	0.017632	0.0219877	0.0336622	0.0583619	0.0376449	0.0156155	0.0123475	0.00458675	0.00830533	0.00167176	0.0155903	0.2162025	1.783798	0.7647288	1.235271	0.737933	0.862247	0.954813	1.04733	1.15976	1.35514	0.2197419	1.615306	0.1212035	0.000494634	0.00666124	0.0127026	0.00452223	0.115459	0.00571212	0.0160713	0.00447241	0.0212173	0.00137731	0.00318886	0.12496	0.0130513	0.0447139	0.0176593	0.0202192	0.0081706	0.0115834	0.0499853	0.00658372	0.109801	0.0123052	0.0337355	0.0292988	0.0409943	0.0204891	0.0205136	0.0255811	0.0391636	0.0678999	0.0437971	0.0181675	0.0143654	0.00533636	0.00966265	0.00194497	0.0181382	0.706711	0.293289	0.7067111	0.8595288
2124	-276.2556	-322.7357	46.48004	0.000136911	0.00127922	0.00998066	0.0164357	0.0255701	0.00372432	0.000801039	0.00381829	0.00202627	0.014413	0.0245222	0.0213256	0.00193895	0.0430225	0.0195419	0.0430869	0.00455328	0.0187991	0.0167987	0.0543084	0.09187	0.0291598	0.0598615	0.0226355	0.036255	0.0351541	0.0142332	0.0315744	0.0325965	0.0553488	0.0374511	0.0022156	0.0169168	0.0281145	0.01412	0.00857528	0.0150752	0.2431198	1.75688	1.037843	0.9621572	0.708211	0.845131	0.948859	1.0539	1.18325	1.41201	0.2494688	0.9270741	0.1383816	0.000159711	0.00149225	0.0116428	0.0191728	0.0298284	0.00434454	0.000934439	0.00445417	0.00236371	0.0168132	0.028606	0.024877	0.00226185	0.0501873	0.0227963	0.0502623	0.00531156	0.0219298	0.0195963	0.0633526	0.107169	0.0340159	0.0698305	0.0264051	0.0422927	0.0410085	0.0166035	0.0368326	0.0380249	0.0645663	0.043688	0.00258458	0.019734	0.0327966	0.0164715	0.0100034	0.0175857	0.34695	0.65305	0.3469503	0.8572404
2160	-273.2867	-317.7483	44.46156	0.0033133	0.0112635	0.0187311	0.0112319	0.0634367	0.000664608	0.000849236	0.00551118	0.00904696	0.00125128	0.00834407	0.0178643	0.000726514	0.0417927	0.0325685	0.109647	0.00512145	0.0178226	0.047964	0.0254228	0.00399277	0.050046	0.0183923	0.0301769	0.000247804	0.035185	0.0143083	0.00952988	0.0428169	0.00683861	0.00789882	0.0143093	0.011803	0.00181161	0.020929	0.01292	0.0346034	0.2017468	1.798253	0.3877299	1.61227	0.381658	0.625146	0.863674	1.15784	1.59963	2.62015	0.6964818	4.15823	0.1121904	0.00442728	0.0150504	0.0250287	0.0150083	0.084765	0.000888059	0.00113476	0.00736412	0.0120887	0.00167198	0.0111495	0.0238706	0.000970779	0.055844	0.0435185	0.146512	0.00684335	0.0238149	0.0640902	0.0339703	0.00533519	0.0668722	0.0245761	0.0403228	0.000331119	0.0470147	0.0191189	0.012734	0.0572126	0.00913784	0.0105545	0.0191202	0.0157713	0.0024207	0.0279656	0.0172638	0.0462375	0.7685	0.2315	0.7685004	0.748383
2196	-268.6573	-314.6659	46.00866	0.0164509	0.0157167	0.0252326	0.00489244	0.0940264	0.00328649	0.00817387	0.0391862	0.0192761	0.0300507	0.00434405	0.0192952	0.0367803	0.061259	0.0166523	0.0946691	0.00231639	0.0272013	0.0258103	0.0127716	0.00399334	0.0997493	0.0313845	0.0265237	0.00217752	0.0322351	0.0303628	0.0461517	0.0115551	0.0346484	0.0244045	0.0236108	0.0315188	0.0111963	0.00680083	0.00693752	0.0126286	0.4147918	1.585208	1.074279	0.9257207	0.665599	0.819937	0.939942	1.0639	1.21961	1.50241	0.2943378	0.8617132	0.2616639	0.0165624	0.0158231	0.0254036	0.00492559	0.0946634	0.00330875	0.00822925	0.0394517	0.0194067	0.0302543	0.00437348	0.0194259	0.0370295	0.061674	0.0167651	0.0953105	0.00233208	0.0273856	0.0259852	0.0128581	0.0040204	0.100425	0.0315971	0.0267034	0.00219227	0.0324535	0.0305685	0.0464644	0.0116333	0.0348831	0.0245698	0.0237708	0.0317324	0.0112722	0.0068469	0.00698452	0.0127141	0.269059	0.730941	0.2690587	0.9932708
2232	-277.154	-321.86	44.70602	0.0136771	0.00565492	0.0786684	0.0112794	0.0813257	0.0170576	0.0320326	0.00330362	0.00933684	0.00089426	0.0134925	0.0150368	0.0417459	0.0392701	0.0949735	0.0418944	0.00903101	0.00556966	0.0754931	0.00295119	0.000264281	0.00906599	0.0281718	0.055309	0.025506	0.0649666	0.0053309	0.0156089	0.0438014	0.0123908	0.0347282	0.013928	0.0320703	0.0100774	0.058483	0.0117295	0.0867296	0.06725772	1.932742	0.2964623	1.703538	0.9457	0.973139	0.991541	1.00853	1.0276	1.05742	0.04036883	5.74622	0.03479911	0.0124241	0.00513687	0.0714615	0.0102461	0.0738754	0.0154949	0.029098	0.00300097	0.00848148	0.000812336	0.0122564	0.0136592	0.0379215	0.0356725	0.0862729	0.0380564	0.00820367	0.00505942	0.0685771	0.00268083	0.00024007	0.00823545	0.025591	0.050242	0.0231693	0.0590149	0.00484253	0.0141789	0.0397887	0.0112557	0.0315467	0.012652	0.0291323	0.00915423	0.0531253	0.0106549	0.0787842	0.846629	0.153371	0.846629	1.10085
2268	-267.8471	-311.9081	44.06101	0.0177547	0.0124654	0.0307969	0.00462463	0.0766904	0.00610751	0.0018513	0.00205919	0.000605998	0.000538547	0.0231768	0.029804	0.0464362	0.0209971	0.0072932	0.0540177	0.0215341	0.0407383	0.0438844	0.00742706	0.0161529	0.0951118	0.0205204	0.0130402	0.0603925	0.00759258	0.0028252	0.0417159	0.0271649	0.0252897	0.0211503	0.037661	0.0171386	0.00494079	0.00338029	0.00273986	0.0166783	0.1702682	1.829732	0.2268734	1.773127	0.773567	0.882308	0.961689	1.03984	1.13339	1.29271	0.1856432	7.815491	0.09305637	0.02059	0.014456	0.0357149	0.00536314	0.0889372	0.00708282	0.00214693	0.00238802	0.000702771	0.000624548	0.0268779	0.0345634	0.0538516	0.0243502	0.00845786	0.0626439	0.0249729	0.0472439	0.0508923	0.00861309	0.0187323	0.1103	0.0237973	0.0151226	0.0700366	0.00880504	0.00327636	0.0483776	0.0315029	0.0293282	0.0245278	0.0436751	0.0198755	0.00572979	0.0039201	0.00317739	0.0193416	0.835623	0.164377	0.8356231	0.8622986
2304	-273.0224	-320.0083	46.98588	0.0175214	0.0330774	0.0169751	0.0035885	0.0343199	0.00610222	0.0157174	0.0038052	0.00187852	0.0332565	0.00434054	0.0110388	0.0103625	0.0177755	0.0214298	0.0337571	0.0140815	0.0318427	0.0357613	0.000219958	0.00739778	0.0645734	0.0319196	0.0115344	0.0418403	0.0230396	0.0169323	0.0436408	0.0314853	0.0450641	0.0260786	0.0331254	0.0194577	0.00225194	0.0121987	0.0348367	0.00734973	0.3221953	1.677805	1.336243	0.6637572	0.786397	0.889415	0.964099	1.03724	1.12434	1.27162	0.1737489	0.496734	0.1920338	0.0219133	0.0413685	0.0212301	0.004488	0.0429225	0.0076318	0.0196571	0.00475901	0.00234939	0.0415926	0.00542854	0.0138058	0.0129599	0.0222311	0.0268014	0.0422187	0.0176112	0.0398243	0.0447252	0.000275092	0.0092521	0.0807593	0.0399205	0.0144257	0.052328	0.0288147	0.0211765	0.0545798	0.0393774	0.0563599	0.0326155	0.0414286	0.0243349	0.00281641	0.0152564	0.0435688	0.00919201	0.385859	0.614141	0.3858586	0.7995782
2340	-272.2985	-316.7906	44.49216	0.0303421	0.0265057	0.0958588	0.00872664	0.0560373	0.0195097	0.00971175	0.00319876	0.0607824	0.0320271	0.0187524	0.0137733	0.0104858	0.0539946	0.0119474	0.0787068	0.0360558	0.0221656	0.0602147	0.00141943	0.00402524	0.131493	0.069982	0.0534513	0.0469187	0.0277627	0.00799877	0.0746257	0.0489758	0.000493653	0.0245379	0.0637935	0.0557658	0.00200404	0.00632072	0.0274768	0.0220937	0.2229383	1.777062	0.4199087	1.580091	0.785339	0.888831	0.963901	1.03745	1.12507	1.27334	0.1747227	3.76294	0.1254533	0.0230224	0.0201116	0.0727341	0.00662145	0.042519	0.0148032	0.00736891	0.0024271	0.0461194	0.024301	0.0142286	0.0104507	0.00795625	0.0409691	0.00906522	0.0597198	0.0273578	0.0168184	0.0456887	0.00107701	0.0030542	0.0997716	0.0530997	0.0405568	0.0356002	0.0210653	0.00606917	0.0566232	0.037161	0.000374566	0.0186185	0.0484041	0.042313	0.00152059	0.00479593	0.0208484	0.0167639	0.72783	0.27217	0.7278298	1.317935
2376	-271.1326	-315.8074	44.67477	0.00737776	0.0231422	0.0324161	0.00194472	0.0253712	0.0228178	0.00269538	0.0176167	0.0198404	0.00133291	0.0133295	0.0109554	0.00605913	0.0633355	0.0216708	0.0538276	0.00230473	0.00835208	0.026945	0.0207236	0.0626602	0.0276102	0.0125405	0.00130573	0.0148949	0.0125428	0.0342723	0.0531068	0.0199388	0.00564462	0.0412014	0.0162099	0.00596822	0.00377905	0.0412367	0.00199139	0.0266688	0.2016569	1.798343	0.3538722	1.646128	0.642846	0.806145	0.934981	1.06954	1.24047	1.55558	0.319488	4.651759	0.1121348	0.00966142	0.0303055	0.04245	0.00254667	0.0332244	0.0298807	0.00352969	0.0230696	0.0259817	0.00174549	0.0174554	0.0143465	0.00793464	0.08294	0.0283786	0.070489	0.00301812	0.0109373	0.0352854	0.0271382	0.0820556	0.0361565	0.0164222	0.00170989	0.0195054	0.0164253	0.0448807	0.0695452	0.0261105	0.00739182	0.0539546	0.0212274	0.00781559	0.00494878	0.0540008	0.00260779	0.0349237	0.867723	0.132277	0.8677229	0.763631
2412	-266.9494	-313.2811	46.33176	0.0306472	0.0261017	0.0301405	0.000663763	0.0465814	0.0151454	0.00629211	0.0217735	0.0107238	0.000349337	0.00833862	0.0225744	0.00392119	0.0120197	0.065237	0.0520546	0.00234139	0.0376	0.0503916	0.0127665	0.081245	0.0220108	0.00732217	0.00775337	0.0168891	0.0646865	0.0305856	0.0731369	0.0012106	0.00767881	0.0388238	0.058352	0.00303722	0.00203597	0.0281367	0.0181625	0.0256352	0.5302889	1.469711	1.249107	0.7508926	0.841922	0.919507	0.974159	1.02653	1.08754	1.18776	0.124417	0.6011433	0.3608116	0.0325216	0.0276981	0.0319838	0.000704358	0.0494303	0.0160717	0.00667693	0.0231052	0.0113796	0.000370702	0.00884859	0.023955	0.00416101	0.0127548	0.0692268	0.0552381	0.00248459	0.0398996	0.0534735	0.0135473	0.0862138	0.023357	0.00776998	0.00822756	0.017922	0.0686427	0.0324562	0.0776099	0.00128464	0.00814844	0.0411982	0.0619207	0.00322297	0.00216049	0.0298575	0.0192733	0.027203	0.636819	0.363181	0.6368185	0.9423662
2448	-274.9764	-320.3906	45.41416	0.00970254	0.000263891	0.0491106	0.00130759	0.0577327	0.00965501	0.0133702	0.0346916	0.00984963	0.0399124	0.0289155	0.020331	0.0248876	0.013829	0.0246406	0.0919412	0.00274952	0.0108696	0.012907	0.0178531	0.00592713	0.0552895	0.0295059	0.0449735	0.00455981	0.0316364	0.0114796	0.0278766	0.00836011	0.0201836	0.0118166	0.00707455	0.0109676	0.0109001	0.00133206	0.00427305	0.0172276	0.5657987	1.434201	0.9363597	1.06364	0.496966	0.711046	0.899073	1.11226	1.40638	2.01221	0.5055942	1.135931	0.3945044	0.0124727	0.000339233	0.063132	0.00168092	0.0742157	0.0124116	0.0171874	0.0445963	0.0126618	0.0513077	0.037171	0.0261356	0.0319932	0.0177772	0.0316756	0.118191	0.00353453	0.0139729	0.016592	0.0229503	0.00761936	0.071075	0.03793	0.0578137	0.00586166	0.0406688	0.0147571	0.0358355	0.010747	0.0259461	0.0151903	0.00909437	0.014099	0.0140121	0.00171238	0.00549303	0.0221462	0.541945	0.458055	0.5419448	0.7779039
2484	-272.3325	-317.8873	45.55487	0.0107812	0.00249125	0.0301836	0.0106779	0.0608917	0.0293002	0.00937387	0.0151252	0.00388398	0.00481958	0.00725008	0.0190747	0.012285	0.0620721	0.00700002	0.0576174	0.00156938	0.054739	0.0342653	0.0113233	0.0883557	0.00899996	0.0281464	0.0149984	0.00850776	0.00452344	0.0110727	0.0102063	0.00646401	0.0281446	0.0972628	0.0353257	0.0216621	0.00858559	0.00686732	0.0522331	0.0478117	0.4072091	1.592791	0.9352493	1.064751	0.466071	0.689133	0.890335	1.12317	1.4511	2.1456	0.5520036	1.138467	0.2556576	0.0116693	0.00269647	0.03267	0.0115576	0.0659077	0.0317138	0.0101461	0.0163712	0.00420393	0.0052166	0.00784732	0.020646	0.013297	0.0671854	0.00757666	0.0623637	0.00169866	0.0592482	0.037088	0.0122561	0.0956342	0.00974135	0.030465	0.0162339	0.0092086	0.00489607	0.0119849	0.0110471	0.0069965	0.0304631	0.105275	0.0382358	0.0234465	0.00929284	0.00743303	0.056536	0.0517503	0.603467	0.396533	0.6034671	0.9238925
2520	-271.5252	-315.8591	44.33393	0.00452653	0.000592992	0.0452053	0.00792199	0.0676544	0.0192021	0.00654643	0.00731305	0.0472317	0.00317635	0.00852505	0.00927674	0.0330197	0.0193368	0.029745	0.0417964	0.0148871	0.0697449	0.0961355	0.0225184	0.0171337	0.0975992	0.0291064	0.0109041	0.00802009	0.0475359	0.029744	0.0266198	0.0696552	0.024774	0.0407669	0.0724789	0.0382218	0.0152199	0.00631605	0.00552822	0.00934748	0.3495437	1.650456	0.4569416	1.543058	0.543485	0.742763	0.911397	1.09722	1.34632	1.83998	0.4408942	3.376927	0.2117861	0.00410261	0.000537457	0.0409718	0.00718008	0.0613185	0.0174038	0.00593335	0.00662817	0.0428084	0.00287888	0.00772667	0.00840797	0.0299274	0.0175259	0.0269593	0.0378821	0.0134929	0.0632132	0.0871323	0.0204095	0.0155291	0.0884589	0.0263805	0.00988294	0.007269	0.0430841	0.0269584	0.0241269	0.0631319	0.0224539	0.036949	0.0656912	0.0346423	0.0137945	0.00572455	0.0050105	0.00847207	0.752227	0.247773	0.7522271	1.103328
2556	-264.5912	-310.2182	45.62702	0.00267001	0.0105968	0.0230935	0.00285186	0.0273156	0.00609045	0.00174067	0.00879129	0.00486663	0.00137335	0.00628951	0.00987192	0.02452	0.019569	0.0160337	0.0325676	0.00146149	0.0133568	0.0123324	0.0188917	0.0752769	0.00280233	0.0160618	0.0115891	0.00626843	0.00082578	0.00286823	0.00261191	0.00583846	0.014133	0.0244845	0.0122278	0.00366263	0.00408361	0.0200794	0.0102104	0.0107551	0.3074767	1.692523	0.9491396	1.05086	0.268501	0.526618	0.818676	1.22149	1.89891	3.72437	0.9507625	1.107172	0.1816676	0.00570436	0.0226397	0.0493383	0.00609288	0.0583587	0.013012	0.00371888	0.0187823	0.0103974	0.00293412	0.0134373	0.021091	0.0523861	0.0418085	0.0342554	0.0695794	0.00312241	0.0285362	0.0263477	0.0403613	0.160826	0.00598708	0.0343155	0.0247596	0.0133923	0.00176425	0.00612787	0.00558024	0.0124736	0.0301946	0.0523102	0.0261241	0.00782508	0.00872448	0.0428989	0.0218141	0.0229779	0.522555	0.477445	0.5225547	0.4680637
2592	-271.4001	-316.7522	45.35203	0.0149285	0.043358	0.0239068	0.0055002	0.0555638	0.0092661	0.00790669	0.00421069	0.00468421	0.0235741	0.0096211	0.0165248	0.00781706	0.0108608	0.019795	0.0483811	0.00135038	0.00805692	0.0186523	0.0417619	0.0068369	0.00131388	0.0201077	0.00972033	0.00992706	0.043545	0.01599	0.0180962	0.0248218	0.00712679	0.0157499	0.0122603	0.00804949	0.00439915	0.0352648	0.0365853	0.0321593	0.2021342	1.797866	0.5930283	1.406972	0.455301	0.68132	0.887174	1.12717	1.46774	2.19635	0.5689084	2.37252	0.1124301	0.022029	0.0639806	0.0352777	0.00811629	0.0819919	0.0136734	0.0116674	0.00621344	0.00691219	0.0347867	0.0141972	0.0243846	0.0115351	0.0160266	0.0292102	0.0713928	0.00199266	0.0118891	0.0275239	0.0616254	0.0100888	0.00193881	0.0296717	0.0143437	0.0146487	0.0642565	0.0235954	0.0267033	0.036628	0.0105165	0.0232411	0.0180917	0.0118781	0.00649154	0.0520379	0.0539866	0.0474554	0.693406	0.306594	0.6934056	0.6776743
2628	-272.5414	-317.187	44.64559	0.010591	0.010947	0.00376423	0.0037601	0.0536102	0.00696761	0.00542497	0.0145638	0.0126726	0.00156643	0.0179904	0.00573356	0.0181348	0.0277737	0.0204836	0.0795403	0.00240541	0.0205601	0.0284663	0.00147535	0.0185305	6.35942e-05	0.0795374	0.00274916	0.0117994	0.016704	0.00140159	0.0139236	0.0759552	0.0121245	0.0659073	0.0328544	0.0151089	0.0211762	0.0418551	0.0452165	0.108595	0.3210073	1.678993	0.4521835	1.547817	0.602039	0.780768	0.925697	1.08027	1.28079	1.66102	0.3669096	3.422983	0.1911904	0.0116393	0.0120305	0.00413682	0.00413228	0.0589166	0.00765727	0.00596193	0.0160054	0.0139269	0.00172148	0.0197711	0.00630108	0.0199298	0.0305228	0.0225111	0.0874133	0.0026435	0.0225951	0.0312839	0.00162139	0.0203646	6.98888e-05	0.0874101	0.00302127	0.0129673	0.0183574	0.00154032	0.0153018	0.0834733	0.0133246	0.0724309	0.0361064	0.0166044	0.0232723	0.045998	0.0496921	0.119344	0.660366	0.339634	0.6603659	0.9099339
2664	-267.6073	-313.7025	46.09525	0.00225639	0.0254316	0.0140799	0.00831865	0.147401	0.053636	0.00842449	0.0367252	0.0499842	0.00292549	0.0122555	0.014299	0.0121442	0.101556	0.0332253	0.0840498	0.00162917	0.0167824	0.036705	0.0332179	0.0701148	0.0129331	0.047791	0.0234604	0.0471502	0.00411174	0.0102964	0.0535453	0.0462612	0.0312058	0.0198984	0.0173907	0.0653891	0.0144298	0.00234431	0.0131047	0.0366654	0.1573176	1.842682	0.8508196	1.14918	0.870624	0.934663	0.97914	1.0213	1.0699	1.1486	0.100178	1.350674	0.08537426	0.00186303	0.0209981	0.0116253	0.00686845	0.121704	0.0442856	0.00695584	0.0303228	0.0412704	0.00241548	0.010119	0.0118062	0.0100271	0.0838516	0.0274331	0.0693973	0.00134515	0.0138567	0.0303062	0.027427	0.0578916	0.0106784	0.0394596	0.0193705	0.0389304	0.00339494	0.0085014	0.0442107	0.0381965	0.0257656	0.0164295	0.0143589	0.0539898	0.0119142	0.00193562	0.0108201	0.0302735	0.47425	0.52575	0.4742498	1.211139
