Iteration	Posterior	Likelihood	Prior	rate_log_sd	rate_loss	rate_neo	root_freqs[1]	root_freqs[2]	tree_length
1596	-271.2289	-317.1549	45.92606	0.01039994	1.650617	0.1888285	0.702816	0.297184	0.8764829
1602	-283.5746	-329.8249	46.25029	0.302527	0.681519	0.07393968	0.563672	0.436328	1.506362
1608	-287.8617	-334.0727	46.21102	0.4310718	1.444607	0.07393968	0.381143	0.618857	0.7124643
1614	-284.5872	-329.4627	44.87543	0.6577289	2.192191	0.2834841	0.723788	0.276212	0.5657679
1620	-275.3334	-320.7879	45.45456	0.1050086	1.591638	0.2713357	0.712056	0.287944	1.072115
1626	-273.8067	-318.5844	44.7777	0.383075	4.175408	0.118384	0.828779	0.171221	0.6945181
1632	-268.0252	-312.0089	43.98364	0.7948623	5.717864	0.118384	0.823588	0.176412	0.5438067
1638	-268.2451	-312.0449	43.79972	1.475098	3.913835	0.08223894	0.714161	0.285839	0.253089
1644	-267.1639	-312.0894	44.92555	1.353544	1.544792	0.08223894	0.591816	0.408184	0.1982792
1650	-268.0593	-313.2272	45.16792	0.3135002	1.842712	0.2085511	0.702797	0.297203	1.145595
1656	-270.5483	-315.3191	44.77082	0.2209694	2.942781	0.2442337	0.708117	0.291883	0.978457
1662	-266.3571	-310.371	44.0139	1.71483	1.742219	0.1918009	0.7051	0.2949	0.1958034
1668	-264.9491	-309.9619	45.01274	1.321007	1.032149	0.1780172	0.50094	0.49906	0.1958034
1674	-266.8018	-312.0709	45.26907	1.428651	0.7066063	0.1780172	0.429369	0.570631	0.1958034
1680	-274.5475	-319.7833	45.23589	1.858027	0.6733443	0.08489067	0.444929	0.555071	0.1958034
1686	-269.2141	-314.0448	44.83063	1.639719	0.8711953	0.1476036	0.505197	0.494803	0.1594211
1692	-273.2262	-318.1993	44.97311	1.639719	0.8711953	0.115703	0.536762	0.463238	0.1649043
1698	-278.118	-322.8768	44.75881	1.649408	0.8711953	0.1845598	0.409348	0.590652	0.1746237
1704	-272.781	-319.8623	47.08136	0.07707332	0.4882261	0.113989	0.316984	0.683016	1.105454
1710	-266.7872	-313.8568	47.06962	0.1559379	0.4882261	0.150709	0.44619	0.55381	0.9008646
1716	-273.7061	-320.9894	47.28332	0.09114868	0.4830603	0.148597	0.399768	0.600232	0.7278417
1722	-268.2582	-315.4677	47.20948	0.05730503	0.4830603	0.154796	0.28625	0.71375	0.8462486
1728	-265.8271	-312.3019	46.47481	0.02802415	0.8177437	0.1826208	0.359308	0.640692	1.06448
1734	-266.4124	-312.5257	46.11329	0.7870965	0.8086142	0.1507407	0.329588	0.670412	0.7463655
1740	-272.3981	-318.2549	45.85675	0.7115571	1.376797	0.0971759	0.467529	0.532471	0.7463655
1746	-271.2102	-316.4411	45.23097	0.7508989	2.434199	0.1003504	0.68135	0.31865	0.5701954
1752	-270.4581	-315.6493	45.19124	0.1658531	2.549148	0.1583152	0.615643	0.384357	1.049244
1758	-267.6601	-312.4074	44.74737	0.04909979	3.851101	0.1689	0.611463	0.388537	1.044265
1764	-266.6632	-312.1226	45.45935	0.02058999	2.205759	0.2047837	0.642839	0.357161	0.9554148
1770	-268.9072	-315.2541	46.34687	0.08136586	0.7916457	0.1861918	0.535745	0.464255	1.150293
1776	-270.5683	-316.5	45.93176	0.3321777	0.7708736	0.2978731	0.544576	0.455424	1.048648
1782	-269.9767	-316.5311	46.55437	0.2890797	0.7708736	0.1192882	0.614529	0.385471	1.003641
1788	-277.1905	-321.704	44.51352	0.8119635	2.411132	0.06954775	0.614529	0.385471	1.435342
1794	-272.1431	-317.3295	45.18644	0.4859408	2.648592	0.1010339	0.696526	0.303474	0.8992421
1800	-268.5925	-315.1823	46.58976	0.1175554	1.104628	0.08281652	0.464396	0.535604	0.9396754
1806	-270.1722	-315.3748	45.20259	0.5077345	2.266312	0.1292848	0.474774	0.525226	0.9429846
1812	-272.1085	-316.316	44.20753	0.5542826	4.363091	0.2318963	0.709458	0.290542	0.6309271
1818	-269.7658	-313.473	43.70722	0.4829009	3.696562	0.5800757	0.68235	0.31765	0.8097813
1824	-273.9583	-318.6692	44.71082	0.4829009	2.605122	0.207071	0.68235	0.31765	1.032638
1830	-268.4594	-314.5051	46.04569	0.1745048	1.194784	0.1492809	0.61052	0.38948	1.078897
1836	-285.3866	-331.1224	45.73581	0.2556461	1.242974	0.2224085	0.663364	0.336636	1.03936
1842	-275.5015	-320.9735	45.472	0.06555064	2.032871	0.2269299	0.708706	0.291294	0.929882
1848	-272.5386	-317.027	44.48836	0.09980805	3.762123	0.2269299	0.757014	0.242986	1.104662
1854	-274.0945	-318.5631	44.46867	0.1273565	4.466832	0.2182753	0.822027	0.177973	0.8870342
1860	-271.2838	-317.2545	45.97066	0.6239846	1.198618	0.08404224	0.724216	0.275784	0.9634631
1866	-273.377	-317.56	44.18296	0.9283406	5.224656	0.05653147	0.872922	0.127078	0.7208737
1872	-270.8605	-315.5093	44.64885	0.9920188	3.643431	0.06448027	0.874462	0.125538	0.4877064
1878	-275.4281	-320.6278	45.19977	0.2405163	3.417852	0.1100894	0.820055	0.179945	0.7288917
1884	-268.4147	-314.2439	45.82926	0.3102004	1.314994	0.1406662	0.497949	0.502051	1.08836
1890	-271.3386	-316.6274	45.2888	0.4999211	1.314994	0.2562886	0.4847	0.5153	1.08836
1896	-275.3447	-320.681	45.33627	0.6354715	1.423855	0.1642334	0.505586	0.494414	1.08836
1902	-273.7018	-318.7346	45.03285	0.3880673	2.421211	0.1642334	0.495573	0.504427	1.029418
1908	-272.3553	-316.7145	44.35919	0.1371197	3.82166	0.1793685	0.840905	0.159095	1.287075
1914	-277.7485	-323.4696	45.72105	0.06632556	1.904395	0.1169926	0.708719	0.291281	1.114851
1920	-266.4755	-311.6941	45.21862	0.03746444	2.93621	0.1401442	0.783299	0.216701	1.037691
1926	-267.9642	-312.8814	44.91721	0.1535622	2.869386	0.2596984	0.648255	0.351745	0.8841993
1932	-267.4572	-312.7561	45.29895	0.5454135	1.963062	0.1860227	0.64545	0.35455	0.7486335
1938	-274.792	-319.5647	44.7727	0.5294966	1.814417	0.2097953	0.510574	0.489426	1.308952
1944	-272.0297	-316.6789	44.64915	0.2198951	3.611083	0.1922385	0.622633	0.377367	0.9840653
1950	-270.2372	-314.449	44.21171	0.2239069	5.157654	0.198302	0.799845	0.200155	0.9079432
1956	-272.0261	-316.3337	44.30751	0.2319329	6.436488	0.1084328	0.799845	0.200155	0.7738725
1962	-269.9022	-314.9067	45.0045	0.6693078	2.206398	0.2104685	0.55498	0.44502	0.6798836
1968	-273.2836	-317.8613	44.57768	0.2283564	2.988245	0.3033042	0.758837	0.241163	0.9988137
1974	-276.6675	-320.6075	43.94001	0.2753732	4.226651	0.3307837	0.799958	0.200042	1.068763
1980	-269.4233	-314.8824	45.45907	0.4371182	2.35957	0.1066974	0.768719	0.231281	0.7669556
1986	-271.3729	-315.3224	43.94943	0.6709348	6.120781	0.1066974	0.691566	0.308434	0.7733155
1992	-271.8573	-317.3893	45.53194	0.2940352	2.12975	0.1444325	0.691566	0.308434	0.8317629
1998	-272.9701	-317.2919	44.32181	0.3760276	4.067321	0.1444325	0.785424	0.214576	1.14473
2004	-266.3152	-310.7785	44.46333	0.8763849	3.740392	0.1259194	0.772011	0.227989	0.4958125
2010	-265.3696	-309.8891	44.51948	0.9086627	3.353015	0.1141241	0.772011	0.227989	0.7605997
2016	-269.2016	-313.1244	43.92285	0.3712535	7.668642	0.08411423	0.935019	0.0649815	0.886815
2022	-271.536	-315.6461	44.11015	0.3350703	7.668642	0.05648509	0.884299	0.115701	0.8644624
2028	-271.1879	-316.0752	44.88733	0.264825	3.764863	0.1384686	0.741687	0.258313	0.8026692
2034	-273.9373	-318.2208	44.28346	0.4917514	5.428797	0.07967762	0.612179	0.387821	0.9372973
2040	-270.4006	-314.9698	44.56913	0.4207803	4.313491	0.1521101	0.82352	0.17648	0.6976562
2046	-264.064	-308.7388	44.67479	0.2257529	3.798979	0.1976522	0.73149	0.26851	0.8577479
2052	-274.4781	-319.7645	45.28632	0.3625524	2.242218	0.1814596	0.49711	0.50289	0.8206869
2058	-267.8095	-313.2821	45.47268	0.9461427	1.015894	0.2607002	0.49711	0.50289	0.396545
2064	-271.1351	-315.8031	44.66795	1.117103	1.856991	0.2630879	0.495901	0.504099	0.4725276
2070	-269.8004	-316.4053	46.60486	0.005256065	0.5478868	0.2485142	0.169449	0.830551	1.12345
2076	-268.5577	-314.9593	46.40157	0.008587359	0.6035348	0.2485142	0.295005	0.704995	1.225034
2082	-271.0029	-316.5939	45.59094	1.059038	0.881852	0.2240735	0.453385	0.546615	0.3856774
2088	-271.2416	-317.4627	46.22108	0.4942422	0.881852	0.1858155	0.649	0.351	0.725006
2094	-271.8067	-317.1542	45.3475	0.3430863	2.023208	0.1858155	0.736903	0.263097	0.9005096
2100	-261.8014	-306.4786	44.67724	0.3332602	3.695723	0.1950631	0.807914	0.192086	0.7729844
2106	-266.7556	-311.6195	44.86384	0.04598258	3.167826	0.2344768	0.808976	0.191024	0.9925769
2112	-266.3951	-311.7377	45.34259	0.02764406	2.289611	0.2255706	0.558703	0.441297	0.9609811
2118	-270.4899	-315.6987	45.20884	0.03667899	3.079456	0.1893591	0.74297	0.25703	0.8008254
2124	-269.066	-313.5691	44.50313	0.6532458	2.033334	0.2622298	0.535911	0.464089	1.201803
2130	-275.1484	-320.4139	45.26554	0.9903288	1.586526	0.1624274	0.62518	0.37482	0.4719798
2136	-277.248	-322.3224	45.0744	0.9903288	1.749492	0.1624274	0.769558	0.230442	0.7314994
2142	-263.9863	-309.5413	45.55502	0.3648046	1.749492	0.1950732	0.769558	0.230442	0.7909857
2148	-269.5053	-315.2862	45.78086	0.02694815	1.674119	0.2381839	0.793718	0.206282	0.8412241
2154	-276.4046	-321.6877	45.28306	0.1071645	2.314051	0.1974149	0.671612	0.328388	1.01036
2160	-269.2809	-314.5887	45.30779	0.08341893	2.165057	0.2794895	0.723205	0.276795	0.8561795
2166	-273.3259	-318.059	44.7331	0.363419	2.165057	0.3380585	0.773292	0.226708	1.027798
2172	-272.4548	-318.9863	46.5315	0.1711806	0.4277172	0.3380585	0.452542	0.547458	1.027798
2178	-275.6435	-322.2114	46.56794	0.3630593	0.4122845	0.1611366	0.200207	0.799793	1.269247
2184	-275.9908	-322.8639	46.8731	0.09130217	0.5810185	0.1923793	0.244962	0.755038	0.8762608
2190	-269.9938	-316.024	46.03018	0.5729662	0.8118648	0.2529297	0.439959	0.560041	0.7264744
2196	-272.689	-317.954	45.26496	0.6789988	1.458128	0.303613	0.522439	0.477561	0.4144261
2202	-273.8653	-317.9841	44.11882	0.6782394	2.483234	0.5238253	0.734405	0.265595	0.7937984
2208	-273.2286	-317.6588	44.43018	0.9336563	2.291744	0.3377175	0.752934	0.247066	0.490281
2214	-271.3944	-316.1787	44.78423	0.1716755	3.941876	0.09396429	0.82326	0.17674	1.129529
2220	-264.9437	-308.8779	43.93423	0.2662775	6.554593	0.1476058	0.880094	0.119906	0.9667647
2226	-273.2597	-316.2682	43.00856	0.4606457	11.71032	0.1240564	0.889456	0.110544	0.8829267
2232	-269.4054	-314.1767	44.77129	0.0637501	5.71132	0.06219997	0.742068	0.257932	0.8829267
2238	-268.5761	-312.3728	43.7967	0.1438675	8.620089	0.09834375	0.954569	0.0454305	1.006414
2244	-268.8987	-312.843	43.94434	0.2837486	3.974206	0.396493	0.692036	0.307964	1.006414
2250	-266.0099	-311.0435	45.03357	0.4002769	1.709915	0.2789358	0.673561	0.326439	1.096577
2256	-262.7799	-308.2619	45.48197	0.6241736	1.71218	0.1273653	0.661232	0.338768	0.8756004
2262	-267.8738	-313.368	45.49421	0.251363	1.697686	0.2489174	0.652203	0.347797	0.8629072
2268	-264.2179	-310.9506	46.73267	0.09668583	0.8483905	0.1333481	0.546239	0.453761	0.8629072
2274	-264.0877	-310.8779	46.79028	0.2573834	0.8483905	0.07154446	0.480675	0.519325	0.9113424
2280	-266.1365	-312.3171	46.18054	0.2438685	1.182134	0.089967	0.474637	0.525363	1.11605
2286	-268.2629	-314.0126	45.74976	0.5569191	1.208712	0.1952145	0.661387	0.338613	0.8136706
2292	-262.6278	-308.604	45.97619	0.2517996	1.341032	0.1952145	0.546805	0.453195	0.7710203
2298	-265.4746	-311.0418	45.56719	0.9028345	1.341032	0.1496443	0.539635	0.460365	0.5927305
2304	-262.1991	-307.7594	45.5603	0.7972654	1.341032	0.1629553	0.580454	0.419546	0.7309036
2310	-270.2621	-315.8746	45.6125	1.085353	1.341032	0.09217719	0.498855	0.501145	0.5836202
2316	-272.8368	-317.8032	44.96641	1.276964	1.982165	0.09217719	0.608834	0.391166	0.3897936
2322	-270.5052	-315.8442	45.33895	0.9413634	1.586146	0.1504213	0.641412	0.358588	0.4096385
2328	-268.8008	-313.7347	44.93394	0.8699251	1.56762	0.3367674	0.430677	0.569323	0.4643127
2334	-271.9757	-316.0908	44.11508	0.08222534	7.517241	0.06617955	0.84582	0.15418	1.100099
2340	-276.4213	-320.8385	44.41724	0.5285748	5.380486	0.09141162	0.736694	0.263306	0.6452121
2346	-271.9633	-316.9219	44.95864	0.8183347	2.973953	0.09141162	0.684667	0.315333	0.5374092
2352	-269.1662	-314.553	45.38679	0.7640103	1.800911	0.15094	0.627228	0.372772	0.5374092
2358	-276.006	-320.2718	44.26578	0.8724431	3.060931	0.2583301	0.591669	0.408331	0.6794069
2364	-280.9297	-325.1226	44.19291	0.04568375	8.308438	0.03257134	0.92505	0.0749497	1.073964
2370	-282.6054	-328.883	46.27763	0.9649194	0.8068374	0.06689432	0.572294	0.427706	0.7546433
2376	-275.2406	-322.175	46.93445	0.2437355	0.6178995	0.0934725	0.357202	0.642798	0.976123
2382	-275.8926	-322.9766	47.08405	0.6867926	0.3249884	0.1451662	0.241277	0.758723	0.4828227
2388	-275.5459	-322.8207	47.27479	0.2118672	0.3249884	0.1451662	0.2269	0.7731	0.9776848
2394	-265.4322	-310.5993	45.16708	0.5678955	1.907852	0.2528013	0.669189	0.330811	0.6688151
2400	-269.8401	-314.5868	44.74671	0.5264225	1.896146	0.3619576	0.570764	0.429236	0.9562438
2406	-278.468	-323.7134	45.24546	0.2279577	1.896146	0.3619576	0.63303	0.36697	0.7004603
2412	-274.6958	-318.6467	43.9509	0.5775932	3.524716	0.3619576	0.843255	0.156745	0.9322758
2418	-270.7734	-314.9606	44.18717	0.3799959	3.524716	0.3312545	0.799827	0.200173	0.9603285
2424	-265.1363	-310.5791	45.44273	1.062607	1.511809	0.1097582	0.550384	0.449616	0.4872629
2430	-270.8307	-315.9647	45.134	1.062607	1.511809	0.1793542	0.583589	0.416411	0.6921188
2436	-269.7992	-314.3341	44.53488	1.174268	2.674839	0.1417658	0.573938	0.426062	0.4590593
2442	-268.5422	-314.8073	46.26512	0.2656776	0.5412699	0.1554752	0.189373	0.810627	1.426969
2448	-277.6644	-323.8246	46.16025	0.3837686	1.02214	0.09453784	0.31418	0.68582	1.124378
2454	-275.0308	-321.6457	46.61488	0.827311	0.6382431	0.08892269	0.338388	0.661612	0.576584
2460	-272.2472	-318.2454	45.99818	0.9749091	0.5790005	0.2587165	0.255883	0.744117	0.482404
2466	-269.918	-316.8425	46.92453	0.82601	0.4260058	0.09222955	0.356856	0.643144	0.6232714
2472	-272.5658	-319.7371	47.17132	0.6416607	0.4260058	0.08074406	0.284818	0.715182	0.5925354
2478	-274.125	-321.1634	47.03842	0.7397194	0.2713502	0.1791255	0.323239	0.676761	0.5496241
2484	-277.0512	-323.2804	46.22915	0.7121037	0.3968733	0.3920357	0.206967	0.793033	0.3659748
2490	-274.6246	-322.0508	47.42622	0.6469575	0.3336941	0.05729082	0.297236	0.702764	0.3552443
2496	-270.7419	-317.2996	46.55779	1.013612	0.3336941	0.1836668	0.242599	0.757401	0.3552443
2502	-273.2806	-319.3663	46.08577	0.8046388	0.9202155	0.1258681	0.523808	0.476192	0.7086567
2508	-266.8956	-312.3173	45.4217	0.4684888	1.655094	0.1769551	0.640061	0.359939	0.9647415
2514	-268.9595	-313.6871	44.72765	0.02652654	3.380434	0.3155804	0.723244	0.276756	0.8513925
2520	-269.7633	-314.9556	45.19234	0.03170521	3.610203	0.1238734	0.723244	0.276756	0.8513925
2526	-268.0826	-313.3203	45.23762	0.08812568	2.070743	0.2619801	0.768145	0.231855	1.029123
2532	-271.1197	-315.3121	44.19239	0.02590061	4.562754	0.2009287	0.764131	0.235869	1.263295
2538	-268.8803	-313.3739	44.49354	0.01050187	4.562754	0.08515348	0.87552	0.12448	1.373044
2544	-266.7996	-311.706	44.90646	0.00903937	4.138749	0.0791005	0.812124	0.187876	1.166156
2550	-268.1621	-313.6676	45.50554	0.07030582	2.677847	0.1715957	0.628902	0.371098	0.6401225
2556	-264.1055	-309.2984	45.19292	0.1111817	2.722433	0.1779299	0.715518	0.284482	0.9560347
2562	-266.1359	-311.6825	45.54658	0.1307966	2.722433	0.0802651	0.770514	0.229486	0.9560347
2568	-276.6219	-321.621	44.99912	0.4913594	2.722433	0.05339588	0.714366	0.285634	1.247389
2574	-271.2628	-316.7113	45.4485	0.02566076	2.946263	0.09062563	0.636087	0.363913	1.013888
2580	-264.2329	-309.4009	45.16807	0.5854006	2.463137	0.1450474	0.726852	0.273148	0.6739275
2586	-268.1711	-313.3536	45.18247	0.6674475	1.646788	0.2726196	0.672699	0.327301	0.6747369
2592	-263.2511	-308.2751	45.02405	0.8609843	2.384838	0.1202677	0.677922	0.322078	0.6747369
2598	-262.6217	-307.9661	45.34439	0.7313375	1.447034	0.254608	0.662169	0.337831	0.5844904
2604	-269.4379	-314.6685	45.23057	1.011499	1.183482	0.254608	0.560589	0.439411	0.3449755
2610	-270.7672	-315.6611	44.89394	0.3449862	3.038875	0.2342868	0.848654	0.151346	0.6181722
2616	-265.392	-309.5358	44.14376	0.1884318	3.038875	0.4998586	0.601239	0.398761	1.067269
2622	-272.3298	-317.5502	45.22032	0.5099117	1.129466	0.4506406	0.708141	0.291859	0.8917283
2628	-267.6575	-313.5043	45.84678	0.4678051	0.8651296	0.2942919	0.519	0.481	0.8917283
2634	-267.8026	-312.8608	45.05818	0.5248961	1.670585	0.4121837	0.588182	0.411818	0.4998575
2640	-272.4587	-316.5319	44.07328	0.9050049	3.657476	0.2507066	0.823172	0.176828	0.4960174
2646	-274.9403	-319.0384	44.09809	0.7736136	4.87483	0.1548635	0.824241	0.175759	0.469388
2652	-267.2288	-313.5971	46.36829	0.1591444	0.9398385	0.1656344	0.299463	0.700537	0.9614692
2658	-266.6346	-312.7989	46.16428	0.7017371	0.9398385	0.1055318	0.512866	0.487134	0.8300979
2664	-266.4624	-312.8669	46.40445	0.2754323	1.203361	0.06695782	0.512866	0.487134	0.953778
2670	-274.1121	-320.9426	46.83044	0.1435759	1.152093	0.06695782	0.572942	0.427058	0.5847152
2676	-266.5162	-312.9601	46.44395	0.2055451	1.236458	0.0788351	0.556979	0.443021	0.8945544
2682	-267.5247	-313.8089	46.28421	0.0813749	1.267889	0.09966115	0.556979	0.443021	1.063582
2688	-264.022	-309.5122	45.49027	0.2581747	2.372092	0.09966115	0.601855	0.398145	0.9695504
2694	-269.556	-314.8333	45.27732	0.7805334	2.060049	0.1332828	0.519582	0.480418	0.4634463
2700	-265.9262	-311.9973	46.0711	0.5365815	1.167792	0.1531705	0.5529	0.4471	0.5795206
2706	-274.8997	-321.0291	46.12935	0.6950282	1.115336	0.08911121	0.5529	0.4471	0.7479207
2712	-279.5741	-324.4258	44.8517	0.4482915	3.596759	0.1185451	0.516434	0.483566	0.7868462
2718	-273.8917	-319.4614	45.56968	0.7868457	1.895782	0.08265921	0.830925	0.169075	0.5736868
2724	-274.9924	-320.8521	45.85973	0.3200005	0.8735824	0.1809814	0.492736	0.507264	1.294991
2730	-273.1137	-318.5988	45.48516	0.6093414	1.550104	0.1809814	0.498416	0.501584	0.7978031
2736	-274.7704	-319.7929	45.02255	0.6125884	1.930173	0.1809814	0.536802	0.463198	1.03106
2742	-267.7765	-313.7137	45.93717	0.5681845	1.076321	0.1809814	0.502215	0.497785	0.7662638
2748	-270.016	-314.2122	44.19622	0.5769773	2.621816	0.1930952	0.502215	0.497785	1.41859
2754	-272.6762	-316.5439	43.86775	0.1330914	4.158853	0.2549174	0.724107	0.275893	1.41859
2760	-274.2648	-318.6964	44.43162	0.1630944	4.158853	0.2676803	0.738157	0.261843	0.8483734
2766	-272.5122	-316.4903	43.97804	0.08912794	4.573375	0.1489203	0.738157	0.261843	1.510777
2772	-265.7052	-309.993	44.28783	0.08313657	4.573375	0.1920732	0.832555	0.167445	1.153074
2778	-272.0722	-316.8462	44.77402	0.3360952	2.341288	0.1920732	0.782445	0.217555	1.263042
2784	-263.0259	-309.1113	46.08534	0.2266041	1.056998	0.1464179	0.65664	0.34336	1.119689
2790	-268.5431	-314.488	45.94487	0.4939357	1.256209	0.1464179	0.71108	0.28892	0.7967031
2796	-269.8851	-316.2492	46.36418	0.2705081	0.9475732	0.1825714	0.423965	0.576035	0.7565987
2802	-271.6299	-318.1682	46.53839	0.4990074	0.9475732	0.06689095	0.556195	0.443805	0.8227254
2808	-267.8759	-314.5969	46.72099	0.156415	0.9341021	0.06419235	0.416876	0.583124	1.027429
2814	-269.459	-316.3437	46.88471	0.1927765	0.9476233	0.04841983	0.47754	0.52246	0.8848428
2820	-272.1592	-318.8089	46.64971	0.5013678	0.9723251	0.06445202	0.574427	0.425573	0.6070261
2826	-268.9368	-314.9564	46.01959	0.938845	1.264317	0.04779669	0.574427	0.425573	0.3940679
2832	-264.5187	-311.0736	46.55495	0.8636582	0.6119971	0.1032442	0.397267	0.602733	0.5722032
2838	-281.3881	-327.1357	45.74765	0.7294024	0.5418185	0.1241128	0.313012	0.686988	1.552691
2844	-272.045	-318.1412	46.09621	0.1948694	0.7187243	0.2564646	0.451382	0.548618	1.175307
2850	-270.8422	-317.409	46.56682	0.1744802	0.6726303	0.1652752	0.444827	0.555173	1.062996
2856	-272.7973	-318.9755	46.17822	0.2555737	0.9931478	0.167443	0.331262	0.668738	0.9951737
2862	-269.4577	-314.3533	44.89554	0.1258393	4.736369	0.07048904	0.815003	0.184997	0.9252308
2868	-274.8922	-319.405	44.51279	0.3849999	3.986639	0.1597128	0.833684	0.166316	0.9252308
2874	-269.3266	-315.2358	45.90921	0.2586749	0.6273728	0.2848707	0.410139	0.589861	1.32131
2880	-269.3645	-315.3302	45.9657	0.2343979	1.212152	0.1422289	0.410139	0.589861	1.106635
2886	-269.2881	-314.6134	45.32535	0.03984363	2.434567	0.1422289	0.731238	0.268762	1.145487
2892	-266.6217	-312.1885	45.56681	0.01526308	2.184406	0.1593744	0.711184	0.288816	1.009352
2898	-272.4041	-317.5008	45.09668	0.09299311	3.433972	0.1119027	0.878628	0.121372	1.011048
2904	-268.4501	-313.2421	44.79203	0.2987101	2.623579	0.2116411	0.630862	0.369138	1.108589
2910	-274.8649	-319.6772	44.8123	0.3740724	2.096912	0.3746075	0.865957	0.134043	0.8941821
2916	-276.0918	-320.3959	44.30413	0.5883124	3.222856	0.232906	0.646132	0.353868	0.9920098
2922	-276.0263	-320.0103	43.98398	0.4813565	5.133232	0.1422394	0.758023	0.241977	1.07109
2928	-272.8514	-317.1749	44.32352	0.2025872	5.551316	0.1422394	0.823851	0.176149	0.8958097
2934	-277.7143	-321.3354	43.62114	0.7521207	5.551316	0.2363212	0.796457	0.203543	0.7093793
2940	-281.7955	-326.1682	44.37263	0.6117567	4.310023	0.0976039	0.823479	0.176521	0.9717516
2946	-276.2166	-320.9451	44.72855	0.4001771	4.310023	0.0976039	0.751098	0.248902	0.8061893
2952	-268.8223	-313.3257	44.50343	0.4310237	5.726793	0.0539939	0.73333	0.26667	0.8061893
2958	-264.6234	-308.6526	44.02917	0.3183162	5.726793	0.1605046	0.73333	0.26667	0.9715414
2964	-268.0845	-312.8365	44.75204	0.4242254	3.980305	0.1394519	0.73333	0.26667	0.6322702
2970	-269.4471	-314.3739	44.92687	0.3011952	1.547436	0.22415	0.73333	0.26667	1.47521
2976	-271.6943	-317.0954	45.40108	0.4685746	1.547436	0.3119952	0.446617	0.553383	0.5576085
2982	-273.8629	-318.5382	44.6754	0.1646889	4.948276	0.08574971	0.868579	0.131421	0.9773488
2988	-265.2687	-309.703	44.43436	0.1850357	4.171967	0.1322321	0.794584	0.205416	1.221505
2994	-271.7349	-317.1631	45.42824	0.117642	1.789393	0.2405534	0.655895	0.344105	1.034607
3000	-270.1697	-315.2559	45.08626	0.06878813	1.655965	0.4486831	0.525892	0.474108	1.062276
3006	-281.7023	-327.0733	45.37098	0.04485976	1.198088	0.4486831	0.647028	0.352972	1.145105
3012	-273.1939	-317.7295	44.53554	0.02795588	1.989662	0.3977892	0.601006	0.398994	1.458208
3018	-274.9183	-319.8634	44.94511	0.006078896	2.796729	0.2462587	0.833556	0.166444	1.075539
3024	-271.7047	-315.9171	44.21244	0.01080998	6.354066	0.1436493	0.908882	0.0911185	1.00422
3030	-273.1242	-316.7726	43.64841	0.01975651	5.686627	0.2416332	0.79054	0.20946	1.364699
3036	-276.343	-320.3737	44.03063	0.003103423	5.686627	0.2858078	0.820974	0.179026	0.9391677
3042	-274.4821	-318.861	44.37894	0.660885	4.522194	0.1064689	0.808581	0.191419	0.7869852
3048	-274.0403	-317.6256	43.5853	0.6917582	8.42066	0.0744218	0.808581	0.191419	0.7866808
3054	-278.288	-322.7722	44.48426	0.2828826	5.490229	0.07377561	0.808581	0.191419	0.9580376
3060	-277.0467	-321.6053	44.55861	0.2038996	2.83046	0.4448453	0.620826	0.379174	0.8010993
3066	-275.0213	-319.2133	44.19193	0.5705701	2.83046	0.4448453	0.806883	0.193117	0.8010993
3072	-269.4822	-313.9276	44.44539	0.05407202	4.479488	0.2267754	0.844151	0.155849	0.9620335
3078	-269.4905	-314.909	45.41847	0.07542676	1.290909	0.4299075	0.623422	0.376578	1.031448
3084	-270.6689	-314.7298	44.06085	0.8159011	3.744302	0.2784635	0.881765	0.118235	0.5136355
3090	-272.5268	-318.1847	45.6579	0.2670669	1.22821	0.217137	0.593783	0.406217	1.12668
3096	-271.5852	-317.0057	45.42051	0.4730602	1.253413	0.1910155	0.699118	0.300882	1.203064
3102	-269.3659	-314.7746	45.40865	0.1653982	1.434554	0.3879379	0.505556	0.494444	0.9139392
3108	-269.9277	-315.7585	45.8308	0.1150652	1.316573	0.2141122	0.33959	0.66041	1.047113
3114	-270.6959	-316.5879	45.89204	0.06256487	1.752695	0.1172636	0.707506	0.292494	1.047113
3120	-275.8447	-320.355	44.51031	0.2873721	2.938581	0.2948599	0.559797	0.440203	1.047113
3126	-269.2118	-313.8965	44.68464	0.4499005	1.977281	0.3732614	0.56654	0.43346	1.023663
3132	-270.3283	-315.5302	45.20198	0.2160571	1.977281	0.1737566	0.87674	0.12326	1.222082
3138	-267.7319	-312.4363	44.70437	0.2944709	1.977281	0.180831	0.623885	0.376115	1.534024
3144	-275.8956	-320.6963	44.80067	0.3492676	1.977281	0.2606422	0.767204	0.232796	1.238479
3150	-275.4577	-321.3238	45.86612	0.9484884	1.305784	0.07072898	0.670102	0.329898	0.613891
3156	-266.5154	-312.4467	45.93127	0.6410302	1.762967	0.05191038	0.5661	0.4339	0.6226693
3162	-267.7032	-312.7034	45.00022	0.7043746	1.800414	0.1772854	0.5661	0.4339	1.052916
3168	-263.9282	-309.4571	45.52887	0.1275873	1.800414	0.1926863	0.491334	0.508666	1.052916
3174	-267.8839	-313.8584	45.97452	0.2100645	1.800414	0.08812247	0.54726	0.45274	0.9050948
3180	-264.0114	-309.1015	45.09009	0.7343316	2.528103	0.106671	0.645936	0.354064	0.7485606
