Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	br_lengths[36]	br_lengths[37]	partition_rate[1]	partition_rate[2]	rate01	rate10	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rate_loss	rate_neo	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	rel_br_lengths[30]	rel_br_lengths[31]	rel_br_lengths[32]	rel_br_lengths[33]	rel_br_lengths[34]	rel_br_lengths[35]	rel_br_lengths[36]	rel_br_lengths[37]	root_freqs[1]	root_freqs[2]	rtfq1	tree_length
4392	-268.3643	-313.0931	44.72884	0.0143478	0.0102853	0.00891423	0.0186942	0.0536787	0.010094	0.00436727	0.00520707	0.00372514	0.0103955	0.0350461	0.0557085	0.00801368	0.0365958	0.0350521	0.0635795	0.00331615	0.0193707	0.0580182	0.0173797	0.0763451	0.0315644	0.00472682	0.0474321	0.01182	0.0326672	0.012315	0.032851	0.0434705	0.0120133	0.0390028	0.00662673	0.0263219	0.0264709	0.0601313	0.0113671	0.00259731	0.3207827	1.679217	0.5188068	1.481193	0.514363	0.723079	0.903792	1.10645	1.38298	1.94415	0.4807148	2.854999	0.191031	0.0151107	0.0108322	0.00938821	0.0196882	0.0565328	0.0106307	0.00459948	0.00548393	0.00392321	0.0109483	0.0369095	0.0586706	0.00843978	0.0385416	0.0369159	0.0669601	0.00349247	0.0204007	0.0611032	0.0183038	0.0804045	0.0332427	0.00497815	0.0499541	0.0124484	0.0344042	0.0129698	0.0345977	0.0457819	0.0126521	0.0410766	0.00697908	0.0277215	0.0278784	0.0633286	0.0119715	0.00273542	0.841873	0.158127	0.8418729	0.9495128
4428	-270.4216	-315.1619	44.74029	0.0421866	0.0149118	0.0338653	0.00479815	0.0876644	0.0283912	0.0131254	0.00880908	0.0123319	0.0198753	0.0102975	0.0312608	0.0393727	0.0199408	0.0234941	0.0528417	0.00235842	0.01099	0.0297933	0.00563948	0.0636481	0.0254275	0.0666011	0.0564491	0.039827	0.046433	0.0288665	0.0287184	0.0098674	0.108654	0.00596857	0.0427424	0.0461087	0.0200013	0.0124676	0.000852489	0.0156316	0.1553774	1.844623	0.3531531	1.646847	0.931925	0.9662	0.98933	1.01079	1.03498	1.07305	0.05097856	4.663266	0.08423261	0.0379987	0.0134315	0.0305035	0.00432183	0.0789618	0.0255727	0.0118224	0.00793459	0.0111077	0.0179022	0.00927529	0.0281575	0.0354641	0.0179612	0.0211618	0.047596	0.00212429	0.00989905	0.0268357	0.00507964	0.0573297	0.0229033	0.0599895	0.0508453	0.0358734	0.0418235	0.0260009	0.0258675	0.00888785	0.0978675	0.00537607	0.0384993	0.0415314	0.0180157	0.0112299	0.000767861	0.0140798	0.770139	0.229861	0.7701389	1.110212
4464	-281.9464	-327.7994	45.85302	0.00957638	0.0120377	0.0419036	0.0209448	0.0467706	0.00501155	0.00197843	0.0198883	0.0273926	0.0211367	0.0228231	0.0137575	0.0290773	0.0741276	0.0739084	0.16446	0.0111505	0.0289264	0.0214775	0.0217731	0.0218813	0.00297694	0.000957373	0.0267311	0.00025724	0.0123337	0.0318002	0.0640287	0.0289744	0.0157285	0.0441175	0.0473315	0.00374102	0.0179692	0.0249785	0.00509188	0.00216161	0.4806365	1.519364	1.152599	0.8474007	0.541935	0.741729	0.911001	1.09769	1.3482	1.84524	0.4429581	0.7352085	0.3163407	0.00939614	0.0118111	0.0411149	0.0205506	0.0458903	0.00491723	0.00194119	0.019514	0.026877	0.0207388	0.0223935	0.0134986	0.02853	0.0727324	0.0725173	0.161365	0.0109406	0.028382	0.0210732	0.0213633	0.0214694	0.00292091	0.000939354	0.026228	0.000252399	0.0121016	0.0312017	0.0628236	0.0284291	0.0154324	0.0432872	0.0464406	0.00367061	0.017631	0.0245083	0.00499605	0.00212092	0.649159	0.350841	0.6491589	1.019182
4500	-266.495	-312.7955	46.3005	0.00919502	0.00960978	0.010676	0.00689702	0.0690369	0.00308009	0.0013536	0.00264703	0.00481816	0.00777674	0.0173911	0.0490777	0.00315378	0.118024	0.0186058	0.0411765	0.00508691	0.0287225	0.0460956	0.0187703	0.00648583	0.0298506	0.0243126	0.039029	0.0315407	0.0175479	0.0178902	0.0436462	0.0022072	0.0913534	0.0118456	0.0445346	0.00470553	0.00893906	0.00393677	0.0382662	0.00652414	0.3005534	1.699447	1.026932	0.973068	0.712977	0.8479	0.949828	1.05282	1.17938	1.40257	0.2446191	0.9475487	0.1768537	0.0102874	0.0107515	0.0119444	0.00771642	0.0772389	0.00344602	0.00151441	0.00296151	0.00539058	0.00870066	0.0194572	0.0549084	0.00352847	0.132046	0.0208162	0.0460684	0.00569127	0.0321349	0.0515721	0.0210003	0.00725639	0.033397	0.0272011	0.0436658	0.0352879	0.0196327	0.0200156	0.0488316	0.00246943	0.102207	0.0132529	0.0498255	0.00526457	0.0100011	0.00440448	0.0428125	0.00729924	0.589275	0.410725	0.5892748	0.8938105
4536	-271.9174	-316.6671	44.74969	0.0120395	0.0115989	0.0245908	0.00355537	0.0301688	0.016859	0.00454372	0.0128617	0.0253735	0.00401011	0.0196599	0.00499213	0.000665962	0.0179101	0.00521284	0.0272006	0.0053803	0.0203455	0.0373387	0.00331065	0.00756895	0.0173187	0.0215456	0.0798013	0.0210045	0.0307343	0.0109375	0.0477899	0.00458134	0.0368764	0.0607093	0.0113745	0.00569276	0.0175202	0.00538974	0.0396561	0.000532015	0.2747856	1.725214	0.5383399	1.46166	0.323644	0.576844	0.842276	1.18726	1.73357	3.08982	0.8157027	2.715125	0.1592762	0.0170373	0.0164139	0.0347991	0.0050313	0.0426927	0.0238576	0.00642993	0.018201	0.0359066	0.0056748	0.0278212	0.00706449	0.00094242	0.025345	0.00737683	0.0384922	0.00761381	0.0287915	0.0528389	0.00468498	0.010711	0.0245081	0.0304897	0.112929	0.029724	0.043493	0.0154779	0.0676287	0.00648317	0.0521847	0.0859113	0.0160964	0.00805597	0.0247932	0.00762716	0.0561184	0.000752868	0.671844	0.328156	0.6718444	0.7066509
4572	-274.8128	-319.4844	44.67162	0.00294711	0.00894131	0.0217621	0.00136123	0.00912252	0.0076193	0.00282591	0.00340029	0.00409836	0.00101313	0.00619503	0.0225899	0.0080906	0.00955106	0.0283222	0.0149757	0.00246886	0.0330379	0.0173978	0.0232492	0.0600264	0.00828214	0.000497907	0.00827693	0.0163369	0.0303358	0.00141623	0.0242152	0.00260791	0.00959531	0.00408571	0.000937854	0.0148495	0.000179798	0.0253035	0.00917392	0.00226089	0.2624942	1.737506	0.6249165	1.375084	0.17984	0.433118	0.770243	1.29829	2.30884	5.56051	1.240561	2.200428	0.1510753	0.0065879	0.0199872	0.0486466	0.00304286	0.0203923	0.017032	0.00631699	0.00760094	0.0091614	0.00226473	0.0138482	0.0504969	0.0180856	0.0213502	0.0633108	0.0334765	0.00551885	0.0738522	0.0388908	0.0519708	0.134182	0.0185137	0.00111301	0.0185021	0.0365191	0.067812	0.00316582	0.0541301	0.00582967	0.0214492	0.00913311	0.00209646	0.0331942	0.000401917	0.056563	0.0205072	0.00505393	0.63664	0.36336	0.6366396	0.4473515
4608	-268.3379	-313.002	44.6641	0.0158947	0.0101744	0.0271362	0.0112041	0.0652156	0.01395	0.00119993	0.0130617	0.0146128	0.0048024	0.00955257	0.0144652	0.054228	0.00900711	0.00748358	0.0893294	0.0039026	0.0182569	0.0443405	0.0296504	0.00831901	0.00307315	0.0268057	0.0726127	0.0217943	0.0450949	0.00669261	0.0359168	0.000147451	0.0751019	0.00712975	0.0359433	0.000462224	0.0375698	0.00346261	0.0562017	0.00631516	0.1648187	1.835181	0.2996211	1.700379	0.951654	0.976122	0.992488	1.00757	1.02446	1.0508	0.03583107	5.675098	0.08981059	0.0176586	0.0113035	0.0301476	0.0124475	0.0724529	0.0154981	0.00133309	0.0145112	0.0162344	0.00533534	0.0106127	0.0160705	0.0602458	0.0100067	0.00831407	0.0992426	0.00433569	0.020283	0.0492612	0.0329408	0.00924221	0.00341419	0.0297804	0.0806708	0.0242129	0.0500993	0.00743531	0.0399026	0.000163814	0.0834362	0.00792097	0.0399321	0.000513519	0.0417391	0.00384687	0.0624386	0.00701598	0.825697	0.174303	0.8256965	0.9001111
4644	-266.8611	-312.7222	45.86108	0.0128046	0.0122146	0.0207212	0.00893506	0.0412105	0.016112	0.00239285	0.00485503	0.0196427	0.00268951	0.0077503	0.0373512	0.0186276	0.0354041	0.0180425	0.0368804	0.0032482	0.0143986	0.0553145	0.0398316	0.0666978	0.0461743	3.30573e-06	0.0465477	0.00873724	0.00446842	0.00500752	0.0236818	0.014875	0.00460525	0.0651506	0.0622139	0.00139045	0.0174273	0.00487344	0.0203614	0.00456224	0.4832138	1.516786	0.8503081	1.149692	0.981671	0.991018	0.997189	1.00282	1.00906	1.01867	0.01337634	1.352089	0.3185774	0.0159022	0.0151696	0.0257341	0.0110966	0.0511802	0.0200098	0.00297173	0.00602956	0.0243946	0.00334016	0.00962525	0.0463872	0.023134	0.043969	0.0224073	0.0458025	0.00403401	0.0178819	0.0686962	0.0494677	0.0828334	0.0573448	4.10546e-06	0.0578086	0.010851	0.00554942	0.00621894	0.0294109	0.0184736	0.00571935	0.0809119	0.0772647	0.00172683	0.0216434	0.00605243	0.0252872	0.00566594	0.567614	0.432386	0.5676144	0.8052044
4680	-276.176	-321.1057	44.92966	0.0310152	0.0209139	0.0399726	0.0316264	0.0704011	0.0118708	0.0165043	0.0317804	0.0472128	0.0131409	0.0105657	0.0176327	0.00313386	0.0420201	0.0430178	0.0518023	0.0460743	0.0267977	0.0393099	0.0131195	0.111404	0.0781103	0.00473155	0.0145562	0.0264173	0.055704	0.0572132	0.0145601	0.034078	0.0259237	0.0202074	0.0444696	0.00392668	0.0130923	0.0610368	0.00711575	0.00724238	0.2563775	1.743623	0.5901695	1.40983	0.580503	0.76702	0.920581	1.08627	1.30375	1.72264	0.393248	2.388857	0.1470373	0.0261136	0.0176087	0.0336554	0.0266282	0.0592751	0.00999477	0.013896	0.0267579	0.0397514	0.0110641	0.00889592	0.0148461	0.0026386	0.0353794	0.0362194	0.0436156	0.0387929	0.0225627	0.0330974	0.0110461	0.0937976	0.065766	0.00398379	0.0122558	0.0222424	0.0469007	0.0481714	0.0122591	0.0286924	0.0218268	0.0170139	0.0374417	0.00330612	0.0110233	0.0513907	0.00599119	0.00609781	0.791895	0.208105	0.7918949	1.187701
4716	-273.0705	-318.399	45.32851	0.00779346	0.0574193	0.0538925	0.0422041	0.0693881	0.0101453	0.00509286	0.0295423	0.0384193	0.00854936	0.00959981	0.0172393	0.0118716	0.020217	0.015019	0.0360317	0.0146721	0.031992	0.0479276	0.0257014	0.0910088	0.0579992	0.000840004	0.00822758	0.0321754	0.0424676	0.0298536	0.0180676	0.025051	0.0194564	0.0238534	0.020207	0.0052831	0.000854483	0.0148314	0.0215357	0.00626826	0.1423847	1.857615	0.467672	1.532328	0.852258	0.924995	0.975969	1.02462	1.08109	1.17335	0.1155937	3.276502	0.07664921	0.00802872	0.0591526	0.0555193	0.043478	0.0714826	0.0104516	0.00524659	0.030434	0.039579	0.00880743	0.00988959	0.0177596	0.01223	0.0208273	0.0154723	0.0371193	0.0151149	0.0329577	0.0493744	0.0264773	0.0937559	0.0597499	0.00086536	0.00847593	0.0331467	0.0437496	0.0307547	0.018613	0.0258072	0.0200437	0.0245734	0.020817	0.00544257	0.000880276	0.0152791	0.0221858	0.00645747	0.792344	0.207656	0.7923435	0.9706988
4752	-271.76	-316.7892	45.02917	0.0379588	0.000481831	0.0367564	0.0028955	0.0748851	0.0345939	0.00380509	0.000479257	0.0138151	0.0047887	0.00618543	0.011917	0.032207	0.0186625	0.0283475	0.0293381	0.0171463	0.0379486	0.0426891	0.0252229	0.022431	0.013295	0.045437	0.0188714	0.0270999	0.00138738	0.0541716	0.0221084	0.0221817	0.0539765	0.0231184	0.0489454	0.0138529	0.00445771	0.0286671	0.00667104	0.00389564	0.5896374	1.410363	0.7823873	1.217613	0.547579	0.745486	0.912438	1.09596	1.34141	1.82622	0.4354678	1.556279	0.418075	0.0435961	0.000553389	0.0422152	0.00332552	0.0860064	0.0397315	0.00437019	0.000550433	0.0158668	0.00549988	0.00710404	0.0136868	0.0369901	0.0214341	0.0325574	0.0336951	0.0196928	0.0435844	0.049029	0.0289688	0.0257622	0.0152694	0.052185	0.021674	0.0311245	0.00159342	0.0622167	0.0253917	0.0254759	0.0619926	0.0265517	0.0562144	0.0159102	0.00511973	0.0329245	0.00766176	0.00447419	0.389341	0.610659	0.3893408	0.870692
4788	-276.8305	-322.3451	45.51455	0.0318023	0.00306096	0.0201902	0.0023323	0.0332111	0.0251711	0.0186043	0.00028372	0.0363505	0.00222161	0.014696	0.0414551	0.0230691	0.0335214	0.0374981	0.0336831	0.00358553	0.0157563	0.029175	0.0178248	0.0233195	0.00699012	0.0279523	0.0264832	0.0137456	0.0043214	0.0748698	0.00763872	0.0506633	0.0323883	0.00457821	0.00708915	0.00786435	0.0073163	0.0420807	0.00176334	0.00343329	0.3605343	1.639466	0.8042692	1.195731	0.478695	0.698175	0.893963	1.11861	1.43231	2.08901	0.5326782	1.48673	0.2199096	0.0415179	0.00399609	0.0263583	0.00304482	0.0433571	0.0328608	0.0242879	0.000370397	0.0474556	0.00290031	0.0191856	0.0541196	0.0301167	0.0437622	0.0489538	0.0439733	0.00468091	0.0205698	0.038088	0.0232702	0.0304437	0.0091256	0.0364917	0.0345739	0.0179449	0.00564159	0.0977425	0.00997235	0.0661409	0.0422829	0.00597686	0.00925488	0.0102669	0.00955143	0.0549363	0.00230204	0.00448216	0.413382	0.586618	0.413382	0.76599
4824	-268.0552	-313.5403	45.48515	0.0298907	0.0100334	0.0524303	0.00278213	0.0709726	0.00458973	0.0128936	0.0110204	0.0088525	0.0142628	0.015777	0.01358	0.0232949	0.0501159	0.0597237	0.0358507	0.0159936	0.0304367	0.0486174	0.004056	0.00904143	0.00696025	0.0499929	0.0163317	0.0274925	0.015474	0.0693618	0.0174948	0.00471445	0.0399917	0.03164	0.0296593	0.0596215	0.000519779	0.0232005	0.00346251	0.0042575	0.2555779	1.744422	0.6934473	1.306553	0.577042	0.764786	0.919743	1.08726	1.30755	1.73298	0.3975729	1.884141	0.1465115	0.0323356	0.0108541	0.0567187	0.00300969	0.0767777	0.00496514	0.0139482	0.0119218	0.00957658	0.0154294	0.0170674	0.0146907	0.0252003	0.0542151	0.0646088	0.0387831	0.0173017	0.0329262	0.052594	0.00438776	0.00978097	0.00752956	0.054082	0.0176676	0.0297412	0.0167397	0.0750351	0.0189258	0.00510006	0.0432628	0.034228	0.0320853	0.0644981	0.000562293	0.0250981	0.00374572	0.00460574	0.641173	0.358827	0.6411733	0.9243906
4860	-282.4605	-327.1474	44.68686	0.0119686	0.0223668	0.00287376	0.0144933	0.0326351	0.00860818	0.010353	0.00587684	0.0346809	0.00129255	0.0314097	0.062219	0.00748877	0.0147601	0.0133245	0.0345853	0.0100783	0.013613	0.022324	0.00722021	0.0303038	0.0281853	0.00111018	0.0243854	0.0415245	0.0166662	0.0322795	0.0388122	0.00669823	0.0267947	0.0690228	0.0202565	0.0338348	0.00576574	0.02681	0.00118139	0.00629697	0.2950074	1.704993	0.5473011	1.452699	0.322245	0.575627	0.841722	1.18804	1.73724	3.10323	0.8188337	2.654296	0.1730256	0.0155013	0.0289688	0.003722	0.0187712	0.0422679	0.011149	0.0134089	0.0076115	0.0449176	0.00167407	0.0406808	0.0805842	0.00969922	0.0191169	0.0172574	0.0447938	0.0130531	0.0176311	0.0289133	0.00935139	0.0392486	0.0365047	0.00143787	0.0315832	0.0537812	0.0215856	0.0418074	0.0502683	0.00867533	0.0347037	0.0893962	0.0262356	0.0438218	0.00746761	0.0347235	0.0015301	0.00815563	0.687755	0.312245	0.6877545	0.7721002
4896	-270.6747	-316.2701	45.59537	0.0137622	0.024842	0.0286747	0.0203712	0.0643228	0.00819483	0.0229401	0.000961155	0.00614793	0.000588028	0.0191026	0.0271753	0.0163739	0.0206766	0.044945	0.0393628	0.00883396	0.037061	0.0718947	0.0211172	0.0481906	0.0726835	0.00702811	0.0352708	0.0122686	0.00752408	0.0270791	0.00463827	0.00990713	0.0236504	0.0667193	0.0339433	0.0312118	0.00618396	0.0180772	0.00377653	0.00167059	0.6006084	1.399392	0.9051406	1.094859	0.884573	0.941937	0.981511	1.01884	1.06164	1.13049	0.08868483	1.209602	0.4291925	0.0151705	0.027384	0.0316089	0.0224557	0.0709047	0.00903338	0.0252875	0.00105951	0.00677703	0.0006482	0.0210574	0.0299561	0.0180494	0.0227924	0.0495441	0.0433907	0.00973791	0.0408534	0.0792515	0.023278	0.0531218	0.080121	0.00774728	0.0388799	0.0135241	0.008294	0.0298501	0.00511289	0.0109209	0.0260705	0.0735465	0.0374166	0.0344056	0.00681674	0.019927	0.00416298	0.00184153	0.632295	0.367705	0.6322955	0.9071717
4932	-268.6866	-314.311	45.62435	0.0193827	0.0131368	0.0970902	0.0113888	0.0440354	0.0378547	0.0164762	0.0060803	0.0223955	0.0122576	0.015553	0.0365178	0.0234152	0.0490426	0.0322401	0.1181	0.0027158	0.0198554	0.0332367	0.024267	0.0217396	0.0139293	0.0304288	0.0607914	0.0153555	0.0151847	0.130949	0.0225001	0.00472675	0.0307477	0.052759	0.0872364	0.0515179	0.00274438	0.0186644	0.00202458	0.0718577	0.4318372	1.568163	1.062534	0.9374662	0.645897	0.808009	0.935655	1.06877	1.23761	1.54823	0.3160644	0.8822931	0.2753778	0.0152836	0.0103587	0.0765576	0.00898029	0.0347228	0.0298492	0.0129918	0.00479444	0.0176593	0.00966536	0.0122639	0.0287951	0.0184633	0.0386711	0.025422	0.0931239	0.00214146	0.0156564	0.0262078	0.0191351	0.0171421	0.0109835	0.0239937	0.0479353	0.0121081	0.0119734	0.103256	0.0177418	0.00372714	0.0242452	0.0416015	0.0687876	0.0406229	0.002164	0.0147173	0.00159642	0.0566612	0.406587	0.593413	0.4065873	1.268198
4968	-267.797	-314.2166	46.41965	0.040224	0.0121984	0.0145616	0.00186568	0.074609	0.0186332	0.0102893	0.00138235	0.0275176	0.00647663	0.0277376	0.0502656	0.0236811	0.03278	0.02093	0.0752021	0.00114059	0.048435	0.0413604	0.00524199	0.0740429	0.0194795	0.00105332	0.0533408	0.0318544	0.00649885	0.0416187	0.00957295	0.0558596	0.0776408	0.0485855	0.0322256	0.050145	0.00449796	0.0231862	0.00226354	0.0618392	0.4134431	1.586557	1.219704	0.7802955	0.973737	0.987104	0.995959	1.00406	1.01306	1.02697	0.01924346	0.6397415	0.2605914	0.0356521	0.0108119	0.0129065	0.00165362	0.0661289	0.0165153	0.0091198	0.00122523	0.0243899	0.00574048	0.0245849	0.0445523	0.0209895	0.0290542	0.018551	0.0666545	0.00101095	0.0429298	0.0366593	0.00464618	0.0656271	0.0172655	0.0009336	0.047278	0.0282338	0.00576018	0.0368883	0.00848487	0.0495106	0.068816	0.0430632	0.0285628	0.0444454	0.00398671	0.0205508	0.00200626	0.0548105	0.280161	0.719839	0.2801611	1.128237
5004	-269.9294	-315.9784	46.04898	0.0103637	0.00973491	0.0182247	0.0016435	0.0826894	0.0117754	0.00464822	0.00241341	0.00253427	0.00281576	0.0398303	0.00888648	0.00506927	0.0613486	0.0109761	0.089608	0.000648945	0.020945	0.0519187	0.00699965	0.00311435	0.0130895	0.0284749	0.00286701	0.0314461	0.026157	0.0205939	0.0262059	0.0342727	0.0524225	0.0530473	0.0130698	0.0121871	0.0316957	0.00176812	0.00526838	0.0293473	0.09444212	1.905558	0.8932696	1.10673	0.33234	0.584352	0.845681	1.18248	1.7113	3.00897	0.7965301	1.238966	0.0495614	0.0125151	0.0117557	0.0220078	0.00198466	0.0998542	0.0142198	0.0056131	0.00291439	0.00306034	0.00340025	0.0480983	0.0107311	0.00612156	0.0740834	0.0132545	0.108209	0.000783654	0.0252928	0.062696	0.00845265	0.00376083	0.0158066	0.0343858	0.00346215	0.0379737	0.0315867	0.0248687	0.0316457	0.041387	0.0633044	0.0640589	0.0157828	0.0147169	0.0382751	0.00213514	0.00636199	0.0354392	0.337287	0.662713	0.3372875	0.8281019
5040	-265.5114	-312.0434	46.53193	0.000903402	0.0132131	0.0241501	0.0112306	0.0494652	0.0171965	0.00409376	0.0372948	0.0428217	0.000820642	0.0143628	0.00815366	0.00941192	0.044492	0.0403726	0.0521313	0.0109552	0.0180434	0.0333154	0.0187792	0.00215698	0.0350608	0.0135646	0.000731222	0.0172304	0.033324	0.00846976	0.0261472	0.0137323	0.0189065	0.081184	0.0135545	0.0251824	0.0255473	0.00489461	0.0126457	0.0418912	0.1781227	1.821877	0.9791345	1.020866	0.691263	0.835206	0.945368	1.05779	1.19731	1.44663	0.2669826	1.04262	0.09776875	0.00109446	0.0160075	0.0292575	0.0136057	0.0599265	0.0208334	0.00495954	0.0451823	0.051878	0.000994199	0.0174004	0.00987806	0.0114024	0.0539015	0.048911	0.0631565	0.0132721	0.0218593	0.0403613	0.0227507	0.00261315	0.0424758	0.0164334	0.000885867	0.0208744	0.0403716	0.010261	0.0316771	0.0166366	0.022905	0.0983535	0.0164212	0.0305082	0.0309503	0.00592977	0.0153201	0.0507507	0.420884	0.579116	0.4208837	0.8254307
5076	-271.2217	-315.9578	44.73615	0.0278117	0.000835691	0.018545	0.00468113	0.0817466	0.00213145	0.00157277	0.00486579	0.0209346	0.00161354	0.00419334	0.0186471	0.0323865	0.036954	0.00581422	0.0243066	0.0053577	0.021362	0.0310036	0.0567363	0.0173124	0.0100739	0.0412564	0.015118	0.00255606	0.00420089	0.0732502	0.0150414	0.0355791	0.0233704	0.0337666	0.0141891	0.0311601	0.00332425	0.0141127	0.0126253	0.0194917	0.2802668	1.719733	0.4370914	1.562909	0.556463	0.751361	0.914676	1.09328	1.33092	1.79706	0.4238302	3.575702	0.1629711	0.0362166	0.00108824	0.0241494	0.00609579	0.106451	0.00277559	0.00204808	0.00633625	0.0272611	0.00210116	0.00546059	0.0242824	0.0421738	0.0481217	0.00757131	0.0316521	0.00697682	0.0278177	0.0403731	0.0738824	0.0225443	0.0131183	0.0537242	0.0196867	0.00332852	0.00547042	0.0953868	0.0195869	0.0463313	0.030433	0.043971	0.0184771	0.0405768	0.00432886	0.0183777	0.0164408	0.0253822	0.851666	0.148334	0.8516665	0.7679281
5112	-268.8842	-314.2846	45.40032	0.00377633	0.00491308	0.00885449	0.000516058	0.0260101	0.00690962	0.00399564	4.61649e-05	0.00434224	0.000366483	0.00942526	0.00298832	0.00292895	0.0127954	0.00648774	0.00906556	0.000245793	0.00403507	0.00568961	0.013057	0.00571634	0.00145907	0.0206339	0.0117088	0.000134626	0.00230917	0.0131997	0.00987133	0.00466944	0.0161308	0.00160543	0.0199181	0.00426782	0.000128886	0.00884437	0.000557515	0.00160794	0.3153698	1.68463	1.170258	0.8297423	0.144307	0.389029	0.744872	1.34251	2.5705	6.92968	1.399727	0.7090253	0.1872042	0.0151531	0.0197144	0.0355299	0.00207076	0.104369	0.0277258	0.0160331	0.000185243	0.0174239	0.00147057	0.0378202	0.011991	0.0117528	0.0513435	0.026033	0.0363769	0.000986279	0.0161913	0.0228304	0.0523931	0.0229376	0.00585472	0.0827967	0.0469831	0.000540206	0.00926589	0.0529655	0.0396102	0.0187368	0.0647273	0.00644202	0.0799243	0.0171252	0.000517172	0.0354893	0.00223711	0.0064521	0.354517	0.645483	0.3545174	0.2492123
5148	-278.4538	-323.0641	44.61032	0.00988216	0.0160414	0.0288587	0.00261333	0.0831066	0.010669	0.0101477	0.00697095	0.0150797	0.00166546	0.00401266	0.0364003	0.0071961	0.0367153	0.0228272	0.0336816	0.00241571	0.0462495	0.0116387	0.000558415	0.011637	0.0269584	0.00931203	0.0280683	0.0340453	0.00909876	0.00536818	0.0582987	0.0186042	0.0211794	0.0327847	0.116619	0.0325198	0.000588913	0.0517592	0.0176134	0.00741356	0.3672892	1.632711	0.6610505	1.33895	0.253831	0.512383	0.811706	1.23197	1.95166	3.93963	0.9913903	2.025488	0.2249567	0.0113771	0.0184681	0.0332244	0.00300866	0.0956789	0.012283	0.0116828	0.00802551	0.0173609	0.0019174	0.00461969	0.0419069	0.00828472	0.0422695	0.0262805	0.0387769	0.00278116	0.053246	0.0133994	0.000642891	0.0133975	0.0310367	0.0107207	0.0323144	0.0391956	0.0104752	0.00618027	0.067118	0.0214186	0.0243834	0.0377443	0.134261	0.0374394	0.000678003	0.0595892	0.0202779	0.00853507	0.592324	0.407676	0.5923235	0.8685996
5184	-270.4323	-314.7894	44.35707	0.0252185	0.0172351	0.0211231	0.00976674	0.0455331	0.0182392	0.00718494	0.00161922	0.00710521	0.000564286	0.0110052	0.0336755	0.020741	0.0379188	0.00881631	0.0227912	0.00748617	0.027484	0.0314052	0.0242005	0.0113947	0.0277151	0.00747736	0.0119992	0.0390261	0.0267725	0.0248973	0.0333955	0.00129472	0.0458308	0.0235398	0.0407462	0.000392318	0.00397559	0.00720038	0.0277406	0.0440174	0.330756	1.669244	0.4521498	1.54785	0.351323	0.600399	0.852859	1.17253	1.66556	2.84638	0.756366	3.423313	0.1981472	0.0333345	0.0227818	0.0279211	0.0129099	0.0601869	0.0241091	0.00949724	0.00214033	0.00939186	0.000745888	0.014547	0.0445131	0.027416	0.050122	0.0116536	0.0301261	0.00989542	0.0363291	0.0415122	0.0319889	0.0150618	0.0366345	0.00988377	0.0158609	0.0515858	0.0353886	0.0329099	0.0441431	0.00171139	0.0605804	0.0311155	0.0538594	0.000518576	0.00525503	0.00951765	0.0366682	0.0581833	0.743161	0.256839	0.7431609	0.7565289
